,Approach_250-275_yards_RTP_RANK THIS WEEK,Approach_250-275_yards_RTP_RANK LAST WEEK,Approach_250-275_yards_RTP_PLAYER NAME,Approach_250-275_yards_RTP_ROUNDS,Approach_250-275_yards_RTP_AVG RTP
61,T62,T62,Robert Streb,110,-0.605
62,T62,T62,Justin Thomas,106,-0.605
63,T64,T64,Brian Davis,86,-0.6
64,T64,T64,John Huh,102,-0.6
65,T66,T66,Jason Day,75,-0.594
66,T66,T66,William McGirt,103,-0.594
67,68,68,Steve Wheatcroft,87,-0.593
68,69,69,Fabián Gómez,83,-0.591
69,70,70,Jhonattan Vegas,90,-0.586
70,T71,T71,Eric Axley,57,-0.583
71,T71,T71,Marc Leishman,74,-0.583
72,T73,T73,Justin Rose,69,-0.581
73,T73,T73,John Senden,80,-0.581
74,T75,T75,Colt Knost,90,-0.579
75,T75,T75,Hudson Swafford,97,-0.579
76,77,77,Harris English,105,-0.5710000000000001
77,78,78,Jonathan Byrd,69,-0.563
78,T79,T79,Ryo Ishikawa,90,-0.556
79,T79,T79,Sung Joon Park,79,-0.556
80,T79,T79,Andrew Svoboda,80,-0.556
81,T79,T79,Gary Woodland,81,-0.556
82,T83,T83,Tom Hoge,83,-0.55
83,T83,T83,Chez Reavie,56,-0.55
84,T83,T83,Patrick Rodgers,57,-0.55
85,86,86,Alex Cejka,94,-0.5479999999999999
86,T87,T87,Ken Duke,93,-0.545
87,T87,T87,Willy Wilcox,58,-0.545
88,T89,T89,Rickie Fowler,76,-0.5379999999999999
89,T89,T89,Louis Oosthuizen,68,-0.5379999999999999
90,91,91,Chesson Hadley,101,-0.537
91,92,92,Ryan Moore,81,-0.536
92,T93,T93,Russell Henley,87,-0.5329999999999999
93,T93,T93,Dustin Johnson,75,-0.5329999999999999
94,T93,T93,Chris Stroud,84,-0.5329999999999999
95,96,96,Patrick Reed,103,-0.531
96,T97,T97,Zac Blair,108,-0.529
97,T97,T97,Jonas Blixt,78,-0.529
98,99,99,Kevin Kisner,104,-0.525
99,T100,T100,J.J. Henry,94,-0.524
100,T100,T100,Rory Sabbatini,81,-0.524
101,T102,T102,Scott Langley,94,-0.522
102,T102,T102,Brian Stuard,97,-0.522
103,104,104,Scott Brown,97,-0.52
104,T105,T105,Bill Haas,89,-0.519
105,T105,T105,Jeff Overton,94,-0.519
106,107,107,Kyle Reifers,96,-0.516
107,T108,T108,Daniel Berger,97,-0.514
108,T108,T108,Steven Bowditch,103,-0.514
109,T108,T108,Russell Knox,96,-0.514
110,111,111,Jordan Spieth,91,-0.512
111,T112,T112,Steven Alker,62,-0.5
112,T112,T112,Sangmoon Bae,98,-0.5
113,T112,T112,Greg Chalmers,58,-0.5
114,T112,T112,Chad Collins,79,-0.5
115,T112,T112,Erik Compton,86,-0.5
116,T112,T112,Tony Finau,106,-0.5
117,T112,T112,Brice Garnett,81,-0.5
118,T112,T112,Lucas Glover,79,-0.5
119,T112,T112,Ryan Palmer,80,-0.5
120,T112,T112,Roger Sloan,56,-0.5
121,T112,T112,Tyrone Van Aswegen,58,-0.5
122,123,123,Kevin Chappell,86,-0.488
123,124,124,Brendon de Jonge,106,-0.486
124,T125,T125,Spencer Levin,99,-0.485
125,T125,T125,David Lingmerth,90,-0.485
126,T125,T125,Ben Martin,93,-0.485
127,128,128,Scott Piercy,90,-0.484
128,T129,T129,Daniel Summerhays,101,-0.483
129,T129,T129,Camilo Villegas,83,-0.483
130,131,131,Bo Van Pelt,81,-0.48100000000000004
131,132,132,James Hahn,94,-0.47600000000000003
132,133,133,Paul Casey,87,-0.467
133,134,134,Nick Taylor,91,-0.46299999999999997
134,135,135,Michael Putnam,87,-0.462
135,T136,T136,Ricky Barnes,82,-0.45799999999999996
136,T136,T136,Jason Gore,76,-0.45799999999999996
137,T136,T136,Henrik Stenson,63,-0.45799999999999996
138,T139,T139,Andrew Putnam,68,-0.45
139,T139,T139,Brandt Snedeker,98,-0.45
140,T141,T141,Whee Kim,71,-0.444
141,T141,T141,Brooks Koepka,84,-0.444
142,143,143,Aaron Baddeley,76,-0.44
143,T144,T144,Jon Curran,83,-0.43799999999999994
144,T144,T144,Cameron Percy,72,-0.43799999999999994
145,146,146,Jerry Kelly,79,-0.435
146,147,147,Brendon Todd,96,-0.433
147,T148,T148,George McNeill,93,-0.429
148,T148,T148,Lee Westwood,56,-0.429
149,150,150,Retief Goosen,81,-0.424
150,151,151,Gonzalo Fernandez-Castaño,81,-0.419
151,152,152,Kevin Streelman,95,-0.415
152,153,153,Ángel Cabrera,53,-0.414
153,T154,T154,John Peterson,84,-0.41200000000000003
154,T154,T154,Andres Romero,69,-0.41200000000000003
155,156,156,Carl Pettersson,106,-0.405
156,157,157,Danny Lee,120,-0.4
157,158,158,Geoff Ogilvy,50,-0.391
158,159,159,John Merrick,78,-0.389
159,T160,T160,Jim Herman,88,-0.385
160,T160,T160,Francesco Molinari,56,-0.385
161,162,162,Jason Kokrak,88,-0.382
162,163,163,Billy Hurley III,83,-0.381
163,164,164,Andres Gonzales,90,-0.375
164,T165,T165,Ernie Els,57,-0.368
165,T165,T165,Bubba Watson,71,-0.368
166,167,167,Troy Merritt,91,-0.36700000000000005
167,168,168,Bill Lunde,50,-0.364
168,169,169,Sam Saunders,83,-0.355
169,170,170,Stewart Cink,77,-0.353
170,171,171,Hunter Mahan,88,-0.34600000000000003
171,T172,T172,Martin Flores,95,-0.33299999999999996
172,T172,T172,Greg Owen,58,-0.33299999999999996
173,T172,T172,Brendan Steele,88,-0.33299999999999996
174,175,175,Sean O'Hair,86,-0.308
175,176,176,Robert Allenby,63,-0.3
176,177,177,Webb Simpson,81,-0.28
177,178,178,Max Homa,78,-0.278
178,179,179,David Toms,62,-0.23800000000000002
179,180,180,Byron Smith,59,-0.2
180,181,181,Nicholas Thompson,90,-0.154
181,182,182,Sergio Garcia,59,-0.15
182,183,183,Ben Crane,62,-0.111
183,184,184,Adam Scott,51,0.2
