,GIR_Percentage_-_200_yards_RANK THIS WEEK,GIR_Percentage_-_200_yards_RANK LAST WEEK,GIR_Percentage_-_200_yards_PLAYER NAME,GIR_Percentage_-_200_yards_ROUNDS,GIR_Percentage_-_200_yards_%,GIR_Percentage_-_200_yards_GREENS HIT,GIR_Percentage_-_200_yards_TOTAL HOLES,GIR_Percentage_-_200_yards_RELATIVE TO PAR
31,32,32,J.J. Henry,94,50.84,91,179,-0.05
32,33,33,Shawn Stefani,94,50.82,93,183,-0.11
33,34,34,Russell Henley,87,50.69,73,144,-0.12
34,35,35,Adam Hadwin,95,50.63,81,160,-0.10
35,36,36,Martin Laird,77,50.61,83,164,-0.17
36,37,37,Ben Martin,93,50.59,86,170,-0.13
37,38,38,Whee Kim,71,50.37,68,135,-0.09
38,T39,T39,Scott Brown,97,50.0,85,170,-0.07
39,T39,T39,Francesco Molinari,56,50.0,60,120,-0.05
40,T39,T39,Geoff Ogilvy,50,50.0,44,88,-0.16
41,T39,T39,Pat Perez,96,50.0,95,190,-0.17
42,T39,T39,Jhonattan Vegas,90,50.0,74,148,-0.15
43,44,44,Billy Horschel,99,49.69,80,161,-0.04
44,45,45,John Senden,80,49.61,63,127,+0.03
45,46,46,Robert Garrigus,70,49.51,51,103,-0.08
46,47,47,Brendon de Jonge,106,49.29,104,211,-0.12
47,T48,T48,Tony Finau,106,49.15,87,177,-0.11
48,T48,T48,Bill Haas,89,49.15,87,177,-0.06
49,T48,T48,Hudson Swafford,97,49.15,87,177,-0.07
50,51,51,Louis Oosthuizen,68,49.12,56,114,-0.09
51,52,52,Jerry Kelly,79,49.11,83,169,-0.06
52,53,53,Brendan Steele,88,49.1,82,167,-0.12
53,54,54,Scott Piercy,90,48.91,90,184,-0.06
54,55,55,David Hearn,97,48.87,108,221,-0.09
55,56,56,Russell Knox,96,48.82,103,211,-0.05
56,57,57,Luke Guthrie,84,48.81,82,168,-0.11
57,58,58,Lee Westwood,56,48.78,40,82,-0.18
58,59,59,Chesson Hadley,101,48.51,98,202,-0.11
59,60,60,Martin Flores,95,48.28,70,145,-0.06
60,61,61,Dustin Johnson,75,48.21,54,112,-0.17
61,62,62,Brice Garnett,81,48.2,67,139,-0.06
62,63,63,Troy Merritt,91,48.1,101,210,-0.07
63,64,64,Jim Furyk,71,48.03,73,152,-0.15
64,65,65,Brendon Todd,96,47.96,106,221,-0.16
65,T66,T66,Andres Gonzales,90,47.95,82,171,-0.12
66,T66,T66,Jason Kokrak,88,47.95,70,146,-0.10
67,68,68,Hideki Matsuyama,95,47.88,79,165,-0.04
68,69,69,Brian Davis,86,47.59,89,187,-0.12
69,70,70,Oscar Fraustro,58,47.5,38,80,-0.05
70,T71,T71,Greg Chalmers,58,47.42,46,97,+0.02
71,T71,T71,Ryan Palmer,80,47.42,46,97,-0.13
72,73,73,Jason Dufner,76,47.41,55,116,E
73,74,74,Zach Johnson,90,47.4,91,192,-0.12
74,75,75,Rory Sabbatini,81,47.17,75,159,+0.05
75,76,76,Roger Sloan,56,47.06,40,85,-0.23
76,77,77,Roberto Castro,54,46.91,38,81,+0.03
77,78,78,George McNeill,93,46.86,112,239,-0.11
78,79,79,Chris Kirk,76,46.77,58,124,-0.19
79,80,80,Jordan Spieth,91,46.71,71,152,-0.17
80,81,81,Cameron Tringale,96,46.67,98,210,-0.17
81,82,82,Charles Howell III,105,46.63,83,178,-0.14
82,83,83,Brian Stuard,97,46.6,96,206,-0.08
83,84,84,John Huh,102,46.58,109,234,-0.09
84,85,85,Sean O'Hair,86,46.45,85,183,-0.11
85,86,86,Kyle Reifers,96,46.43,78,168,-0.10
86,87,87,Kevin Streelman,95,46.39,77,166,-0.09
87,88,88,Kevin Chappell,86,46.3,75,162,-0.12
88,89,89,Tom Hoge,83,46.27,62,134,E
89,90,90,David Toms,62,46.24,86,186,-0.09
90,T91,T91,Ryan Moore,81,46.15,84,182,-0.10
91,T91,T91,Sung Joon Park,79,46.15,66,143,-0.06
92,T91,T91,Vijay Singh,78,46.15,66,143,-0.18
93,94,94,Michael Thompson,83,46.11,77,167,-0.04
94,95,95,Danny Lee,120,45.94,130,283,-0.19
95,T96,T96,Sangmoon Bae,98,45.87,100,218,-0.15
96,T96,T96,Cameron Percy,72,45.87,50,109,-0.04
97,98,98,Spencer Levin,99,45.85,94,205,-0.06
98,99,99,Carlos Ortiz,100,45.83,77,168,-0.18
99,100,100,Matt Jones,89,45.71,64,140,-0.19
100,101,101,Andrew Putnam,68,45.51,71,156,-0.07
101,102,102,William McGirt,103,45.38,108,238,-0.17
102,103,103,Chad Campbell,97,45.37,98,216,-0.08
103,104,104,Heath Slocum,57,45.36,44,97,-0.05
104,105,105,Erik Compton,86,45.03,77,171,-0.04
105,T106,T106,Brandt Snedeker,98,45.0,90,200,-0.08
106,T106,T106,Boo Weekley,79,45.0,63,140,-0.21
107,T108,T108,Ángel Cabrera,53,44.94,40,89,-0.03
108,T108,T108,Brian Harman,90,44.94,80,178,-0.11
109,T110,T110,Harris English,105,44.83,91,203,-0.14
110,T110,T110,Andres Romero,69,44.83,52,116,-0.04
111,112,112,Scott Pinckney,88,44.79,73,163,-0.11
112,113,113,James Hahn,94,44.58,74,166,-0.14
113,114,114,Ian Poulter,68,44.53,57,128,-0.07
114,T115,T115,Brooks Koepka,84,44.52,65,146,-0.03
115,T115,T115,Nicholas Thompson,90,44.52,69,155,-0.10
116,117,117,Billy Hurley III,83,44.51,81,182,-0.09
117,T118,T118,Mark Hubbard,79,44.44,64,144,-0.11
118,T118,T118,Nick Watney,91,44.44,76,171,-0.11
119,120,120,Seung-Yul Noh,65,44.35,51,115,-0.10
120,121,121,Max Homa,78,44.27,58,131,-0.12
121,122,122,Keegan Bradley,87,44.23,69,156,-0.12
122,123,123,Retief Goosen,81,44.2,61,138,-0.08
123,124,124,Ryo Ishikawa,90,43.79,74,169,-0.09
124,125,125,Matt Kuchar,97,43.72,80,183,-0.15
125,126,126,David Lingmerth,90,43.71,73,167,-0.07
126,127,127,Jim Renner,68,43.66,62,142,-0.15
127,128,128,Nick Taylor,91,43.55,81,186,-0.11
128,129,129,Chad Collins,79,43.53,74,170,-0.05
129,130,130,Steven Alker,62,43.22,51,118,E
130,131,131,D.A. Points,72,43.04,68,158,-0.09
131,132,132,Hunter Mahan,88,43.03,71,165,+0.01
132,133,133,Rickie Fowler,76,42.95,67,156,-0.21
133,T134,T134,Blayne Barber,76,42.86,63,147,-0.17
134,T134,T134,Marc Leishman,74,42.86,57,133,-0.02
135,T134,T134,Bo Van Pelt,81,42.86,57,133,-0.16
136,137,137,Sam Saunders,83,42.74,53,124,-0.09
137,138,138,Patrick Reed,103,42.71,82,192,-0.09
138,139,139,Ricky Barnes,82,42.59,69,162,-0.09
139,140,140,Gonzalo Fernandez-Castaño,81,42.54,57,134,-0.02
140,141,141,Daniel Summerhays,101,42.53,94,221,-0.16
141,142,142,Chris Stroud,84,42.5,68,160,-0.06
142,143,143,Steven Bowditch,103,42.42,84,198,-0.10
143,144,144,Luke Donald,71,42.35,72,170,-0.08
144,145,145,Jon Curran,83,42.31,77,182,-0.05
145,146,146,John Peterson,84,42.26,71,168,-0.08
146,147,147,Carl Pettersson,106,42.04,95,226,-0.05
147,148,148,Mark Wilson,89,41.99,97,231,-0.07
148,149,149,Ben Crane,62,41.94,65,155,-0.12
149,150,150,Kevin Kisner,104,41.53,98,236,-0.14
150,151,151,Steve Wheatcroft,87,41.51,66,159,-0.05
151,152,152,Alex Cejka,94,41.38,84,203,-0.01
152,153,153,Charl Schwartzel,67,41.18,35,85,+0.03
153,154,154,Bryce Molder,91,40.76,86,211,-0.26
154,155,155,Jeff Overton,94,40.48,68,168,-0.04
155,156,156,Gary Woodland,81,40.43,57,141,-0.14
156,T157,T157,Morgan Hoffmann,85,40.34,71,176,-0.01
157,T157,T157,Scott Stallings,60,40.34,48,119,-0.04
158,159,159,Charley Hoffman,97,40.24,66,164,-0.05
159,160,160,Tyrone Van Aswegen,58,40.19,43,107,-0.09
160,161,161,Phil Mickelson,70,40.15,55,137,-0.04
161,162,162,Zac Blair,108,40.08,101,252,-0.10
162,T163,T163,Fabián Gómez,83,40.0,68,170,-0.01
163,T163,T163,Justin Leonard,61,40.0,64,160,-0.19
164,165,165,Kevin Na,98,39.91,87,218,-0.17
165,166,166,Robert Allenby,63,39.34,48,122,-0.08
166,167,167,Adam Scott,51,38.67,29,75,E
167,168,168,Scott Langley,94,37.99,68,179,-0.06
168,169,169,Jonathan Randolph,72,37.8,48,127,-0.06
169,170,170,Derek Fathauer,81,37.67,55,146,-0.07
170,171,171,K.J. Choi,66,37.22,67,180,-0.04
171,172,172,Ken Duke,93,37.06,73,197,-0.03
172,173,173,Jamie Donaldson,50,37.04,30,81,-0.03
173,174,174,Matt Every,73,36.55,53,145,-0.04
174,175,175,Camilo Villegas,83,36.52,65,178,-0.11
175,176,176,Andrew Svoboda,80,36.3,53,146,-0.06
176,177,177,Tim Wilkinson,73,36.24,54,149,-0.13
177,178,178,Sergio Garcia,59,36.17,34,94,-0.06
178,179,179,Padraig Harrington,60,35.51,49,138,-0.08
179,180,180,Eric Axley,57,34.74,33,95,-0.15
180,181,181,Aaron Baddeley,76,34.64,53,153,-0.21
181,182,182,Ernie Els,57,33.93,38,112,-0.18
182,183,183,Jonas Blixt,78,33.9,40,118,-0.13
183,184,184,J.B. Holmes,89,33.54,53,158,-0.08
