,GIR_Pct._-_Fairway_Bunker_RANK THIS WEEK,GIR_Pct._-_Fairway_Bunker_RANK LAST WEEK,GIR_Pct._-_Fairway_Bunker_PLAYER NAME,GIR_Pct._-_Fairway_Bunker_ROUNDS,GIR_Pct._-_Fairway_Bunker_%,GIR_Pct._-_Fairway_Bunker_GREENS HIT,GIR_Pct._-_Fairway_Bunker_# HOLES,GIR_Pct._-_Fairway_Bunker_RELATIVE/PAR
41,42,42,Kevin Kisner,104,54.9,39,71,-6.00
42,43,43,David Lingmerth,90,54.8,34,62,-6.00
43,44,44,Jim Herman,88,54.7,29,53,-6.00
44,45,45,Carl Pettersson,106,54.6,53,97,-11.00
45,46,46,Ricky Barnes,82,54.3,25,46,-7.00
46,47,47,D.A. Points,72,54.1,33,61,-4.00
47,48,48,Padraig Harrington,60,53.5,23,43,-1.00
48,49,49,Francesco Molinari,56,53.3,16,30,-3.00
49,50,50,Luke Donald,71,53.2,25,47,-10.00
50,51,51,Ernie Els,57,53.1,26,49,-4.00
51,T52,T52,J.J. Henry,94,53.0,35,66,-3.00
52,T52,T52,Spencer Levin,99,53.0,35,66,-3.00
53,T54,T54,Paul Casey,87,52.9,27,51,-1.00
54,T54,T54,Adam Hadwin,95,52.9,27,51,-4.00
55,T54,T54,Greg Owen,58,52.9,18,34,-6.00
56,T57,T57,Dustin Johnson,75,52.3,23,44,-5.00
57,T57,T57,Vijay Singh,78,52.3,34,65,-2.00
58,59,59,Jhonattan Vegas,90,52.2,35,67,-11.00
59,T60,T60,Blayne Barber,76,52.1,25,48,-4.00
60,T60,T60,Chesson Hadley,101,52.1,50,96,-17.00
61,T62,T62,Brian Davis,86,51.9,27,52,-3.00
62,T62,T62,Retief Goosen,81,51.9,28,54,-2.00
63,64,64,Sean O'Hair,86,51.7,31,60,-13.00
64,65,65,Byron Smith,59,51.5,17,33,-1.00
65,66,66,Brian Harman,90,51.4,38,74,-7.00
66,67,67,Mark Hubbard,79,51.1,23,45,-5.00
67,T68,T68,Martin Flores,95,50.7,35,69,-1.00
68,T68,T68,Matt Kuchar,97,50.7,36,71,-3.00
69,70,70,Harris English,105,50.6,40,79,-6.00
70,T71,T71,Steven Bowditch,103,50.0,43,86,-13.00
71,T71,T71,Ángel Cabrera,53,50.0,26,52,-4.00
72,T71,T71,Kevin Chappell,86,50.0,27,54,-7.00
73,T71,T71,Chad Collins,79,50.0,21,42,-7.00
74,T71,T71,Rickie Fowler,76,50.0,27,54,-7.00
75,T71,T71,Sergio Garcia,59,50.0,19,38,-9.00
76,T71,T71,Marc Leishman,74,50.0,20,40,-6.00
77,T71,T71,Sung Joon Park,79,50.0,27,54,+5.00
78,T71,T71,Scott Pinckney,88,50.0,31,62,-1.00
79,T71,T71,Chez Reavie,56,50.0,18,36,-1.00
80,T71,T71,Patrick Rodgers,57,50.0,17,34,-2.00
81,T82,T82,Michael Putnam,87,49.2,31,63,-8.00
82,T82,T82,Michael Thompson,83,49.2,31,63,-5.00
83,T82,T82,Boo Weekley,79,49.2,31,63,-2.00
84,T85,T85,Jonas Blixt,78,48.8,21,43,-1.00
85,T85,T85,Jason Gore,76,48.8,20,41,-3.00
86,T87,T87,Brendon de Jonge,106,48.7,37,76,-5.00
87,T87,T87,Graham DeLaet,65,48.7,19,39,-5.00
88,T89,T89,Billy Horschel,99,48.6,36,74,-12.00
89,T89,T89,George McNeill,93,48.6,35,72,-6.00
90,T91,T91,Charles Howell III,105,48.4,60,124,-9.00
91,T91,T91,David Toms,62,48.4,15,31,-7.00
92,T93,T93,Colt Knost,90,48.2,27,56,-6.00
93,T93,T93,Gary Woodland,81,48.2,27,56,-3.00
94,T95,T95,Jason Kokrak,88,48.1,37,77,-5.00
95,T95,T95,Sam Saunders,83,48.1,26,54,-3.00
96,T97,T97,J.B. Holmes,89,47.9,23,48,-11.00
97,T97,T97,Brandt Snedeker,98,47.9,35,73,-5.00
98,T97,T97,Tyrone Van Aswegen,58,47.9,23,48,-4.00
99,T100,T100,Daniel Berger,97,47.8,33,69,-11.00
100,T100,T100,Brooks Koepka,84,47.8,32,67,-10.00
101,T100,T100,Robert Streb,110,47.8,43,90,-4.00
102,T100,T100,Nick Taylor,91,47.8,43,90,-11.00
103,104,104,Robert Allenby,63,47.7,21,44,-1.00
104,105,105,John Senden,80,47.6,20,42,-1.00
105,T106,T106,Chad Campbell,97,47.5,29,61,-3.00
106,T106,T106,Jon Curran,83,47.5,19,40,-1.00
107,T106,T106,Nicholas Thompson,90,47.5,28,59,-1.00
108,T109,T109,Erik Compton,86,47.4,37,78,-9.00
109,T109,T109,Hideki Matsuyama,95,47.4,27,57,+1.00
110,T109,T109,Ryan Moore,81,47.4,18,38,-6.00
111,T109,T109,Geoff Ogilvy,50,47.4,18,38,-3.00
112,T109,T109,Patrick Reed,103,47.4,45,95,-16.00
113,T114,T114,Andres Romero,69,47.1,32,68,-6.00
114,T114,T114,Webb Simpson,81,47.1,24,51,-2.00
115,116,116,Ryan Palmer,80,47.0,31,66,-4.00
116,117,117,Henrik Stenson,63,46.9,15,32,-4.00
117,118,118,Chris Kirk,76,46.8,29,62,-10.00
118,119,119,Matt Jones,89,46.4,26,56,-3.00
119,T120,T120,Luke Guthrie,84,46.2,30,65,-2.00
120,T120,T120,Martin Laird,77,46.2,30,65,-8.00
121,T120,T120,Johnson Wagner,68,46.2,24,52,-6.00
122,123,123,Derek Fathauer,81,46.0,29,63,-6.00
123,T124,T124,Phil Mickelson,70,45.9,34,74,-11.00
124,T124,T124,Charl Schwartzel,67,45.9,17,37,+1.00
125,T126,T126,Carlos Ortiz,100,45.6,31,68,-9.00
126,T126,T126,Jordan Spieth,91,45.6,26,57,-9.00
127,T128,T128,Jason Bohn,95,45.5,30,66,-13.00
128,T128,T128,Jamie Donaldson,50,45.5,20,44,-6.00
129,T130,T130,Scott Piercy,90,45.3,39,86,-8.00
130,T130,T130,Alex Prugh,84,45.3,29,64,-4.00
131,T132,T132,Eric Axley,57,45.2,19,42,+3.00
132,T132,T132,James Hahn,94,45.2,38,84,-10.00
133,134,134,John Merrick,78,45.0,18,40,-2.00
134,T135,T135,Hunter Mahan,88,44.9,31,69,-4.00
135,T135,T135,Jonathan Randolph,72,44.9,22,49,-6.00
136,137,137,John Huh,102,44.8,30,67,-7.00
137,T138,T138,Pat Perez,96,44.4,28,63,-6.00
138,T138,T138,Mark Wilson,89,44.4,24,54,-7.00
139,T140,T140,Alex Cejka,94,44.2,23,52,-1.00
140,T140,T140,Ben Martin,93,44.2,23,52,-9.00
141,142,142,Scott Brown,97,44.1,30,68,-13.00
142,T143,T143,Zac Blair,108,43.9,25,57,-3.00
143,T143,T143,Robert Garrigus,70,43.9,18,41,-1.00
144,T143,T143,Danny Lee,120,43.9,43,98,-6.00
145,T143,T143,Camilo Villegas,83,43.9,29,66,-8.00
146,147,147,Greg Chalmers,58,43.8,14,32,-3.00
147,148,148,Derek Ernst,75,43.5,20,46,E
148,149,149,Lucas Glover,79,43.3,26,60,-4.00
149,T150,T150,Matt Every,73,42.9,24,56,-5.00
150,T150,T150,Gonzalo Fernandez-Castaño,81,42.9,21,49,+1.00
151,T150,T150,Davis Love III,51,42.9,12,28,+2.00
152,T153,T153,Roberto Castro,54,42.4,14,33,-6.00
153,T153,T153,Ben Crane,62,42.4,14,33,-2.00
154,T153,T153,Fabián Gómez,83,42.4,25,59,-7.00
155,156,156,Steve Wheatcroft,87,42.3,30,71,-8.00
156,T157,T157,Kevin Na,98,42.2,27,64,E
157,T157,T157,Andrew Svoboda,80,42.2,27,64,-1.00
158,159,159,Troy Merritt,91,42.0,29,69,-5.00
159,160,160,Jason Dufner,76,41.7,20,48,-5.00
160,161,161,Russell Henley,87,41.5,22,53,-2.00
161,162,162,Ken Duke,93,41.3,19,46,-9.00
162,163,163,Oscar Fraustro,58,41.2,14,34,-3.00
163,164,164,K.J. Choi,66,41.1,23,56,-6.00
164,165,165,Aaron Baddeley,76,40.8,31,76,-5.00
165,166,166,Sangmoon Bae,98,40.3,29,72,-4.00
166,T167,T167,Brendon Todd,96,39.6,21,53,-6.00
167,T167,T167,Lee Westwood,56,39.6,19,48,-5.00
168,169,169,Bo Van Pelt,81,39.5,17,43,-2.00
169,170,170,Brian Stuard,97,39.3,24,61,-5.00
170,171,171,Keegan Bradley,87,39.2,20,51,-7.00
171,172,172,Andrew Putnam,68,38.6,17,44,-3.00
172,173,173,Jerry Kelly,79,38.5,15,39,-1.00
173,174,174,Ian Poulter,68,37.5,21,56,-6.00
174,175,175,Roger Sloan,56,37.1,13,35,-4.00
175,176,176,Jim Furyk,71,35.9,14,39,E
176,177,177,Bubba Watson,71,35.7,15,42,-5.00
177,178,178,Andres Gonzales,90,35.5,22,62,-7.00
178,179,179,Zach Johnson,90,34.6,18,52,+1.00
179,180,180,Jeff Overton,94,34.2,25,73,-3.00
180,181,181,Morgan Hoffmann,85,32.9,25,76,-4.00
181,182,182,Scott Stallings,60,32.7,16,49,-1.00
182,183,183,Heath Slocum,57,31.0,9,29,E
183,184,184,Kevin Streelman,95,27.9,12,43,-2.00
