,GIR_Pct._-_Fairway_Bunker_RANK THIS WEEK,GIR_Pct._-_Fairway_Bunker_RANK LAST WEEK,GIR_Pct._-_Fairway_Bunker_PLAYER NAME,GIR_Pct._-_Fairway_Bunker_ROUNDS,GIR_Pct._-_Fairway_Bunker_%,GIR_Pct._-_Fairway_Bunker_GREENS HIT,GIR_Pct._-_Fairway_Bunker_# HOLES,GIR_Pct._-_Fairway_Bunker_RELATIVE/PAR
0,1,1,Adam Scott,51,70.7,29,41,-9.00
1,2,2,Willy Wilcox,58,68.8,11,16,E
2,3,3,Ryo Ishikawa,90,64.4,47,73,-12.00
3,4,4,Stewart Cink,77,64.2,34,53,-3.00
4,5,5,Bill Lunde,50,63.6,21,33,-2.00
5,6,6,John Peterson,84,62.9,44,70,-8.00
6,T7,T7,Cameron Percy,72,62.2,28,45,-4.00
7,T7,T7,Tim Wilkinson,73,62.2,28,45,-3.00
8,9,9,Jason Day,75,61.2,30,49,-8.00
9,10,10,Jonathan Byrd,69,61.1,22,36,-4.00
10,11,11,Steven Alker,62,60.7,17,28,-3.00
11,T12,T12,Max Homa,78,60.0,30,50,-5.00
12,T12,T12,Whee Kim,71,60.0,27,45,-2.00
13,T14,T14,Russell Knox,96,59.4,41,69,-7.00
14,T14,T14,Scott Langley,94,59.4,41,69,-10.00
15,16,16,Jimmy Walker,89,59.1,39,66,-11.00
16,17,17,Bill Haas,89,59.0,46,78,-2.00
17,18,18,Charley Hoffman,97,58.7,44,75,-4.00
18,19,19,Justin Rose,69,58.6,41,70,+3.00
19,20,20,Kyle Reifers,96,58.5,38,65,-5.00
20,21,21,Justin Thomas,106,58.0,47,81,-13.00
21,22,22,Rory Sabbatini,81,57.9,33,57,-9.00
22,23,23,Nick Watney,91,57.8,37,64,-4.00
23,24,24,Tony Finau,106,57.5,42,73,-15.00
24,25,25,Bryce Molder,91,57.4,31,54,-3.00
25,T26,T26,Louis Oosthuizen,68,57.1,20,35,-7.00
26,T26,T26,Hudson Swafford,97,57.1,32,56,-7.00
27,28,28,Brendan Steele,88,56.9,33,58,-4.00
28,29,29,Seung-Yul Noh,65,56.8,25,44,-4.00
29,T30,T30,Brice Garnett,81,56.5,26,46,E
30,T30,T30,Jim Renner,68,56.5,26,46,-5.00
31,32,32,Cameron Tringale,96,56.4,44,78,-9.00
32,T33,T33,Tom Hoge,83,56.3,40,71,-7.00
33,T33,T33,Justin Leonard,61,56.3,18,32,-4.00
34,35,35,Daniel Summerhays,101,56.1,37,66,-11.00
35,36,36,Billy Hurley III,83,55.8,24,43,-4.00
36,37,37,Charlie Beljan,76,55.6,20,36,-3.00
37,T38,T38,David Hearn,97,55.4,31,56,-7.00
38,T38,T38,William McGirt,103,55.4,41,74,-6.00
39,T38,T38,Shawn Stefani,94,55.4,41,74,-4.00
40,T38,T38,Chris Stroud,84,55.4,36,65,-7.00
