,Approaches__275_yards-Rgh_RTP_RANK THIS WEEK,Approaches__275_yards-Rgh_RTP_RANK LAST WEEK,Approaches__275_yards-Rgh_RTP_PLAYER NAME,Approaches__275_yards-Rgh_RTP_ROUNDS,Approaches__275_yards-Rgh_RTP_AVG RTP
0,1,1,Patrick Rodgers,57,-2.000
1,T2,T2,Steven Alker,62,-1.000
2,T2,T2,Robert Allenby,63,-1.000
3,T2,T2,Sangmoon Bae,98,-1.000
4,T2,T2,Daniel Berger,97,-1.000
5,T2,T2,Greg Chalmers,58,-1.000
6,T2,T2,Kevin Chappell,86,-1.000
7,T2,T2,Stewart Cink,77,-1.000
8,T2,T2,Erik Compton,86,-1.000
9,T2,T2,Luke Guthrie,84,-1.000
10,T2,T2,Brian Harman,90,-1.000
11,T2,T2,Padraig Harrington,60,-1.000
12,T2,T2,Marc Leishman,74,-1.000
13,T2,T2,Geoff Ogilvy,50,-1.000
14,T2,T2,John Peterson,84,-1.000
15,T2,T2,Scott Piercy,90,-1.000
16,T2,T2,Kyle Reifers,96,-1.000
17,T2,T2,Justin Rose,69,-1.000
18,T2,T2,Rory Sabbatini,81,-1.000
19,T2,T2,Webb Simpson,81,-1.000
20,T2,T2,Jordan Spieth,91,-1.000
21,T2,T2,Scott Stallings,60,-1.000
22,T2,T2,Bo Van Pelt,81,-1.000
23,24,24,Matt Every,73,-.833
24,25,25,Byron Smith,59,-.800
25,T26,T26,Jon Curran,83,-.750
26,T26,T26,Zach Johnson,90,-.750
27,T26,T26,Matt Jones,89,-.750
28,T26,T26,Pat Perez,96,-.750
29,T30,T30,Steven Bowditch,103,-.667
30,T30,T30,Derek Ernst,75,-.667
31,T30,T30,Martin Flores,95,-.667
32,T30,T30,Ryo Ishikawa,90,-.667
33,T30,T30,Chris Kirk,76,-.667
34,T30,T30,Jason Kokrak,88,-.667
35,T30,T30,Sean O'Hair,86,-.667
36,T30,T30,Patrick Reed,103,-.667
37,T30,T30,Nick Watney,91,-.667
38,T30,T30,Bubba Watson,71,-.667
39,T40,T40,Brendan Steele,88,-.600
40,T40,T40,Nick Taylor,91,-.600
41,T42,T42,Jeff Overton,94,-.571
42,T42,T42,Jonathan Randolph,72,-.571
43,T42,T42,Andres Romero,69,-.571
44,T45,T45,Ricky Barnes,82,-.500
45,T45,T45,Charlie Beljan,76,-.500
46,T45,T45,Zac Blair,108,-.500
47,T45,T45,Jonathan Byrd,69,-.500
48,T45,T45,Paul Casey,87,-.500
49,T45,T45,Alex Cejka,94,-.500
50,T45,T45,Brian Davis,86,-.500
51,T45,T45,Brice Garnett,81,-.500
52,T45,T45,Andres Gonzales,90,-.500
53,T45,T45,Bill Haas,89,-.500
54,T45,T45,David Hearn,97,-.500
55,T45,T45,Jim Herman,88,-.500
56,T45,T45,Charles Howell III,105,-.500
57,T45,T45,Jerry Kelly,79,-.500
58,T45,T45,Brooks Koepka,84,-.500
59,T45,T45,Danny Lee,120,-.500
60,T45,T45,Spencer Levin,99,-.500
61,T45,T45,David Lingmerth,90,-.500
62,T45,T45,Troy Merritt,91,-.500
63,T45,T45,Sung Joon Park,79,-.500
64,T45,T45,Cameron Percy,72,-.500
65,T45,T45,Alex Prugh,84,-.500
66,T45,T45,Andrew Putnam,68,-.500
67,T45,T45,Charl Schwartzel,67,-.500
68,T45,T45,Shawn Stefani,94,-.500
69,T45,T45,Boo Weekley,79,-.500
70,71,71,Robert Garrigus,70,-.429
71,T72,T72,Morgan Hoffmann,85,-.400
72,T72,T72,Billy Horschel,99,-.400
73,T72,T72,John Huh,102,-.400
74,T72,T72,Robert Streb,110,-.400
75,T72,T72,Andrew Svoboda,80,-.400
76,T72,T72,Hudson Swafford,97,-.400
77,T78,T78,Aaron Baddeley,76,-.333
78,T78,T78,Keegan Bradley,87,-.333
79,T78,T78,Scott Brown,97,-.333
80,T78,T78,Chad Collins,79,-.333
81,T78,T78,Brendon de Jonge,106,-.333
82,T78,T78,Jason Dufner,76,-.333
83,T78,T78,Russell Henley,87,-.333
84,T78,T78,J.B. Holmes,89,-.333
85,T78,T78,Whee Kim,71,-.333
86,T78,T78,Louis Oosthuizen,68,-.333
87,T78,T78,Jim Renner,68,-.333
88,T78,T78,Roger Sloan,56,-.333
89,T78,T78,Henrik Stenson,63,-.333
90,T91,T91,Derek Fathauer,81,-.286
91,T91,T91,Hunter Mahan,88,-.286
92,T93,T93,Jason Bohn,95,-.250
93,T93,T93,George McNeill,93,-.250
94,T93,T93,John Senden,80,-.250
95,T93,T93,Daniel Summerhays,101,-.250
96,T97,T97,Ken Duke,93,-.200
97,T97,T97,Tony Finau,106,-.200
98,T97,T97,Adam Hadwin,95,-.200
99,T97,T97,Vijay Singh,78,-.200
100,T97,T97,Jhonattan Vegas,90,-.200
101,102,102,Michael Putnam,87,-.167
102,103,103,Carlos Ortiz,100,-.125
103,104,104,Phil Mickelson,70,-.111
104,T105,T105,Ángel Cabrera,53,E
105,T105,T105,Chad Campbell,97,E
106,T105,T105,Ben Crane,62,E
107,T105,T105,Jason Day,75,E
108,T105,T105,Graham DeLaet,65,E
109,T105,T105,Luke Donald,71,E
110,T105,T105,Jamie Donaldson,50,E
111,T105,T105,Ernie Els,57,E
112,T105,T105,Rickie Fowler,76,E
113,T105,T105,Oscar Fraustro,58,E
114,T105,T105,Sergio Garcia,59,E
115,T105,T105,Fabián Gómez,83,E
116,T105,T105,Retief Goosen,81,E
117,T105,T105,Chesson Hadley,101,E
118,T105,T105,J.J. Henry,94,E
119,T105,T105,Charley Hoffman,97,E
120,T105,T105,Tom Hoge,83,E
121,T105,T105,Dustin Johnson,75,E
122,T105,T105,Kevin Kisner,104,E
123,T105,T105,Colt Knost,90,E
124,T105,T105,Russell Knox,96,E
125,T105,T105,Martin Laird,77,E
126,T105,T105,Scott Langley,94,E
127,T105,T105,Bill Lunde,50,E
128,T105,T105,Ben Martin,93,E
129,T105,T105,Hideki Matsuyama,95,E
130,T105,T105,Bryce Molder,91,E
131,T105,T105,Francesco Molinari,56,E
132,T105,T105,Kevin Na,98,E
133,T105,T105,Seung-Yul Noh,65,E
134,T105,T105,Greg Owen,58,E
135,T105,T105,Carl Pettersson,106,E
136,T105,T105,Scott Pinckney,88,E
137,T105,T105,D.A. Points,72,E
138,T105,T105,Chez Reavie,56,E
139,T105,T105,Adam Scott,51,E
140,T105,T105,Brandt Snedeker,98,E
141,T105,T105,Kevin Streelman,95,E
