,GIR_Percentage_-__125_yards_RANK THIS WEEK,GIR_Percentage_-__125_yards_RANK LAST WEEK,GIR_Percentage_-__125_yards_PLAYER NAME,GIR_Percentage_-__125_yards_ROUNDS,GIR_Percentage_-__125_yards_%,GIR_Percentage_-__125_yards_GREENS HIT,GIR_Percentage_-__125_yards_TOTAL HOLES,GIR_Percentage_-__125_yards_RELATIVE TO PAR
0,1,1,Stewart Cink,77,88.13,282,320,-0.41
1,2,2,Jonathan Byrd,69,87.93,204,232,-0.41
2,3,3,Seung-Yul Noh,65,86.74,229,264,-0.48
3,4,4,Roberto Castro,54,86.71,150,173,-0.45
4,5,5,Francesco Molinari,56,86.63,175,202,-0.46
5,6,6,Jim Herman,88,86.6,323,373,-0.43
6,7,7,K.J. Choi,66,85.77,223,260,-0.46
7,T8,T8,Hideki Matsuyama,95,85.71,336,392,-0.51
8,T8,T8,Ryan Moore,81,85.71,264,308,-0.52
9,10,10,Michael Putnam,87,85.55,290,339,-0.4
10,11,11,Mark Wilson,89,85.52,319,373,-0.41
11,12,12,Zach Johnson,90,85.5,289,338,-0.47
12,T13,T13,John Huh,102,85.41,322,377,-0.42
13,T13,T13,Brendon Todd,96,85.41,322,377,-0.46
14,15,15,Alex Prugh,84,85.34,326,382,-0.44
15,16,16,Keegan Bradley,87,85.32,279,327,-0.52
16,17,17,Geoff Ogilvy,50,85.1,177,208,-0.36
17,18,18,Nick Watney,91,85.03,375,441,-0.45
18,19,19,Lucas Glover,79,84.94,299,352,-0.44
19,20,20,Jason Bohn,95,84.9,388,457,-0.44
20,21,21,Paul Casey,87,84.87,258,304,-0.5
21,22,22,Jon Curran,83,84.75,250,295,-0.38
22,23,23,Whee Kim,71,84.56,219,259,-0.39
23,24,24,Russell Henley,87,84.55,323,382,-0.43
24,T25,T25,Robert Allenby,63,84.51,191,226,-0.41
25,T25,T25,William McGirt,103,84.51,382,452,-0.39
26,T25,T25,Scott Pinckney,88,84.51,322,381,-0.45
27,28,28,Bill Haas,89,84.39,319,378,-0.41
28,29,29,Russell Knox,96,84.38,351,416,-0.44
29,30,30,Willy Wilcox,58,84.29,177,210,-0.47
30,31,31,Boo Weekley,79,84.12,302,359,-0.43
31,32,32,Matt Jones,89,83.99,320,381,-0.5
32,33,33,Jason Dufner,76,83.88,203,242,-0.39
33,34,34,Scott Stallings,60,83.83,223,266,-0.46
34,35,35,Andrew Svoboda,80,83.81,264,315,-0.39
35,36,36,Bill Lunde,50,83.78,155,185,-0.34
36,37,37,Matt Kuchar,97,83.77,387,462,-0.46
37,38,38,Kevin Streelman,95,83.68,359,429,-0.39
38,39,39,Brian Davis,86,83.54,269,322,-0.39
39,40,40,Tyrone Van Aswegen,58,83.52,147,176,-0.39
40,41,41,Brice Garnett,81,83.51,243,291,-0.38
41,T42,T42,Oscar Fraustro,58,83.49,177,212,-0.4
42,T42,T42,Kevin Na,98,83.49,273,327,-0.48
43,44,44,Colt Knost,90,83.48,283,339,-0.46
44,45,45,David Toms,62,83.33,215,258,-0.34
45,46,46,Jason Day,75,83.29,344,413,-0.54
46,T47,T47,Martin Flores,95,83.22,377,453,-0.39
47,T47,T47,Justin Rose,69,83.22,243,292,-0.49
48,49,49,Marc Leishman,74,83.21,223,268,-0.43
49,50,50,Rory Sabbatini,81,83.19,292,351,-0.46
50,T51,T51,Chris Kirk,76,83.16,247,297,-0.47
51,T51,T51,Robert Streb,110,83.16,469,564,-0.43
52,53,53,Mark Hubbard,79,83.1,241,290,-0.45
53,54,54,Chad Campbell,97,83.05,343,413,-0.45
54,55,55,Jonathan Randolph,72,82.98,234,282,-0.41
55,56,56,Scott Langley,94,82.93,306,369,-0.46
56,57,57,Carlos Ortiz,100,82.92,398,480,-0.48
57,58,58,Brandt Snedeker,98,82.89,310,374,-0.51
58,T59,T59,Cameron Percy,72,82.88,276,333,-0.43
59,T59,T59,Brendan Steele,88,82.88,334,403,-0.47
60,T61,T61,J.J. Henry,94,82.78,298,360,-0.41
61,T61,T61,Justin Leonard,61,82.78,173,209,-0.44
62,63,63,Jerry Kelly,79,82.77,269,325,-0.4
63,64,64,D.A. Points,72,82.73,206,249,-0.42
64,65,65,Ryo Ishikawa,90,82.66,286,346,-0.45
65,66,66,Zac Blair,108,82.58,327,396,-0.43
66,67,67,Andres Gonzales,90,82.54,345,418,-0.43
67,68,68,Nicholas Thompson,90,82.52,269,326,-0.39
68,69,69,Hudson Swafford,97,82.45,357,433,-0.51
69,70,70,Sean O'Hair,86,82.41,342,415,-0.45
70,71,71,Davis Love III,51,82.27,167,203,-0.36
71,72,72,Graham DeLaet,65,82.23,236,287,-0.43
72,73,73,Tim Wilkinson,73,82.2,217,264,-0.41
73,74,74,Byron Smith,59,82.18,166,202,-0.39
