,Approaches__200_yards-Rgh_RTP_RANK THIS WEEK,Approaches__200_yards-Rgh_RTP_RANK LAST WEEK,Approaches__200_yards-Rgh_RTP_PLAYER NAME,Approaches__200_yards-Rgh_RTP_ROUNDS,Approaches__200_yards-Rgh_RTP_AVG RTP
0,1,1,Ryan Palmer,80,-.500
1,2,2,Bubba Watson,71,-.419
2,3,3,Louis Oosthuizen,68,-.400
3,4,4,Charles Howell III,105,-.347
4,5,5,Charley Hoffman,97,-.342
5,6,6,Oscar Fraustro,58,-.318
6,7,7,Jason Kokrak,88,-.291
7,T8,T8,Martin Flores,95,-.289
8,T8,T8,Shawn Stefani,94,-.289
9,10,10,Tony Finau,106,-.282
10,11,11,Dustin Johnson,75,-.280
11,T12,T12,Charlie Beljan,76,-.250
12,T12,T12,Keegan Bradley,87,-.250
13,14,14,Brian Harman,90,-.242
14,15,15,Vijay Singh,78,-.241
15,16,16,Patrick Reed,103,-.234
16,17,17,Brendan Steele,88,-.231
17,18,18,Charl Schwartzel,67,-.227
18,19,19,J.B. Holmes,89,-.225
19,T20,T20,Graham DeLaet,65,-.217
20,T20,T20,Morgan Hoffmann,85,-.217
21,22,22,Justin Thomas,106,-.214
22,23,23,Ryo Ishikawa,90,-.208
23,T24,T24,Brooks Koepka,84,-.200
24,T24,T24,Patrick Rodgers,57,-.200
25,26,26,Kyle Reifers,96,-.194
26,27,27,James Hahn,94,-.190
27,28,28,John Merrick,78,-.179
28,29,29,Sung Joon Park,79,-.176
29,T30,T30,Padraig Harrington,60,-.174
30,T30,T30,Matt Kuchar,97,-.174
31,T30,T30,Jordan Spieth,91,-.174
32,T33,T33,Steven Bowditch,103,-.171
33,T33,T33,Scott Stallings,60,-.171
34,35,35,Carlos Ortiz,100,-.170
35,T36,T36,Bill Haas,89,-.167
36,T36,T36,Davis Love III,51,-.167
37,38,38,Robert Garrigus,70,-.163
38,39,39,Marc Leishman,74,-.160
39,40,40,Justin Rose,69,-.158
40,T41,T41,Paul Casey,87,-.156
41,T41,T41,Stewart Cink,77,-.156
42,T41,T41,Martin Laird,77,-.156
43,44,44,Bill Lunde,50,-.150
44,45,45,Jimmy Walker,89,-.149
45,46,46,Kevin Streelman,95,-.147
46,T47,T47,Tom Hoge,83,-.143
47,T47,T47,Gary Woodland,81,-.143
48,49,49,Chesson Hadley,101,-.140
49,50,50,Rickie Fowler,76,-.129
50,51,51,Byron Smith,59,-.128
51,T52,T52,Blayne Barber,76,-.125
52,T52,T52,Daniel Berger,97,-.125
53,T52,T52,Phil Mickelson,70,-.125
54,T52,T52,Scott Piercy,90,-.125
55,T56,T56,Luke Guthrie,84,-.116
56,T56,T56,Boo Weekley,79,-.116
57,58,58,Matt Jones,89,-.114
58,T59,T59,Brendon de Jonge,106,-.113
59,T59,T59,Max Homa,78,-.113
60,61,61,Harris English,105,-.111
61,62,62,Webb Simpson,81,-.095
62,63,63,Alex Cejka,94,-.089
63,T64,T64,George McNeill,93,-.083
64,T64,T64,Geoff Ogilvy,50,-.083
65,66,66,Roger Sloan,56,-.080
66,67,67,Jonathan Randolph,72,-.074
67,T68,T68,Gonzalo Fernandez-Castaño,81,-.073
68,T68,T68,Sean O'Hair,86,-.073
69,70,70,Jason Day,75,-.071
70,71,71,Hunter Mahan,88,-.070
71,T72,T72,Derek Fathauer,81,-.068
72,T72,T72,Kevin Kisner,104,-.068
73,T72,T72,Andres Romero,69,-.068
74,75,75,Roberto Castro,54,-.067
75,76,76,Jonathan Byrd,69,-.061
76,T77,T77,Jeff Overton,94,-.060
77,T77,T77,Jhonattan Vegas,90,-.060
78,79,79,Aaron Baddeley,76,-.058
79,80,80,Willy Wilcox,58,-.056
80,81,81,Jim Renner,68,-.054
81,82,82,Jim Herman,88,-.053
82,T83,T83,Scott Brown,97,-.051
83,T83,T83,Spencer Levin,99,-.051
84,T85,T85,Jerry Kelly,79,-.048
85,T85,T85,Pat Perez,96,-.048
86,T87,T87,Francesco Molinari,56,-.045
87,T87,T87,Hudson Swafford,97,-.045
88,89,89,Nick Taylor,91,-.043
89,90,90,Ricky Barnes,82,-.037
90,91,91,Derek Ernst,75,-.031
91,92,92,Hideki Matsuyama,95,-.029
92,93,93,Ángel Cabrera,53,-.028
93,T94,T94,Brice Garnett,81,-.026
94,T94,T94,Andrew Svoboda,80,-.026
95,96,96,Rory Sabbatini,81,-.021
96,T97,T97,Robert Allenby,63,E
97,T97,T97,Erik Compton,86,E
98,T97,T97,Adam Hadwin,95,E
99,T97,T97,David Hearn,97,E
100,T97,T97,J.J. Henry,94,E
101,T97,T97,Billy Horschel,99,E
102,T97,T97,Zach Johnson,90,E
103,T97,T97,Chris Kirk,76,E
104,T97,T97,Adam Scott,51,E
105,T97,T97,John Senden,80,E
106,T97,T97,Henrik Stenson,63,E
107,T97,T97,Nicholas Thompson,90,E
108,T97,T97,Michael Thompson,83,E
109,T97,T97,Mark Wilson,89,E
110,T111,T111,Kevin Na,98,+.017
111,T111,T111,Camilo Villegas,83,+.017
112,113,113,D.A. Points,72,+.018
113,114,114,Robert Streb,110,+.019
114,T115,T115,John Huh,102,+.021
115,T115,T115,Carl Pettersson,106,+.021
116,117,117,Sam Saunders,83,+.022
117,118,118,Lucas Glover,79,+.023
118,119,119,Andrew Putnam,68,+.025
119,120,120,Brendon Todd,96,+.026
120,121,121,Cameron Percy,72,+.030
121,122,122,Daniel Summerhays,101,+.031
122,123,123,Nick Watney,91,+.032
123,124,124,Bo Van Pelt,81,+.033
124,125,125,Jason Dufner,76,+.034
125,126,126,David Lingmerth,90,+.036
126,T127,T127,Retief Goosen,81,+.044
127,T127,T127,John Peterson,84,+.044
128,129,129,Johnson Wagner,68,+.045
129,130,130,Greg Chalmers,58,+.056
130,131,131,Danny Lee,120,+.068
131,132,132,Tyrone Van Aswegen,58,+.074
132,133,133,Bryce Molder,91,+.075
133,134,134,Michael Putnam,87,+.085
134,135,135,Sangmoon Bae,98,+.088
135,T136,T136,Zac Blair,108,+.089
136,T136,T136,Scott Langley,94,+.089
137,138,138,Jason Gore,76,+.094
138,139,139,Scott Pinckney,88,+.095
139,140,140,Whee Kim,71,+.097
140,141,141,Jamie Donaldson,50,+.100
141,142,142,Jason Bohn,95,+.103
142,143,143,Alex Prugh,84,+.105
143,144,144,Seung-Yul Noh,65,+.109
144,145,145,Luke Donald,71,+.114
145,146,146,Justin Leonard,61,+.115
146,T147,T147,Chad Collins,79,+.116
147,T147,T147,Brandt Snedeker,98,+.116
148,149,149,Steven Alker,62,+.118
149,150,150,Chad Campbell,97,+.125
150,151,151,Tim Wilkinson,73,+.128
151,152,152,Ryan Moore,81,+.129
152,153,153,Ken Duke,93,+.133
153,154,154,Ernie Els,57,+.135
154,155,155,Eric Axley,57,+.136
155,T156,T156,Ian Poulter,68,+.138
156,T156,T156,Brian Stuard,97,+.138
157,158,158,Billy Hurley III,83,+.139
158,159,159,Jim Furyk,71,+.143
159,160,160,Colt Knost,90,+.146
160,T161,T161,Brian Davis,86,+.150
161,T161,T161,Fabián Gómez,83,+.150
162,163,163,Andres Gonzales,90,+.152
163,164,164,Sergio Garcia,59,+.154
164,165,165,Matt Every,73,+.157
165,166,166,Chris Stroud,84,+.158
166,167,167,Jonas Blixt,78,+.172
167,168,168,Troy Merritt,91,+.173
168,169,169,Jon Curran,83,+.184
169,170,170,Russell Knox,96,+.200
170,171,171,K.J. Choi,66,+.232
171,172,172,Cameron Tringale,96,+.250
172,173,173,Kevin Chappell,86,+.256
173,174,174,Russell Henley,87,+.267
174,175,175,David Toms,62,+.276
175,176,176,Heath Slocum,57,+.278
176,177,177,Steve Wheatcroft,87,+.293
177,178,178,Ben Martin,93,+.316
178,179,179,Lee Westwood,56,+.333
179,180,180,Mark Hubbard,79,+.344
180,181,181,William McGirt,103,+.378
181,182,182,Chez Reavie,56,+.400
182,183,183,Ben Crane,62,+.409
183,184,184,Greg Owen,58,+.462
