,Approach__125_yards_RTP_Score_RANK THIS WEEK,Approach__125_yards_RTP_Score_RANK LAST WEEK,Approach__125_yards_RTP_Score_PLAYER NAME,Approach__125_yards_RTP_Score_ROUNDS,Approach__125_yards_RTP_Score_AVG RTP
70,T71,T71,Chad Campbell,97,-0.152
71,T71,T71,Phil Mickelson,70,-0.152
72,73,73,Max Homa,78,-0.15
73,T74,T74,Brian Harman,90,-0.149
74,T74,T74,Nick Taylor,91,-0.149
75,76,76,Heath Slocum,57,-0.14800000000000002
76,T77,T77,Carlos Ortiz,100,-0.146
77,T77,T77,Bubba Watson,71,-0.146
78,79,79,Danny Lee,120,-0.145
79,80,80,Ben Crane,62,-0.14300000000000002
80,T81,T81,Fabián Gómez,83,-0.142
81,T81,T81,Billy Hurley III,83,-0.142
82,83,83,Charley Hoffman,97,-0.141
83,T84,T84,Jim Furyk,71,-0.14
84,T84,T84,Alex Prugh,84,-0.14
85,T84,T84,Hudson Swafford,97,-0.14
86,T84,T84,Boo Weekley,79,-0.14
87,88,88,Justin Leonard,61,-0.139
88,89,89,Roberto Castro,54,-0.13699999999999998
89,90,90,Robert Streb,110,-0.136
90,T91,T91,Ben Martin,93,-0.134
91,T91,T91,Carl Pettersson,106,-0.134
92,93,93,Kevin Chappell,86,-0.133
93,T94,T94,Daniel Berger,97,-0.132
94,T94,T94,Lee Westwood,56,-0.132
95,T94,T94,Tim Wilkinson,73,-0.132
96,97,97,Charles Howell III,105,-0.131
97,98,98,Steven Alker,62,-0.127
98,T99,T99,Brian Davis,86,-0.126
99,T99,T99,Jim Herman,88,-0.126
100,T99,T99,Patrick Reed,103,-0.126
101,T99,T99,Nick Watney,91,-0.126
102,103,103,Ángel Cabrera,53,-0.125
103,104,104,Michael Thompson,83,-0.124
104,105,105,Hunter Mahan,88,-0.122
105,106,106,Luke Donald,71,-0.121
106,T107,T107,Blayne Barber,76,-0.12
107,T107,T107,Chesson Hadley,101,-0.12
108,109,109,Martin Laird,77,-0.11900000000000001
109,110,110,Chris Kirk,76,-0.11800000000000001
110,111,111,Oscar Fraustro,58,-0.11699999999999999
111,112,112,Pat Perez,96,-0.11599999999999999
112,T113,T113,Seung-Yul Noh,65,-0.115
113,T113,T113,Jonathan Randolph,72,-0.115
114,T115,T115,Gonzalo Fernandez-Castaño,81,-0.114
115,T115,T115,Bryce Molder,91,-0.114
116,T115,T115,Scott Pinckney,88,-0.114
117,118,118,Russell Knox,96,-0.11199999999999999
118,119,119,Webb Simpson,81,-0.10400000000000001
119,120,120,Patrick Rodgers,57,-0.10300000000000001
120,121,121,Andres Gonzales,90,-0.1
121,122,122,Sam Saunders,83,-0.099
122,123,123,Brian Stuard,97,-0.098
123,124,124,Jason Kokrak,88,-0.096
124,125,125,Jeff Overton,94,-0.095
125,T126,T126,Bill Haas,89,-0.094
126,T126,T126,Spencer Levin,99,-0.094
127,T128,T128,Erik Compton,86,-0.092
128,T128,T128,Derek Fathauer,81,-0.092
129,130,130,Louis Oosthuizen,68,-0.091
130,131,131,Andres Romero,69,-0.08800000000000001
131,132,132,Troy Merritt,91,-0.087
132,133,133,Billy Horschel,99,-0.084
133,134,134,Derek Ernst,75,-0.083
134,135,135,Aaron Baddeley,76,-0.081
135,T136,T136,Alex Cejka,94,-0.079
136,T136,T136,Kevin Streelman,95,-0.079
137,138,138,Marc Leishman,74,-0.078
138,T139,T139,Sangmoon Bae,98,-0.077
139,T139,T139,Jason Gore,76,-0.077
140,T141,T141,Luke Guthrie,84,-0.076
141,T141,T141,J.J. Henry,94,-0.076
142,143,143,Morgan Hoffmann,85,-0.075
143,144,144,Jason Dufner,76,-0.071
144,145,145,Byron Smith,59,-0.069
145,T146,T146,Keegan Bradley,87,-0.068
146,T146,T146,Chez Reavie,56,-0.068
147,148,148,Ryan Palmer,80,-0.067
148,149,149,Andrew Putnam,68,-0.066
149,150,150,Brooks Koepka,84,-0.065
150,T151,T151,Roger Sloan,56,-0.063
151,T151,T151,Brendan Steele,88,-0.063
152,153,153,Jonas Blixt,78,-0.062
153,154,154,Camilo Villegas,83,-0.061
154,T155,T155,John Merrick,78,-0.057999999999999996
155,T155,T155,Bo Van Pelt,81,-0.057999999999999996
156,157,157,Robert Garrigus,70,-0.057
157,158,158,Johnson Wagner,68,-0.055999999999999994
158,159,159,Ernie Els,57,-0.051
159,160,160,John Senden,80,-0.05
160,161,161,Robert Allenby,63,-0.049
161,162,162,Eric Axley,57,-0.040999999999999995
162,163,163,Adam Hadwin,95,-0.04
163,164,164,Bill Lunde,50,-0.038
164,165,165,D.A. Points,72,-0.036000000000000004
165,166,166,Geoff Ogilvy,50,-0.035
166,167,167,Retief Goosen,81,-0.034
167,T168,T168,Charl Schwartzel,67,-0.028999999999999998
168,T168,T168,Scott Stallings,60,-0.028999999999999998
169,170,170,Sung Joon Park,79,-0.027999999999999997
170,171,171,Graham DeLaet,65,-0.026000000000000002
171,172,172,Harris English,105,-0.02
172,173,173,Davis Love III,51,-0.019
173,174,174,Jhonattan Vegas,90,-0.013999999999999999
174,175,175,Charlie Beljan,76,-0.013000000000000001
175,176,176,Matt Every,73,-0.008
176,177,177,Ricky Barnes,82,-0.006
177,178,178,Brice Garnett,81,0.006
178,179,179,Gary Woodland,81,0.008
179,180,180,Padraig Harrington,60,0.009000000000000001
180,181,181,Andrew Svoboda,80,0.017
181,182,182,Tyrone Van Aswegen,58,0.02
182,183,183,Tony Finau,106,0.025
183,184,184,Jim Renner,68,0.09
