,GIR_Percentage_-_100_yards_RANK THIS WEEK,GIR_Percentage_-_100_yards_RANK LAST WEEK,GIR_Percentage_-_100_yards_PLAYER NAME,GIR_Percentage_-_100_yards_ROUNDS,GIR_Percentage_-_100_yards_%,GIR_Percentage_-_100_yards_GREENS HIT,GIR_Percentage_-_100_yards_TOTAL HOLES,GIR_Percentage_-_100_yards_RELATIVE TO PAR
47,48,48,Cameron Percy,72,64.42,545,846,-0.2
48,49,49,Mark Hubbard,79,64.4,588,913,-0.14
49,50,50,William McGirt,103,64.35,955,1484,-0.19
50,51,51,Patrick Rodgers,57,64.27,403,627,-0.2
51,52,52,Robert Streb,110,64.26,865,1346,-0.23
52,53,53,Jason Kokrak,88,64.23,722,1124,-0.16
53,54,54,Tyrone Van Aswegen,58,64.2,407,634,-0.21
54,55,55,Mark Wilson,89,64.18,783,1220,-0.18
55,56,56,Robert Allenby,63,64.12,504,786,-0.13
56,57,57,Graham DeLaet,65,64.09,505,788,-0.18
57,58,58,Roberto Castro,54,64.07,353,551,-0.15
58,59,59,Nick Watney,91,64.03,760,1187,-0.16
59,60,60,Webb Simpson,81,63.99,590,922,-0.17
60,61,61,Tom Hoge,83,63.98,604,944,-0.22
61,62,62,Tony Finau,106,63.93,810,1267,-0.2
62,63,63,Ryo Ishikawa,90,63.92,714,1117,-0.21
63,64,64,Adam Hadwin,95,63.88,757,1185,-0.19
64,T65,T65,Billy Horschel,99,63.85,650,1018,-0.21
65,T65,T65,Brooks Koepka,84,63.85,581,910,-0.19
66,67,67,John Merrick,78,63.83,540,846,-0.17
67,68,68,Scott Pinckney,88,63.81,700,1097,-0.17
68,69,69,Colt Knost,90,63.76,723,1134,-0.21
69,70,70,Bryce Molder,91,63.58,749,1178,-0.22
70,71,71,Bubba Watson,71,63.5,435,685,-0.18
71,72,72,Michael Thompson,83,63.49,713,1123,-0.17
72,73,73,Boo Weekley,79,63.48,610,961,-0.16
73,74,74,George McNeill,93,63.4,840,1325,-0.2
74,75,75,Kyle Reifers,96,63.36,740,1168,-0.17
75,76,76,Russell Henley,87,63.28,598,945,-0.22
76,77,77,Brendon de Jonge,106,63.15,869,1376,-0.2
77,78,78,Kevin Kisner,104,63.13,880,1394,-0.2
78,79,79,Louis Oosthuizen,68,63.02,421,668,-0.15
79,80,80,Blayne Barber,76,62.95,581,923,-0.18
80,81,81,Jon Curran,83,62.93,640,1017,-0.18
81,82,82,Andres Gonzales,90,62.81,694,1105,-0.19
82,83,83,Harris English,105,62.76,814,1297,-0.21
83,84,84,Davis Love III,51,62.72,392,625,-0.14
84,85,85,Rory Sabbatini,81,62.71,602,960,-0.19
85,86,86,James Hahn,94,62.64,726,1159,-0.22
86,87,87,Ryan Palmer,80,62.63,481,768,-0.21
87,88,88,Seung-Yul Noh,65,62.52,482,771,-0.18
88,89,89,Ángel Cabrera,53,62.5,370,592,-0.15
89,90,90,Jeff Overton,94,62.47,684,1095,-0.18
90,91,91,Jerry Kelly,79,62.3,613,984,-0.2
91,92,92,Chris Stroud,84,62.29,621,997,-0.19
92,93,93,Zac Blair,108,62.25,841,1351,-0.17
93,94,94,Derek Ernst,75,62.23,570,916,-0.12
94,95,95,Brian Harman,90,62.22,690,1109,-0.2
95,96,96,Sung Joon Park,79,62.18,587,944,-0.13
96,97,97,Martin Laird,77,62.15,652,1049,-0.18
97,98,98,John Senden,80,62.12,451,726,-0.16
98,99,99,Daniel Summerhays,101,62.04,827,1333,-0.23
99,100,100,Kevin Chappell,86,61.86,673,1088,-0.21
100,T101,T101,Scott Langley,94,61.78,734,1188,-0.17
101,T101,T101,Vijay Singh,78,61.78,619,1002,-0.17
102,103,103,Carlos Ortiz,100,61.73,713,1155,-0.2
103,104,104,Jimmy Walker,89,61.65,553,897,-0.22
104,105,105,Brendon Todd,96,61.59,696,1130,-0.22
105,106,106,Alex Cejka,94,61.57,721,1171,-0.18
106,107,107,Danny Lee,120,61.46,893,1453,-0.22
107,108,108,Keegan Bradley,87,61.45,566,921,-0.19
108,109,109,John Huh,102,61.43,833,1356,-0.19
109,110,110,Chad Collins,79,61.42,589,959,-0.19
110,111,111,Rickie Fowler,76,61.4,501,816,-0.22
111,112,112,Jhonattan Vegas,90,61.37,645,1051,-0.14
112,T113,T113,Charlie Beljan,76,61.33,490,799,-0.14
113,T113,T113,Chris Kirk,76,61.33,490,799,-0.2
114,115,115,Scott Brown,97,61.22,723,1181,-0.19
115,116,116,Sam Saunders,83,61.17,556,909,-0.18
116,117,117,Lee Westwood,56,61.16,285,466,-0.22
117,118,118,Luke Donald,71,61.15,499,816,-0.19
118,119,119,Jordan Spieth,91,61.06,563,922,-0.29
119,120,120,Ryan Moore,81,60.91,547,898,-0.22
120,121,121,Dustin Johnson,75,60.9,433,711,-0.21
121,122,122,Charl Schwartzel,67,60.88,344,565,-0.13
122,123,123,Billy Hurley III,83,60.87,588,966,-0.2
123,124,124,Jonathan Randolph,72,60.79,493,811,-0.16
124,125,125,David Toms,62,60.78,513,844,-0.21
125,126,126,Oscar Fraustro,58,60.73,348,573,-0.15
126,127,127,Marc Leishman,74,60.69,477,786,-0.18
127,128,128,Jim Renner,68,60.66,515,849,-0.12
128,129,129,D.A. Points,72,60.6,529,873,-0.16
129,130,130,Eric Axley,57,60.57,384,634,-0.17
130,131,131,Camilo Villegas,83,60.55,663,1095,-0.18
131,132,132,Luke Guthrie,84,60.51,613,1013,-0.2
132,133,133,Troy Merritt,91,60.48,730,1207,-0.2
133,134,134,Gonzalo Fernandez-Castaño,81,60.41,557,922,-0.16
134,135,135,David Lingmerth,90,60.39,645,1068,-0.19
135,T136,T136,Scott Stallings,60,60.29,419,695,-0.15
136,T136,T136,Steve Wheatcroft,87,60.29,624,1035,-0.19
137,138,138,Nick Taylor,91,60.28,698,1158,-0.17
138,139,139,Gary Woodland,81,60.26,458,760,-0.17
139,140,140,Matt Kuchar,97,60.24,641,1064,-0.21
140,141,141,Erik Compton,86,60.12,624,1038,-0.22
141,142,142,Sean O'Hair,86,60.03,703,1171,-0.21
142,143,143,Cameron Tringale,96,59.98,694,1157,-0.18
143,144,144,Andrew Svoboda,80,59.96,641,1069,-0.18
144,145,145,Robert Garrigus,70,59.92,474,791,-0.14
145,146,146,Brian Stuard,97,59.9,723,1207,-0.2
146,147,147,Fabián Gómez,83,59.88,615,1027,-0.2
147,148,148,Ian Poulter,68,59.83,435,727,-0.25
148,149,149,Roger Sloan,56,59.76,343,574,-0.17
149,150,150,Carl Pettersson,106,59.59,820,1376,-0.21
150,151,151,Ben Crane,62,59.57,476,799,-0.18
151,152,152,Ken Duke,93,59.55,692,1162,-0.18
152,T153,T153,Chesson Hadley,101,59.53,756,1270,-0.19
153,T153,T153,Justin Leonard,61,59.53,512,860,-0.21
154,155,155,Hunter Mahan,88,59.46,528,888,-0.16
155,156,156,Steven Bowditch,103,59.41,723,1217,-0.19
156,157,157,Charley Hoffman,97,59.35,619,1043,-0.21
157,158,158,Jamie Donaldson,50,59.34,286,482,-0.16
158,159,159,Brandt Snedeker,98,59.21,659,1113,-0.19
159,160,160,Ernie Els,57,59.19,322,544,-0.17
160,161,161,Tim Wilkinson,73,59.07,521,882,-0.15
161,162,162,K.J. Choi,66,59.06,502,850,-0.2
162,163,163,Sergio Garcia,59,59.03,291,493,-0.24
163,T164,T164,Aaron Baddeley,76,58.79,572,973,-0.19
164,T164,T164,Max Homa,78,58.79,515,876,-0.16
165,166,166,Brian Davis,86,58.65,624,1064,-0.18
166,167,167,Kevin Na,98,58.59,614,1048,-0.23
167,168,168,Greg Chalmers,58,58.41,316,541,-0.19
168,169,169,Andres Romero,69,58.3,446,765,-0.19
169,170,170,Sangmoon Bae,98,58.17,737,1267,-0.2
170,171,171,Jonas Blixt,78,58.04,451,777,-0.2
171,172,172,Heath Slocum,57,57.87,342,591,-0.12
172,173,173,Patrick Reed,103,57.68,612,1061,-0.24
173,174,174,Matt Jones,89,57.65,531,921,-0.19
174,175,175,Ricky Barnes,82,57.56,537,933,-0.2
175,176,176,Geoff Ogilvy,50,57.47,273,475,-0.14
176,177,177,J.B. Holmes,89,57.41,500,871,-0.22
177,178,178,Retief Goosen,81,57.09,495,867,-0.17
178,179,179,Padraig Harrington,60,56.9,408,717,-0.16
179,180,180,Andrew Putnam,68,56.66,451,796,-0.19
180,181,181,Morgan Hoffmann,85,55.81,533,955,-0.18
181,182,182,Derek Fathauer,81,55.71,537,964,-0.19
182,183,183,Phil Mickelson,70,54.51,405,743,-0.19
183,184,184,Matt Every,73,53.87,432,802,-0.16
