,Approach_50-75_yards_RTP_Score_RANK THIS WEEK,Approach_50-75_yards_RTP_Score_RANK LAST WEEK,Approach_50-75_yards_RTP_Score_PLAYER NAME,Approach_50-75_yards_RTP_Score_ROUNDS,Approach_50-75_yards_RTP_Score_AVG RTP
0,1,1,John Peterson,84,-.500
1,2,2,D.A. Points,72,-.444
2,3,3,Whee Kim,71,-.438
3,4,4,Matt Kuchar,97,-.433
4,5,5,Jerry Kelly,79,-.417
5,6,6,Boo Weekley,79,-.400
6,T7,T7,Scott Langley,94,-.385
7,T7,T7,Ryan Moore,81,-.385
8,9,9,Dustin Johnson,75,-.379
9,10,10,Adam Scott,51,-.375
10,11,11,Nick Taylor,91,-.346
11,12,12,Roberto Castro,54,-.333
12,13,13,Jimmy Walker,89,-.304
13,14,14,David Lingmerth,90,-.303
14,15,15,Matt Jones,89,-.294
15,16,16,Martin Laird,77,-.292
16,T17,T17,Jamie Donaldson,50,-.286
17,T17,T17,Justin Rose,69,-.286
18,19,19,Jeff Overton,94,-.280
19,20,20,Kevin Streelman,95,-.278
20,21,21,Max Homa,78,-.267
21,22,22,Steven Bowditch,103,-.265
22,23,23,Kevin Kisner,104,-.263
23,24,24,Brandt Snedeker,98,-.259
24,T25,T25,Jason Dufner,76,-.250
25,T25,T25,Davis Love III,51,-.250
26,T25,T25,Willy Wilcox,58,-.250
27,28,28,David Toms,62,-.238
28,29,29,Ian Poulter,68,-.231
29,T30,T30,Ryo Ishikawa,90,-.222
30,T30,T30,Greg Owen,58,-.222
31,T30,T30,Charl Schwartzel,67,-.222
32,T30,T30,Michael Thompson,83,-.222
33,T34,T34,J.B. Holmes,89,-.208
34,T34,T34,Steve Wheatcroft,87,-.208
35,T36,T36,Jason Day,75,-.207
36,T36,T36,Bubba Watson,71,-.207
37,38,38,Jason Bohn,95,-.203
38,T39,T39,Steven Alker,62,-.200
39,T39,T39,Daniel Berger,97,-.200
40,T39,T39,Martin Flores,95,-.200
41,T39,T39,Geoff Ogilvy,50,-.200
42,T39,T39,Carl Pettersson,106,-.200
43,44,44,Pat Perez,96,-.192
44,45,45,Danny Lee,120,-.189
45,46,46,Carlos Ortiz,100,-.188
46,47,47,Shawn Stefani,94,-.185
47,T48,T48,Jonathan Byrd,69,-.182
48,T48,T48,John Merrick,78,-.182
49,T48,T48,Cameron Tringale,96,-.182
50,51,51,Hideki Matsuyama,95,-.174
51,T52,T52,Greg Chalmers,58,-.167
52,T52,T52,Ken Duke,93,-.167
53,T52,T52,Scott Piercy,90,-.167
54,55,55,Jonathan Randolph,72,-.158
55,T56,T56,Brian Harman,90,-.154
56,T56,T56,Charles Howell III,105,-.154
57,T58,T58,Blayne Barber,76,-.143
58,T58,T58,Justin Leonard,61,-.143
59,T58,T58,Bill Lunde,50,-.143
60,T58,T58,Brendon Todd,96,-.143
61,62,62,Mark Wilson,89,-.139
62,63,63,John Huh,102,-.136
63,64,64,Chesson Hadley,101,-.129
64,T65,T65,Charlie Beljan,76,-.125
65,T65,T65,Chris Kirk,76,-.125
66,67,67,Camilo Villegas,83,-.118
67,68,68,Phil Mickelson,70,-.115
68,T69,T69,Jim Furyk,71,-.111
69,T69,T69,Retief Goosen,81,-.111
70,T69,T69,Zach Johnson,90,-.111
71,72,72,Charley Hoffman,97,-.107
72,73,73,Colt Knost,90,-.105
73,74,74,Jonas Blixt,78,-.100
74,75,75,Zac Blair,108,-.095
75,76,76,Justin Thomas,106,-.094
76,T77,T77,Rickie Fowler,76,-.091
77,T77,T77,Scott Stallings,60,-.091
78,T77,T77,Tim Wilkinson,73,-.091
79,80,80,William McGirt,103,-.087
80,T81,T81,Spencer Levin,99,-.083
81,T81,T81,Sung Joon Park,79,-.083
82,T81,T81,Michael Putnam,87,-.083
83,84,84,Jordan Spieth,91,-.080
84,T85,T85,Derek Ernst,75,-.077
85,T85,T85,Sergio Garcia,59,-.077
86,T85,T85,Patrick Reed,103,-.077
87,88,88,Kevin Na,98,-.074
88,89,89,Ben Crane,62,-.067
89,90,90,James Hahn,94,-.065
90,T91,T91,Harris English,105,-.063
91,T91,T91,Johnson Wagner,68,-.063
92,T93,T93,Kevin Chappell,86,-.056
93,T93,T93,Ryan Palmer,80,-.056
94,T95,T95,George McNeill,93,-.053
95,T95,T95,Andres Romero,69,-.053
96,97,97,Matt Every,73,-.050
97,T98,T98,Chad Campbell,97,-.042
98,T98,T98,Daniel Summerhays,101,-.042
99,100,100,Sean O'Hair,86,-.036
100,101,101,Robert Streb,110,-.029
101,T102,T102,Aaron Baddeley,76,E
102,T102,T102,Sangmoon Bae,98,E
103,T102,T102,Paul Casey,87,E
104,T102,T102,Alex Cejka,94,E
105,T102,T102,Jon Curran,83,E
106,T102,T102,Brian Davis,86,E
107,T102,T102,Lucas Glover,79,E
108,T102,T102,Andres Gonzales,90,E
109,T102,T102,Jason Gore,76,E
110,T102,T102,Adam Hadwin,95,E
111,T102,T102,David Hearn,97,E
112,T102,T102,Russell Henley,87,E
113,T102,T102,Russell Knox,96,E
114,T102,T102,Jason Kokrak,88,E
115,T102,T102,Francesco Molinari,56,E
116,T102,T102,Seung-Yul Noh,65,E
117,T102,T102,Webb Simpson,81,E
118,T102,T102,Vijay Singh,78,E
119,T102,T102,Heath Slocum,57,E
120,T102,T102,Nicholas Thompson,90,E
121,T102,T102,Lee Westwood,56,E
122,123,123,Bryce Molder,91,+.038
123,124,124,Brendon de Jonge,106,+.045
124,T125,T125,Hunter Mahan,88,+.048
125,T125,T125,John Senden,80,+.048
126,T125,T125,Brendan Steele,88,+.048
127,128,128,Rory Sabbatini,81,+.056
128,T129,T129,Luke Donald,71,+.059
129,T129,T129,Bill Haas,89,+.059
130,T129,T129,Mark Hubbard,79,+.059
131,T129,T129,Louis Oosthuizen,68,+.059
132,T133,T133,K.J. Choi,66,+.067
133,T133,T133,Jim Herman,88,+.067
134,T133,T133,Bo Van Pelt,81,+.067
135,T136,T136,Alex Prugh,84,+.071
136,T136,T136,Sam Saunders,83,+.071
137,T136,T136,Henrik Stenson,63,+.071
138,139,139,Robert Garrigus,70,+.083
139,T140,T140,Brice Garnett,81,+.091
140,T140,T140,Morgan Hoffmann,85,+.091
141,T140,T140,Cameron Percy,72,+.091
142,143,143,Billy Hurley III,83,+.100
143,144,144,Gary Woodland,81,+.118
144,T145,T145,Jim Renner,68,+.125
145,T145,T145,Hudson Swafford,97,+.125
146,147,147,Nick Watney,91,+.130
147,148,148,Eric Axley,57,+.133
148,T149,T149,Stewart Cink,77,+.143
149,T149,T149,Gonzalo Fernandez-Castaño,81,+.143
150,T151,T151,Troy Merritt,91,+.150
151,T151,T151,Andrew Svoboda,80,+.150
152,153,153,Tom Hoge,83,+.154
153,154,154,Kyle Reifers,96,+.160
154,T155,T155,Ricky Barnes,82,+.167
155,T155,T155,Keegan Bradley,87,+.167
156,157,157,Fabián Gómez,83,+.182
157,T158,T158,Erik Compton,86,+.200
158,T158,T158,Derek Fathauer,81,+.200
159,T160,T160,Scott Pinckney,88,+.211
160,T160,T160,Brian Stuard,97,+.211
161,T162,T162,Chad Collins,79,+.214
162,T162,T162,Chris Stroud,84,+.214
163,164,164,Billy Horschel,99,+.217
164,165,165,Jhonattan Vegas,90,+.222
165,166,166,Padraig Harrington,60,+.231
166,T167,T167,Andrew Putnam,68,+.235
167,T167,T167,Patrick Rodgers,57,+.235
168,T169,T169,Oscar Fraustro,58,+.250
169,T169,T169,Ben Martin,93,+.250
170,171,171,Tony Finau,106,+.267
171,172,172,Chez Reavie,56,+.273
172,173,173,Scott Brown,97,+.333
173,174,174,J.J. Henry,94,+.350
174,175,175,Ernie Els,57,+.353
175,T176,T176,Graham DeLaet,65,+.375
176,T176,T176,Luke Guthrie,84,+.375
177,T178,T178,Ángel Cabrera,53,+.500
178,T178,T178,Marc Leishman,74,+.500
179,180,180,Brooks Koepka,84,+.538
180,181,181,Tyrone Van Aswegen,58,+.556
181,182,182,Robert Allenby,63,+.571
182,183,183,Roger Sloan,56,+.667
183,184,184,Byron Smith,59,+.714
