,SG_Approach-the-Green_RANK THIS WEEK,SG_Approach-the-Green_RANK LAST WEEK,SG_Approach-the-Green_PLAYER NAME,SG_Approach-the-Green_ROUNDS,SG_Approach-the-Green_AVERAGE,SG_Approach-the-Green_TOTAL SG:APP,SG_Approach-the-Green_MEASURED ROUNDS
32,33,33,Louis Oosthuizen,68,0.397,18.679000000000002,47
33,34,34,Keegan Bradley,87,0.389,24.878,64
34,35,35,Justin Thomas,106,0.385,36.986999999999995,96
35,36,36,Kevin Na,98,0.381,27.045,71
36,37,37,Rory Sabbatini,81,0.375,24.746,66
37,38,38,John Merrick,78,0.358,20.76,58
38,39,39,Roberto Castro,54,0.34700000000000003,12.499,36
39,40,40,Ángel Cabrera,53,0.336,14.118,42
40,41,41,Jimmy Walker,89,0.33399999999999996,21.386,64
41,42,42,Graham DeLaet,65,0.32799999999999996,17.714000000000002,54
42,43,43,Whee Kim,71,0.324,18.153,56
43,T44,T44,Chris Kirk,76,0.302,16.891,56
44,T44,T44,Martin Laird,77,0.302,22.049,73
45,46,46,Chez Reavie,56,0.298,14.892999999999999,50
46,47,47,Lee Westwood,56,0.292,9.331,32
47,48,48,Jim Herman,88,0.285,21.971999999999998,77
48,49,49,Shawn Stefani,94,0.28300000000000003,24.930999999999997,88
49,50,50,John Peterson,84,0.276,21.285,77
50,51,51,Ben Martin,93,0.268,20.673000000000002,77
51,52,52,Jason Gore,76,0.266,15.405999999999999,58
52,53,53,Patrick Reed,103,0.263,19.985,76
53,54,54,Robert Allenby,63,0.26,13.241,51
54,55,55,J.B. Holmes,89,0.253,16.717,66
55,T56,T56,Chad Collins,79,0.24600000000000002,15.497,63
56,T56,T56,Ryan Moore,81,0.24600000000000002,14.989,61
57,58,58,David Hearn,97,0.243,20.659000000000002,85
58,59,59,Nick Watney,91,0.23800000000000002,19.293,81
59,60,60,Ian Poulter,68,0.235,11.296,48
60,61,61,Gary Woodland,81,0.22699999999999998,12.284,54
61,T62,T62,Tony Finau,106,0.22399999999999998,20.609,92
62,T62,T62,Scott Piercy,90,0.22399999999999998,18.599,83
63,T62,T62,D.A. Points,72,0.22399999999999998,12.988,58
64,65,65,Harris English,105,0.207,18.24,88
65,66,66,Matt Kuchar,97,0.20199999999999999,15.527999999999999,77
66,67,67,Brooks Koepka,84,0.2,12.999,65
67,T68,T68,Charles Howell III,105,0.19899999999999998,19.739,99
68,T68,T68,Marc Leishman,74,0.19899999999999998,10.751,54
69,70,70,Brendon de Jonge,106,0.196,18.042,92
70,71,71,Daniel Summerhays,101,0.19399999999999998,17.241,89
71,T72,T72,Chad Campbell,97,0.192,17.491,91
72,T72,T72,Ernie Els,57,0.192,7.472,39
73,74,74,Pat Perez,96,0.187,15.501,83
74,75,75,Spencer Levin,99,0.18100000000000002,15.008,83
75,76,76,Robert Streb,110,0.175,16.788,96
76,77,77,K.J. Choi,66,0.153,8.72,57
77,78,78,Seung-Yul Noh,65,0.147,7.919,54
78,79,79,Willy Wilcox,58,0.14400000000000002,5.899,41
79,80,80,Kevin Kisner,104,0.141,13.217,94
80,T81,T81,Charley Hoffman,97,0.13699999999999998,10.407,76
81,T81,T81,Billy Horschel,99,0.13699999999999998,10.025,73
82,83,83,Brendon Todd,96,0.136,10.312999999999999,76
83,84,84,James Hahn,94,0.135,10.535,78
84,85,85,Camilo Villegas,83,0.133,9.853,74
85,86,86,Chris Stroud,84,0.132,8.959,68
86,T87,T87,Billy Hurley III,83,0.114,7.164,63
87,T87,T87,Adam Scott,51,0.114,3.659,32
88,89,89,Alex Cejka,94,0.113,8.966000000000001,79
89,90,90,Hudson Swafford,97,0.109,9.051,83
90,91,91,Boo Weekley,79,0.10800000000000001,7.226,67
91,92,92,Johnson Wagner,68,0.106,6.047000000000001,57
92,93,93,Jim Renner,68,0.085,4.756,56
93,94,94,Geoff Ogilvy,50,0.08199999999999999,2.87,35
94,95,95,Jon Curran,83,0.077,4.994,65
95,96,96,William McGirt,103,0.06,5.819,97
96,T97,T97,Steven Bowditch,103,0.055999999999999994,4.961,88
97,T97,T97,Scott Langley,94,0.055999999999999994,4.4430000000000005,79
98,99,99,Bo Van Pelt,81,0.054000000000000006,3.5069999999999997,65
99,100,100,Jeff Overton,94,0.040999999999999995,3.072,75
100,101,101,Carl Pettersson,106,0.035,3.347,96
101,102,102,Scott Brown,97,0.031,2.498,81
102,103,103,Ken Duke,93,0.025,1.92,78
103,104,104,Phil Mickelson,70,0.022000000000000002,1.206,55
104,105,105,Luke Guthrie,84,0.02,1.393,68
105,106,106,Colt Knost,90,0.017,1.266,74
106,T107,T107,David Lingmerth,90,0.013000000000000001,0.9279999999999999,74
107,T107,T107,Mark Wilson,89,0.013000000000000001,1.0859999999999999,81
108,109,109,Kevin Streelman,95,0.005,0.379,73
109,110,110,Cameron Percy,72,-0.002,-0.113,58
110,111,111,Jason Kokrak,88,-0.013999999999999999,-1.123,80
111,112,112,David Toms,62,-0.027999999999999997,-1.565,55
112,113,113,Jerry Kelly,79,-0.052000000000000005,-3.428,66
113,114,114,Scott Stallings,60,-0.053,-2.609,49
114,115,115,Cameron Tringale,96,-0.054000000000000006,-4.279,79
115,116,116,Retief Goosen,81,-0.055999999999999994,-3.346,60
116,117,117,Fabián Gómez,83,-0.057,-3.9010000000000002,69
117,118,118,Ricky Barnes,82,-0.07200000000000001,-4.545,63
118,119,119,Matt Every,73,-0.07400000000000001,-4.1530000000000005,56
119,120,120,Kyle Reifers,96,-0.084,-6.715,80
120,121,121,Alex Prugh,84,-0.085,-6.117999999999999,72
121,122,122,J.J. Henry,94,-0.08800000000000001,-6.691,76
122,123,123,Kevin Chappell,86,-0.105,-7.909,75
123,124,124,Steven Alker,62,-0.114,-5.709,50
124,125,125,John Huh,102,-0.12,-10.665,89
125,T126,T126,Andrew Putnam,68,-0.132,-7.112,54
126,T126,T126,Charl Schwartzel,67,-0.132,-5.425,41
127,128,128,Nicholas Thompson,90,-0.139,-9.718,70
128,129,129,Martin Flores,95,-0.142,-11.209000000000001,79
129,130,130,Byron Smith,59,-0.149,-6.403,43
130,131,131,Jamie Donaldson,50,-0.15,-4.785,32
131,132,132,Padraig Harrington,60,-0.165,-8.099,49
132,133,133,John Senden,80,-0.171,-8.742,51
133,134,134,Brian Harman,90,-0.17600000000000002,-13.714,78
134,135,135,Bryce Molder,91,-0.18100000000000002,-13.911,77
135,136,136,Adam Hadwin,95,-0.183,-14.805,81
136,137,137,Zac Blair,108,-0.188,-16.546,88
137,138,138,Derek Fathauer,81,-0.198,-13.08,66
138,T139,T139,Troy Merritt,91,-0.19899999999999998,-16.322,82
139,T139,T139,Brandt Snedeker,98,-0.19899999999999998,-14.895,75
140,141,141,Brian Stuard,97,-0.2,-15.814,79
141,142,142,Erik Compton,86,-0.217,-15.16,70
142,143,143,Chesson Hadley,101,-0.218,-19.368,89
143,144,144,Andres Romero,69,-0.221,-11.953,54
144,T145,T145,Justin Leonard,61,-0.22399999999999998,-12.094000000000001,54
145,T145,T145,Nick Taylor,91,-0.22399999999999998,-18.583,83
146,147,147,Jonathan Randolph,72,-0.23399999999999999,-13.095999999999998,56
147,148,148,Carlos Ortiz,100,-0.23800000000000002,-19.748,83
148,149,149,Hunter Mahan,88,-0.249,-16.199,65
149,150,150,Russell Henley,87,-0.26899999999999996,-18.007,67
150,151,151,Sangmoon Bae,98,-0.276,-24.284000000000002,88
151,152,152,Sean O'Hair,86,-0.284,-22.965999999999998,81
152,153,153,Charlie Beljan,76,-0.293,-16.713,57
153,154,154,Sam Saunders,83,-0.294,-18.546,63
154,155,155,Michael Thompson,83,-0.301,-22.545,75
155,156,156,Jonathan Byrd,69,-0.303,-15.447000000000001,51
156,157,157,Jhonattan Vegas,90,-0.314,-22.631999999999998,72
157,158,158,Robert Garrigus,70,-0.318,-17.475,55
158,159,159,Matt Jones,89,-0.319,-21.38,67
159,160,160,Sung Joon Park,79,-0.326,-20.548000000000002,63
160,161,161,Brice Garnett,81,-0.327,-20.901999999999997,64
161,162,162,Davis Love III,51,-0.335,-14.075,42
162,163,163,Morgan Hoffmann,85,-0.34700000000000003,-23.909000000000002,69
163,164,164,Andres Gonzales,90,-0.349,-26.528000000000002,76
164,165,165,Mark Hubbard,79,-0.35,-21.325,61
165,166,166,Blayne Barber,76,-0.35200000000000004,-22.16,63
166,167,167,Eric Axley,57,-0.37200000000000005,-15.974,43
167,168,168,Scott Pinckney,88,-0.409,-30.261,74
168,169,169,Andrew Svoboda,80,-0.41,-28.732,70
169,170,170,Steve Wheatcroft,87,-0.45,-32.378,72
170,171,171,Patrick Rodgers,57,-0.456,-20.998,46
171,172,172,Max Homa,78,-0.467,-28.959,62
172,173,173,Ben Crane,62,-0.486,-25.287,52
173,174,174,Gonzalo Fernandez-Castaño,81,-0.495,-31.162,63
174,175,175,Brian Davis,86,-0.503,-35.724000000000004,71
175,176,176,Tim Wilkinson,73,-0.523,-30.348000000000003,58
176,177,177,Derek Ernst,75,-0.547,-34.474000000000004,63
177,178,178,Bill Lunde,50,-0.5920000000000001,-21.307,36
178,179,179,Oscar Fraustro,58,-0.637,-25.491999999999997,40
179,180,180,Jonas Blixt,78,-0.655,-34.079,52
180,181,181,Aaron Baddeley,76,-0.7190000000000001,-47.452,66
181,182,182,Roger Sloan,56,-0.746,-29.824,40
182,183,183,Heath Slocum,57,-0.759,-29.596,39
183,184,184,Greg Chalmers,58,-0.782,-28.156999999999996,36
