,Approaches_150-175_yards-Rgh_RTP_RANK THIS WEEK,Approaches_150-175_yards-Rgh_RTP_RANK LAST WEEK,Approaches_150-175_yards-Rgh_RTP_PLAYER NAME,Approaches_150-175_yards-Rgh_RTP_ROUNDS,Approaches_150-175_yards-Rgh_RTP_AVG RTP
0,1,1,Jason Bohn,95,-.081
1,2,2,Jason Dufner,76,E
2,3,3,Patrick Reed,103,+.015
3,4,4,Paul Casey,87,+.017
4,5,5,George McNeill,93,+.019
5,6,6,Luke Donald,71,+.020
6,7,7,Padraig Harrington,60,+.022
7,8,8,Matt Kuchar,97,+.023
8,9,9,Keegan Bradley,87,+.025
9,10,10,Stewart Cink,77,+.030
10,T11,T11,Ben Crane,62,+.032
11,T11,T11,Scott Pinckney,88,+.032
12,T11,T11,Rory Sabbatini,81,+.032
13,14,14,Aaron Baddeley,76,+.035
14,15,15,Harris English,105,+.039
15,16,16,Cameron Tringale,96,+.043
16,17,17,Tony Finau,106,+.049
17,T18,T18,Erik Compton,86,+.051
18,T18,T18,Jim Furyk,71,+.051
19,20,20,Bill Haas,89,+.053
20,21,21,Pat Perez,96,+.063
21,22,22,Greg Owen,58,+.070
22,23,23,Scott Langley,94,+.071
23,T24,T24,Daniel Berger,97,+.074
24,T24,T24,Chad Collins,79,+.074
25,26,26,Morgan Hoffmann,85,+.082
26,T27,T27,Robert Allenby,63,+.086
27,T27,T27,Brendon de Jonge,106,+.086
28,T27,T27,Martin Flores,95,+.086
29,T27,T27,James Hahn,94,+.086
30,T31,T31,Ken Duke,93,+.091
31,T31,T31,Jerry Kelly,79,+.091
32,33,33,Ernie Els,57,+.094
33,34,34,Boo Weekley,79,+.096
34,35,35,Whee Kim,71,+.098
35,T36,T36,Jonas Blixt,78,+.100
36,T36,T36,Henrik Stenson,63,+.100
37,T36,T36,David Toms,62,+.100
38,T36,T36,Willy Wilcox,58,+.100
39,40,40,Ryo Ishikawa,90,+.101
40,T41,T41,Ryan Palmer,80,+.107
41,T41,T41,Brendon Todd,96,+.107
42,43,43,Shawn Stefani,94,+.111
43,44,44,Brian Stuard,97,+.113
44,45,45,Hunter Mahan,88,+.117
45,46,46,David Hearn,97,+.121
46,47,47,Chris Stroud,84,+.122
47,T48,T48,Adam Hadwin,95,+.125
48,T48,T48,Davis Love III,51,+.125
49,T48,T48,D.A. Points,72,+.125
50,51,51,Bubba Watson,71,+.130
51,52,52,Brian Davis,86,+.132
52,T53,T53,Russell Knox,96,+.133
53,T53,T53,Francesco Molinari,56,+.133
54,T55,T55,Jason Gore,76,+.135
55,T55,T55,Phil Mickelson,70,+.135
56,T55,T55,Andrew Putnam,68,+.135
57,T58,T58,Steven Bowditch,103,+.136
58,T58,T58,Hideki Matsuyama,95,+.136
59,60,60,Tyrone Van Aswegen,58,+.139
60,61,61,Dustin Johnson,75,+.140
61,T62,T62,Alex Cejka,94,+.143
62,T62,T62,Ryan Moore,81,+.143
63,T62,T62,Sean O'Hair,86,+.143
64,T62,T62,Jhonattan Vegas,90,+.143
65,66,66,Daniel Summerhays,101,+.145
66,67,67,Sung Joon Park,79,+.147
67,T68,T68,Ricky Barnes,82,+.148
68,T68,T68,Retief Goosen,81,+.148
69,T68,T68,Russell Henley,87,+.148
70,T71,T71,Derek Ernst,75,+.151
71,T71,T71,Zach Johnson,90,+.151
72,T73,T73,Kevin Chappell,86,+.152
73,T73,T73,Mark Wilson,89,+.152
74,T75,T75,Eric Axley,57,+.154
75,T75,T75,Blayne Barber,76,+.154
76,T75,T75,Robert Garrigus,70,+.154
77,78,78,Kevin Na,98,+.157
78,79,79,Charles Howell III,105,+.159
79,T80,T80,Jamie Donaldson,50,+.167
80,T80,T80,Brendan Steele,88,+.167
81,T82,T82,William McGirt,103,+.170
82,T82,T82,Vijay Singh,78,+.170
83,84,84,Ángel Cabrera,53,+.171
84,85,85,Billy Hurley III,83,+.172
85,86,86,Jason Kokrak,88,+.173
86,T87,T87,Marc Leishman,74,+.174
87,T87,T87,John Peterson,84,+.174
88,T89,T89,Brandt Snedeker,98,+.175
89,T89,T89,Steve Wheatcroft,87,+.175
90,T91,T91,Chad Campbell,97,+.176
91,T91,T91,Camilo Villegas,83,+.176
92,T91,T91,Nick Watney,91,+.176
93,T94,T94,Rickie Fowler,76,+.178
94,T94,T94,Charley Hoffman,97,+.178
95,T96,T96,Colt Knost,90,+.179
96,T96,T96,Brooks Koepka,84,+.179
97,98,98,Chris Kirk,76,+.182
98,99,99,Alex Prugh,84,+.183
99,100,100,Carl Pettersson,106,+.185
100,T101,T101,Scott Piercy,90,+.186
101,T101,T101,John Senden,80,+.186
102,T103,T103,Gonzalo Fernandez-Castaño,81,+.188
103,T103,T103,Bryce Molder,91,+.188
104,105,105,Lee Westwood,56,+.192
105,T106,T106,Tom Hoge,83,+.194
106,T106,T106,Matt Jones,89,+.194
107,108,108,Charl Schwartzel,67,+.195
108,T109,T109,Jeff Overton,94,+.197
109,T109,T109,Hudson Swafford,97,+.197
110,111,111,Robert Streb,110,+.198
111,T112,T112,Jonathan Byrd,69,+.200
112,T112,T112,Matt Every,73,+.200
113,T112,T112,Fabián Gómez,83,+.200
114,T112,T112,Spencer Levin,99,+.200
115,T112,T112,Geoff Ogilvy,50,+.200
116,T112,T112,Jonathan Randolph,72,+.200
117,T112,T112,Chez Reavie,56,+.200
118,T119,T119,Brian Harman,90,+.204
119,T119,T119,David Lingmerth,90,+.204
120,121,121,Zac Blair,108,+.206
121,122,122,Scott Stallings,60,+.207
122,T123,T123,Greg Chalmers,58,+.208
123,T123,T123,Luke Guthrie,84,+.208
124,T123,T123,Louis Oosthuizen,68,+.208
125,T123,T123,Webb Simpson,81,+.208
126,T127,T127,Jordan Spieth,91,+.209
127,T127,T127,Michael Thompson,83,+.209
128,129,129,Justin Leonard,61,+.212
129,130,130,Andres Romero,69,+.217
130,131,131,Jim Herman,88,+.222
131,132,132,Seung-Yul Noh,65,+.225
132,T133,T133,Scott Brown,97,+.226
133,T133,T133,Troy Merritt,91,+.226
134,135,135,John Huh,102,+.230
135,136,136,Lucas Glover,79,+.231
136,137,137,Andres Gonzales,90,+.233
137,138,138,J.J. Henry,94,+.238
138,139,139,Graham DeLaet,65,+.239
139,T140,T140,Heath Slocum,57,+.240
140,T140,T140,Johnson Wagner,68,+.240
141,T142,T142,Oscar Fraustro,58,+.241
142,T142,T142,Sergio Garcia,59,+.241
143,T142,T142,Billy Horschel,99,+.241
144,145,145,Brice Garnett,81,+.246
145,T146,T146,Mark Hubbard,79,+.250
146,T146,T146,John Merrick,78,+.250
147,T146,T146,Kevin Streelman,95,+.250
148,149,149,Jason Day,75,+.260
149,T150,T150,Kevin Kisner,104,+.267
150,T150,T150,Justin Thomas,106,+.267
151,152,152,Tim Wilkinson,73,+.268
152,T153,T153,Derek Fathauer,81,+.270
153,T153,T153,Ian Poulter,68,+.270
154,155,155,Charlie Beljan,76,+.271
155,156,156,Gary Woodland,81,+.274
156,157,157,Jon Curran,83,+.275
157,158,158,Martin Laird,77,+.276
