,Average_Approach_Distance_-_Birdie_or_Better_RANK THIS WEEK,Average_Approach_Distance_-_Birdie_or_Better_RANK LAST WEEK,Average_Approach_Distance_-_Birdie_or_Better_PLAYER NAME,Average_Approach_Distance_-_Birdie_or_Better_ROUNDS,Average_Approach_Distance_-_Birdie_or_Better_AVG (YARDS),Average_Approach_Distance_-_Birdie_or_Better_TOTAL DISTANCE (INCHES),Average_Approach_Distance_-_Birdie_or_Better_NUMBER OF APPROACH SHOTS
0,1,1,Ben Crane,62,1541,9485690.0,1.71
1,2,2,Justin Leonard,61,1566,9693830.0,1.72
2,3,3,Jon Curran,83,1578,11533640.0,2.03
3,4,4,David Toms,62,1580,10013710.0,1.76
4,5,5,K.J. Choi,66,1584,11517080.0,2.02
5,6,6,Francesco Molinari,56,1592,8140240.0,1.42
6,7,7,Mark Wilson,89,1593,16001920.0,2.79
7,8,8,Greg Owen,58,1603,8136000.0,1.41
8,9,9,Nicholas Thompson,90,1609,13729950.0,2.37
9,10,10,Zac Blair,108,1611,16820150.0,2.9
10,11,11,J.J. Henry,94,1613,13295670.0,2.29
11,12,12,Billy Hurley III,83,1616,10706550.0,1.84
12,13,13,Brandt Snedeker,98,1618,16487940.0,2.83
13,14,14,Tyrone Van Aswegen,58,1623,8119810.0,1.39
14,15,15,Colt Knost,90,1624,15723540.0,2.69
15,16,16,Stewart Cink,77,1627,14991890.0,2.56
16,17,17,David Hearn,97,1628,18872230.0,3.22
17,18,18,Bryce Molder,91,1630,16080540.0,2.74
18,19,19,Ken Duke,93,1632,15983650.0,2.72
19,20,20,Jason Bohn,95,1633,20282100.0,3.45
20,21,21,Jim Furyk,71,1635,11478440.0,1.95
21,22,22,Jonas Blixt,78,1636,10897750.0,1.85
22,23,23,Scott Piercy,90,1639,18707140.0,3.17
23,24,24,Greg Chalmers,58,1641,7382990.0,1.25
24,25,25,Brendon Todd,96,1642,16849730.0,2.85
25,26,26,Scott Langley,94,1643,16088270.0,2.72
26,27,27,William McGirt,103,1644,20303440.0,3.43
27,28,28,Fabián Gómez,83,1645,14572480.0,2.46
28,T29,T29,Tom Hoge,83,1648,15480690.0,2.61
29,T29,T29,Steve Wheatcroft,87,1648,16731000.0,2.82
30,31,31,Jerry Kelly,79,1649,14541060.0,2.45
31,T32,T32,Eric Axley,57,1652,8146980.0,1.37
32,T32,T32,Brian Davis,86,1652,13977040.0,2.35
33,T34,T34,James Hahn,94,1659,17383860.0,2.91
34,T34,T34,Tim Wilkinson,73,1659,10393830.0,1.74
35,T36,T36,Whee Kim,71,1662,12441940.0,2.08
36,T36,T36,Ryan Moore,81,1662,14301920.0,2.39
37,T38,T38,Alex Cejka,94,1663,16163300.0,2.7
38,T38,T38,Luke Donald,71,1663,11136720.0,1.86
39,40,40,Troy Merritt,91,1665,16183520.0,2.7
40,41,41,Ryan Palmer,80,1668,12366820.0,2.06
41,42,42,Russell Knox,96,1671,19611980.0,3.26
42,T43,T43,Steven Alker,62,1673,10899190.0,1.81
43,T43,T43,Blayne Barber,76,1673,14217460.0,2.36
44,T43,T43,Brian Stuard,97,1673,15597890.0,2.59
45,T46,T46,Bill Lunde,50,1677,6823500.0,1.13
46,T46,T46,Chris Stroud,84,1677,15514370.0,2.57
47,48,48,Adam Scott,51,1679,7312230.0,1.21
48,T49,T49,Robert Allenby,63,1681,9378100.0,1.55
49,T49,T49,David Lingmerth,90,1681,16705800.0,2.76
50,51,51,Paul Casey,87,1682,15438600.0,2.55
51,52,52,Ryo Ishikawa,90,1683,17627560.0,2.91
52,T53,T53,Chad Collins,79,1684,12972860.0,2.14
53,T53,T53,Spencer Levin,99,1684,16666870.0,2.75
54,T53,T53,Bo Van Pelt,81,1684,14249480.0,2.35
55,56,56,Chez Reavie,56,1686,11167310.0,1.84
56,T57,T57,Jason Gore,76,1687,14086320.0,2.32
57,T57,T57,Heath Slocum,57,1687,7106590.0,1.17
58,T59,T59,Jeff Overton,94,1688,16290490.0,2.68
59,T59,T59,Johnson Wagner,68,1688,11971350.0,1.97
60,T59,T59,Nick Watney,91,1688,18235570.0,3.0
61,62,62,Daniel Summerhays,101,1689,20063300.0,3.3
62,63,63,D.A. Points,72,1690,11805380.0,1.94
63,64,64,Chad Campbell,97,1692,19364550.0,3.18
64,65,65,Rory Sabbatini,81,1696,15510500.0,2.54
65,66,66,John Merrick,78,1701,12614840.0,2.06
66,T67,T67,Andres Gonzales,90,1704,16381600.0,2.67
67,T67,T67,Patrick Reed,103,1704,18899350.0,3.08
