,Average_Approach_Distance_-_Birdie_or_Better_RANK THIS WEEK,Average_Approach_Distance_-_Birdie_or_Better_RANK LAST WEEK,Average_Approach_Distance_-_Birdie_or_Better_PLAYER NAME,Average_Approach_Distance_-_Birdie_or_Better_ROUNDS,Average_Approach_Distance_-_Birdie_or_Better_AVG (YARDS),Average_Approach_Distance_-_Birdie_or_Better_TOTAL DISTANCE (INCHES),Average_Approach_Distance_-_Birdie_or_Better_NUMBER OF APPROACH SHOTS
68,T67,T67,Kyle Reifers,96,1704,17234750.0,2.81
69,T70,T70,Russell Henley,87,1705,16331670.0,2.66
70,T70,T70,Ian Poulter,68,1705,10738930.0,1.75
71,T72,T72,Jamie Donaldson,50,1709,5722320.0,0.93
72,T72,T72,Sean O'Hair,86,1709,18951150.0,3.08
73,T72,T72,Alex Prugh,84,1709,15873830.0,2.58
74,T75,T75,Jonathan Byrd,69,1711,11948460.0,1.94
75,T75,T75,Kevin Chappell,86,1711,17796760.0,2.89
76,T75,T75,Jason Dufner,76,1711,10166080.0,1.65
77,T75,T75,Cameron Tringale,96,1711,17123680.0,2.78
78,79,79,Scott Brown,97,1712,18370170.0,2.98
79,80,80,Kevin Kisner,104,1714,20675970.0,3.35
80,81,81,Danny Lee,120,1715,24691320.0,4.0
81,82,82,Pat Perez,96,1716,20081870.0,3.25
82,83,83,Martin Flores,95,1717,16688650.0,2.7
83,T84,T84,Adam Hadwin,95,1719,18508260.0,2.99
84,T84,T84,Jimmy Walker,89,1719,16643410.0,2.69
85,T86,T86,Zach Johnson,90,1720,16534070.0,2.67
86,T86,T86,Willy Wilcox,58,1720,10463690.0,1.69
87,88,88,Chris Kirk,76,1721,13321750.0,2.15
88,89,89,Dustin Johnson,75,1722,14634140.0,2.36
89,90,90,Cameron Percy,72,1723,13525540.0,2.18
90,91,91,Andrew Putnam,68,1724,11546560.0,1.86
91,92,92,Carl Pettersson,106,1726,21684330.0,3.49
92,93,93,Lee Westwood,56,1727,8084480.0,1.3
93,94,94,Camilo Villegas,83,1729,17615580.0,2.83
94,95,95,Oscar Fraustro,58,1733,8299080.0,1.33
95,T96,T96,Steven Bowditch,103,1734,20785630.0,3.33
96,T96,T96,Chesson Hadley,101,1734,21283500.0,3.41
97,T96,T96,George McNeill,93,1734,20597600.0,3.3
98,T96,T96,Kevin Na,98,1734,16854210.0,2.7
99,T100,T100,Jim Herman,88,1735,17547020.0,2.81
100,T100,T100,Davis Love III,51,1735,8057540.0,1.29
101,102,102,Sangmoon Bae,98,1736,20248930.0,3.24
102,103,103,Roberto Castro,54,1737,7628200.0,1.22
103,104,104,Andrew Svoboda,80,1738,15207720.0,2.43
104,T105,T105,Bill Haas,89,1739,15271900.0,2.44
105,T105,T105,Hudson Swafford,97,1739,20593630.0,3.29
106,T105,T105,Nick Taylor,91,1739,19845490.0,3.17
107,T108,T108,Brice Garnett,81,1740,13657750.0,2.18
108,T108,T108,Robert Streb,110,1740,24989390.0,3.99
109,110,110,Derek Fathauer,81,1742,14671200.0,2.34
110,T111,T111,Brendon de Jonge,106,1743,21209910.0,3.38
111,T111,T111,Matt Every,73,1743,10919700.0,1.74
112,T113,T113,Charlie Beljan,76,1744,13495620.0,2.15
113,T113,T113,Max Homa,78,1744,13627040.0,2.17
114,T113,T113,Scott Pinckney,88,1744,16515480.0,2.63
115,T116,T116,Luke Guthrie,84,1747,15349290.0,2.44
116,T116,T116,Matt Kuchar,97,1747,19123120.0,3.04
117,T116,T116,Patrick Rodgers,57,1747,11447590.0,1.82
118,119,119,Michael Putnam,87,1749,14101350.0,2.24
119,120,120,Jordan Spieth,91,1751,18719810.0,2.97
120,T121,T121,Ricky Barnes,82,1752,13813330.0,2.19
121,T121,T121,Erik Compton,86,1752,17088730.0,2.71
122,T121,T121,Sergio Garcia,59,1752,9082580.0,1.44
123,T121,T121,Brian Harman,90,1752,18482590.0,2.93
124,125,125,Vijay Singh,78,1754,15722660.0,2.49
125,126,126,Mark Hubbard,79,1755,13332260.0,2.11
126,127,127,Rickie Fowler,76,1756,14794730.0,2.34
127,128,128,Lucas Glover,79,1757,16384660.0,2.59
128,T129,T129,Retief Goosen,81,1759,12981760.0,2.05
129,T129,T129,Justin Rose,69,1759,14056630.0,2.22
130,131,131,Andres Romero,69,1760,12547070.0,1.98
131,132,132,J.B. Holmes,89,1762,18082680.0,2.85
132,133,133,Billy Horschel,99,1763,18408690.0,2.9
133,134,134,Boo Weekley,79,1764,16258710.0,2.56
134,T135,T135,Charley Hoffman,97,1766,18498800.0,2.91
135,T135,T135,Hideki Matsuyama,95,1766,19324200.0,3.04
136,T135,T135,Shawn Stefani,94,1766,21867380.0,3.44
137,T135,T135,Michael Thompson,83,1766,17672990.0,2.78
138,139,139,Jim Renner,68,1767,10112740.0,1.59
139,T140,T140,Hunter Mahan,88,1775,14694020.0,2.3
140,T140,T140,Ben Martin,93,1775,19867510.0,3.11
141,142,142,Seung-Yul Noh,65,1777,12858240.0,2.01
142,143,143,John Huh,102,1779,19597600.0,3.06
143,144,144,Brooks Koepka,84,1782,17196170.0,2.68
144,145,145,Byron Smith,59,1784,8989360.0,1.4
145,T146,T146,Gonzalo Fernandez-Castaño,81,1788,13453600.0,2.09
146,T146,T146,Jonathan Randolph,72,1788,11910200.0,1.85
147,T148,T148,Martin Laird,77,1789,17322870.0,2.69
148,T148,T148,Bubba Watson,71,1789,16163460.0,2.51
149,T150,T150,Robert Garrigus,70,1797,12161850.0,1.88
150,T150,T150,Phil Mickelson,70,1797,14102050.0,2.18
151,152,152,Louis Oosthuizen,68,1799,11266180.0,1.74
152,T153,T153,Graham DeLaet,65,1800,12638060.0,1.95
153,T153,T153,Jason Kokrak,88,1800,19697080.0,3.04
154,155,155,Aaron Baddeley,76,1801,15688500.0,2.42
155,156,156,Sung Joon Park,79,1803,11945050.0,1.84
156,157,157,John Peterson,84,1808,16529460.0,2.54
157,158,158,Charles Howell III,105,1810,22354140.0,3.43
158,T159,T159,Roger Sloan,56,1814,8685360.0,1.33
159,T159,T159,Justin Thomas,106,1814,26835460.0,4.11
160,161,161,Carlos Ortiz,100,1817,21392230.0,3.27
161,162,162,Daniel Berger,97,1818,20748550.0,3.17
162,163,163,Jason Day,75,1823,18377510.0,2.8
163,164,164,Padraig Harrington,60,1828,10136980.0,1.54
164,T165,T165,Harris English,105,1829,21991880.0,3.34
165,T165,T165,Webb Simpson,81,1829,15800760.0,2.4
166,T165,T165,Henrik Stenson,63,1829,12248450.0,1.86
167,T168,T168,Derek Ernst,75,1832,14110520.0,2.14
168,T168,T168,Sam Saunders,83,1832,15760790.0,2.39
169,T168,T168,Charl Schwartzel,67,1832,9562400.0,1.45
170,171,171,Gary Woodland,81,1833,12471110.0,1.89
171,172,172,Ernie Els,57,1834,9575110.0,1.45
172,T173,T173,Marc Leishman,74,1839,13372760.0,2.02
173,T173,T173,Kevin Streelman,95,1839,17078650.0,2.58
174,175,175,Matt Jones,89,1845,17865700.0,2.69
175,176,176,Morgan Hoffmann,85,1850,17449870.0,2.62
176,177,177,Scott Stallings,60,1856,11691640.0,1.75
177,178,178,Keegan Bradley,87,1857,17446580.0,2.61
178,179,179,Ángel Cabrera,53,1858,9832440.0,1.47
179,180,180,Jhonattan Vegas,90,1860,16673350.0,2.49
180,181,181,Brendan Steele,88,1862,20515290.0,3.06
181,182,182,John Senden,80,1878,12982400.0,1.92
182,183,183,Geoff Ogilvy,50,1891,7963920.0,1.17
183,184,184,Tony Finau,106,1892,25950660.0,3.81
