,Approaches_from_150-175_yards_Rgh_RANK THIS WEEK,Approaches_from_150-175_yards_Rgh_RANK LAST WEEK,Approaches_from_150-175_yards_Rgh_PLAYER NAME,Approaches_from_150-175_yards_Rgh_ROUNDS,Approaches_from_150-175_yards_Rgh_AVG,Approaches_from_150-175_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from_150-175_yards_Rgh_# OF ATTEMPTS,Approaches_from_150-175_yards_Rgh_RELATIVE TO PAR
0,1,1,Robert Allenby,63,"32' 1""",1121.75,35,+3
1,2,2,Tony Finau,106,"32' 10""",2691.0,82,+4
2,3,3,Scott Stallings,60,"33' 5""",968.6669999999999,29,+6
3,4,4,George McNeill,93,"34' 5""",1788.9170000000001,52,+1
4,5,5,Nicholas Thompson,90,"34' 11""",1292.583,37,+13
5,T6,T6,Scott Langley,94,"35' 5""",2481.333,70,+5
6,T6,T6,Sung Joon Park,79,"35' 5""",1204.417,34,+5
7,T6,T6,Andrew Putnam,68,"35' 5""",1842.5829999999999,52,+7
8,9,9,Greg Owen,58,"35' 7""",1529.1670000000001,43,+3
9,10,10,Ryo Ishikawa,90,"36' 1""",2490.833,69,+7
10,11,11,Ángel Cabrera,53,"36' 2""",1267.0,35,+6
11,T12,T12,Jason Gore,76,"36' 7""",1353.4170000000001,37,+5
12,T12,T12,Vijay Singh,78,"36' 7""",1939.5829999999999,53,+9
13,T14,T14,Hideki Matsuyama,95,"36' 11""",1625.75,44,+6
14,T14,T14,Shawn Stefani,94,"36' 11""",2658.75,72,+8
15,16,16,Robert Garrigus,70,"37' 1""",1446.8329999999999,39,+6
16,17,17,Jason Bohn,95,"37' 2""",1375.3329999999999,37,-3
17,18,18,D.A. Points,72,"37' 4""",2388.667,64,+8
18,19,19,Patrick Reed,103,"37' 9""",2565.583,68,+1
19,T20,T20,Jonas Blixt,78,"37' 11""",1515.5829999999999,40,+4
20,T20,T20,Jason Dufner,76,"37' 11""",1479.3329999999999,39,E
21,T20,T20,David Toms,62,"37' 11""",759.0830000000001,20,+2
22,23,23,Jason Kokrak,88,"38' 0""",2850.75,75,+13
23,24,24,Kevin Chappell,86,"38' 4""",1762.6670000000001,46,+7
24,25,25,Matt Kuchar,97,"38' 5""",1652.3329999999999,43,+1
25,T26,T26,Max Homa,78,"38' 10""",1943.3329999999999,50,+15
26,T26,T26,Chez Reavie,56,"38' 10""",969.9169999999999,25,+5
