,Approach__200_yards_RTP_Score_RANK THIS WEEK,Approach__200_yards_RTP_Score_RANK LAST WEEK,Approach__200_yards_RTP_Score_PLAYER NAME,Approach__200_yards_RTP_Score_ROUNDS,Approach__200_yards_RTP_Score_AVG RTP
0,1,1,Jason Day,75,-0.313
1,2,2,Willy Wilcox,58,-0.31
2,3,3,Patrick Rodgers,57,-0.28600000000000003
3,4,4,Carlos Ortiz,100,-0.285
4,5,5,Robert Streb,110,-0.281
5,6,6,Matt Jones,89,-0.278
6,7,7,Graham DeLaet,65,-0.27699999999999997
7,8,8,Justin Thomas,106,-0.26899999999999996
8,9,9,Jordan Spieth,91,-0.266
9,10,10,Justin Rose,69,-0.259
10,11,11,Martin Laird,77,-0.256
11,12,12,Dustin Johnson,75,-0.255
12,13,13,Hudson Swafford,97,-0.251
13,14,14,Seung-Yul Noh,65,-0.248
14,T15,T15,Derek Ernst,75,-0.239
15,T15,T15,Webb Simpson,81,-0.239
16,T17,T17,Keegan Bradley,87,-0.23600000000000002
17,T17,T17,Jhonattan Vegas,90,-0.23600000000000002
18,19,19,Michael Thompson,83,-0.23
19,20,20,Kevin Chappell,86,-0.22399999999999998
20,T21,T21,Aaron Baddeley,76,-0.221
21,T21,T21,Boo Weekley,79,-0.221
22,23,23,Geoff Ogilvy,50,-0.22
23,24,24,Adam Hadwin,95,-0.21899999999999997
24,25,25,Matt Kuchar,97,-0.218
25,26,26,Lee Westwood,56,-0.21600000000000003
26,27,27,Vijay Singh,78,-0.214
27,28,28,Daniel Berger,97,-0.213
28,29,29,Bubba Watson,71,-0.212
29,30,30,Jason Gore,76,-0.21100000000000002
30,T31,T31,Shawn Stefani,94,-0.20800000000000002
31,T31,T31,Jimmy Walker,89,-0.20800000000000002
32,T33,T33,Rickie Fowler,76,-0.207
33,T33,T33,Jason Kokrak,88,-0.207
34,35,35,Bo Van Pelt,81,-0.20600000000000002
35,36,36,Jim Furyk,71,-0.205
36,37,37,Byron Smith,59,-0.204
37,T38,T38,Lucas Glover,79,-0.201
38,T38,T38,Chris Kirk,76,-0.201
39,40,40,Danny Lee,120,-0.19899999999999998
40,T41,T41,Charles Howell III,105,-0.19699999999999998
41,T41,T41,Mark Hubbard,79,-0.19699999999999998
