,Approach__200_yards_RTP_Score_RANK THIS WEEK,Approach__200_yards_RTP_Score_RANK LAST WEEK,Approach__200_yards_RTP_Score_PLAYER NAME,Approach__200_yards_RTP_Score_ROUNDS,Approach__200_yards_RTP_Score_AVG RTP
42,43,43,Tony Finau,106,-0.195
43,44,44,Alex Prugh,84,-0.19399999999999998
44,45,45,Jonathan Byrd,69,-0.193
45,46,46,Sam Saunders,83,-0.191
46,T47,T47,Sergio Garcia,59,-0.18899999999999997
47,T47,T47,Russell Henley,87,-0.18899999999999997
48,T47,T47,Charl Schwartzel,67,-0.18899999999999997
49,T50,T50,Steven Bowditch,103,-0.188
50,T50,T50,Hideki Matsuyama,95,-0.188
51,T50,T50,Scott Stallings,60,-0.188
52,T50,T50,Nick Watney,91,-0.188
53,54,54,Scott Pinckney,88,-0.187
54,55,55,Jonas Blixt,78,-0.185
55,T56,T56,Charlie Beljan,76,-0.184
56,T56,T56,Bill Lunde,50,-0.184
57,T56,T56,Brendan Steele,88,-0.184
58,59,59,Daniel Summerhays,101,-0.183
59,60,60,Ben Martin,93,-0.18100000000000002
60,61,61,Patrick Reed,103,-0.18
61,62,62,Steve Wheatcroft,87,-0.179
62,63,63,Martin Flores,95,-0.17800000000000002
63,T64,T64,Blayne Barber,76,-0.17600000000000002
64,T64,T64,Henrik Stenson,63,-0.17600000000000002
65,66,66,Cameron Tringale,96,-0.175
66,67,67,Tom Hoge,83,-0.174
67,68,68,Louis Oosthuizen,68,-0.17300000000000001
68,T69,T69,Retief Goosen,81,-0.172
69,T69,T69,Ryan Moore,81,-0.172
70,71,71,Nick Taylor,91,-0.171
71,72,72,Brendon de Jonge,106,-0.17
72,T73,T73,Sangmoon Bae,98,-0.16699999999999998
73,T73,T73,Harris English,105,-0.16699999999999998
74,75,75,Kevin Kisner,104,-0.165
75,76,76,Jim Herman,88,-0.16399999999999998
76,T77,T77,Jason Dufner,76,-0.162
77,T77,T77,D.A. Points,72,-0.162
78,79,79,Brendon Todd,96,-0.16
79,80,80,Billy Horschel,99,-0.159
80,T81,T81,Luke Guthrie,84,-0.158
81,T81,T81,Brooks Koepka,84,-0.158
82,T81,T81,Johnson Wagner,68,-0.158
83,T84,T84,Andres Gonzales,90,-0.157
84,T84,T84,Russell Knox,96,-0.157
85,T84,T84,John Senden,80,-0.157
86,T84,T84,Andrew Svoboda,80,-0.157
87,T88,T88,Robert Garrigus,70,-0.156
88,T88,T88,Scott Langley,94,-0.156
89,T88,T88,Heath Slocum,57,-0.156
90,T91,T91,Chesson Hadley,101,-0.155
91,T91,T91,Cameron Percy,72,-0.155
92,T91,T91,Pat Perez,96,-0.155
93,T94,T94,Ricky Barnes,82,-0.154
94,T94,T94,Max Homa,78,-0.154
95,96,96,Paul Casey,87,-0.153
96,97,97,Phil Mickelson,70,-0.152
97,T98,T98,Jason Bohn,95,-0.15
98,T98,T98,Chad Campbell,97,-0.15
99,T100,T100,Davis Love III,51,-0.149
100,T100,T100,Gary Woodland,81,-0.149
101,T102,T102,Ernie Els,57,-0.14800000000000002
102,T102,T102,Roger Sloan,56,-0.14800000000000002
103,T104,T104,Brice Garnett,81,-0.146
104,T104,T104,Kevin Streelman,95,-0.146
105,106,106,Brian Harman,90,-0.14400000000000002
106,T107,T107,Morgan Hoffmann,85,-0.14300000000000002
107,T107,T107,Zach Johnson,90,-0.14300000000000002
108,T109,T109,John Huh,102,-0.14
109,T109,T109,Carl Pettersson,106,-0.14
110,T109,T109,Chez Reavie,56,-0.14
111,T112,T112,Derek Fathauer,81,-0.138
112,T112,T112,John Merrick,78,-0.138
113,T112,T112,Kyle Reifers,96,-0.138
114,115,115,Jeff Overton,94,-0.13699999999999998
115,T116,T116,George McNeill,93,-0.134
116,T116,T116,Scott Piercy,90,-0.134
117,T118,T118,J.B. Holmes,89,-0.132
118,T118,T118,Michael Putnam,87,-0.132
119,120,120,William McGirt,103,-0.131
120,121,121,Camilo Villegas,83,-0.13
121,T122,T122,Bill Haas,89,-0.129
122,T122,T122,Whee Kim,71,-0.129
123,T122,T122,Kevin Na,98,-0.129
124,T122,T122,Ryan Palmer,80,-0.129
125,T126,T126,Stewart Cink,77,-0.126
126,T126,T126,Chad Collins,79,-0.126
127,128,128,Chris Stroud,84,-0.125
128,129,129,Bryce Molder,91,-0.12300000000000001
129,130,130,Tyrone Van Aswegen,58,-0.121
130,T131,T131,John Peterson,84,-0.12
131,T131,T131,Brian Stuard,97,-0.12
132,133,133,Eric Axley,57,-0.11800000000000001
133,T134,T134,Spencer Levin,99,-0.11699999999999999
134,T134,T134,Brandt Snedeker,98,-0.11699999999999999
135,136,136,Colt Knost,90,-0.115
136,T137,T137,Roberto Castro,54,-0.114
137,T137,T137,Erik Compton,86,-0.114
138,T137,T137,Sung Joon Park,79,-0.114
139,140,140,J.J. Henry,94,-0.113
140,141,141,Marc Leishman,74,-0.111
141,142,142,Hunter Mahan,88,-0.11
142,T143,T143,David Lingmerth,90,-0.10800000000000001
143,T143,T143,Andrew Putnam,68,-0.10800000000000001
144,145,145,Scott Brown,97,-0.106
145,146,146,Jim Renner,68,-0.10099999999999999
146,T147,T147,Ángel Cabrera,53,-0.095
147,T147,T147,K.J. Choi,66,-0.095
148,T147,T147,Ryo Ishikawa,90,-0.095
149,150,150,Alex Cejka,94,-0.09300000000000001
150,T151,T151,Troy Merritt,91,-0.092
151,T151,T151,Sean O'Hair,86,-0.092
152,153,153,Steven Alker,62,-0.087
153,T154,T154,Luke Donald,71,-0.086
154,T154,T154,James Hahn,94,-0.086
155,156,156,Jonathan Randolph,72,-0.084
156,157,157,Matt Every,73,-0.081
157,158,158,Charley Hoffman,97,-0.08
158,T159,T159,Oscar Fraustro,58,-0.079
159,T159,T159,Andres Romero,69,-0.079
160,161,161,Greg Owen,58,-0.078
161,162,162,Padraig Harrington,60,-0.075
162,163,163,Tim Wilkinson,73,-0.07400000000000001
163,164,164,Gonzalo Fernandez-Castaño,81,-0.073
164,165,165,David Hearn,97,-0.07200000000000001
165,T166,T166,Brian Davis,86,-0.062
166,T166,T166,Rory Sabbatini,81,-0.062
167,T168,T168,Jamie Donaldson,50,-0.061
168,T168,T168,Mark Wilson,89,-0.061
169,170,170,Jerry Kelly,79,-0.052000000000000005
170,171,171,David Toms,62,-0.049
171,172,172,Ian Poulter,68,-0.042
172,173,173,Greg Chalmers,58,-0.038
173,174,174,Robert Allenby,63,-0.037000000000000005
174,175,175,Zac Blair,108,-0.034
175,176,176,Fabián Gómez,83,-0.033
176,177,177,Billy Hurley III,83,-0.031
177,178,178,Ken Duke,93,-0.027999999999999997
178,179,179,Justin Leonard,61,-0.027000000000000003
179,180,180,Ben Crane,62,-0.025
180,181,181,Adam Scott,51,-0.02
181,182,182,Nicholas Thompson,90,-0.005
182,183,183,Jon Curran,83,0.012
183,184,184,Francesco Molinari,56,0.028999999999999998
