,Approach_75-100_yards_RTP_Score_RANK THIS WEEK,Approach_75-100_yards_RTP_Score_RANK LAST WEEK,Approach_75-100_yards_RTP_Score_PLAYER NAME,Approach_75-100_yards_RTP_Score_ROUNDS,Approach_75-100_yards_RTP_Score_AVG RTP
0,1,1,Rickie Fowler,76,-.390
1,2,2,Justin Rose,69,-.380
2,3,3,Vijay Singh,78,-.352
3,4,4,Jonathan Byrd,69,-.345
4,5,5,Mark Hubbard,79,-.340
5,T6,T6,Adam Scott,51,-.333
6,T6,T6,Daniel Summerhays,101,-.333
7,8,8,Jimmy Walker,89,-.327
8,9,9,Francesco Molinari,56,-.319
9,10,10,Andrew Putnam,68,-.318
10,11,11,Rory Sabbatini,81,-.300
11,12,12,K.J. Choi,66,-.296
12,13,13,Colt Knost,90,-.280
13,14,14,Stewart Cink,77,-.278
14,15,15,Scott Piercy,90,-.276
15,T16,T16,Blayne Barber,76,-.273
16,T16,T16,Kyle Reifers,96,-.273
17,18,18,Paul Casey,87,-.271
18,19,19,Roberto Castro,54,-.269
19,20,20,Dustin Johnson,75,-.265
20,21,21,J.B. Holmes,89,-.261
21,22,22,Chris Stroud,84,-.258
22,T23,T23,Louis Oosthuizen,68,-.256
23,T23,T23,Sam Saunders,83,-.256
24,25,25,Fabián Gómez,83,-.254
25,26,26,Derek Fathauer,81,-.250
26,27,27,Zach Johnson,90,-.247
27,28,28,Nicholas Thompson,90,-.246
28,29,29,Lucas Glover,79,-.245
29,30,30,Patrick Rodgers,57,-.244
30,T31,T31,Matt Jones,89,-.241
31,T31,T31,Sean O'Hair,86,-.241
32,T33,T33,Brendon de Jonge,106,-.239
33,T33,T33,Patrick Reed,103,-.239
34,35,35,Jerry Kelly,79,-.238
35,36,36,Justin Thomas,106,-.236
36,T37,T37,Max Homa,78,-.231
37,T37,T37,Roger Sloan,56,-.231
38,39,39,Shawn Stefani,94,-.230
39,40,40,Phil Mickelson,70,-.227
40,41,41,Boo Weekley,79,-.226
41,42,42,George McNeill,93,-.224
42,43,43,Jamie Donaldson,50,-.222
43,44,44,Hunter Mahan,88,-.221
44,45,45,Danny Lee,120,-.216
45,46,46,Matt Kuchar,97,-.209
46,47,47,Henrik Stenson,63,-.207
47,T48,T48,Alex Prugh,84,-.206
48,T48,T48,Steve Wheatcroft,87,-.206
49,50,50,David Hearn,97,-.204
50,T51,T51,Russell Henley,87,-.203
51,T51,T51,David Lingmerth,90,-.203
52,T51,T51,Michael Putnam,87,-.203
53,54,54,Scott Brown,97,-.200
54,55,55,Cameron Tringale,96,-.195
55,T56,T56,Jason Day,75,-.193
56,T56,T56,Brendon Todd,96,-.193
57,58,58,Kevin Kisner,104,-.192
58,59,59,Andres Gonzales,90,-.190
59,T60,T60,Jason Bohn,95,-.188
60,T60,T60,Jon Curran,83,-.188
61,62,62,William McGirt,103,-.185
62,T63,T63,Seung-Yul Noh,65,-.184
63,T63,T63,Robert Streb,110,-.184
64,65,65,Brandt Snedeker,98,-.183
65,66,66,James Hahn,94,-.180
66,T67,T67,Chesson Hadley,101,-.177
67,T67,T67,Pat Perez,96,-.177
68,69,69,Ryo Ishikawa,90,-.176
69,70,70,Ryan Moore,81,-.175
70,71,71,Sergio Garcia,59,-.172
71,T72,T72,Ernie Els,57,-.171
72,T72,T72,Nick Taylor,91,-.171
73,T74,T74,Zac Blair,108,-.167
74,T74,T74,Heath Slocum,57,-.167
75,76,76,Luke Donald,71,-.157
76,77,77,Kevin Chappell,86,-.156
77,78,78,Charley Hoffman,97,-.154
78,79,79,Bill Haas,89,-.152
79,T80,T80,Morgan Hoffmann,85,-.150
80,T80,T80,Hideki Matsuyama,95,-.150
81,T82,T82,Alex Cejka,94,-.147
82,T82,T82,Marc Leishman,74,-.147
83,T84,T84,Padraig Harrington,60,-.143
84,T84,T84,Andres Romero,69,-.143
85,T84,T84,Camilo Villegas,83,-.143
86,87,87,Greg Chalmers,58,-.139
87,88,88,Ken Duke,93,-.138
88,T89,T89,Scott Langley,94,-.136
89,T89,T89,Byron Smith,59,-.136
90,91,91,Mark Wilson,89,-.133
91,92,92,Nick Watney,91,-.131
92,93,93,Kevin Na,98,-.130
93,T94,T94,Brian Harman,90,-.129
94,T94,T94,Greg Owen,58,-.129
95,T94,T94,Hudson Swafford,97,-.129
96,T97,T97,Steven Alker,62,-.128
97,T97,T97,John Senden,80,-.128
98,99,99,Michael Thompson,83,-.127
99,100,100,Jordan Spieth,91,-.125
100,101,101,Troy Merritt,91,-.122
101,T102,T102,Steven Bowditch,103,-.121
102,T102,T102,Scott Pinckney,88,-.121
103,104,104,Jason Kokrak,88,-.120
104,105,105,Carlos Ortiz,100,-.119
105,T106,T106,Billy Hurley III,83,-.118
106,T106,T106,Bryce Molder,91,-.118
107,108,108,Brian Davis,86,-.117
108,T109,T109,Oscar Fraustro,58,-.116
109,T109,T109,Luke Guthrie,84,-.116
110,111,111,Chad Collins,79,-.115
111,112,112,Billy Horschel,99,-.114
112,113,113,Bubba Watson,71,-.111
113,T114,T114,Ben Crane,62,-.109
114,T114,T114,D.A. Points,72,-.109
115,T116,T116,Brendan Steele,88,-.106
116,T116,T116,David Toms,62,-.106
117,118,118,Gonzalo Fernandez-Castaño,81,-.105
118,T119,T119,Graham DeLaet,65,-.104
119,T119,T119,Jim Herman,88,-.104
120,T119,T119,Cameron Percy,72,-.104
121,T122,T122,Robert Garrigus,70,-.103
122,T122,T122,Adam Hadwin,95,-.103
123,124,124,Tim Wilkinson,73,-.102
124,125,125,Martin Flores,95,-.100
125,126,126,Brooks Koepka,84,-.094
126,127,127,Chad Campbell,97,-.088
127,128,128,Tom Hoge,83,-.087
128,129,129,Whee Kim,71,-.086
129,T130,T130,Russell Knox,96,-.083
130,T130,T130,Jonathan Randolph,72,-.083
131,T132,T132,Sangmoon Bae,98,-.082
132,T132,T132,Brian Stuard,97,-.082
133,134,134,Martin Laird,77,-.081
134,T135,T135,Derek Ernst,75,-.074
135,T135,T135,Webb Simpson,81,-.074
136,137,137,Kevin Streelman,95,-.073
137,138,138,Ben Martin,93,-.071
138,139,139,Ian Poulter,68,-.063
139,140,140,John Huh,102,-.060
140,141,141,Jonas Blixt,78,-.059
141,142,142,Ricky Barnes,82,-.051
142,143,143,Lee Westwood,56,-.045
143,144,144,Keegan Bradley,87,-.043
144,145,145,Harris English,105,-.038
145,146,146,Erik Compton,86,-.037
146,T147,T147,Charlie Beljan,76,-.036
147,T147,T147,Willy Wilcox,58,-.036
148,149,149,J.J. Henry,94,-.034
149,150,150,Chris Kirk,76,-.028
150,151,151,Aaron Baddeley,76,-.027
151,152,152,John Peterson,84,-.026
152,153,153,Retief Goosen,81,-.024
153,154,154,Chez Reavie,56,-.019
154,T155,T155,Spencer Levin,99,-.016
155,T155,T155,Bo Van Pelt,81,-.016
156,T157,T157,Charles Howell III,105,-.011
157,T157,T157,Carl Pettersson,106,-.011
158,T159,T159,Eric Axley,57,E
159,T159,T159,Daniel Berger,97,E
160,T159,T159,Ángel Cabrera,53,E
161,T159,T159,Tony Finau,106,E
162,T159,T159,Jim Furyk,71,E
163,T159,T159,Jhonattan Vegas,90,E
164,T159,T159,Johnson Wagner,68,E
165,166,166,Jason Gore,76,+.017
166,167,167,Justin Leonard,61,+.018
167,168,168,Brice Garnett,81,+.022
168,169,169,Jim Renner,68,+.032
169,170,170,Matt Every,73,+.043
170,171,171,Andrew Svoboda,80,+.044
171,172,172,Robert Allenby,63,+.045
172,173,173,Scott Stallings,60,+.047
173,174,174,Charl Schwartzel,67,+.049
174,175,175,Sung Joon Park,79,+.054
175,176,176,Davis Love III,51,+.056
