,Approaches__100_yards-Rgh_RTP_RANK THIS WEEK,Approaches__100_yards-Rgh_RTP_RANK LAST WEEK,Approaches__100_yards-Rgh_RTP_PLAYER NAME,Approaches__100_yards-Rgh_RTP_ROUNDS,Approaches__100_yards-Rgh_RTP_AVG RTP
0,1,1,Tony Finau,106,-0.023
1,2,2,Jordan Spieth,91,-0.021
2,3,3,Jim Furyk,71,-0.006999999999999999
3,4,4,Ryan Palmer,80,-0.005
4,5,5,Patrick Reed,103,-0.004
5,6,6,Martin Flores,95,0.01
6,7,7,Paul Casey,87,0.013999999999999999
7,8,8,Charles Howell III,105,0.019
8,9,9,Bubba Watson,71,0.02
9,10,10,Matt Kuchar,97,0.022000000000000002
10,11,11,Brooks Koepka,84,0.023
11,12,12,Bill Haas,89,0.024
12,13,13,Morgan Hoffmann,85,0.03
13,14,14,Pat Perez,96,0.032
14,15,15,Jason Day,75,0.033
15,T16,T16,Steven Bowditch,103,0.034
16,T16,T16,Jason Kokrak,88,0.034
17,18,18,Rory Sabbatini,81,0.037000000000000005
18,19,19,Brian Harman,90,0.042
19,T20,T20,Keegan Bradley,87,0.043
20,T20,T20,Henrik Stenson,63,0.043
21,22,22,Justin Thomas,106,0.047
22,T23,T23,James Hahn,94,0.048
23,T23,T23,Shawn Stefani,94,0.048
24,25,25,Ryo Ishikawa,90,0.049
25,26,26,J.B. Holmes,89,0.054000000000000006
26,27,27,Jerry Kelly,79,0.055
27,28,28,Alex Cejka,94,0.055999999999999994
28,29,29,Louis Oosthuizen,68,0.057999999999999996
29,30,30,Stewart Cink,77,0.059000000000000004
30,31,31,Willy Wilcox,58,0.06
31,32,32,Matt Jones,89,0.061
32,33,33,Brendon Todd,96,0.062
33,T34,T34,Harris English,105,0.064
34,T34,T34,Phil Mickelson,70,0.064
35,36,36,Charley Hoffman,97,0.065
36,37,37,Daniel Summerhays,101,0.07
37,T38,T38,Jason Bohn,95,0.071
38,T38,T38,George McNeill,93,0.071
39,T40,T40,Jason Dufner,76,0.07200000000000001
40,T40,T40,Hideki Matsuyama,95,0.07200000000000001
41,T40,T40,Kevin Streelman,95,0.07200000000000001
42,T43,T43,Francesco Molinari,56,0.07400000000000001
43,T43,T43,Carlos Ortiz,100,0.07400000000000001
44,T43,T43,Brendan Steele,88,0.07400000000000001
45,46,46,Blayne Barber,76,0.077
46,T47,T47,Brendon de Jonge,106,0.08
47,T47,T47,Mark Wilson,89,0.08
48,T49,T49,Erik Compton,86,0.081
49,T49,T49,Carl Pettersson,106,0.081
50,T51,T51,Kevin Kisner,104,0.083
51,T51,T51,Sung Joon Park,79,0.083
52,53,53,Hudson Swafford,97,0.084
53,54,54,Vijay Singh,78,0.086
54,T55,T55,Martin Laird,77,0.087
55,T55,T55,Marc Leishman,74,0.087
56,T57,T57,Tom Hoge,83,0.08800000000000001
57,T57,T57,Dustin Johnson,75,0.08800000000000001
58,T59,T59,Charl Schwartzel,67,0.08900000000000001
59,T59,T59,Boo Weekley,79,0.08900000000000001
60,T61,T61,Daniel Berger,97,0.091
61,T61,T61,Chad Collins,79,0.091
62,T63,T63,Webb Simpson,81,0.092
63,T63,T63,Camilo Villegas,83,0.092
64,65,65,Padraig Harrington,60,0.09300000000000001
65,T66,T66,Hunter Mahan,88,0.094
66,T66,T66,Sean O'Hair,86,0.094
67,T68,T68,Oscar Fraustro,58,0.096
68,T68,T68,Kevin Na,98,0.096
69,T68,T68,Scott Stallings,60,0.096
70,T71,T71,Ricky Barnes,82,0.09699999999999999
71,T71,T71,Scott Piercy,90,0.09699999999999999
72,73,73,Derek Fathauer,81,0.098
73,74,74,Derek Ernst,75,0.099
74,75,75,Johnson Wagner,68,0.1
75,T76,T76,Jamie Donaldson,50,0.10099999999999999
76,T76,T76,Ryan Moore,81,0.10099999999999999
77,T78,T78,Luke Guthrie,84,0.10300000000000001
78,T78,T78,Alex Prugh,84,0.10300000000000001
79,T78,T78,Robert Streb,110,0.10300000000000001
80,81,81,Andres Romero,69,0.10400000000000001
81,T82,T82,Jonas Blixt,78,0.105
82,T82,T82,Gary Woodland,81,0.105
83,T84,T84,Justin Leonard,61,0.107
84,T84,T84,D.A. Points,72,0.107
85,T86,T86,Russell Knox,96,0.10800000000000001
86,T86,T86,Davis Love III,51,0.10800000000000001
87,88,88,Bryce Molder,91,0.109
88,89,89,Adam Hadwin,95,0.11
89,90,90,Andres Gonzales,90,0.111
90,T91,T91,Danny Lee,120,0.113
91,T91,T91,Patrick Rodgers,57,0.113
92,T91,T91,Brandt Snedeker,98,0.113
93,94,94,Billy Horschel,99,0.115
94,95,95,Jeff Overton,94,0.11599999999999999
95,T96,T96,Jonathan Byrd,69,0.11800000000000001
96,T96,T96,Luke Donald,71,0.11800000000000001
97,T96,T96,Troy Merritt,91,0.11800000000000001
98,T96,T96,Tyrone Van Aswegen,58,0.11800000000000001
99,T100,T100,Chad Campbell,97,0.121
100,T100,T100,Brice Garnett,81,0.121
101,102,102,Ernie Els,57,0.122
102,T103,T103,Retief Goosen,81,0.124
