,Birdie_or_Better_Percentage_-_150-175_ya_RANK THIS WEEK,Birdie_or_Better_Percentage_-_150-175_ya_RANK LAST WEEK,Birdie_or_Better_Percentage_-_150-175_ya_PLAYER NAME,Birdie_or_Better_Percentage_-_150-175_ya_ROUNDS,Birdie_or_Better_Percentage_-_150-175_ya_%,Birdie_or_Better_Percentage_-_150-175_ya_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_150-175_ya_TOTAL HOLES
0,1,1,Tony Finau,106,23.27,74,318
1,2,2,Patrick Rodgers,57,21.82,36,165
2,3,3,Henrik Stenson,63,21.33,32,150
3,T4,T4,Ben Martin,93,20.19,64,317
4,T4,T4,Michael Thompson,83,20.19,63,312
5,6,6,Justin Rose,69,20.12,33,164
6,7,7,Stewart Cink,77,20.07,58,289
7,8,8,Rory Sabbatini,81,19.83,48,242
8,9,9,K.J. Choi,66,19.6,39,199
9,10,10,Tom Hoge,83,19.52,49,251
10,11,11,Jonas Blixt,78,19.37,37,191
11,12,12,Jason Gore,76,19.34,41,212
12,13,13,Marc Leishman,74,19.29,38,197
13,14,14,Jason Bohn,95,19.27,58,301
14,15,15,Bubba Watson,71,19.02,31,163
15,16,16,Steven Alker,62,18.98,41,216
16,17,17,Ian Poulter,68,18.72,38,203
17,18,18,Camilo Villegas,83,18.58,60,323
18,19,19,Jim Herman,88,18.42,56,304
19,20,20,Patrick Reed,103,18.37,45,245
20,21,21,Chesson Hadley,101,18.3,58,317
21,22,22,Pat Perez,96,18.13,60,331
22,23,23,Erik Compton,86,18.11,48,265
23,24,24,Jordan Spieth,91,18.1,42,232
24,25,25,Charlie Beljan,76,18.09,36,199
25,26,26,Cameron Tringale,96,18.05,50,277
26,27,27,Brooks Koepka,84,18.03,44,244
27,28,28,Keegan Bradley,87,17.95,42,234
28,29,29,Sean O'Hair,86,17.87,57,319
29,30,30,Matt Kuchar,97,17.79,45,253
30,31,31,Blayne Barber,76,17.72,42,237
31,T32,T32,Phil Mickelson,70,17.58,32,182
32,T32,T32,Shawn Stefani,94,17.58,61,347
33,34,34,David Hearn,97,17.57,55,313
34,35,35,Russell Henley,87,17.53,44,251
35,36,36,Scott Piercy,90,17.52,55,314
36,37,37,Daniel Summerhays,101,17.44,60,344
37,38,38,James Hahn,94,17.35,51,294
38,39,39,Andrew Svoboda,80,17.33,48,277
39,40,40,Ricky Barnes,82,17.27,43,249
40,41,41,Bryce Molder,91,17.25,49,284
41,42,42,Dustin Johnson,75,17.24,30,174
42,43,43,Davis Love III,51,17.18,28,163
43,44,44,Cameron Percy,72,17.07,35,205
44,45,45,Danny Lee,120,16.98,63,371
45,T46,T46,Luke Donald,71,16.92,34,201
46,T46,T46,John Senden,80,16.92,33,195
47,48,48,Zach Johnson,90,16.9,48,284
48,49,49,Brendon de Jonge,106,16.87,55,326
49,50,50,Fabián Gómez,83,16.86,43,255
50,51,51,Matt Every,73,16.85,31,184
51,52,52,Ryo Ishikawa,90,16.84,49,291
52,53,53,Whee Kim,71,16.81,38,226
53,54,54,Chris Stroud,84,16.73,41,245
54,55,55,Spencer Levin,99,16.67,52,312
55,T56,T56,Scott Pinckney,88,16.43,46,280
56,T56,T56,Andres Romero,69,16.43,35,213
57,58,58,George McNeill,93,16.36,54,330
58,59,59,Colt Knost,90,16.35,43,263
59,60,60,Boo Weekley,79,16.32,39,239
60,61,61,Robert Streb,110,16.27,55,338
61,62,62,Paul Casey,87,16.17,38,235
62,63,63,Jonathan Byrd,69,16.16,32,198
63,64,64,John Merrick,78,16.14,36,223
64,65,65,Rickie Fowler,76,16.11,34,211
65,66,66,Brian Harman,90,16.1,47,292
66,67,67,Charley Hoffman,97,16.06,44,274
67,68,68,Troy Merritt,91,15.99,47,294
68,T69,T69,Harris English,105,15.95,56,351
69,T69,T69,Derek Fathauer,81,15.95,37,232
70,71,71,Sam Saunders,83,15.81,37,234
71,72,72,Tyrone Van Aswegen,58,15.76,29,184
72,73,73,Billy Horschel,99,15.75,43,273
73,T74,T74,Chris Kirk,76,15.74,34,216
74,T74,T74,Andrew Putnam,68,15.74,34,216
75,T74,T74,Chez Reavie,56,15.74,31,197
76,77,77,Brendan Steele,88,15.72,47,299
77,78,78,John Peterson,84,15.68,45,287
78,79,79,Scott Langley,94,15.63,50,320
79,80,80,Luke Guthrie,84,15.57,38,244
80,81,81,Kevin Streelman,95,15.56,40,257
81,82,82,Carl Pettersson,106,15.49,57,368
82,83,83,Morgan Hoffmann,85,15.44,40,259
83,84,84,Hudson Swafford,97,15.38,50,325
84,T85,T85,Retief Goosen,81,15.35,37,241
85,T85,T85,Vijay Singh,78,15.35,39,254
86,87,87,Russell Knox,96,15.34,52,339
87,88,88,Chad Campbell,97,15.3,58,379
88,T89,T89,Francesco Molinari,56,15.29,24,157
89,T89,T89,Willy Wilcox,58,15.29,24,157
90,91,91,Brian Davis,86,15.26,38,249
91,92,92,William McGirt,103,15.25,54,354
92,93,93,Bo Van Pelt,81,15.23,37,243
93,94,94,Nick Watney,91,15.06,47,312
94,T95,T95,Jason Dufner,76,15.03,26,173
95,T95,T95,Ken Duke,93,15.03,43,286
96,97,97,Brice Garnett,81,15.0,39,260
97,98,98,Jimmy Walker,89,14.98,31,207
98,99,99,Hunter Mahan,88,14.91,34,228
99,T100,T100,Ben Crane,62,14.89,28,188
100,T100,T100,Brendon Todd,96,14.89,39,262
101,T102,T102,Sergio Garcia,59,14.88,18,121
102,T102,T102,Alex Prugh,84,14.88,43,289
103,T104,T104,Alex Cejka,94,14.86,41,276
104,T104,T104,Graham DeLaet,65,14.86,33,222
105,106,106,Ryan Moore,81,14.85,34,229
106,107,107,Ángel Cabrera,53,14.84,23,155
107,T108,T108,Hideki Matsuyama,95,14.8,37,250
108,T108,T108,Webb Simpson,81,14.8,33,223
109,T110,T110,Ernie Els,57,14.79,21,142
110,T110,T110,Louis Oosthuizen,68,14.79,25,169
111,112,112,Gonzalo Fernandez-Castaño,81,14.63,36,246
112,113,113,Greg Owen,58,14.62,25,171
113,T114,T114,Oscar Fraustro,58,14.58,21,144
114,T114,T114,Jason Kokrak,88,14.58,43,295
115,T114,T114,David Toms,62,14.58,28,192
116,117,117,Adam Hadwin,95,14.56,45,309
117,T118,T118,Jon Curran,83,14.46,35,242
118,T118,T118,David Lingmerth,90,14.46,36,249
119,120,120,Jim Furyk,71,14.43,29,201
120,121,121,John Huh,102,14.4,54,375
121,122,122,Jason Day,75,14.38,23,160
122,123,123,Nicholas Thompson,90,14.23,39,274
123,T124,T124,Brian Stuard,97,14.15,45,318
124,T124,T124,Lee Westwood,56,14.15,15,106
125,126,126,Kevin Chappell,86,14.08,40,284
126,127,127,Kyle Reifers,96,13.94,40,287
127,128,128,Charl Schwartzel,67,13.92,22,158
128,129,129,Max Homa,78,13.9,31,223
129,130,130,Jerry Kelly,79,13.89,35,252
130,131,131,Michael Putnam,87,13.86,37,267
131,132,132,Justin Leonard,61,13.82,30,217
132,133,133,Derek Ernst,75,13.79,32,232
133,134,134,Roberto Castro,54,13.7,20,146
134,135,135,Zac Blair,108,13.69,46,336
135,T136,T136,Steven Bowditch,103,13.68,39,285
136,T136,T136,Lucas Glover,79,13.68,39,285
137,T138,T138,Daniel Berger,97,13.62,44,323
138,T138,T138,Brandt Snedeker,98,13.62,38,279
139,140,140,Martin Laird,77,13.61,40,294
140,141,141,Sangmoon Bae,98,13.52,43,318
141,142,142,Aaron Baddeley,76,13.51,35,259
142,143,143,Mark Hubbard,79,13.47,33,245
143,144,144,Adam Scott,51,13.45,16,119
144,145,145,Kevin Kisner,104,13.43,45,335
145,T146,T146,Seung-Yul Noh,65,13.37,27,202
146,T146,T146,Justin Thomas,106,13.37,46,344
147,T148,T148,Carlos Ortiz,100,13.33,40,300
148,T148,T148,Heath Slocum,57,13.33,20,150
149,150,150,Mark Wilson,89,13.23,41,310
150,151,151,J.B. Holmes,89,13.16,25,190
151,152,152,Bill Haas,89,13.15,33,251
152,T153,T153,Chad Collins,79,13.04,30,230
153,T153,T153,Scott Stallings,60,13.04,21,161
154,155,155,Ryan Palmer,80,12.98,27,208
155,156,156,Nick Taylor,91,12.63,36,285
156,157,157,Billy Hurley III,83,12.6,33,262
157,T158,T158,Eric Axley,57,12.5,20,160
158,T158,T158,Scott Brown,97,12.5,35,280
159,T158,T158,Padraig Harrington,60,12.5,22,176
160,T158,T158,Bill Lunde,50,12.5,16,128
161,162,162,Robert Allenby,63,12.3,23,187
162,163,163,Kevin Na,98,12.29,29,236
163,164,164,Andres Gonzales,90,12.17,32,263
164,165,165,Jeff Overton,94,12.14,34,280
165,166,166,Matt Jones,89,12.11,31,256
166,167,167,Sung Joon Park,79,12.0,27,225
167,168,168,Jhonattan Vegas,90,11.97,34,284
