,Approaches_from_50-75_yards_RANK THIS WEEK,Approaches_from_50-75_yards_RANK LAST WEEK,Approaches_from_50-75_yards_PLAYER NAME,Approaches_from_50-75_yards_ROUNDS,Approaches_from_50-75_yards_AVG,Approaches_from_50-75_yards_TOTAL DISTANCE (FEET),Approaches_from_50-75_yards_# OF ATTEMPTS,Approaches_from_50-75_yards_RELATIVE TO PAR
0,1,1,Jimmy Walker,89,"8' 10""",202.25,23,-7
1,2,2,Greg Owen,58,"9' 6""",85.833,9,-2
2,3,3,Webb Simpson,81,"9' 7""",171.833,18,E
3,4,4,Chad Collins,79,"10' 1""",140.583,14,+3
4,5,5,Seung-Yul Noh,65,"10' 3""",143.417,14,E
5,6,6,D.A. Points,72,"10' 6""",94.5,9,-4
6,7,7,Martin Flores,95,"10' 7""",159.0,15,-3
7,8,8,Heath Slocum,57,"10' 9""",75.167,7,E
8,9,9,Lee Westwood,56,"10' 10""",86.833,8,E
9,10,10,Brandt Snedeker,98,"11' 0""",298.0,27,-7
10,11,11,Scott Langley,94,"11' 3""",293.33299999999997,26,-10
11,12,12,David Toms,62,"11' 9""",246.0,21,-5
12,13,13,Phil Mickelson,70,"11' 11""",310.83299999999997,26,-3
13,14,14,Greg Chalmers,58,"12' 0""",72.083,6,-1
14,15,15,Hideki Matsuyama,95,"12' 1""",278.58299999999997,23,-4
15,16,16,Jeff Overton,94,"12' 2""",304.08299999999997,25,-7
16,T17,T17,Chad Campbell,97,"12' 3""",294.5,24,-1
17,T17,T17,Matt Kuchar,97,"12' 3""",367.75,30,-13
18,T19,T19,Matt Jones,89,"12' 4""",209.833,17,-5
19,T19,T19,Justin Rose,69,"12' 4""",172.583,14,-4
20,21,21,Sam Saunders,83,"12' 5""",174.083,14,+1
21,22,22,Nick Taylor,91,"12' 6""",325.5,26,-9
22,T23,T23,Russell Henley,87,"12' 8""",228.083,18,E
23,T23,T23,Dustin Johnson,75,"12' 8""",366.75,29,-11
24,T23,T23,Whee Kim,71,"12' 8""",203.083,16,-7
25,T23,T23,Chris Kirk,76,"12' 8""",202.167,16,-2
26,27,27,Francesco Molinari,56,"12' 10""",141.583,11,E
27,28,28,Jonas Blixt,78,"13' 0""",259.91700000000003,20,-2
28,T29,T29,Charlie Beljan,76,"13' 1""",209.167,16,-2
29,T29,T29,Sergio Garcia,59,"13' 1""",170.083,13,-1
30,31,31,Rickie Fowler,76,"13' 2""",144.417,11,-1
31,T32,T32,Roberto Castro,54,"13' 3""",79.25,6,-2
32,T32,T32,Ryan Moore,81,"13' 3""",172.667,13,-5
33,T32,T32,Tim Wilkinson,73,"13' 3""",145.333,11,-1
34,T35,T35,Geoff Ogilvy,50,"13' 4""",200.583,15,-3
35,T35,T35,Scott Piercy,90,"13' 4""",320.66700000000003,24,-4
36,37,37,K.J. Choi,66,"13' 5""",201.667,15,+1
37,T38,T38,Luke Donald,71,"13' 6""",230.0,17,+1
38,T38,T38,Andres Gonzales,90,"13' 6""",216.25,16,E
39,T38,T38,John Senden,80,"13' 6""",283.41700000000003,21,+1
40,41,41,Jason Dufner,76,"13' 7""",216.833,16,-4
41,42,42,Tyrone Van Aswegen,58,"13' 8""",123.333,9,+5
42,T43,T43,Daniel Berger,97,"13' 9""",412.0,30,-6
43,T43,T43,Bryce Molder,91,"13' 9""",357.333,26,+1
44,T45,T45,Jason Day,75,"13' 10""",400.417,29,-6
45,T45,T45,Tom Hoge,83,"13' 10""",180.167,13,+2
46,T45,T45,Pat Perez,96,"13' 10""",359.833,26,-5
47,T45,T45,Charl Schwartzel,67,"13' 10""",124.333,9,-2
48,T45,T45,Bo Van Pelt,81,"13' 10""",207.167,15,+1
49,T50,T50,David Lingmerth,90,"13' 11""",460.083,33,-10
50,T50,T50,Robert Streb,110,"13' 11""",471.75,34,-1
51,52,52,Scott Pinckney,88,"14' 0""",266.66700000000003,19,+4
52,T53,T53,Jon Curran,83,"14' 2""",212.25,15,E
53,T53,T53,Bill Haas,89,"14' 2""",240.5,17,+1
54,T53,T53,Ryan Palmer,80,"14' 2""",254.75,18,-1
55,56,56,Ken Duke,93,"14' 3""",341.333,24,-4
56,T57,T57,Davis Love III,51,"14' 4""",171.75,12,-3
57,T57,T57,Louis Oosthuizen,68,"14' 4""",243.083,17,+1
58,T57,T57,Cameron Percy,72,"14' 4""",157.75,11,+1
59,T60,T60,Ricky Barnes,82,"14' 5""",172.917,12,+2
60,T60,T60,Matt Every,73,"14' 5""",287.58299999999997,20,-1
61,T60,T60,J.J. Henry,94,"14' 5""",287.83299999999997,20,+7
62,T60,T60,Charley Hoffman,97,"14' 5""",403.667,28,-3
63,T60,T60,Brendon Todd,96,"14' 5""",404.417,28,-4
64,T65,T65,Jonathan Byrd,69,"14' 7""",160.417,11,-2
65,T65,T65,Luke Guthrie,84,"14' 7""",233.333,16,+6
66,T65,T65,Kevin Na,98,"14' 7""",393.0,27,-2
67,T68,T68,Steven Bowditch,103,"14' 8""",497.583,34,-9
68,T68,T68,James Hahn,94,"14' 8""",455.833,31,-2
69,T70,T70,Ernie Els,57,"14' 9""",251.333,17,+6
70,T70,T70,Chesson Hadley,101,"14' 9""",458.25,31,-4
71,T70,T70,Adam Scott,51,"14' 9""",235.583,16,-6
72,73,73,Jim Furyk,71,"14' 11""",268.33299999999997,18,-2
73,T74,T74,Kevin Chappell,86,"15' 0""",270.66700000000003,18,-1
74,T74,T74,Adam Hadwin,95,"15' 0""",254.583,17,E
75,T74,T74,Jason Kokrak,88,"15' 0""",255.0,17,E
76,T74,T74,Sean O'Hair,86,"15' 0""",420.833,28,-1
77,T74,T74,Gary Woodland,81,"15' 0""",254.333,17,+2
78,T79,T79,Max Homa,78,"15' 1""",225.75,15,-4
79,T79,T79,Steve Wheatcroft,87,"15' 1""",362.5,24,-5
80,81,81,Andres Romero,69,"15' 2""",287.66700000000003,19,-1
81,T82,T82,Retief Goosen,81,"15' 6""",279.0,18,-2
82,T82,T82,Brendan Steele,88,"15' 6""",325.0,21,+1
83,T84,T84,Stewart Cink,77,"15' 7""",217.75,14,+2
84,T84,T84,Russell Knox,96,"15' 7""",388.75,25,E
85,T84,T84,Danny Lee,120,"15' 7""",578.0,37,-7
