,Approaches_from__100_yards_RANK THIS WEEK,Approaches_from__100_yards_RANK LAST WEEK,Approaches_from__100_yards_PLAYER NAME,Approaches_from__100_yards_ROUNDS,Approaches_from__100_yards_AVG,Approaches_from__100_yards_TOTAL DISTANCE (FEET),Approaches_from__100_yards_# OF ATTEMPTS,Approaches_from__100_yards_RELATIVE TO PAR
0,1,1,Tyrone Van Aswegen,58,"28' 5""",14017.083,493,-0.10
1,2,2,Lucas Glover,79,"28' 7""",26250.833,918,-0.07
2,3,3,Paul Casey,87,"29' 3""",22013.5,753,-0.13
3,4,4,Byron Smith,59,"29' 5""",15107.583,514,-0.09
4,T5,T5,Jim Furyk,71,"29' 8""",19903.917,670,-0.11
5,T5,T5,Tom Hoge,83,"29' 8""",22326.083,753,-0.12
6,7,7,Russell Knox,96,"29' 9""",33214.5,1115,-0.10
7,T8,T8,Stewart Cink,77,"29' 10""",23161.75,776,-0.09
8,T8,T8,Jason Gore,76,"29' 10""",21612.5,725,-0.11
9,T8,T8,Jim Herman,88,"29' 10""",29864.333,1001,-0.10
10,T11,T11,Whee Kim,71,"30' 1""",20808.667,692,-0.11
11,T11,T11,Chez Reavie,56,"30' 1""",19991.583,665,-0.09
12,T13,T13,Roberto Castro,54,"30' 2""",14004.5,464,-0.07
13,T13,T13,Greg Owen,58,"30' 2""",14373.333,476,-0.07
14,T15,T15,Jason Bohn,95,"30' 3""",33993.333,1124,-0.11
15,T15,T15,Ryo Ishikawa,90,"30' 3""",27067.417,896,-0.08
16,T17,T17,Hudson Swafford,97,"30' 4""",31432.083,1037,-0.11
17,T17,T17,Bo Van Pelt,81,"30' 4""",24122.333,796,-0.09
18,T19,T19,Chad Collins,79,"30' 6""",24018.5,788,-0.09
19,T19,T19,Robert Garrigus,70,"30' 6""",19629.667,643,-0.04
20,T19,T19,Brooks Koepka,84,"30' 6""",22224.25,728,-0.13
21,T19,T19,Johnson Wagner,68,"30' 6""",21291.5,699,-0.10
22,T23,T23,Ryan Palmer,80,"30' 7""",17658.417,577,-0.10
23,T23,T23,Webb Simpson,81,"30' 7""",24441.25,799,-0.12
24,T25,T25,James Hahn,94,"30' 8""",28555.667,932,-0.08
25,T25,T25,Hideki Matsuyama,95,"30' 8""",26114.167,851,-0.15
26,T25,T25,Seung-Yul Noh,65,"30' 8""",18350.167,598,-0.08
27,T25,T25,Brian Stuard,97,"30' 8""",31137.417,1014,-0.07
28,T25,T25,Willy Wilcox,58,"30' 8""",16632.083,543,-0.14
29,30,30,Jason Dufner,76,"30' 10""",18367.917,595,-0.07
30,31,31,Chris Kirk,76,"30' 11""",19736.167,639,-0.11
31,T32,T32,Robert Allenby,63,"31' 0""",20112.75,649,E
32,T32,T32,David Hearn,97,"31' 0""",32013.333,1034,-0.10
33,T34,T34,Steven Alker,62,"31' 1""",20871.667,671,-0.11
34,T34,T34,Kevin Chappell,86,"31' 1""",28596.417,921,-0.11
35,T34,T34,Ben Martin,93,"31' 1""",30210.083,971,-0.12
36,T34,T34,Jim Renner,68,"31' 1""",20892.583,673,-0.02
37,T38,T38,Dustin Johnson,75,"31' 2""",17746.25,569,-0.12
38,T38,T38,Colt Knost,90,"31' 2""",30238.917,969,-0.08
39,T38,T38,Jimmy Walker,89,"31' 2""",21385.917,687,-0.12
40,T41,T41,Rory Sabbatini,81,"31' 3""",24210.583,774,-0.08
41,T41,T41,Nicholas Thompson,90,"31' 3""",28062.667,898,-0.02
42,T41,T41,Boo Weekley,79,"31' 3""",25146.667,804,-0.08
43,T44,T44,Daniel Berger,97,"31' 4""",30763.75,981,-0.11
44,T44,T44,Alex Cejka,94,"31' 4""",30171.583,962,-0.05
45,T44,T44,Graham DeLaet,65,"31' 4""",21671.417,692,-0.09
46,T44,T44,Harris English,105,"31' 4""",33361.25,1064,-0.11
47,T44,T44,Danny Lee,120,"31' 4""",38446.667,1226,-0.11
48,T44,T44,Bill Lunde,50,"31' 4""",14072.5,449,-0.06
49,T44,T44,Nick Watney,91,"31' 4""",30863.667,985,-0.08
50,T51,T51,Zach Johnson,90,"31' 5""",27776.083,884,-0.13
51,T51,T51,Davis Love III,51,"31' 5""",16222.083,517,-0.04
