,Approaches_from_175-200_yards_RANK THIS WEEK,Approaches_from_175-200_yards_RANK LAST WEEK,Approaches_from_175-200_yards_PLAYER NAME,Approaches_from_175-200_yards_ROUNDS,Approaches_from_175-200_yards_AVG,Approaches_from_175-200_yards_TOTAL DISTANCE (FEET),Approaches_from_175-200_yards_# OF ATTEMPTS,Approaches_from_175-200_yards_RELATIVE TO PAR
0,1,1,Justin Rose,69,"28' 5""",3291.667,116,-5
1,T2,T2,Brooks Koepka,84,"28' 6""",3956.583,139,-19
2,T2,T2,Lee Westwood,56,"28' 6""",2106.583,74,-7
3,T2,T2,Willy Wilcox,58,"28' 6""",3310.417,116,-5
4,5,5,Kevin Chappell,86,"29' 0""",5600.6669999999995,193,+6
5,6,6,Whee Kim,71,"29' 1""",4423.0,152,+4
6,7,7,Hideki Matsuyama,95,"29' 3""",4852.0,166,-22
7,8,8,Greg Owen,58,"29' 5""",2736.667,93,+11
8,T9,T9,Jason Gore,76,"29' 7""",5002.917,169,E
9,T9,T9,Russell Knox,96,"29' 7""",7814.5,264,-3
10,T11,T11,Luke Guthrie,84,"29' 9""",5713.0830000000005,192,+3
11,T11,T11,Louis Oosthuizen,68,"29' 9""",3184.333,107,+2
12,T13,T13,Bill Lunde,50,"29' 10""",2861.917,96,+2
13,T13,T13,John Peterson,84,"29' 10""",6390.0,214,-2
14,15,15,Vijay Singh,78,"29' 11""",5868.1669999999995,196,+6
15,16,16,Robert Garrigus,70,"30' 0""",4169.667,139,+8
16,T17,T17,Gonzalo Fernandez-Castaño,81,"30' 1""",5175.833,172,-2
17,T17,T17,Billy Hurley III,83,"30' 1""",5658.5,188,-8
18,T17,T17,Jonathan Randolph,72,"30' 1""",4427.167,147,+1
19,20,20,Jason Bohn,95,"30' 2""",8152.0830000000005,270,-5
20,21,21,Justin Thomas,106,"30' 3""",6960.25,230,-14
21,T22,T22,Roberto Castro,54,"30' 5""",2946.833,97,+4
22,T22,T22,George McNeill,93,"30' 5""",8464.583,278,-9
23,T22,T22,Francesco Molinari,56,"30' 5""",4105.917,135,-2
24,T22,T22,Shawn Stefani,94,"30' 5""",6638.5,218,E
25,T26,T26,Blayne Barber,76,"30' 6""",4998.083,164,+3
26,T26,T26,Alex Cejka,94,"30' 6""",6739.8330000000005,221,+18
27,T28,T28,Rory Sabbatini,81,"30' 7""",5504.9169999999995,180,-4
28,T28,T28,Byron Smith,59,"30' 7""",3361.25,110,-8
29,T28,T28,Tyrone Van Aswegen,58,"30' 7""",2964.083,97,-7
30,T31,T31,Zach Johnson,90,"30' 8""",5304.9169999999995,173,-4
31,T31,T31,Cameron Percy,72,"30' 8""",4257.75,139,+5
32,T31,T31,Michael Putnam,87,"30' 8""",5772.5,188,+2
33,T34,T34,Lucas Glover,79,"30' 11""",5874.0830000000005,190,+8
34,T34,T34,Charles Howell III,105,"30' 11""",7331.8330000000005,237,-14
35,T34,T34,Kevin Na,98,"30' 11""",6240.1669999999995,202,-14
36,T34,T34,Jeff Overton,94,"30' 11""",6333.1669999999995,205,+6
37,T34,T34,Pat Perez,96,"30' 11""",7917.75,256,+5
38,T34,T34,Chez Reavie,56,"30' 11""",4270.75,138,+1
39,T40,T40,Robert Allenby,63,"31' 0""",5114.75,165,+14
40,T40,T40,Johnson Wagner,68,"31' 0""",4771.75,154,-17
41,T42,T42,Daniel Berger,97,"31' 1""",7046.5830000000005,227,-5
42,T42,T42,Ben Martin,93,"31' 1""",7080.0830000000005,228,+2
43,T42,T42,Sam Saunders,83,"31' 1""",5996.75,193,+7
44,T42,T42,Jordan Spieth,91,"31' 1""",5091.75,164,-7
45,T46,T46,Jason Dufner,76,"31' 2""",4119.25,132,+2
46,T46,T46,Ernie Els,57,"31' 2""",2740.0,88,-5
47,T46,T46,Jim Furyk,71,"31' 2""",4422.75,142,-3
48,T46,T46,Scott Langley,94,"31' 2""",7984.5830000000005,256,+11
49,T50,T50,Scott Brown,97,"31' 3""",7133.5,228,-1
50,T50,T50,Chad Campbell,97,"31' 3""",8490.083,272,-8
51,T50,T50,David Lingmerth,90,"31' 3""",6741.0830000000005,216,+4
52,T50,T50,Webb Simpson,81,"31' 3""",5652.0830000000005,181,+2
53,T50,T50,Gary Woodland,81,"31' 3""",4061.333,130,-1
54,T55,T55,Chesson Hadley,101,"31' 4""",6990.25,223,+5
55,T55,T55,Marc Leishman,74,"31' 4""",4289.917,137,+8
56,T57,T57,Ángel Cabrera,53,"31' 5""",3302.083,105,+1
