,Approach_225-250_yards_RTP_RANK THIS WEEK,Approach_225-250_yards_RTP_RANK LAST WEEK,Approach_225-250_yards_RTP_PLAYER NAME,Approach_225-250_yards_RTP_ROUNDS,Approach_225-250_yards_RTP_AVG RTP
0,1,1,Willy Wilcox,58,-.467
1,2,2,Jason Day,75,-.449
2,3,3,Rickie Fowler,76,-.447
3,T4,T4,Roberto Castro,54,-.419
4,T4,T4,Graham DeLaet,65,-.419
5,6,6,Jonas Blixt,78,-.412
6,7,7,Chez Reavie,56,-.410
7,8,8,Jim Herman,88,-.407
8,9,9,Mark Hubbard,79,-.395
9,10,10,Boo Weekley,79,-.390
10,11,11,Greg Owen,58,-.389
11,12,12,Daniel Berger,97,-.364
12,13,13,Bill Lunde,50,-.357
13,14,14,Jason Kokrak,88,-.349
14,T15,T15,Carlos Ortiz,100,-.345
15,T15,T15,Alex Prugh,84,-.345
16,17,17,Martin Flores,95,-.344
17,T18,T18,Lucas Glover,79,-.340
18,T18,T18,Chris Kirk,76,-.340
19,T20,T20,Byron Smith,59,-.333
20,T20,T20,Robert Streb,110,-.333
21,22,22,Steve Wheatcroft,87,-.327
22,23,23,Phil Mickelson,70,-.326
23,T24,T24,Kevin Na,98,-.321
24,T24,T24,Jimmy Walker,89,-.321
25,26,26,Justin Thomas,106,-.311
26,27,27,Steven Bowditch,103,-.310
27,28,28,Webb Simpson,81,-.308
28,29,29,Scott Langley,94,-.304
29,T30,T30,Steven Alker,62,-.302
30,T30,T30,Scott Pinckney,88,-.302
31,32,32,Johnson Wagner,68,-.300
32,33,33,Patrick Reed,103,-.299
33,34,34,Ricky Barnes,82,-.297
34,35,35,Louis Oosthuizen,68,-.295
35,36,36,Nick Watney,91,-.294
36,37,37,Matt Kuchar,97,-.292
37,T38,T38,Russell Henley,87,-.291
38,T38,T38,George McNeill,93,-.291
39,40,40,Brian Davis,86,-.289
40,41,41,Jordan Spieth,91,-.283
41,42,42,Bill Haas,89,-.279
42,T43,T43,John Merrick,78,-.277
43,T43,T43,Michael Thompson,83,-.277
44,45,45,John Senden,80,-.275
45,46,46,Jason Bohn,95,-.274
46,47,47,Brooks Koepka,84,-.273
47,T48,T48,Jerry Kelly,79,-.268
48,T48,T48,Sam Saunders,83,-.268
49,50,50,Kevin Chappell,86,-.267
50,51,51,Andres Romero,69,-.265
51,52,52,Derek Fathauer,81,-.262
52,53,53,Dustin Johnson,75,-.261
53,T54,T54,Scott Stallings,60,-.256
54,T54,T54,Andrew Svoboda,80,-.256
55,T54,T54,Nicholas Thompson,90,-.256
56,57,57,Hudson Swafford,97,-.254
57,T58,T58,Sangmoon Bae,98,-.250
58,T58,T58,Brice Garnett,81,-.250
59,T58,T58,David Lingmerth,90,-.250
60,61,61,Sean O'Hair,86,-.246
61,T62,T62,Bo Van Pelt,81,-.245
62,T62,T62,Bubba Watson,71,-.245
63,T64,T64,Aaron Baddeley,76,-.244
64,T64,T64,Jeff Overton,94,-.244
65,T64,T64,Michael Putnam,87,-.244
66,67,67,Adam Hadwin,95,-.238
67,68,68,Retief Goosen,81,-.237
68,69,69,Matt Jones,89,-.236
69,70,70,Andrew Putnam,68,-.235
70,T71,T71,Chad Campbell,97,-.234
71,T71,T71,Alex Cejka,94,-.234
72,73,73,Brendon de Jonge,106,-.231
73,T74,T74,Morgan Hoffmann,85,-.230
74,T74,T74,Colt Knost,90,-.230
75,T74,T74,Carl Pettersson,106,-.230
76,T77,T77,Seung-Yul Noh,65,-.229
77,T77,T77,Brendon Todd,96,-.229
78,79,79,Jason Gore,76,-.225
79,80,80,Jim Furyk,71,-.224
80,81,81,Patrick Rodgers,57,-.219
81,T82,T82,Gonzalo Fernandez-Castaño,81,-.216
82,T82,T82,Martin Laird,77,-.216
83,84,84,Ryan Palmer,80,-.212
84,T85,T85,Keegan Bradley,87,-.211
85,T85,T85,Ryan Moore,81,-.211
86,T85,T85,Pat Perez,96,-.211
87,T88,T88,Heath Slocum,57,-.207
88,T88,T88,Jhonattan Vegas,90,-.207
89,90,90,Hideki Matsuyama,95,-.206
90,91,91,Henrik Stenson,63,-.204
91,T92,T92,Tom Hoge,83,-.200
92,T92,T92,Danny Lee,120,-.200
93,T92,T92,Justin Rose,69,-.200
94,95,95,Harris English,105,-.195
95,T96,T96,Geoff Ogilvy,50,-.194
96,T96,T96,Daniel Summerhays,101,-.194
97,T96,T96,Cameron Tringale,96,-.194
98,T96,T96,Lee Westwood,56,-.194
99,100,100,Greg Chalmers,58,-.192
100,101,101,Derek Ernst,75,-.191
101,102,102,Tyrone Van Aswegen,58,-.188
102,T103,T103,Max Homa,78,-.186
103,T103,T103,Scott Piercy,90,-.186
104,105,105,Mark Wilson,89,-.185
105,T106,T106,Charlie Beljan,76,-.184
106,T106,T106,Jonathan Randolph,72,-.184
107,108,108,William McGirt,103,-.183
108,109,109,Shawn Stefani,94,-.177
109,T110,T110,Jonathan Byrd,69,-.176
110,T110,T110,D.A. Points,72,-.176
111,T112,T112,Jason Dufner,76,-.175
112,T112,T112,Marc Leishman,74,-.175
113,114,114,Blayne Barber,76,-.174
114,T115,T115,Robert Allenby,63,-.172
115,T115,T115,Russell Knox,96,-.172
116,T117,T117,Chad Collins,79,-.167
117,T117,T117,Oscar Fraustro,58,-.167
118,T117,T117,Chesson Hadley,101,-.167
119,120,120,K.J. Choi,66,-.163
120,121,121,Stewart Cink,77,-.161
121,T122,T122,Zach Johnson,90,-.158
122,T122,T122,Brian Stuard,97,-.158
123,T122,T122,David Toms,62,-.158
124,T125,T125,Sergio Garcia,59,-.154
125,T125,T125,Vijay Singh,78,-.154
126,127,127,Charles Howell III,105,-.153
127,128,128,Luke Guthrie,84,-.152
128,129,129,Ben Martin,93,-.151
129,130,130,Kyle Reifers,96,-.148
130,131,131,Nick Taylor,91,-.145
131,T132,T132,Erik Compton,86,-.143
132,T132,T132,Kevin Kisner,104,-.143
133,T132,T132,Cameron Percy,72,-.143
134,T132,T132,Kevin Streelman,95,-.143
