,Birdie_or_Better_Percentage_-_125-150_ya_RANK THIS WEEK,Birdie_or_Better_Percentage_-_125-150_ya_RANK LAST WEEK,Birdie_or_Better_Percentage_-_125-150_ya_PLAYER NAME,Birdie_or_Better_Percentage_-_125-150_ya_ROUNDS,Birdie_or_Better_Percentage_-_125-150_ya_%,Birdie_or_Better_Percentage_-_125-150_ya_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_125-150_ya_TOTAL HOLES
0,1,1,Jordan Spieth,91,31.91,60,188
1,2,2,Pat Perez,96,27.35,67,245
2,3,3,Jerry Kelly,79,26.84,51,190
3,4,4,D.A. Points,72,26.11,41,157
4,5,5,Justin Leonard,61,26.03,38,146
5,6,6,Ryan Palmer,80,25.84,46,178
6,7,7,Andres Romero,69,25.77,42,163
7,8,8,Paul Casey,87,25.34,56,221
8,T9,T9,Erik Compton,86,25.0,55,220
9,T9,T9,Tyrone Van Aswegen,58,25.0,34,136
10,11,11,Jason Gore,76,24.86,46,185
11,12,12,Mark Wilson,89,24.69,59,239
12,13,13,Whee Kim,71,24.57,43,175
13,14,14,Jonathan Byrd,69,24.38,39,160
14,15,15,Patrick Reed,103,23.77,53,223
15,16,16,John Merrick,78,23.73,42,177
16,17,17,Danny Lee,120,23.7,64,270
17,18,18,Ryo Ishikawa,90,23.64,61,258
18,19,19,Alex Cejka,94,23.48,62,264
19,20,20,Tom Hoge,83,23.47,50,213
20,21,21,Jeff Overton,94,23.35,53,227
21,22,22,Scott Piercy,90,23.26,60,258
22,23,23,Russell Knox,96,23.19,64,276
23,24,24,Ian Poulter,68,22.86,32,140
24,T25,T25,Billy Horschel,99,22.77,46,202
25,T25,T25,Steve Wheatcroft,87,22.77,51,224
26,27,27,Jimmy Walker,89,22.63,43,190
27,28,28,Andrew Putnam,68,22.54,32,142
28,29,29,Steven Bowditch,103,22.46,64,285
29,30,30,Brendan Steele,88,22.44,57,254
30,31,31,J.B. Holmes,89,22.39,45,201
31,32,32,Chris Kirk,76,22.3,33,148
32,33,33,Billy Hurley III,83,22.29,35,157
33,34,34,Blayne Barber,76,22.28,45,202
34,35,35,Hideki Matsuyama,95,22.17,49,221
35,36,36,John Huh,102,22.13,56,253
36,37,37,Greg Owen,58,22.05,28,127
37,38,38,Sangmoon Bae,98,21.96,56,255
38,39,39,Kevin Chappell,86,21.93,50,228
39,40,40,Johnson Wagner,68,21.91,39,178
40,41,41,Justin Rose,69,21.62,32,148
41,42,42,Steven Alker,62,21.6,35,162
42,43,43,David Toms,62,21.43,33,154
43,44,44,Camilo Villegas,83,21.4,46,215
44,45,45,David Hearn,97,21.35,57,267
45,46,46,Ben Martin,93,21.33,48,225
46,47,47,Hudson Swafford,97,21.24,55,259
47,48,48,Jason Day,75,21.18,36,170
48,T49,T49,Sergio Garcia,59,21.15,22,104
49,T49,T49,Henrik Stenson,63,21.15,22,104
50,51,51,Kevin Kisner,104,21.09,62,294
51,52,52,Matt Kuchar,97,21.05,44,209
52,53,53,Lee Westwood,56,21.0,21,100
53,54,54,Brendon Todd,96,20.95,44,210
54,55,55,Robert Streb,110,20.83,60,288
