,Approaches_Left_Rough_RTP_Score_RANK THIS WEEK,Approaches_Left_Rough_RTP_Score_RANK LAST WEEK,Approaches_Left_Rough_RTP_Score_PLAYER NAME,Approaches_Left_Rough_RTP_Score_ROUNDS,Approaches_Left_Rough_RTP_Score_AVG RTP
0,1,1,Ryan Palmer,80,-0.055
1,2,2,Martin Flores,95,-0.042
2,3,3,Charles Howell III,105,-0.02
3,T4,T4,Jim Furyk,71,-0.016
4,T4,T4,Brooks Koepka,84,-0.016
5,6,6,Jason Day,75,-0.015
6,7,7,Tony Finau,106,-0.006
7,8,8,Kevin Na,98,0.006999999999999999
8,9,9,Bubba Watson,71,0.008
9,10,10,James Hahn,94,0.009000000000000001
10,11,11,Louis Oosthuizen,68,0.011000000000000001
11,12,12,Patrick Reed,103,0.013000000000000001
12,13,13,Daniel Berger,97,0.017
13,14,14,Bill Haas,89,0.018000000000000002
14,15,15,Kevin Streelman,95,0.02
15,16,16,Paul Casey,87,0.022000000000000002
16,17,17,George McNeill,93,0.024
17,18,18,Kyle Reifers,96,0.025
18,T19,T19,David Hearn,97,0.026000000000000002
19,T19,T19,Henrik Stenson,63,0.026000000000000002
20,21,21,Alex Cejka,94,0.027999999999999997
21,22,22,Harris English,105,0.032
22,23,23,Rickie Fowler,76,0.033
23,24,24,Matt Jones,89,0.034
24,25,25,Brendon Todd,96,0.037000000000000005
25,26,26,Jordan Spieth,91,0.038
26,27,27,Camilo Villegas,83,0.039
27,28,28,Scott Piercy,90,0.040999999999999995
28,29,29,Phil Mickelson,70,0.042
29,T30,T30,Adam Hadwin,95,0.043
30,T30,T30,Carlos Ortiz,100,0.043
31,32,32,Russell Knox,96,0.044000000000000004
32,T33,T33,Steven Bowditch,103,0.046
33,T33,T33,Jason Kokrak,88,0.046
34,35,35,Vijay Singh,78,0.048
35,36,36,Retief Goosen,81,0.049
36,37,37,John Merrick,78,0.051
37,38,38,Ryan Moore,81,0.052000000000000005
38,39,39,Jhonattan Vegas,90,0.054000000000000006
39,40,40,Marc Leishman,74,0.055999999999999994
40,41,41,Rory Sabbatini,81,0.057
41,42,42,Brendon de Jonge,106,0.059000000000000004
42,43,43,Tom Hoge,83,0.06
43,44,44,Hudson Swafford,97,0.061
44,45,45,Sean O'Hair,86,0.063
45,T46,T46,Brice Garnett,81,0.065
46,T46,T46,Jerry Kelly,79,0.065
47,48,48,Carl Pettersson,106,0.068
48,49,49,Davis Love III,51,0.075
49,50,50,Daniel Summerhays,101,0.078
50,51,51,Jeff Overton,94,0.079
51,T52,T52,Matt Every,73,0.08
52,T52,T52,Hunter Mahan,88,0.08
53,T52,T52,Sung Joon Park,79,0.08
54,T52,T52,Sam Saunders,83,0.08
55,56,56,David Lingmerth,90,0.08199999999999999
56,57,57,Justin Leonard,61,0.084
57,T58,T58,Jason Dufner,76,0.086
58,T58,T58,Morgan Hoffmann,85,0.086
59,T58,T58,Matt Kuchar,97,0.086
60,61,61,Charley Hoffman,97,0.087
61,T62,T62,Brian Harman,90,0.091
62,T62,T62,Hideki Matsuyama,95,0.091
63,64,64,Brendan Steele,88,0.092
64,T65,T65,Martin Laird,77,0.09300000000000001
65,T65,T65,Cameron Tringale,96,0.09300000000000001
66,T65,T65,Gary Woodland,81,0.09300000000000001
67,68,68,Justin Thomas,106,0.095
68,69,69,Erik Compton,86,0.096
69,70,70,Eric Axley,57,0.099
70,71,71,Charl Schwartzel,67,0.1
71,T72,T72,Danny Lee,120,0.102
72,T72,T72,Andres Romero,69,0.102
73,74,74,Willy Wilcox,58,0.10400000000000001
74,75,75,Max Homa,78,0.106
75,T76,T76,Roberto Castro,54,0.107
76,T76,T76,Kevin Chappell,86,0.107
77,T76,T76,Shawn Stefani,94,0.107
78,T79,T79,Luke Guthrie,84,0.10800000000000001
79,T79,T79,Tyrone Van Aswegen,58,0.10800000000000001
80,T81,T81,Luke Donald,71,0.109
81,T81,T81,Ryo Ishikawa,90,0.109
82,T83,T83,Pat Perez,96,0.11
83,T83,T83,Byron Smith,59,0.11
84,T85,T85,Billy Horschel,99,0.113
85,T85,T85,Greg Owen,58,0.113
86,87,87,Derek Fathauer,81,0.114
87,88,88,J.B. Holmes,89,0.115
88,T89,T89,Derek Ernst,75,0.11699999999999999
89,T89,T89,Scott Langley,94,0.11699999999999999
90,T91,T91,Ricky Barnes,82,0.11800000000000001
91,T91,T91,Francesco Molinari,56,0.11800000000000001
92,T93,T93,Ernie Els,57,0.122
93,T93,T93,William McGirt,103,0.122
94,95,95,Andres Gonzales,90,0.12300000000000001
95,96,96,Ben Crane,62,0.125
96,97,97,Ken Duke,93,0.128
97,T98,T98,Charlie Beljan,76,0.133
98,T98,T98,Chad Campbell,97,0.133
99,T98,T98,Whee Kim,71,0.133
100,101,101,Keegan Bradley,87,0.135
101,T102,T102,Ángel Cabrera,53,0.136
102,T102,T102,Bryce Molder,91,0.136
103,T102,T102,Chez Reavie,56,0.136
104,105,105,Aaron Baddeley,76,0.13699999999999998
105,106,106,Blayne Barber,76,0.138
106,107,107,Seung-Yul Noh,65,0.14
107,108,108,Sangmoon Bae,98,0.141
108,109,109,Chad Collins,79,0.14300000000000002
109,110,110,Kevin Kisner,104,0.14400000000000002
110,111,111,Patrick Rodgers,57,0.145
111,112,112,Jason Gore,76,0.146
112,113,113,Oscar Fraustro,58,0.149
113,T114,T114,Padraig Harrington,60,0.152
114,T114,T114,John Peterson,84,0.152
115,T116,T116,Graham DeLaet,65,0.153
116,T116,T116,Robert Garrigus,70,0.153
117,T116,T116,Jonathan Randolph,72,0.153
118,T119,T119,Zac Blair,108,0.155
119,T119,T119,D.A. Points,72,0.155
120,T121,T121,Brian Stuard,97,0.159
121,T121,T121,Nick Watney,91,0.159
122,123,123,Scott Pinckney,88,0.16
123,124,124,Alex Prugh,84,0.161
124,125,125,Jason Bohn,95,0.163
125,126,126,Jamie Donaldson,50,0.16399999999999998
126,T127,T127,Jonathan Byrd,69,0.165
127,T127,T127,Brandt Snedeker,98,0.165
128,129,129,Chesson Hadley,101,0.166
129,130,130,Boo Weekley,79,0.168
130,T131,T131,Scott Brown,97,0.16899999999999998
131,T131,T131,Scott Stallings,60,0.16899999999999998
132,133,133,Troy Merritt,91,0.17
133,134,134,Geoff Ogilvy,50,0.171
134,135,135,Robert Streb,110,0.17300000000000001
135,136,136,Johnson Wagner,68,0.175
136,T137,T137,Lucas Glover,79,0.17600000000000002
137,T137,T137,J.J. Henry,94,0.17600000000000002
138,T137,T137,Jim Herman,88,0.17600000000000002
139,140,140,Jim Renner,68,0.179
140,T141,T141,Stewart Cink,77,0.18
141,T141,T141,Zach Johnson,90,0.18
142,T141,T141,Michael Putnam,87,0.18
143,144,144,Jonas Blixt,78,0.18100000000000002
144,145,145,Tim Wilkinson,73,0.183
145,146,146,Justin Rose,69,0.185
146,T147,T147,Nick Taylor,91,0.18899999999999997
147,T147,T147,Mark Wilson,89,0.18899999999999997
148,149,149,K.J. Choi,66,0.191
149,150,150,Gonzalo Fernandez-Castaño,81,0.192
150,151,151,Billy Hurley III,83,0.19399999999999998
151,152,152,Andrew Svoboda,80,0.195
152,T153,T153,Dustin Johnson,75,0.196
153,T153,T153,Webb Simpson,81,0.196
154,155,155,Ian Poulter,68,0.19699999999999998
155,156,156,Cameron Percy,72,0.198
156,157,157,Jimmy Walker,89,0.20199999999999999
157,158,158,Spencer Levin,99,0.203
158,159,159,Chris Kirk,76,0.207
159,160,160,Ben Martin,93,0.21100000000000002
160,161,161,Steve Wheatcroft,87,0.212
161,T162,T162,Adam Scott,51,0.215
162,T162,T162,Chris Stroud,84,0.215
163,164,164,Sergio Garcia,59,0.21899999999999997
164,165,165,Michael Thompson,83,0.221
165,T166,T166,Greg Chalmers,58,0.222
166,T166,T166,Brian Davis,86,0.222
167,168,168,Lee Westwood,56,0.226
168,169,169,John Huh,102,0.237
169,T170,T170,Nicholas Thompson,90,0.242
170,T170,T170,David Toms,62,0.242
171,172,172,Robert Allenby,63,0.245
172,173,173,Bo Van Pelt,81,0.24600000000000002
173,174,174,John Senden,80,0.25
174,175,175,Russell Henley,87,0.261
175,T176,T176,Jon Curran,83,0.268
176,T176,T176,Fabián Gómez,83,0.268
177,178,178,Mark Hubbard,79,0.273
178,179,179,Andrew Putnam,68,0.275
179,180,180,Roger Sloan,56,0.305
180,181,181,Colt Knost,90,0.313
181,182,182,Heath Slocum,57,0.327
182,183,183,Steven Alker,62,0.32799999999999996
183,184,184,Bill Lunde,50,0.40399999999999997
