,GIR_Percentage_-_100-125_yards_RANK THIS WEEK,GIR_Percentage_-_100-125_yards_RANK LAST WEEK,GIR_Percentage_-_100-125_yards_PLAYER NAME,GIR_Percentage_-_100-125_yards_ROUNDS,GIR_Percentage_-_100-125_yards_%,GIR_Percentage_-_100-125_yards_GREENS HIT,GIR_Percentage_-_100-125_yards_TOTAL HOLES,GIR_Percentage_-_100-125_yards_RELATIVE TO PAR
0,1,1,Hideki Matsuyama,95,86.13,118,137,-0.31
1,2,2,Robert Allenby,63,85.44,88,103,-0.34
2,3,3,Brendon Todd,96,84.93,124,146,-0.33
3,T4,T4,Jonathan Byrd,69,84.62,77,91,-0.29
4,T4,T4,K.J. Choi,66,84.62,77,91,-0.36
5,6,6,Whee Kim,71,84.4,92,109,-0.27
6,7,7,Francesco Molinari,56,84.0,63,75,-0.3
7,8,8,Mark Wilson,89,83.33,120,144,-0.32
8,9,9,Bill Lunde,50,83.13,69,83,-0.2
9,10,10,Stewart Cink,77,82.96,112,135,-0.21
10,11,11,Justin Leonard,61,82.69,86,104,-0.35
11,12,12,Seung-Yul Noh,65,82.42,75,91,-0.23
12,13,13,Adam Scott,51,82.26,51,62,-0.27
13,14,14,Nick Watney,91,82.11,156,190,-0.29
14,15,15,Ryan Moore,81,81.97,100,122,-0.37
15,16,16,Chris Kirk,76,81.73,85,104,-0.29
16,17,17,Roberto Castro,54,81.71,67,82,-0.19
17,18,18,Zach Johnson,90,81.67,98,120,-0.31
18,T19,T19,Tom Hoge,83,81.58,124,152,-0.27
19,T19,T19,Michael Putnam,87,81.58,93,114,-0.26
20,21,21,Kyle Reifers,96,81.29,139,171,-0.29
21,22,22,William McGirt,103,81.0,162,200,-0.29
22,23,23,Russell Knox,96,80.92,123,152,-0.28
23,24,24,Mark Hubbard,79,80.87,93,115,-0.19
24,25,25,Jason Bohn,95,80.85,152,188,-0.33
25,26,26,Jason Dufner,76,80.77,84,104,-0.26
26,27,27,James Hahn,94,80.7,138,171,-0.3
27,28,28,Colt Knost,90,80.67,121,150,-0.32
28,29,29,Bo Van Pelt,81,80.58,112,139,-0.27
29,30,30,Scott Pinckney,88,80.5,128,159,-0.26
30,31,31,Jon Curran,83,80.41,119,148,-0.31
31,32,32,Jim Herman,88,80.39,123,153,-0.28
32,33,33,David Toms,62,80.34,94,117,-0.31
33,34,34,Andrew Svoboda,80,80.3,106,132,-0.14
34,35,35,Willy Wilcox,58,80.22,73,91,-0.26
35,36,36,Cameron Percy,72,79.87,119,149,-0.3
36,37,37,Greg Chalmers,58,79.75,63,79,-0.35
37,38,38,Oscar Fraustro,58,79.73,59,74,-0.31
38,39,39,Marc Leishman,74,79.55,70,88,-0.23
39,T40,T40,Bill Haas,89,79.43,112,141,-0.22
40,T40,T40,Nicholas Thompson,90,79.43,112,141,-0.3
41,42,42,Jason Kokrak,88,79.41,135,170,-0.21
42,43,43,Kevin Na,98,79.28,88,111,-0.42
43,44,44,Brendon de Jonge,106,79.1,159,201,-0.28
44,45,45,George McNeill,93,79.08,121,153,-0.34
45,46,46,Davis Love III,51,78.95,60,76,-0.15
46,47,47,Ben Crane,62,78.85,82,104,-0.3
47,48,48,Scott Piercy,90,78.84,149,189,-0.29
48,49,49,Russell Henley,87,78.83,108,137,-0.31
49,T50,T50,David Hearn,97,78.7,133,169,-0.29
50,T50,T50,Daniel Summerhays,101,78.7,133,169,-0.32
51,52,52,Brendan Steele,88,78.63,92,117,-0.2
52,53,53,Lucas Glover,79,78.57,110,140,-0.23
