,Approaches_from_225-250_yards_RANK THIS WEEK,Approaches_from_225-250_yards_RANK LAST WEEK,Approaches_from_225-250_yards_PLAYER NAME,Approaches_from_225-250_yards_ROUNDS,Approaches_from_225-250_yards_AVG,Approaches_from_225-250_yards_TOTAL DISTANCE (FEET),Approaches_from_225-250_yards_# OF ATTEMPTS,Approaches_from_225-250_yards_RELATIVE TO PAR
0,T1,T1,Rickie Fowler,76,"41' 11""",1969.1670000000001,47,-21
1,T1,T1,Davis Love III,51,"41' 11""",1256.667,30,E
2,3,3,Webb Simpson,81,"42' 0""",2732.0,65,-20
3,4,4,Keegan Bradley,87,"43' 0""",2450.5,57,-12
4,5,5,Jason Bohn,95,"43' 4""",2684.667,62,-17
5,6,6,Kevin Kisner,104,"43' 6""",3044.833,70,-10
6,T7,T7,Colt Knost,90,"44' 2""",2691.833,61,-14
7,T7,T7,Russell Knox,96,"44' 2""",2563.583,58,-10
8,9,9,Paul Casey,87,"44' 7""",2096.083,47,-5
9,10,10,Scott Pinckney,88,"44' 11""",1929.9170000000001,43,-13
10,11,11,Matt Every,73,"45' 1""",1982.4170000000001,44,-3
11,12,12,Justin Leonard,61,"45' 3""",1085.083,24,-3
12,13,13,Ángel Cabrera,53,"45' 4""",1405.25,31,-2
13,14,14,Heath Slocum,57,"45' 5""",1316.5829999999999,29,-6
14,15,15,Sean O'Hair,86,"45' 6""",2594.417,57,-14
15,16,16,Jim Herman,88,"45' 10""",2476.5,54,-22
16,17,17,Hideki Matsuyama,95,"46' 3""",2915.083,63,-13
17,T18,T18,Roberto Castro,54,"46' 5""",1438.3329999999999,31,-13
18,T18,T18,Luke Guthrie,84,"46' 5""",2133.417,46,-7
19,T20,T20,D.A. Points,72,"46' 6""",1581.0829999999999,34,-6
20,T20,T20,Jonathan Randolph,72,"46' 6""",1766.5,38,-7
21,22,22,Hudson Swafford,97,"46' 8""",2754.5,59,-15
22,23,23,Jimmy Walker,89,"46' 10""",2480.417,53,-17
23,24,24,Daniel Berger,97,"46' 11""",3097.667,66,-24
24,T25,T25,Lucas Glover,79,"47' 0""",2210.5,47,-16
25,T25,T25,Mark Hubbard,79,"47' 0""",1785.75,38,-15
26,T27,T27,Dustin Johnson,75,"47' 3""",2172.5,46,-12
27,T27,T27,Geoff Ogilvy,50,"47' 3""",1700.1670000000001,36,-7
28,29,29,Michael Putnam,87,"47' 6""",1947.25,41,-10
29,30,30,Brian Stuard,97,"47' 10""",2724.5,57,-9
30,T31,T31,Scott Piercy,90,"48' 0""",2834.417,59,-11
31,T31,T31,Jim Renner,68,"48' 0""",1486.8329999999999,31,-1
32,33,33,Patrick Reed,103,"48' 3""",3230.25,67,-20
33,34,34,Kevin Chappell,86,"48' 4""",2175.917,45,-12
34,35,35,Henrik Stenson,63,"48' 6""",2377.0,49,-10
35,T36,T36,David Toms,62,"48' 8""",1848.25,38,-6
36,T36,T36,Bubba Watson,71,"48' 8""",2580.417,53,-13
37,T38,T38,Alex Cejka,94,"48' 10""",3126.75,64,-15
38,T38,T38,Derek Fathauer,81,"48' 10""",2050.167,42,-11
39,T38,T38,Carlos Ortiz,100,"48' 10""",2830.583,58,-20
40,T41,T41,Chad Collins,79,"48' 11""",2056.167,42,-7
41,T41,T41,Phil Mickelson,70,"48' 11""",2248.417,46,-15
42,43,43,David Lingmerth,90,"49' 0""",2745.083,56,-14
43,T44,T44,Chez Reavie,56,"49' 1""",1912.8329999999999,39,-16
44,T44,T44,Willy Wilcox,58,"49' 1""",1471.3329999999999,30,-14
45,T46,T46,Robert Allenby,63,"49' 2""",1426.6670000000001,29,-5
46,T46,T46,Zach Johnson,90,"49' 2""",2800.5,57,-9
47,48,48,Retief Goosen,81,"49' 4""",1874.75,38,-9
48,49,49,Ryan Moore,81,"49' 8""",2831.25,57,-12
49,50,50,Justin Rose,69,"49' 9""",2240.25,45,-9
50,T51,T51,Brice Garnett,81,"49' 10""",1993.0829999999999,40,-10
51,T51,T51,Boo Weekley,79,"49' 10""",2939.75,59,-23
52,53,53,Danny Lee,120,"50' 0""",3996.833,80,-16
53,54,54,Jason Kokrak,88,"50' 3""",3164.417,63,-22
54,T55,T55,Brooks Koepka,84,"50' 5""",2772.417,55,-15
55,T55,T55,Andres Romero,69,"50' 5""",1713.25,34,-9
56,T57,T57,Jon Curran,83,"50' 6""",2069.667,41,+4
57,T57,T57,Jason Day,75,"50' 6""",2474.0,49,-22
58,T57,T57,Nick Watney,91,"50' 6""",3433.333,68,-20
59,60,60,James Hahn,94,"50' 9""",2180.917,43,-2
60,61,61,Louis Oosthuizen,68,"50' 11""",2240.25,44,-13
61,T62,T62,Jerry Kelly,79,"51' 0""",2857.583,56,-15
62,T62,T62,Daniel Summerhays,101,"51' 0""",3414.917,67,-13
63,64,64,Charley Hoffman,97,"51' 1""",2555.0,50,-1
64,T65,T65,Steven Alker,62,"51' 2""",2201.5,43,-13
65,T65,T65,Charlie Beljan,76,"51' 2""",1943.1670000000001,38,-7
66,T65,T65,Tony Finau,106,"51' 2""",3273.833,64,-9
67,T65,T65,Russell Henley,87,"51' 2""",2815.833,55,-16
68,T65,T65,Spencer Levin,99,"51' 2""",3532.667,69,-9
69,T65,T65,Brandt Snedeker,98,"51' 2""",3121.083,61,-7
70,71,71,Ryo Ishikawa,90,"51' 3""",2356.167,46,-5
71,72,72,Greg Chalmers,58,"51' 4""",1334.75,26,-5
72,73,73,Scott Langley,94,"51' 6""",2884.083,56,-17
73,T74,T74,Derek Ernst,75,"51' 7""",2424.583,47,-9
74,T74,T74,Marc Leishman,74,"51' 7""",2061.833,40,-7
75,T76,T76,Sangmoon Bae,98,"51' 8""",3306.333,64,-16
76,T76,T76,Harris English,105,"51' 8""",3979.583,77,-15
77,T76,T76,Jim Furyk,71,"51' 8""",2533.0,49,-11
78,T76,T76,Ian Poulter,68,"51' 8""",1963.5,38,-2
79,80,80,Brendan Steele,88,"51' 10""",3936.417,76,-8
80,T81,T81,Morgan Hoffmann,85,"51' 11""",3168.583,61,-14
81,T81,T81,Alex Prugh,84,"51' 11""",3009.667,58,-20
82,T83,T83,George McNeill,93,"52' 0""",2859.75,55,-16
83,T83,T83,Jordan Spieth,91,"52' 0""",2754.083,53,-15
84,85,85,John Senden,80,"52' 1""",2084.25,40,-11
85,86,86,Ryan Palmer,80,"52' 2""",1721.25,33,-7
86,T87,T87,Troy Merritt,91,"52' 4""",2618.5,50,-1
87,T87,T87,Lee Westwood,56,"52' 4""",1621.9170000000001,31,-6
88,T89,T89,Oscar Fraustro,58,"52' 5""",1571.5,30,-5
89,T89,T89,Shawn Stefani,94,"52' 5""",3249.917,62,-11
90,T89,T89,Cameron Tringale,96,"52' 5""",3250.667,62,-12
91,T92,T92,Seung-Yul Noh,65,"52' 6""",1837.8329999999999,35,-8
92,T92,T92,Michael Thompson,83,"52' 6""",2466.5,47,-13
93,T94,T94,Steven Bowditch,103,"52' 7""",3733.917,71,-22
94,T94,T94,Gonzalo Fernandez-Castaño,81,"52' 7""",2681.833,51,-11
95,96,96,Robert Streb,110,"52' 8""",4263.5,81,-27
96,97,97,Tom Hoge,83,"52' 9""",2374.917,45,-9
97,T98,T98,K.J. Choi,66,"52' 10""",2270.5,43,-7
98,T98,T98,Stewart Cink,77,"52' 10""",1638.5829999999999,31,-5
99,T100,T100,Adam Hadwin,95,"52' 11""",3335.75,63,-15
100,T100,T100,Bryce Molder,91,"52' 11""",2803.333,53,-5
101,T100,T100,Charl Schwartzel,67,"52' 11""",2379.917,45,-3
102,T103,T103,Brian Davis,86,"53' 1""",2387.833,45,-13
103,T103,T103,Ben Martin,93,"53' 1""",2812.583,53,-8
104,T103,T103,Cameron Percy,72,"53' 1""",1858.4170000000001,35,-5
105,106,106,Gary Woodland,81,"53' 3""",2608.833,49,-6
106,T107,T107,Erik Compton,86,"53' 4""",2612.083,49,-7
107,T107,T107,Jason Dufner,76,"53' 4""",2134.25,40,-7
108,T109,T109,Billy Hurley III,83,"53' 5""",2295.25,43,-4
109,T109,T109,Martin Laird,77,"53' 5""",2724.75,51,-11
110,T109,T109,Johnson Wagner,68,"53' 5""",2137.667,40,-12
111,112,112,Bo Van Pelt,81,"53' 6""",2620.333,49,-12
112,113,113,Ken Duke,93,"53' 7""",3109.083,58,+2
113,T114,T114,Brian Harman,90,"53' 8""",2738.0,51,-7
114,T114,T114,Chris Kirk,76,"53' 8""",2681.583,50,-17
115,T116,T116,Byron Smith,59,"53' 9""",1613.25,30,-10
116,T116,T116,Steve Wheatcroft,87,"53' 9""",2635.0,49,-16
117,T118,T118,Chesson Hadley,101,"53' 10""",3554.083,66,-11
118,T118,T118,Pat Perez,96,"53' 10""",3068.25,57,-12
119,120,120,Billy Horschel,99,"53' 11""",3341.833,62,-7
120,T121,T121,Luke Donald,71,"54' 0""",2593.917,48,-5
121,T121,T121,Jeff Overton,94,"54' 0""",2213.75,41,-10
122,T121,T121,Greg Owen,58,"54' 0""",972.3330000000001,18,-7
123,124,124,Graham DeLaet,65,"54' 1""",2325.333,43,-18
124,125,125,Scott Stallings,60,"54' 2""",2113.167,39,-10
125,T126,T126,Martin Flores,95,"54' 5""",3319.333,61,-21
126,T126,T126,Camilo Villegas,83,"54' 5""",2992.5,55,-5
127,T128,T128,Bill Haas,89,"54' 6""",3703.5,68,-19
128,T128,T128,Kevin Na,98,"54' 6""",2887.417,53,-17
129,130,130,Matt Jones,89,"54' 7""",3001.667,55,-13
130,131,131,Matt Kuchar,97,"54' 8""",3555.917,65,-19
131,132,132,Vijay Singh,78,"54' 9""",2846.167,52,-8
132,T133,T133,Brendon de Jonge,106,"54' 10""",3562.333,65,-15
133,T133,T133,Ernie Els,57,"54' 10""",2083.25,38,-5
134,T135,T135,Scott Brown,97,"54' 11""",3404.583,62,-7
135,T135,T135,Carl Pettersson,106,"54' 11""",4064.75,74,-17
