,Approaches_from__200_yards_RANK THIS WEEK,Approaches_from__200_yards_RANK LAST WEEK,Approaches_from__200_yards_PLAYER NAME,Approaches_from__200_yards_ROUNDS,Approaches_from__200_yards_AVG,Approaches_from__200_yards_TOTAL DISTANCE (FEET),Approaches_from__200_yards_# OF ATTEMPTS,Approaches_from__200_yards_RELATIVE TO PAR
113,T114,T114,Aaron Baddeley,76,"51' 6""",8851.5,172,-38
114,T114,T114,Ken Duke,93,"51' 6""",11228.75,218,-6
115,T114,T114,Jerry Kelly,79,"51' 6""",10866.5,211,-11
116,117,117,Scott Brown,97,"51' 7""",11706.583,227,-24
117,T118,T118,Max Homa,78,"51' 8""",8373.167,162,-25
118,T118,T118,Sean O'Hair,86,"51' 8""",12855.833,249,-23
119,T120,T120,Derek Fathauer,81,"51' 9""",8284.667,160,-22
120,T120,T120,Francesco Molinari,56,"51' 9""",7146.5830000000005,138,4
121,T122,T122,Steven Alker,62,"51' 10""",7721.6669999999995,149,-13
122,T122,T122,Billy Hurley III,83,"51' 10""",9897.75,191,-6
123,124,124,Geoff Ogilvy,50,"51' 11""",6123.3330000000005,118,-26
124,125,125,Adam Scott,51,"52' 0""",5300.5,102,-2
125,126,126,Roger Sloan,56,"52' 1""",5622.75,108,-16
126,127,127,Charles Howell III,105,"52' 2""",13764.583,264,-52
127,128,128,Ryan Moore,81,"52' 3""",10656.917,204,-35
128,129,129,Russell Henley,87,"52' 4""",10524.167,201,-38
129,T130,T130,Zac Blair,108,"52' 5""",13732.417,262,-9
130,T130,T130,Ángel Cabrera,53,"52' 5""",6602.3330000000005,126,-12
131,T130,T130,Luke Donald,71,"52' 5""",7908.75,151,-13
132,T130,T130,Billy Horschel,99,"52' 5""",11838.083,226,-36
133,T130,T130,George McNeill,93,"52' 5""",14467.167,276,-37
134,T130,T130,Jeff Overton,94,"52' 5""",9955.167,190,-26
135,T130,T130,Michael Thompson,83,"52' 5""",10485.833,200,-46
136,T137,T137,Jonathan Byrd,69,"52' 6""",7615.8330000000005,145,-28
137,T137,T137,Padraig Harrington,60,"52' 6""",6986.5830000000005,133,-10
138,T137,T137,Camilo Villegas,83,"52' 6""",10498.333,200,-26
139,T137,T137,Lee Westwood,56,"52' 6""",5826.0,111,-24
140,T141,T141,Ben Martin,93,"52' 7""",11939.25,227,-41
141,T141,T141,Scott Stallings,60,"52' 7""",7829.4169999999995,149,-28
142,T143,T143,Scott Langley,94,"52' 8""",10790.917,205,-32
143,T143,T143,Andrew Putnam,68,"52' 8""",7791.5830000000005,148,-16
144,T145,T145,Brendon de Jonge,106,"52' 9""",14240.0,270,-46
145,T145,T145,Marc Leishman,74,"52' 9""",8071.0830000000005,153,-17
146,T145,T145,Ian Poulter,68,"52' 9""",7495.25,142,-6
147,148,148,Jonathan Randolph,72,"52' 10""",7557.0830000000005,143,-12
148,T149,T149,Adam Hadwin,95,"52' 11""",11370.5,215,-47
149,T149,T149,Andres Romero,69,"52' 11""",7360.0830000000005,139,-11
150,151,151,Greg Owen,58,"53' 1""",5466.6669999999995,103,-8
151,T152,T152,Jon Curran,83,"53' 2""",8990.333,169,2
152,T152,T152,Whee Kim,71,"53' 2""",8245.0,155,-20
153,154,154,J.B. Holmes,89,"53' 3""",10908.417,205,-27
154,155,155,Bill Haas,89,"53' 4""",12000.083,225,-29
155,T156,T156,Cameron Percy,72,"53' 5""",8277.833,155,-24
156,T156,T156,Sam Saunders,83,"53' 5""",9780.667,183,-35
157,T158,T158,Gonzalo Fernandez-Castaño,81,"53' 7""",10346.583,193,-14
158,T158,T158,Martin Flores,95,"53' 7""",11464.083,214,-38
159,T158,T158,Cameron Tringale,96,"53' 7""",13770.333,257,-45
160,161,161,K.J. Choi,66,"53' 9""",9025.75,168,-16
161,T162,T162,Fabián Gómez,83,"54' 0""",9724.583,180,-6
162,T162,T162,Charl Schwartzel,67,"54' 0""",6588.9169999999995,122,-23
163,164,164,Carl Pettersson,106,"54' 1""",15461.917,286,-40
164,T165,T165,Blayne Barber,76,"54' 3""",9867.083,182,-32
165,T165,T165,Jonas Blixt,78,"54' 3""",6723.25,124,-23
166,T167,T167,John Senden,80,"54' 5""",10070.917,185,-29
167,T167,T167,Steve Wheatcroft,87,"54' 5""",11531.25,212,-38
168,169,169,Kevin Streelman,95,"54' 6""",13031.5,239,-35
169,T170,T170,Eric Axley,57,"54' 7""",6004.0830000000005,110,-13
170,T170,T170,Ricky Barnes,82,"54' 7""",9229.0,169,-26
171,172,172,Matt Kuchar,97,"55' 1""",13111.75,238,-52
172,173,173,Chris Stroud,84,"55' 3""",10613.25,192,-24
173,174,174,Matt Jones,89,"55' 11""",11064.333,198,-55
174,175,175,Charley Hoffman,97,"56' 1""",12571.5,224,-18
175,176,176,John Peterson,84,"56' 3""",13621.583,242,-29
176,T177,T177,Ben Crane,62,"56' 7""",8934.583,158,-4
177,T177,T177,Hunter Mahan,88,"56' 7""",11822.333,209,-23
178,179,179,Kyle Reifers,96,"57' 2""",13260.667,232,-32
179,180,180,Sung Joon Park,79,"57' 5""",9582.5,167,-19
180,181,181,John Huh,102,"57' 9""",17336.083,300,-42
181,182,182,Greg Chalmers,58,"58' 1""",6153.25,106,-4
182,183,183,Sergio Garcia,59,"58' 7""",7143.6669999999995,122,-23
183,184,184,Jamie Donaldson,50,"60' 2""",5959.5,99,-6
