,3-Putt_Avoidance_-_Round_3_RANK THIS WEEK,3-Putt_Avoidance_-_Round_3_RANK LAST WEEK,3-Putt_Avoidance_-_Round_3_PLAYER NAME,3-Putt_Avoidance_-_Round_3_%,3-Putt_Avoidance_-_Round_3_TOTAL 3 PUTTS,3-Putt_Avoidance_-_Round_3_TOTAL HOLES
0,1,1,Jonathan Byrd,0.46,1,216
1,2,2,Tyrone Van Aswegen,0.62,1,162
2,3,3,Sean O'Hair,0.65,2,306
3,4,4,Eric Axley,0.69,1,144
4,5,5,Russell Knox,0.79,3,378
5,6,6,Jason Kokrak,0.98,3,306
6,7,7,Greg Chalmers,1.01,2,198
7,8,8,Brian Harman,1.04,3,288
8,9,9,Jason Bohn,1.06,4,378
9,T10,T10,Zach Johnson,1.11,4,360
10,T10,T10,Tim Wilkinson,1.11,2,180
11,12,12,Ricky Barnes,1.19,3,252
12,13,13,Charles Howell III,1.21,5,414
13,14,14,Jonas Blixt,1.28,3,234
14,T15,T15,Jason Day,1.31,4,306
15,T15,T15,Dustin Johnson,1.31,4,306
16,T17,T17,Rickie Fowler,1.39,4,288
17,T17,T17,Brice Garnett,1.39,3,216
18,T17,T17,Davis Love III,1.39,2,144
19,20,20,Harris English,1.45,6,414
20,21,21,Matt Jones,1.46,5,342
21,22,22,John Huh,1.52,6,396
22,23,23,Alex Cejka,1.54,5,324
23,T24,T24,Andres Gonzales,1.63,5,306
24,T24,T24,Brian Stuard,1.63,5,306
25,T26,T26,Steven Alker,1.67,3,180
26,T26,T26,Andres Romero,1.67,3,180
27,T26,T26,David Toms,1.67,3,180
28,T29,T29,Derek Fathauer,1.71,4,234
29,T29,T29,Jason Gore,1.71,4,234
30,T29,T29,Billy Hurley III,1.71,4,234
31,T29,T29,Marc Leishman,1.71,4,234
32,T29,T29,Nicholas Thompson,1.71,4,234
33,T34,T34,Erik Compton,1.74,5,288
34,T34,T34,Ryan Moore,1.74,5,288
35,36,36,Scott Brown,1.75,6,342
36,37,37,Carl Pettersson,1.77,7,396
37,T38,T38,John Merrick,1.85,4,216
38,T38,T38,Scott Pinckney,1.85,6,324
39,T38,T38,Chris Stroud,1.85,5,270
40,T38,T38,Johnson Wagner,1.85,4,216
41,T42,T42,George McNeill,1.94,7,360
42,T42,T42,Kevin Streelman,1.94,7,360
43,T44,T44,David Lingmerth,1.96,6,306
44,T44,T44,Troy Merritt,1.96,6,306
45,T44,T44,Jeff Overton,1.96,6,306
46,T47,T47,Sergio Garcia,1.98,5,252
47,T47,T47,Gary Woodland,1.98,5,252
48,T49,T49,Greg Owen,2.02,4,198
49,T49,T49,Daniel Summerhays,2.02,8,396
50,51,51,John Peterson,2.05,7,342
51,T52,T52,Jerry Kelly,2.08,6,288
52,T52,T52,Kevin Kisner,2.08,9,432
53,T52,T52,Colt Knost,2.08,6,288
54,T52,T52,Rory Sabbatini,2.08,6,288
55,T52,T52,Mark Wilson,2.08,6,288
56,T57,T57,Steven Bowditch,2.12,8,378
57,T57,T57,Brendon Todd,2.12,8,378
58,59,59,Scott Piercy,2.16,7,324
59,T60,T60,Charley Hoffman,2.22,8,360
60,T60,T60,Jordan Spieth,2.22,8,360
61,62,62,Hideki Matsuyama,2.27,9,396
62,T63,T63,Gonzalo Fernandez-Castaño,2.31,5,216
63,T63,T63,Max Homa,2.31,5,216
64,T65,T65,Hudson Swafford,2.34,8,342
65,T65,T65,Nick Taylor,2.34,8,342
66,T67,T67,Robert Allenby,2.38,3,126
67,T67,T67,Jon Curran,2.38,6,252
68,T67,T67,Shawn Stefani,2.38,9,378
69,70,70,Matt Kuchar,2.42,10,414
