,Total_3_Putts_-__25_RANK THIS WEEK,Total_3_Putts_-__25_RANK LAST WEEK,Total_3_Putts_-__25_PLAYER NAME,Total_3_Putts_-__25_ROUNDS,Total_3_Putts_-__25_TOTAL 3 PUTTS > 25',Total_3_Putts_-__25_TOTAL 3 PUTTS
0,1,1,Lucas Glover,79,47,69
1,2,2,Camilo Villegas,83,43,54
2,T3,T3,Daniel Berger,97,42,52
3,T3,T3,Justin Thomas,106,42,50
4,T5,T5,Chesson Hadley,101,41,57
5,T5,T5,John Merrick,78,41,46
6,T5,T5,Andrew Svoboda,80,41,50
7,T8,T8,Stewart Cink,77,40,49
8,T8,T8,Jhonattan Vegas,90,40,44
9,T10,T10,Sangmoon Bae,98,39,52
10,T10,T10,Ken Duke,93,39,53
11,T10,T10,Martin Flores,95,39,50
12,T10,T10,Carlos Ortiz,100,39,45
13,T10,T10,Michael Thompson,83,39,46
14,T15,T15,Charlie Beljan,76,38,50
15,T15,T15,Derek Ernst,75,38,47
16,T15,T15,Chris Stroud,84,38,44
17,T18,T18,Martin Laird,77,37,44
18,T18,T18,Michael Putnam,87,37,48
19,T18,T18,Kyle Reifers,96,37,49
20,T18,T18,Nick Watney,91,37,57
21,T22,T22,Brendon de Jonge,106,36,39
22,T22,T22,William McGirt,103,36,47
23,T22,T22,George McNeill,93,36,45
24,T22,T22,Scott Piercy,90,36,50
25,T22,T22,Nicholas Thompson,90,36,49
26,T27,T27,Blayne Barber,76,35,38
27,T27,T27,Chad Campbell,97,35,42
28,T27,T27,Jason Dufner,76,35,40
29,T27,T27,Bill Haas,89,35,40
30,T27,T27,Jim Herman,88,35,44
31,T27,T27,Spencer Levin,99,35,40
32,T27,T27,Boo Weekley,79,35,40
33,T27,T27,Mark Wilson,89,35,43
34,T35,T35,Robert Allenby,63,34,35
35,T35,T35,Alex Cejka,94,34,40
36,T35,T35,Brice Garnett,81,34,38
37,T38,T38,Tony Finau,106,33,45
38,T38,T38,Charles Howell III,105,33,38
39,T38,T38,John Huh,102,33,44
40,T38,T38,Danny Lee,120,33,42
41,T38,T38,Ben Martin,93,33,39
42,T38,T38,Brendan Steele,88,33,42
43,T44,T44,Scott Brown,97,32,44
44,T44,T44,Fabián Gómez,83,32,42
45,T44,T44,Retief Goosen,81,32,36
46,T44,T44,Adam Hadwin,95,32,40
47,T44,T44,Billy Horschel,99,32,40
48,T44,T44,Jason Kokrak,88,32,41
49,T44,T44,Alex Prugh,84,32,35
50,T44,T44,Webb Simpson,81,32,42
51,T44,T44,Vijay Singh,78,32,41
52,T44,T44,Shawn Stefani,94,32,41
53,T54,T54,Paul Casey,87,31,33
54,T54,T54,Kevin Chappell,86,31,40
55,T54,T54,Brian Davis,86,31,40
56,T54,T54,J.B. Holmes,89,31,36
57,T54,T54,Mark Hubbard,79,31,38
