,Total_3_Putts_-__25_RANK THIS WEEK,Total_3_Putts_-__25_RANK LAST WEEK,Total_3_Putts_-__25_PLAYER NAME,Total_3_Putts_-__25_ROUNDS,Total_3_Putts_-__25_TOTAL 3 PUTTS > 25',Total_3_Putts_-__25_TOTAL 3 PUTTS
58,T54,T54,Troy Merritt,91,31,36
59,T54,T54,Sung Joon Park,79,31,41
60,T54,T54,Carl Pettersson,106,31,44
61,T62,T62,Jason Gore,76,30,34
62,T62,T62,Russell Knox,96,30,39
63,T62,T62,Scott Pinckney,88,30,40
64,T62,T62,Jim Renner,68,30,37
65,T62,T62,Scott Stallings,60,30,35
66,T62,T62,Steve Wheatcroft,87,30,40
67,T68,T68,Robert Garrigus,70,29,41
68,T68,T68,Andres Gonzales,90,29,36
69,T68,T68,J.J. Henry,94,29,34
70,T68,T68,Ryo Ishikawa,90,29,41
71,T68,T68,Scott Langley,94,29,31
72,T68,T68,Hideki Matsuyama,95,29,35
73,T68,T68,Jonathan Randolph,72,29,33
74,T68,T68,Brandt Snedeker,98,29,35
75,T68,T68,Robert Streb,110,29,39
76,T68,T68,Nick Taylor,91,29,39
77,T78,T78,Max Homa,78,28,33
78,T78,T78,Sean O'Hair,86,28,32
79,T78,T78,Cameron Tringale,96,28,45
80,T81,T81,Steven Bowditch,103,27,40
81,T81,T81,Keegan Bradley,87,27,35
82,T81,T81,Gonzalo Fernandez-Castaño,81,27,39
83,T81,T81,Luke Guthrie,84,27,35
84,T81,T81,Padraig Harrington,60,27,34
85,T81,T81,Andres Romero,69,27,33
86,T81,T81,John Senden,80,27,30
87,T81,T81,Hudson Swafford,97,27,37
88,T81,T81,Bubba Watson,71,27,29
89,T90,T90,Jon Curran,83,26,35
90,T90,T90,Matt Every,73,26,30
91,T90,T90,D.A. Points,72,26,38
92,T90,T90,Chez Reavie,56,26,30
93,T90,T90,Rory Sabbatini,81,26,42
94,T95,T95,Zac Blair,108,25,35
95,T95,T95,Chad Collins,79,25,26
96,T95,T95,Harris English,105,25,30
97,T95,T95,David Hearn,97,25,31
98,T95,T95,Matt Kuchar,97,25,26
99,T95,T95,David Lingmerth,90,25,34
100,T95,T95,Phil Mickelson,70,25,28
101,T95,T95,Jeff Overton,94,25,32
102,T95,T95,Pat Perez,96,25,34
103,T95,T95,Adam Scott,51,25,32
104,T95,T95,Jimmy Walker,89,25,30
105,T106,T106,James Hahn,94,24,31
106,T106,T106,Charley Hoffman,97,24,32
107,T106,T106,Tom Hoge,83,24,38
108,T106,T106,John Peterson,84,24,34
109,T106,T106,Andrew Putnam,68,24,27
110,T106,T106,Johnson Wagner,68,24,28
111,T112,T112,Jonathan Byrd,69,23,30
112,T112,T112,Matt Jones,89,23,31
113,T112,T112,Kevin Kisner,104,23,26
114,T112,T112,Bryce Molder,91,23,27
115,T112,T112,Sam Saunders,83,23,33
116,T112,T112,Bo Van Pelt,81,23,34
117,T118,T118,Erik Compton,86,22,27
118,T118,T118,Jim Furyk,71,22,24
119,T118,T118,Brooks Koepka,84,22,28
120,T118,T118,Hunter Mahan,88,22,27
121,T118,T118,Patrick Reed,103,22,25
122,T118,T118,Henrik Stenson,63,22,25
123,T118,T118,Brian Stuard,97,22,26
124,T118,T118,Daniel Summerhays,101,22,24
125,T126,T126,Ricky Barnes,82,21,23
126,T126,T126,Jason Bohn,95,21,25
127,T126,T126,Oscar Fraustro,58,21,23
128,T126,T126,Russell Henley,87,21,26
129,T126,T126,Jerry Kelly,79,21,30
130,T126,T126,Davis Love III,51,21,25
131,T126,T126,Bill Lunde,50,21,28
132,T126,T126,Cameron Percy,72,21,27
133,T126,T126,Willy Wilcox,58,21,25
134,T135,T135,Ángel Cabrera,53,20,23
135,T135,T135,Brian Harman,90,20,26
136,T135,T135,Seung-Yul Noh,65,20,29
137,T135,T135,Charl Schwartzel,67,20,29
138,T135,T135,Heath Slocum,57,20,26
139,T135,T135,Brendon Todd,96,20,25
140,T135,T135,Tim Wilkinson,73,20,25
141,T142,T142,Aaron Baddeley,76,19,27
142,T142,T142,K.J. Choi,66,19,25
143,T142,T142,Graham DeLaet,65,19,24
144,T142,T142,Colt Knost,90,19,24
145,T142,T142,Ryan Moore,81,19,22
146,T142,T142,Ryan Palmer,80,19,22
147,T142,T142,Byron Smith,59,19,26
148,T149,T149,Jonas Blixt,78,18,21
149,T149,T149,Jason Day,75,18,22
150,T149,T149,Morgan Hoffmann,85,18,24
151,T149,T149,Chris Kirk,76,18,23
152,T149,T149,Patrick Rodgers,57,18,21
153,T149,T149,Lee Westwood,56,18,21
154,T155,T155,Luke Donald,71,17,20
155,T155,T155,Ernie Els,57,17,24
156,T155,T155,Marc Leishman,74,17,27
157,T155,T155,Kevin Na,98,17,25
158,T155,T155,Ian Poulter,68,17,22
159,T155,T155,David Toms,62,17,22
160,T161,T161,Derek Fathauer,81,16,23
161,T161,T161,Whee Kim,71,16,23
162,T161,T161,Justin Leonard,61,16,21
163,T161,T161,Geoff Ogilvy,50,16,24
164,T161,T161,Louis Oosthuizen,68,16,26
165,T161,T161,Kevin Streelman,95,16,28
166,T161,T161,Gary Woodland,81,16,22
167,T168,T168,Ben Crane,62,15,27
168,T168,T168,Billy Hurley III,83,15,18
169,T168,T168,Zach Johnson,90,15,19
170,T168,T168,Dustin Johnson,75,15,19
171,T168,T168,Justin Rose,69,15,23
172,T173,T173,Steven Alker,62,14,19
173,T173,T173,Roberto Castro,54,14,16
174,T173,T173,Jordan Spieth,91,14,18
175,T173,T173,Tyrone Van Aswegen,58,14,16
176,T177,T177,Rickie Fowler,76,13,18
177,T177,T177,Greg Owen,58,13,22
178,T177,T177,Roger Sloan,56,13,21
179,T180,T180,Eric Axley,57,11,18
180,T180,T180,Greg Chalmers,58,11,18
181,T180,T180,Francesco Molinari,56,11,14
182,183,183,Jamie Donaldson,50,9,11
183,184,184,Sergio Garcia,59,7,10
