,Total_1_Putts_-_10-15_RANK THIS WEEK,Total_1_Putts_-_10-15_RANK LAST WEEK,Total_1_Putts_-_10-15_PLAYER NAME,Total_1_Putts_-_10-15_ROUNDS,Total_1_Putts_-_10-15_TOTAL,Total_1_Putts_-_10-15_TOTAL (FOR ALL DISTANCES),Total_1_Putts_-_10-15_PCT OF ALL 1-PUTTS
0,1,1,Danny Lee,120,106,788,13.5
1,2,2,William McGirt,103,95,680,14.0
2,T3,T3,Jason Bohn,95,90,627,14.4
3,T3,T3,Daniel Summerhays,101,90,659,13.7
4,5,5,Carl Pettersson,106,89,733,12.1
5,6,6,David Hearn,97,88,608,14.5
6,7,7,Robert Streb,110,87,686,12.7
7,T8,T8,Sangmoon Bae,98,86,671,12.8
8,T8,T8,George McNeill,93,86,645,13.3
9,10,10,Chesson Hadley,101,84,673,12.5
10,T11,T11,Aaron Baddeley,76,79,505,15.6
11,T11,T11,Charley Hoffman,97,79,557,14.2
12,T13,T13,John Huh,102,77,643,12.0
13,T13,T13,Pat Perez,96,77,591,13.0
14,T15,T15,Charles Howell III,105,76,619,12.3
15,T15,T15,Jerry Kelly,79,76,502,15.1
16,T15,T15,Brian Stuard,97,76,575,13.2
17,T18,T18,Zac Blair,108,75,636,11.8
18,T18,T18,Brendon de Jonge,106,75,655,11.5
19,T18,T18,Scott Pinckney,88,75,488,15.4
20,T18,T18,Brandt Snedeker,98,75,587,12.8
21,T18,T18,Shawn Stefani,94,75,602,12.5
22,T18,T18,Nick Taylor,91,75,604,12.4
23,24,24,Scott Langley,94,73,545,13.4
24,25,25,Matt Kuchar,97,72,600,12.0
25,26,26,Troy Merritt,91,71,604,11.8
26,T27,T27,Ryo Ishikawa,90,70,540,13.0
27,T27,T27,Brendon Todd,96,70,600,11.7
28,T29,T29,Harris English,105,69,644,10.7
29,T29,T29,Tony Finau,106,69,633,10.9
30,T29,T29,Patrick Reed,103,69,612,11.3
31,32,32,Bryce Molder,91,68,565,12.0
32,T33,T33,Chad Campbell,97,67,603,11.1
33,T33,T33,Kevin Chappell,86,67,567,11.8
34,T33,T33,Brian Harman,90,67,559,12.0
35,T33,T33,Russell Knox,96,67,571,11.7
36,T33,T33,Kyle Reifers,96,67,570,11.8
37,T38,T38,Jeff Overton,94,66,523,12.6
38,T38,T38,Hudson Swafford,97,66,567,11.6
39,T38,T38,Camilo Villegas,83,66,550,12.0
40,T41,T41,Daniel Berger,97,65,571,11.4
41,T41,T41,Kevin Kisner,104,65,676,9.6
42,T41,T41,Scott Piercy,90,65,598,10.9
43,T41,T41,Nick Watney,91,65,545,11.9
44,T45,T45,Blayne Barber,76,64,458,14.0
45,T45,T45,Brian Davis,86,64,522,12.3
46,T45,T45,Ben Martin,93,64,511,12.5
47,T45,T45,Sean O'Hair,86,64,589,10.9
48,T45,T45,Carlos Ortiz,100,64,578,11.1
49,T45,T45,Justin Thomas,106,64,713,9.0
50,T45,T45,Jimmy Walker,89,64,502,12.7
51,T52,T52,Martin Flores,95,63,511,12.3
52,T52,T52,Andres Gonzales,90,63,536,11.8
53,T52,T52,Jhonattan Vegas,90,63,496,12.7
54,T55,T55,Alex Cejka,94,62,554,11.2
55,T55,T55,Colt Knost,90,62,518,12.0
56,T55,T55,Spencer Levin,99,62,538,11.5
57,T58,T58,Matt Every,73,61,419,14.6
58,T58,T58,Adam Hadwin,95,61,558,10.9
59,T58,T58,Russell Henley,87,61,468,13.0
60,T58,T58,David Lingmerth,90,61,557,11.0
61,T58,T58,Brendan Steele,88,61,532,11.5
62,T58,T58,Cameron Tringale,96,61,594,10.3
63,T64,T64,Paul Casey,87,60,420,14.3
64,T64,T64,Ben Crane,62,60,387,15.5
65,T64,T64,Ken Duke,93,60,554,10.8
66,T64,T64,Fabián Gómez,83,60,516,11.6
67,T64,T64,Morgan Hoffmann,85,60,526,11.4
68,T64,T64,Matt Jones,89,60,514,11.7
69,T64,T64,Michael Thompson,83,60,515,11.7
70,T71,T71,Steven Bowditch,103,59,681,8.7
71,T71,T71,James Hahn,94,59,566,10.4
72,T71,T71,Alex Prugh,84,59,438,13.5
73,T71,T71,Bo Van Pelt,81,59,441,13.4
74,T71,T71,Mark Wilson,89,59,561,10.5
75,T76,T76,Erik Compton,86,58,535,10.8
76,T76,T76,John Peterson,84,58,506,11.5
77,T78,T78,Stewart Cink,77,57,435,13.1
78,T78,T78,J.B. Holmes,89,57,522,10.9
79,T78,T78,Hideki Matsuyama,95,57,534,10.7
80,T78,T78,Chris Stroud,84,57,477,11.9
81,82,82,Billy Horschel,99,56,522,10.7
82,T83,T83,Retief Goosen,81,55,446,12.3
83,T83,T83,Luke Guthrie,84,55,497,11.1
84,T83,T83,Whee Kim,71,55,381,14.4
85,T83,T83,Ryan Moore,81,55,459,12.0
86,T83,T83,Seung-Yul Noh,65,55,384,14.3
87,T83,T83,Andrew Putnam,68,55,413,13.3
88,T83,T83,Andrew Svoboda,80,55,474,11.6
89,T83,T83,Boo Weekley,79,55,463,11.9
90,T91,T91,Rickie Fowler,76,54,437,12.4
91,T91,T91,Tom Hoge,83,54,475,11.4
92,T91,T91,Brooks Koepka,84,54,470,11.5
93,T91,T91,Martin Laird,77,54,506,10.7
94,T91,T91,Marc Leishman,74,54,390,13.8
95,T96,T96,Keegan Bradley,87,53,469,11.3
96,T96,T96,Zach Johnson,90,53,510,10.4
97,T98,T98,Scott Brown,97,52,602,8.6
98,T98,T98,Jim Herman,88,52,464,11.2
99,T98,T98,Chris Kirk,76,52,413,12.6
100,T98,T98,Ian Poulter,68,52,382,13.6
101,T98,T98,Chez Reavie,56,52,340,15.3
102,T98,T98,Jordan Spieth,91,52,541,9.6
103,T104,T104,Jason Gore,76,51,400,12.8
104,T104,T104,Max Homa,78,51,442,11.5
105,T104,T104,Gary Woodland,81,51,386,13.2
106,T107,T107,K.J. Choi,66,50,433,11.5
107,T107,T107,Jason Kokrak,88,50,548,9.1
108,T107,T107,Michael Putnam,87,50,438,11.4
109,T107,T107,Kevin Streelman,95,50,473,10.6
