,3-Putts_per_Round_RANK THIS WEEK,3-Putts_per_Round_RANK LAST WEEK,3-Putts_per_Round_PLAYER NAME,3-Putts_per_Round_ROUNDS,3-Putts_per_Round_AVG,3-Putts_per_Round_TOTAL 3 PUTTS,3-Putts_per_Round_TOTAL ROUNDS
0,1,1,Lucas Glover,79,0.92,73,79
1,2,2,Adam Scott,51,0.85,41,48
2,T3,T3,Jason Dufner,76,0.79,58,73
3,T3,T3,Geoff Ogilvy,50,0.79,38,48
4,5,5,Camilo Villegas,83,0.77,64,83
5,6,6,Charlie Beljan,76,0.76,55,72
6,7,7,Robert Garrigus,70,0.74,49,66
7,T8,T8,Stewart Cink,77,0.73,56,77
8,T8,T8,Derek Ernst,75,0.73,52,71
9,T8,T8,John Merrick,78,0.73,54,74
10,T8,T8,Charl Schwartzel,67,0.73,46,63
11,T8,T8,Lee Westwood,56,0.73,38,52
12,13,13,Webb Simpson,81,0.72,56,78
13,T14,T14,Robert Allenby,63,0.71,42,59
14,T14,T14,D.A. Points,72,0.71,50,70
15,T16,T16,Keegan Bradley,87,0.7,59,84
16,T16,T16,Bill Lunde,50,0.7,32,46
17,T16,T16,Bo Van Pelt,81,0.7,55,79
18,19,19,Ernie Els,57,0.68,39,57
19,T20,T20,Ken Duke,93,0.67,60,89
20,T20,T20,Jason Gore,76,0.67,48,72
21,T20,T20,Henrik Stenson,63,0.67,40,60
22,T20,T20,Andrew Svoboda,80,0.67,52,78
23,T20,T20,Nicholas Thompson,90,0.67,58,86
24,T25,T25,Michael Putnam,87,0.66,56,85
25,T25,T25,Heath Slocum,57,0.66,35,53
26,27,27,Padraig Harrington,60,0.65,39,60
27,T28,T28,Blayne Barber,76,0.64,47,74
28,T28,T28,Billy Horschel,99,0.64,61,96
29,T28,T28,Rory Sabbatini,81,0.64,52,81
30,T28,T28,Byron Smith,59,0.64,35,55
31,T32,T32,Daniel Berger,97,0.63,61,97
32,T32,T32,Vijay Singh,78,0.63,49,78
33,T32,T32,Cameron Tringale,96,0.63,60,96
34,T32,T32,Nick Watney,91,0.63,57,91
35,T36,T36,Jim Renner,68,0.62,41,66
36,T36,T36,Sam Saunders,83,0.62,50,81
37,T36,T36,Scott Stallings,60,0.62,37,60
38,T36,T36,Boo Weekley,79,0.62,49,79
39,T40,T40,Retief Goosen,81,0.61,47,77
40,T40,T40,Sung Joon Park,79,0.61,47,77
41,T40,T40,John Senden,80,0.61,46,75
42,T40,T40,Gary Woodland,81,0.61,45,74
43,T44,T44,Kevin Chappell,86,0.6,52,86
44,T44,T44,Matt Every,73,0.6,42,70
45,T44,T44,J.B. Holmes,89,0.6,51,85
46,T44,T44,Martin Laird,77,0.6,46,77
47,T44,T44,Ben Martin,93,0.6,54,90
48,T44,T44,Greg Owen,58,0.6,35,58
49,T44,T44,Kyle Reifers,96,0.6,55,92
50,T44,T44,Chris Stroud,84,0.6,50,84
51,T44,T44,Bubba Watson,71,0.6,41,68
52,T53,T53,Ben Crane,62,0.59,34,58
53,T53,T53,Phil Mickelson,70,0.59,41,70
54,T53,T53,Louis Oosthuizen,68,0.59,37,63
55,T53,T53,Scott Piercy,90,0.59,53,90
56,T53,T53,Chez Reavie,56,0.59,33,56
57,T53,T53,Michael Thompson,83,0.59,48,81
58,T59,T59,Ángel Cabrera,53,0.58,31,53
59,T59,T59,Martin Flores,95,0.58,53,91
60,T59,T59,Chesson Hadley,101,0.58,59,101
61,T59,T59,Jim Herman,88,0.58,51,88
62,T59,T59,Mark Hubbard,79,0.58,45,77
63,T59,T59,Jhonattan Vegas,90,0.58,50,86
64,T65,T65,Jonathan Byrd,69,0.57,37,65
65,T65,T65,Gonzalo Fernandez-Castaño,81,0.57,44,77
66,T65,T65,Brice Garnett,81,0.57,45,79
67,T65,T65,Bill Haas,89,0.57,49,86
68,T65,T65,Tom Hoge,83,0.57,45,79
69,T65,T65,Max Homa,78,0.57,42,74
70,T65,T65,Seung-Yul Noh,65,0.57,37,65
71,T65,T65,Willy Wilcox,58,0.57,31,54
72,T73,T73,Paul Casey,87,0.56,46,82
73,T73,T73,Brian Davis,86,0.56,46,82
74,T73,T73,Andres Romero,69,0.56,37,66
75,T73,T73,Roger Sloan,56,0.56,29,52
76,T77,T77,Jamie Donaldson,50,0.55,26,47
77,T77,T77,Fabián Gómez,83,0.55,46,83
78,T77,T77,Luke Guthrie,84,0.55,45,82
79,T77,T77,Ryo Ishikawa,90,0.55,48,88
80,T77,T77,Scott Pinckney,88,0.55,48,88
81,T77,T77,Jimmy Walker,89,0.55,47,86
82,T83,T83,Sangmoon Bae,98,0.54,53,98
83,T83,T83,Greg Chalmers,58,0.54,29,54
84,T83,T83,Hideki Matsuyama,95,0.54,49,91
85,T83,T83,Jonathan Randolph,72,0.54,38,70
86,T83,T83,Brendan Steele,88,0.54,45,84
87,T83,T83,Mark Wilson,89,0.54,46,85
88,T89,T89,Brooks Koepka,84,0.53,43,81
89,T89,T89,Ryan Palmer,80,0.53,41,77
90,T89,T89,Justin Rose,69,0.53,35,66
91,T89,T89,Steve Wheatcroft,87,0.53,44,83
92,93,93,Ian Poulter,68,0.52,34,65
93,T94,T94,Scott Brown,97,0.51,49,97
94,T94,T94,Jon Curran,83,0.51,40,79
95,T94,T94,Chris Kirk,76,0.51,37,73
96,T94,T94,Jason Kokrak,88,0.51,45,88
97,T94,T94,Davis Love III,51,0.51,26,51
98,T94,T94,Carl Pettersson,106,0.51,54,106
99,T94,T94,Justin Thomas,106,0.51,54,106
100,T101,T101,Oscar Fraustro,58,0.5,27,54
101,T101,T101,Jim Furyk,71,0.5,32,64
102,T101,T101,Carlos Ortiz,100,0.5,48,96
103,T104,T104,Alex Cejka,94,0.49,45,92
104,T104,T104,John Huh,102,0.49,49,101
105,T104,T104,Alex Prugh,84,0.49,39,80
106,T104,T104,Johnson Wagner,68,0.49,33,68
107,T108,T108,Steven Bowditch,103,0.48,49,103
108,T108,T108,Roberto Castro,54,0.48,24,50
109,T108,T108,James Hahn,94,0.48,45,94
110,T108,T108,Jerry Kelly,79,0.48,38,79
111,T108,T108,William McGirt,103,0.48,49,103
112,T108,T108,Andrew Putnam,68,0.48,31,64
113,T114,T114,K.J. Choi,66,0.47,29,62
114,T114,T114,Erik Compton,86,0.47,40,86
115,T114,T114,Tony Finau,106,0.47,50,106
116,T114,T114,Adam Hadwin,95,0.47,44,93
117,T114,T114,Russell Knox,96,0.47,45,96
118,T114,T114,Matt Kuchar,97,0.47,44,94
119,T114,T114,Brandt Snedeker,98,0.47,45,95
120,T114,T114,Nick Taylor,91,0.47,43,91
121,T114,T114,Brendon Todd,96,0.47,44,93
122,T123,T123,Graham DeLaet,65,0.46,30,65
123,T123,T123,J.J. Henry,94,0.46,41,90
124,T123,T123,Danny Lee,120,0.46,55,120
125,T123,T123,David Lingmerth,90,0.46,41,90
126,T123,T123,Hunter Mahan,88,0.46,39,84
