,GIR_Putting_-_Inside_5_RANK THIS WEEK,GIR_Putting_-_Inside_5_RANK LAST WEEK,GIR_Putting_-_Inside_5_PLAYER NAME,GIR_Putting_-_Inside_5_ROUNDS,GIR_Putting_-_Inside_5_%,GIR_Putting_-_Inside_5_ATTEMPTS,GIR_Putting_-_Inside_5_PUTTS MADE
57,58,58,Jhonattan Vegas,90,87.1,31,27
58,59,59,Steven Alker,62,86.96,23,20
59,60,60,Max Homa,78,86.84,38,33
60,T61,T61,Daniel Berger,97,86.79,53,46
61,T61,T61,Carlos Ortiz,100,86.79,53,46
62,63,63,Scott Pinckney,88,86.67,30,26
63,T64,T64,Adam Scott,51,86.36,22,19
64,T64,T64,Johnson Wagner,68,86.36,22,19
65,T64,T64,Boo Weekley,79,86.36,44,38
66,T67,T67,Mark Hubbard,79,86.21,29,25
67,T67,T67,Jonathan Randolph,72,86.21,29,25
68,T69,T69,Paul Casey,87,85.71,28,24
69,T69,T69,Ken Duke,93,85.71,42,36
70,T69,T69,Harris English,105,85.71,42,36
71,T69,T69,Jason Gore,76,85.71,35,30
72,T69,T69,Bill Lunde,50,85.71,21,18
73,T69,T69,Ben Martin,93,85.71,42,36
74,T69,T69,Andres Romero,69,85.71,21,18
75,T69,T69,Nick Taylor,91,85.71,49,42
76,77,77,Daniel Summerhays,101,85.45,55,47
77,78,78,Justin Leonard,61,85.29,34,29
78,79,79,Steven Bowditch,103,85.19,54,46
79,T80,T80,Charlie Beljan,76,85.0,40,34
80,T80,T80,Andrew Svoboda,80,85.0,40,34
81,T82,T82,Derek Ernst,75,84.85,33,28
82,T82,T82,Derek Fathauer,81,84.85,33,28
83,T82,T82,Ryan Palmer,80,84.85,33,28
84,T82,T82,Michael Putnam,87,84.85,33,28
85,T86,T86,Adam Hadwin,95,84.62,39,33
86,T86,T86,Phil Mickelson,70,84.62,26,22
87,T86,T86,Shawn Stefani,94,84.62,52,44
88,T89,T89,Rickie Fowler,76,84.38,32,27
89,T89,T89,Francesco Molinari,56,84.38,32,27
90,91,91,Sean O'Hair,86,84.31,51,43
91,T92,T92,Ben Crane,62,84.0,25,21
92,T92,T92,Greg Owen,58,84.0,25,21
93,94,94,Jason Kokrak,88,83.93,56,47
94,T95,T95,Jim Furyk,71,83.78,37,31
95,T95,T95,Scott Langley,94,83.78,37,31
96,T97,T97,Robert Allenby,63,83.33,24,20
97,T97,T97,Chez Reavie,56,83.33,24,20
98,T97,T97,Sam Saunders,83,83.33,42,35
99,100,100,Brendan Steele,88,82.93,41,34
100,101,101,Retief Goosen,81,82.61,23,19
101,102,102,Fabián Gómez,83,82.5,40,33
102,103,103,Graham DeLaet,65,82.35,34,28
103,T104,T104,John Huh,102,82.14,56,46
104,T104,T104,John Merrick,78,82.14,28,23
105,T106,T106,Charles Howell III,105,81.82,55,45
106,T106,T106,Scott Piercy,90,81.82,55,45
107,108,108,Nicholas Thompson,90,81.58,38,31
108,109,109,D.A. Points,72,81.48,27,22
109,110,110,J.B. Holmes,89,81.4,43,35
110,T111,T111,Sung Joon Park,79,81.25,32,26
111,T111,T111,Nick Watney,91,81.25,48,39
112,113,113,James Hahn,94,81.03,58,47
113,114,114,Andrew Putnam,68,80.95,21,17
114,T115,T115,Charley Hoffman,97,80.85,47,38
115,T115,T115,Jordan Spieth,91,80.85,47,38
116,117,117,Davis Love III,51,80.77,26,21
117,T118,T118,Jon Curran,83,80.65,31,25
118,T118,T118,Marc Leishman,74,80.65,31,25
119,T118,T118,Robert Streb,110,80.65,62,50
120,121,121,Brian Harman,90,80.43,46,37
121,T122,T122,Luke Donald,71,80.0,25,20
122,T122,T122,Robert Garrigus,70,80.0,30,24
123,T122,T122,Luke Guthrie,84,80.0,35,28
124,T122,T122,Matt Jones,89,80.0,45,36
125,T122,T122,Bryce Molder,91,80.0,45,36
126,T122,T122,Seung-Yul Noh,65,80.0,30,24
127,128,128,Zac Blair,108,79.63,54,43
128,T129,T129,Ryan Moore,81,79.59,49,39
129,T129,T129,Pat Perez,96,79.59,49,39
130,131,131,Jonas Blixt,78,79.31,29,23
131,T132,T132,Chad Campbell,97,79.17,48,38
132,T132,T132,Patrick Reed,103,79.17,48,38
133,T132,T132,Patrick Rodgers,57,79.17,24,19
134,T132,T132,Mark Wilson,89,79.17,48,38
135,136,136,Brice Garnett,81,79.07,43,34
136,137,137,Brendon de Jonge,106,79.03,62,49
137,T138,T138,Justin Rose,69,78.79,33,26
138,T138,T138,David Toms,62,78.79,33,26
139,140,140,Ryo Ishikawa,90,78.72,47,37
140,141,141,Louis Oosthuizen,68,78.57,28,22
141,T142,T142,Jim Herman,88,78.38,37,29
142,T142,T142,Whee Kim,71,78.38,37,29
143,T142,T142,Troy Merritt,91,78.38,37,29
144,T142,T142,Tim Wilkinson,73,78.38,37,29
145,146,146,Roberto Castro,54,78.26,23,18
146,147,147,Zach Johnson,90,78.0,50,39
147,T148,T148,Blayne Barber,76,77.78,27,21
148,T148,T148,Dustin Johnson,75,77.78,27,21
149,T148,T148,Tyrone Van Aswegen,58,77.78,27,21
150,T151,T151,J.J. Henry,94,77.5,40,31
151,T151,T151,Kevin Streelman,95,77.5,40,31
152,T153,T153,K.J. Choi,66,76.92,26,20
153,T153,T153,Ernie Els,57,76.92,26,20
154,155,155,Kevin Chappell,86,76.74,43,33
155,156,156,Bo Van Pelt,81,76.67,30,23
156,T157,T157,Stewart Cink,77,76.6,47,36
157,T157,T157,Webb Simpson,81,76.6,47,36
158,159,159,Chris Kirk,76,76.32,38,29
159,T160,T160,Jason Bohn,95,76.09,46,35
160,T160,T160,Chad Collins,79,76.09,46,35
161,162,162,Brian Davis,86,75.76,33,25
162,T163,T163,Billy Hurley III,83,75.0,32,24
163,T163,T163,Byron Smith,59,75.0,16,12
164,165,165,Vijay Singh,78,74.51,51,38
165,166,166,Russell Knox,96,73.81,42,31
166,167,167,Charl Schwartzel,67,72.41,29,21
167,T168,T168,Jim Renner,68,71.43,14,10
168,T168,T168,Heath Slocum,57,71.43,21,15
169,170,170,Spencer Levin,99,71.05,38,27
170,T171,T171,Aaron Baddeley,76,70.37,27,19
171,T171,T171,Jonathan Byrd,69,70.37,27,19
172,173,173,Gonzalo Fernandez-Castaño,81,70.27,37,26
173,174,174,Andres Gonzales,90,69.77,43,30
174,175,175,Gary Woodland,81,69.7,33,23
175,176,176,Scott Stallings,60,68.57,35,24
176,177,177,Lucas Glover,79,68.29,41,28
177,178,178,Jason Dufner,76,68.18,22,15
178,179,179,Padraig Harrington,60,68.0,25,17
179,T180,T180,Kyle Reifers,96,66.67,48,32
180,T180,T180,Brian Stuard,97,66.67,51,34
181,182,182,Sergio Garcia,59,65.63,32,21
182,183,183,Camilo Villegas,83,65.52,29,19
183,184,184,Jamie Donaldson,50,63.64,11,7
