,Total_1_Putts_-_5-10_RANK THIS WEEK,Total_1_Putts_-_5-10_RANK LAST WEEK,Total_1_Putts_-_5-10_PLAYER NAME,Total_1_Putts_-_5-10_ROUNDS,Total_1_Putts_-_5-10_TOTAL,Total_1_Putts_-_5-10_TOTAL (FOR ALL DISTANCES),Total_1_Putts_-_5-10_PCT OF ALL 1-PUTTS
0,1,1,Danny Lee,120,227,788,28.8
1,2,2,Justin Thomas,106,212,713,29.7
2,3,3,Harris English,105,200,644,31.1
3,T4,T4,Sangmoon Bae,98,199,671,29.7
4,T4,T4,Robert Streb,110,199,686,29.0
5,T6,T6,John Huh,102,195,643,30.3
6,T6,T6,Nick Taylor,91,195,604,32.3
7,8,8,Chesson Hadley,101,193,673,28.7
8,9,9,Carl Pettersson,106,192,733,26.2
9,10,10,Kevin Kisner,104,191,676,28.3
10,11,11,Steven Bowditch,103,184,681,27.0
11,12,12,Daniel Summerhays,101,183,659,27.8
12,13,13,Mark Wilson,89,182,561,32.4
13,14,14,George McNeill,93,180,645,27.9
14,15,15,Shawn Stefani,94,177,602,29.4
15,16,16,David Hearn,97,176,608,28.9
16,17,17,David Lingmerth,90,175,557,31.4
17,18,18,William McGirt,103,174,680,25.6
18,19,19,Russell Knox,96,173,571,30.3
19,20,20,Patrick Reed,103,170,612,27.8
20,21,21,Brendon de Jonge,106,168,655,25.6
21,22,22,Kyle Reifers,96,167,570,29.3
22,23,23,Jason Bohn,95,165,627,26.3
23,T24,T24,Jason Kokrak,88,164,548,29.9
24,T24,T24,Carlos Ortiz,100,164,578,28.4
25,T24,T24,Scott Piercy,90,164,598,27.4
26,T27,T27,Tony Finau,106,163,633,25.8
27,T27,T27,Jim Herman,88,163,464,35.1
28,T29,T29,Charles Howell III,105,162,619,26.2
29,T29,T29,Brandt Snedeker,98,162,587,27.6
30,31,31,Zac Blair,108,161,636,25.3
31,32,32,Daniel Berger,97,160,571,28.0
32,T33,T33,Ken Duke,93,159,554,28.7
33,T33,T33,Bryce Molder,91,159,565,28.1
34,T33,T33,Pat Perez,96,159,591,26.9
35,T36,T36,James Hahn,94,158,566,27.9
36,T36,T36,Troy Merritt,91,158,604,26.2
37,T38,T38,Chad Campbell,97,155,603,25.7
38,T38,T38,Brian Harman,90,155,559,27.7
39,T40,T40,Adam Hadwin,95,153,558,27.4
40,T40,T40,Charley Hoffman,97,153,557,27.5
41,T40,T40,Brendon Todd,96,153,600,25.5
