,Putting_from_-_20-25_RANK THIS WEEK,Putting_from_-_20-25_RANK LAST WEEK,Putting_from_-_20-25_PLAYER NAME,Putting_from_-_20-25_ROUNDS,Putting_from_-_20-25_% MADE,Putting_from_-_20-25_ATTEMPTS,Putting_from_-_20-25_PUTTS MADE
0,1,1,Jordan Spieth,91,25.93,81,21
1,2,2,Jamie Donaldson,50,25.58,43,11
2,3,3,Roberto Castro,54,25.0,44,11
3,4,4,Ernie Els,57,21.57,51,11
4,5,5,Brooks Koepka,84,20.69,116,24
5,6,6,Luke Donald,71,20.48,83,17
6,7,7,Jason Day,75,19.75,81,16
7,8,8,Russell Henley,87,19.54,87,17
8,9,9,Lee Westwood,56,19.23,52,10
9,T10,T10,Keegan Bradley,87,19.15,94,18
10,T10,T10,Cameron Percy,72,19.15,94,18
11,12,12,Scott Pinckney,88,18.87,106,20
12,13,13,Patrick Reed,103,18.75,112,21
13,14,14,Camilo Villegas,83,18.58,113,21
14,T15,T15,Andres Romero,69,18.18,88,16
15,T15,T15,Daniel Summerhays,101,18.18,121,22
16,T15,T15,Cameron Tringale,96,18.18,110,20
17,18,18,Ian Poulter,68,18.03,61,11
18,19,19,Adam Scott,51,18.0,50,9
19,20,20,Luke Guthrie,84,17.89,95,17
20,21,21,Whee Kim,71,17.86,84,15
21,22,22,James Hahn,94,17.6,125,22
22,23,23,Jimmy Walker,89,17.05,88,15
23,24,24,David Toms,62,16.87,83,14
24,25,25,Steve Wheatcroft,87,16.81,119,20
25,T26,T26,Jonathan Byrd,69,16.67,72,12
26,T26,T26,Phil Mickelson,70,16.67,66,11
27,T26,T26,Henrik Stenson,63,16.67,66,11
28,29,29,Brandt Snedeker,98,16.51,109,18
29,30,30,Louis Oosthuizen,68,16.44,73,12
30,31,31,John Huh,102,16.43,140,23
31,32,32,Kevin Na,98,16.35,104,17
32,33,33,Colt Knost,90,16.15,130,21
33,T34,T34,Zach Johnson,90,16.0,100,16
34,T34,T34,Chez Reavie,56,16.0,75,12
35,36,36,Matt Kuchar,97,15.96,94,15
36,37,37,Jerry Kelly,79,15.63,96,15
37,T38,T38,Brian Harman,90,15.52,116,18
38,T38,T38,Bill Lunde,50,15.52,58,9
39,40,40,Derek Fathauer,81,15.46,97,15
40,T41,T41,Ryo Ishikawa,90,15.45,123,19
41,T41,T41,Chris Stroud,84,15.45,110,17
42,43,43,Harris English,105,15.32,124,19
43,44,44,John Merrick,78,15.12,86,13
44,T45,T45,Paul Casey,87,15.0,100,15
45,T45,T45,Pat Perez,96,15.0,140,21
46,47,47,Sean O'Hair,86,14.95,107,16
47,48,48,Danny Lee,120,14.86,148,22
48,T49,T49,Jonas Blixt,78,14.81,81,12
