,Putting_from_15-25_RANK THIS WEEK,Putting_from_15-25_RANK LAST WEEK,Putting_from_15-25_PLAYER NAME,Putting_from_15-25_ROUNDS,Putting_from_15-25_% MADE,Putting_from_15-25_ATTEMPTS,Putting_from_15-25_PUTTS MADE
0,1,1,Jordan Spieth,91,27.19,228,62
1,2,2,Jamie Donaldson,50,26.26,99,26
2,3,3,Ernie Els,57,22.69,119,27
3,4,4,Hunter Mahan,88,22.28,202,45
4,5,5,Jimmy Walker,89,22.02,218,48
5,6,6,Scott Pinckney,88,21.15,260,55
6,7,7,Camilo Villegas,83,21.12,251,53
7,8,8,Russell Henley,87,20.59,238,49
8,9,9,Whee Kim,71,20.48,166,34
9,10,10,Cameron Tringale,96,20.38,265,54
10,11,11,Adam Scott,51,20.34,118,24
11,12,12,Rickie Fowler,76,20.0,200,40
12,13,13,Hudson Swafford,97,19.93,296,59
13,T14,T14,Billy Hurley III,83,19.91,216,43
14,T14,T14,Kevin Na,98,19.91,231,46
15,16,16,Steve Wheatcroft,87,19.78,273,54
16,17,17,Patrick Reed,103,19.75,238,47
17,18,18,Andrew Putnam,68,19.65,173,34
18,19,19,Henrik Stenson,63,19.59,148,29
19,20,20,Brian Stuard,97,19.51,287,56
20,21,21,Justin Rose,69,19.42,139,27
21,22,22,Ian Poulter,68,19.35,155,30
22,23,23,Colt Knost,90,19.3,285,55
23,24,24,Blayne Barber,76,19.27,218,42
24,25,25,Brooks Koepka,84,19.2,250,48
25,26,26,Lee Westwood,56,19.13,115,22
26,27,27,Zach Johnson,90,19.11,246,47
27,28,28,David Toms,62,19.05,210,40
28,29,29,Jonathan Byrd,69,18.71,171,32
29,30,30,Harris English,105,18.59,312,58
30,T31,T31,Andres Gonzales,90,18.57,280,52
31,T31,T31,Bryce Molder,91,18.57,280,52
32,33,33,Matt Jones,89,18.48,211,39
33,34,34,Martin Laird,77,18.37,245,45
34,35,35,John Huh,102,18.35,316,58
35,36,36,Luke Donald,71,18.28,186,34
36,37,37,Cameron Percy,72,18.18,220,40
37,38,38,Stewart Cink,77,18.11,243,44
38,39,39,Brandt Snedeker,98,18.0,250,45
39,40,40,Paul Casey,87,17.97,217,39
40,41,41,Jhonattan Vegas,90,17.9,229,41
41,42,42,Jonas Blixt,78,17.86,168,30
42,43,43,Aaron Baddeley,76,17.83,230,41
43,44,44,Jason Dufner,76,17.81,146,26
44,45,45,Zac Blair,108,17.8,309,55
45,46,46,Kyle Reifers,96,17.78,270,48
46,47,47,Keegan Bradley,87,17.73,220,39
47,48,48,Luke Guthrie,84,17.72,237,42
48,T49,T49,K.J. Choi,66,17.65,187,33
49,T49,T49,Willy Wilcox,58,17.65,153,27
50,51,51,Erik Compton,86,17.6,233,41
