,Putting_from_9_RANK THIS WEEK,Putting_from_9_RANK LAST WEEK,Putting_from_9_PLAYER NAME,Putting_from_9_ROUNDS,Putting_from_9_% MADE,Putting_from_9_ATTEMPTS,Putting_from_9_PUTTS MADE
0,T1,T1,Andres Gonzales,90,66.67,45,30
1,T1,T1,Adam Scott,51,66.67,21,14
2,3,3,Harris English,105,66.2,71,47
3,4,4,Colt Knost,90,65.85,41,27
4,5,5,Retief Goosen,81,65.22,46,30
5,6,6,Blayne Barber,76,62.26,53,33
6,7,7,Ryan Palmer,80,61.36,44,27
7,T8,T8,Graham DeLaet,65,61.29,31,19
8,T8,T8,Louis Oosthuizen,68,61.29,31,19
9,10,10,Stewart Cink,77,60.53,38,23
10,T11,T11,Greg Chalmers,58,60.0,30,18
11,T11,T11,Ben Crane,62,60.0,35,21
12,T11,T11,Billy Horschel,99,60.0,50,30
13,T11,T11,Lee Westwood,56,60.0,15,9
14,15,15,Jordan Spieth,91,59.57,47,28
15,16,16,Justin Thomas,106,59.38,64,38
16,17,17,Matt Kuchar,97,58.73,63,37
17,T18,T18,Davis Love III,51,58.62,29,17
18,T18,T18,Chez Reavie,56,58.62,29,17
19,20,20,Seung-Yul Noh,65,58.54,41,24
20,21,21,Fabián Gómez,83,58.33,48,28
21,22,22,Kevin Na,98,57.63,59,34
22,23,23,Rory Sabbatini,81,57.45,47,27
23,24,24,Chesson Hadley,101,56.92,65,37
24,25,25,K.J. Choi,66,56.86,51,29
25,T26,T26,Aaron Baddeley,76,56.52,46,26
26,T26,T26,Ryan Moore,81,56.52,46,26
27,T26,T26,Camilo Villegas,83,56.52,46,26
28,29,29,Jason Day,75,55.56,27,15
29,T30,T30,Kevin Chappell,86,55.36,56,31
30,T30,T30,Nicholas Thompson,90,55.36,56,31
31,32,32,Daniel Berger,97,55.17,58,32
32,33,33,Charley Hoffman,97,55.0,60,33
33,T34,T34,Carl Pettersson,106,54.72,53,29
34,T34,T34,Tim Wilkinson,73,54.72,53,29
35,T36,T36,J.B. Holmes,89,54.55,44,24
36,T36,T36,Troy Merritt,91,54.55,55,30
37,38,38,Robert Streb,110,54.29,70,38
38,39,39,Phil Mickelson,70,54.17,48,26
39,40,40,Nick Taylor,91,53.97,63,34
40,41,41,Justin Leonard,61,53.85,52,28
41,42,42,George McNeill,93,53.33,60,32
42,43,43,Michael Thompson,83,53.06,49,26
43,T44,T44,Ricky Barnes,82,52.94,51,27
44,T44,T44,Matt Every,73,52.94,51,27
45,46,46,Danny Lee,120,52.75,91,48
46,47,47,Henrik Stenson,63,52.63,38,20
47,T48,T48,Jamie Donaldson,50,52.17,23,12
48,T48,T48,Lucas Glover,79,52.17,46,24
49,T48,T48,Heath Slocum,57,52.17,23,12
50,51,51,Zac Blair,108,51.85,54,28
51,52,52,Bryce Molder,91,51.79,56,29
52,53,53,Tom Hoge,83,51.56,64,33
53,54,54,Derek Fathauer,81,51.52,33,17
54,55,55,Marc Leishman,74,51.43,35,18
55,56,56,Luke Donald,71,51.22,41,21
56,57,57,Brian Harman,90,51.11,45,23
57,T58,T58,Jason Bohn,95,51.06,47,24
58,T58,T58,Martin Laird,77,51.06,47,24
59,60,60,Brice Garnett,81,51.02,49,25
60,61,61,Vijay Singh,78,50.98,51,26
61,62,62,Brandt Snedeker,98,50.91,55,28
62,63,63,Nick Watney,91,50.79,63,32
63,T64,T64,David Hearn,97,50.0,60,30
