,Putts_Made_Per_Event_Over_10_RANK THIS WEEK,Putts_Made_Per_Event_Over_10_RANK LAST WEEK,Putts_Made_Per_Event_Over_10_PLAYER NAME,Putts_Made_Per_Event_Over_10_ROUNDS,Putts_Made_Per_Event_Over_10_PUTTS MADE
0,1,1,Lee Westwood,56,8.0
1,2,2,Henrik Stenson,63,7.2
2,3,3,Sergio Garcia,59,7.0
3,T4,T4,Russell Henley,87,6.9
4,T4,T4,Ian Poulter,68,6.9
5,6,6,Jimmy Walker,89,6.8
6,T7,T7,Rickie Fowler,76,6.6
7,T7,T7,Jordan Spieth,91,6.6
8,9,9,Robert Streb,110,6.5
9,T10,T10,Paul Casey,87,6.4
10,T10,T10,Ben Martin,93,6.4
11,T10,T10,Pat Perez,96,6.4
12,T10,T10,Patrick Reed,103,6.4
13,T10,T10,Camilo Villegas,83,6.4
14,T15,T15,Jason Day,75,6.3
15,T15,T15,Brandt Snedeker,98,6.3
16,T15,T15,Daniel Summerhays,101,6.3
17,T18,T18,Jason Bohn,95,6.2
18,T18,T18,Matt Kuchar,97,6.2
19,T20,T20,Stewart Cink,77,6.1
20,T20,T20,Matt Jones,89,6.1
21,T20,T20,Brooks Koepka,84,6.1
22,T20,T20,Bubba Watson,71,6.1
23,T24,T24,Aaron Baddeley,76,6.0
24,T24,T24,David Hearn,97,6.0
25,T24,T24,Hideki Matsuyama,95,6.0
26,T24,T24,George McNeill,93,6.0
27,T24,T24,Scott Pinckney,88,6.0
28,T24,T24,Brendon Todd,96,6.0
29,T30,T30,Billy Horschel,99,5.9
30,T30,T30,Hunter Mahan,88,5.9
31,T32,T32,Zach Johnson,90,5.8
32,T32,T32,Phil Mickelson,70,5.8
33,T32,T32,Bryce Molder,91,5.8
34,T32,T32,Carl Pettersson,106,5.8
35,T32,T32,Adam Scott,51,5.8
36,T32,T32,Cameron Tringale,96,5.8
37,T38,T38,Sangmoon Bae,98,5.7
38,T38,T38,Harris English,105,5.7
39,T38,T38,Charley Hoffman,97,5.7
40,T38,T38,William McGirt,103,5.7
41,T38,T38,Brendan Steele,88,5.7
42,T43,T43,K.J. Choi,66,5.6
43,T43,T43,Luke Donald,71,5.6
44,T43,T43,Danny Lee,120,5.6
45,T43,T43,Ryan Moore,81,5.6
46,T43,T43,Shawn Stefani,94,5.6
47,T48,T48,Kevin Chappell,86,5.5
48,T48,T48,Ryo Ishikawa,90,5.5
49,T48,T48,Jerry Kelly,79,5.5
50,T48,T48,Chris Kirk,76,5.5
51,T48,T48,Louis Oosthuizen,68,5.5
52,T48,T48,Justin Rose,69,5.5
53,T48,T48,Hudson Swafford,97,5.5
54,T55,T55,Keegan Bradley,87,5.4
55,T55,T55,J.B. Holmes,89,5.4
56,T55,T55,Charles Howell III,105,5.4
57,T55,T55,John Huh,102,5.4
58,T55,T55,Dustin Johnson,75,5.4
59,T55,T55,Kevin Na,98,5.4
60,T55,T55,Webb Simpson,81,5.4
61,T55,T55,Brian Stuard,97,5.4
62,T63,T63,Zac Blair,108,5.3
63,T63,T63,Jamie Donaldson,50,5.3
64,T63,T63,Fabián Gómez,83,5.3
65,T63,T63,Chesson Hadley,101,5.3
66,T63,T63,Adam Hadwin,95,5.3
67,T63,T63,Jhonattan Vegas,90,5.3
68,T69,T69,Tony Finau,106,5.2
69,T69,T69,Martin Flores,95,5.2
70,T69,T69,Andres Gonzales,90,5.2
71,T69,T69,Bill Haas,89,5.2
72,T69,T69,Russell Knox,96,5.2
73,T69,T69,Sean O'Hair,86,5.2
74,T69,T69,Scott Piercy,90,5.2
75,T69,T69,Willy Wilcox,58,5.2
76,T77,T77,Jason Dufner,76,5.1
77,T77,T77,Jim Furyk,71,5.1
78,T77,T77,Luke Guthrie,84,5.1
79,T77,T77,Brian Harman,90,5.1
80,T77,T77,Whee Kim,71,5.1
81,T77,T77,Colt Knost,90,5.1
82,T77,T77,Troy Merritt,91,5.1
83,T77,T77,Francesco Molinari,56,5.1
84,T77,T77,Andrew Putnam,68,5.1
85,T77,T77,Kevin Streelman,95,5.1
86,T87,T87,Blayne Barber,76,5.0
87,T87,T87,Greg Chalmers,58,5.0
88,T87,T87,Ben Crane,62,5.0
89,T87,T87,James Hahn,94,5.0
90,T87,T87,Morgan Hoffmann,85,5.0
91,T87,T87,Scott Langley,94,5.0
92,T87,T87,Carlos Ortiz,100,5.0
93,T87,T87,Nick Taylor,91,5.0
94,T87,T87,Nick Watney,91,5.0
95,T96,T96,Chad Campbell,97,4.9
96,T96,T96,Erik Compton,86,4.9
97,T96,T96,Brendon de Jonge,106,4.9
98,T96,T96,Matt Every,73,4.9
99,T96,T96,Kevin Kisner,104,4.9
100,T96,T96,Martin Laird,77,4.9
101,T96,T96,Patrick Rodgers,57,4.9
102,T96,T96,Bo Van Pelt,81,4.9
103,T96,T96,Boo Weekley,79,4.9
104,T96,T96,Gary Woodland,81,4.9
105,T106,T106,Retief Goosen,81,4.8
106,T106,T106,Marc Leishman,74,4.8
107,T106,T106,Seung-Yul Noh,65,4.8
108,T106,T106,Ryan Palmer,80,4.8
109,T106,T106,Steve Wheatcroft,87,4.8
110,T111,T111,Brian Davis,86,4.7
111,T111,T111,John Peterson,84,4.7
112,T111,T111,Rory Sabbatini,81,4.7
113,T111,T111,Michael Thompson,83,4.7
114,T115,T115,Jonathan Byrd,69,4.6
115,T115,T115,Jason Gore,76,4.6
116,T115,T115,Jim Herman,88,4.6
117,T115,T115,Tom Hoge,83,4.6
118,T115,T115,Spencer Levin,99,4.6
119,T115,T115,Kyle Reifers,96,4.6
120,T115,T115,Justin Thomas,106,4.6
121,T115,T115,David Toms,62,4.6
122,T123,T123,Steven Bowditch,103,4.5
123,T123,T123,Alex Cejka,94,4.5
124,T123,T123,Ken Duke,93,4.5
125,T123,T123,Geoff Ogilvy,50,4.5
126,T123,T123,Chez Reavie,56,4.5
127,T123,T123,Andrew Svoboda,80,4.5
128,T123,T123,Mark Wilson,89,4.5
129,T130,T130,Billy Hurley III,83,4.4
130,T130,T130,David Lingmerth,90,4.4
131,T130,T130,Jeff Overton,94,4.4
132,T130,T130,Johnson Wagner,68,4.4
133,T134,T134,Vijay Singh,78,4.3
