,Putts_made_Distance_RANK THIS WEEK,Putts_made_Distance_RANK LAST WEEK,Putts_made_Distance_PLAYER NAME,Putts_made_Distance_EVENTS,Putts_made_Distance_DISTANCE IN INCHES
48,T49,T49,Blayne Barber,26,51
49,T49,T49,Jonas Blixt,26,51
50,T49,T49,Ben Crane,22,51
51,T49,T49,Martin Flores,30,51
52,T49,T49,Sergio Garcia,15,51
53,T49,T49,Andres Gonzales,28,51
54,T49,T49,Chesson Hadley,30,51
55,T49,T49,James Hahn,28,51
56,T49,T49,Tom Hoge,26,51
57,T49,T49,Whee Kim,23,51
58,T49,T49,Matt Kuchar,25,51
59,T49,T49,George McNeill,27,51
60,T49,T49,Bryce Molder,26,51
61,T49,T49,Jonathan Randolph,25,51
62,T49,T49,Rory Sabbatini,25,51
63,T49,T49,Robert Streb,30,51
64,T49,T49,Brian Stuard,31,51
65,T49,T49,Michael Thompson,27,51
66,T49,T49,Cameron Tringale,28,51
67,T49,T49,Gary Woodland,24,51
68,T69,T69,Steven Bowditch,32,50
69,T69,T69,Jonathan Byrd,22,50
70,T69,T69,Erik Compton,28,50
71,T69,T69,Derek Fathauer,27,50
72,T69,T69,Tony Finau,31,50
73,T69,T69,Jim Herman,27,50
74,T69,T69,Charley Hoffman,28,50
75,T69,T69,Morgan Hoffmann,26,50
76,T69,T69,Dustin Johnson,21,50
77,T69,T69,Jerry Kelly,24,50
78,T69,T69,Colt Knost,29,50
79,T69,T69,David Lingmerth,28,50
80,T69,T69,Bill Lunde,18,50
81,T69,T69,Hideki Matsuyama,25,50
82,T69,T69,Kevin Na,27,50
83,T69,T69,Louis Oosthuizen,20,50
84,T69,T69,Carlos Ortiz,30,50
85,T69,T69,Carl Pettersson,32,50
86,T69,T69,Kyle Reifers,31,50
87,T69,T69,Justin Rose,20,50
88,T69,T69,Adam Scott,15,50
89,T69,T69,Brendan Steele,24,50
90,T69,T69,Andrew Svoboda,30,50
91,T69,T69,Nick Taylor,28,50
92,T69,T69,David Toms,21,50
93,T69,T69,Johnson Wagner,23,50
94,T69,T69,Nick Watney,28,50
95,T96,T96,Jason Bohn,27,49
96,T96,T96,Keegan Bradley,24,49
97,T96,T96,Chad Campbell,30,49
98,T96,T96,K.J. Choi,19,49
99,T96,T96,Jason Dufner,21,49
100,T96,T96,Ken Duke,30,49
101,T96,T96,Matt Every,26,49
102,T96,T96,Brice Garnett,29,49
103,T96,T96,Jason Gore,26,49
104,T96,T96,Brian Harman,29,49
105,T96,T96,J.B. Holmes,25,49
106,T96,T96,Mark Hubbard,25,49
107,T96,T96,Billy Hurley III,28,49
108,T96,T96,Ryo Ishikawa,28,49
109,T96,T96,Zach Johnson,25,49
110,T96,T96,Chris Kirk,21,49
111,T96,T96,Kevin Kisner,30,49
112,T96,T96,Jason Kokrak,28,49
113,T96,T96,Justin Leonard,22,49
114,T96,T96,Ryan Moore,24,49
115,T96,T96,Seung-Yul Noh,21,49
116,T96,T96,Ryan Palmer,22,49
117,T96,T96,D.A. Points,26,49
118,T96,T96,Justin Thomas,30,49
119,T96,T96,Jhonattan Vegas,27,49
120,T96,T96,Mark Wilson,28,49
121,T122,T122,Eric Axley,21,48
122,T122,T122,Ricky Barnes,27,48
123,T122,T122,Daniel Berger,31,48
124,T122,T122,Scott Brown,30,48
125,T122,T122,Brendon de Jonge,31,48
126,T122,T122,Padraig Harrington,21,48
127,T122,T122,Russell Knox,28,48
128,T122,T122,Scott Langley,28,48
129,T122,T122,Spencer Levin,31,48
130,T122,T122,William McGirt,30,48
131,T122,T122,Geoff Ogilvy,15,48
132,T122,T122,Jeff Overton,30,48
133,T122,T122,John Peterson,25,48
134,T122,T122,Patrick Rodgers,17,48
135,T122,T122,Sam Saunders,28,48
136,T122,T122,John Senden,24,48
137,T122,T122,Shawn Stefani,26,48
138,T122,T122,Kevin Streelman,27,48
139,T122,T122,Chris Stroud,28,48
140,T122,T122,Nicholas Thompson,31,48
141,T122,T122,Bubba Watson,19,48
142,T122,T122,Boo Weekley,24,48
143,T144,T144,Charlie Beljan,27,47
144,T144,T144,Ángel Cabrera,19,47
145,T144,T144,Alex Cejka,30,47
146,T144,T144,Chad Collins,24,47
147,T144,T144,Jon Curran,28,47
148,T144,T144,Derek Ernst,26,47
149,T144,T144,Bill Haas,25,47
150,T144,T144,Max Homa,27,47
151,T144,T144,Charles Howell III,30,47
152,T144,T144,Marc Leishman,23,47
153,T144,T144,Cameron Percy,23,47
154,T144,T144,Chez Reavie,19,47
155,T144,T144,Webb Simpson,22,47
156,T144,T144,Roger Sloan,20,47
157,T144,T144,Heath Slocum,22,47
158,T144,T144,Scott Stallings,19,47
159,T144,T144,Tim Wilkinson,28,47
160,T161,T161,Graham DeLaet,22,46
161,T161,T161,Ernie Els,18,46
162,T161,T161,Jim Furyk,19,46
163,T161,T161,Retief Goosen,25,46
164,T161,T161,Michael Putnam,28,46
165,T166,T166,Steven Alker,22,45
166,T166,T166,Gonzalo Fernandez-Castaño,28,45
167,T166,T166,Oscar Fraustro,21,45
168,T166,T166,John Merrick,27,45
169,T166,T166,Francesco Molinari,16,45
170,T166,T166,Charl Schwartzel,19,45
171,T166,T166,Vijay Singh,23,45
172,T173,T173,Roberto Castro,16,44
173,T173,T173,Robert Garrigus,25,44
174,T173,T173,Greg Owen,19,44
175,T173,T173,Sung Joon Park,27,44
176,T173,T173,Alex Prugh,27,44
177,T173,T173,Byron Smith,21,44
178,T173,T173,Tyrone Van Aswegen,20,44
179,T180,T180,Robert Allenby,25,43
180,T180,T180,Lucas Glover,26,43
181,T180,T180,Davis Love III,18,43
182,183,183,J.J. Henry,30,42
183,184,184,Jim Renner,27,41
