,Average_Putting_Distance_-_GIR_2_Putts_RANK THIS WEEK,Average_Putting_Distance_-_GIR_2_Putts_RANK LAST WEEK,Average_Putting_Distance_-_GIR_2_Putts_PLAYER NAME,Average_Putting_Distance_-_GIR_2_Putts_ROUNDS,Average_Putting_Distance_-_GIR_2_Putts_AVG,Average_Putting_Distance_-_GIR_2_Putts_DISTANCE (FEET),Average_Putting_Distance_-_GIR_2_Putts_TOTAL PUTTS
0,1,1,Aaron Baddeley,76,"27' 0""",13748.75,510
1,2,2,Greg Chalmers,58,"26' 11""",7301.5830000000005,271
2,3,3,Jhonattan Vegas,90,"26' 9""",15893.583,595
3,4,4,Hunter Mahan,88,"26' 7""",14346.417,540
4,5,5,Brice Garnett,81,"26' 6""",14639.75,553
5,T6,T6,Jamie Donaldson,50,"26' 5""",6948.6669999999995,263
6,T6,T6,Michael Thompson,83,"26' 5""",15868.75,601
7,T8,T8,Morgan Hoffmann,85,"26' 3""",13231.0,504
8,T8,T8,Alex Prugh,84,"26' 3""",17125.083,653
9,T8,T8,Henrik Stenson,63,"26' 3""",9909.167,378
10,T11,T11,Zac Blair,108,"26' 2""",19452.167,744
11,T11,T11,Jon Curran,83,"26' 2""",14506.167,555
12,T11,T11,Adam Scott,51,"26' 2""",6667.5830000000005,255
13,T14,T14,Erik Compton,86,"26' 1""",13887.25,533
14,T14,T14,Russell Henley,87,"26' 1""",14873.75,570
15,T14,T14,Jonathan Randolph,72,"26' 1""",11977.75,459
16,T14,T14,Andrew Svoboda,80,"26' 1""",13989.25,536
17,T14,T14,Hudson Swafford,97,"26' 1""",18649.833,715
18,T19,T19,Carlos Ortiz,100,"26' 0""",17585.5,676
19,T19,T19,John Senden,80,"26' 0""",10723.75,412
20,T21,T21,Padraig Harrington,60,"25' 11""",9596.333,370
21,T21,T21,Matt Jones,89,"25' 11""",13214.75,510
22,T23,T23,Ben Crane,62,"25' 10""",10576.083,409
23,T23,T23,Martin Flores,95,"25' 10""",18013.833,698
24,T23,T23,J.J. Henry,94,"25' 10""",18419.333,712
25,T23,T23,Andrew Putnam,68,"25' 10""",10226.333,396
26,T23,T23,Lee Westwood,56,"25' 10""",6090.5,236
27,T28,T28,Eric Axley,57,"25' 9""",9071.583,352
28,T28,T28,Jonathan Byrd,69,"25' 9""",11019.667,428
29,T28,T28,Andres Romero,69,"25' 9""",10299.417,400
30,T28,T28,Robert Streb,110,"25' 9""",20856.833,811
31,T32,T32,Derek Fathauer,81,"25' 8""",12564.083,490
32,T32,T32,Camilo Villegas,83,"25' 8""",14482.667,564
33,T34,T34,Marc Leishman,74,"25' 7""",10991.75,429
34,T34,T34,Sean O'Hair,86,"25' 7""",16399.667,641
35,T34,T34,Ryan Palmer,80,"25' 7""",11324.167,442
36,T34,T34,Charl Schwartzel,67,"25' 7""",8335.417,326
37,T38,T38,Billy Horschel,99,"25' 6""",15417.083,604
38,T38,T38,Scott Pinckney,88,"25' 6""",15867.917,622
39,T38,T38,Justin Rose,69,"25' 6""",10186.333,399
40,T38,T38,Brandt Snedeker,98,"25' 6""",14389.0,564
41,T38,T38,Cameron Tringale,96,"25' 6""",15631.25,612
42,T43,T43,Keegan Bradley,87,"25' 5""",12980.0,511
43,T43,T43,Tony Finau,106,"25' 5""",19683.25,774
44,T43,T43,Bill Haas,89,"25' 5""",16218.0,639
45,T43,T43,Brian Harman,90,"25' 5""",16429.083,646
46,T43,T43,Bryce Molder,91,"25' 5""",16144.5,635
47,T43,T43,Kevin Na,98,"25' 5""",13815.333,544
48,T43,T43,Jimmy Walker,89,"25' 5""",12445.5,489
49,T50,T50,Jonas Blixt,78,"25' 4""",10074.417,398
50,T50,T50,Jason Day,75,"25' 4""",11875.583,469
51,T52,T52,Mark Hubbard,79,"25' 3""",13028.333,516
52,T52,T52,Scott Langley,94,"25' 3""",16748.417,664
53,T54,T54,Chad Campbell,97,"25' 2""",19999.083,795
54,T54,T54,Harris English,105,"25' 2""",18374.25,730
55,T54,T54,Martin Laird,77,"25' 2""",15073.667,599
56,T54,T54,Davis Love III,51,"25' 2""",9128.917,363
57,T54,T54,Ben Martin,93,"25' 2""",16525.25,657
58,T54,T54,Patrick Rodgers,57,"25' 2""",9775.167,388
59,T54,T54,Johnson Wagner,68,"25' 2""",12725.75,505
60,T61,T61,Rickie Fowler,76,"25' 1""",11272.167,450
61,T61,T61,Retief Goosen,81,"25' 1""",11280.917,449
62,T61,T61,Brooks Koepka,84,"25' 1""",13567.75,541
63,T61,T61,Troy Merritt,91,"25' 1""",16536.917,659
64,T61,T61,Daniel Summerhays,101,"25' 1""",18114.0,723
65,T61,T61,Steve Wheatcroft,87,"25' 1""",13989.667,558
66,T67,T67,Ernie Els,57,"25' 0""",7566.0830000000005,303
67,T67,T67,Luke Guthrie,84,"25' 0""",13292.5,532
68,T67,T67,John Huh,102,"25' 0""",18170.25,726
69,T67,T67,Jason Kokrak,88,"25' 0""",16907.0,677
70,T67,T67,Nick Taylor,91,"25' 0""",16226.667,649
71,T72,T72,Stewart Cink,77,"24' 11""",14670.333,588
72,T72,T72,Sergio Garcia,59,"24' 11""",7024.1669999999995,282
73,T72,T72,Charles Howell III,105,"24' 11""",22260.667,894
74,T72,T72,Colt Knost,90,"24' 11""",15562.083,624
75,T72,T72,Sung Joon Park,79,"24' 11""",13383.167,538
76,T72,T72,Pat Perez,96,"24' 11""",17330.167,696
77,T72,T72,Scott Stallings,60,"24' 11""",9749.5,391
78,T72,T72,Brendon Todd,96,"24' 11""",15079.667,605
79,T72,T72,Willy Wilcox,58,"24' 11""",9154.333,367
80,T81,T81,Charlie Beljan,76,"24' 10""",10960.5,441
81,T81,T81,Adam Hadwin,95,"24' 10""",17045.0,686
82,T81,T81,Jerry Kelly,79,"24' 10""",13108.583,527
83,T81,T81,Kevin Kisner,104,"24' 10""",19667.25,793
84,T81,T81,Jeff Overton,94,"24' 10""",15449.083,623
85,T81,T81,Brendan Steele,88,"24' 10""",16018.333,644
86,T87,T87,K.J. Choi,66,"24' 9""",10914.75,441
87,T87,T87,Brendon de Jonge,106,"24' 9""",18862.167,761
88,T87,T87,Chris Kirk,76,"24' 9""",11224.917,453
89,T90,T90,Blayne Barber,76,"24' 8""",12314.583,499
90,T90,T90,Billy Hurley III,83,"24' 8""",13136.417,533
91,T90,T90,George McNeill,93,"24' 8""",17916.167,727
92,T90,T90,Geoff Ogilvy,50,"24' 8""",7106.0830000000005,288
93,T94,T94,Sangmoon Bae,98,"24' 7""",16200.417,660
94,T94,T94,Chesson Hadley,101,"24' 7""",16563.333,673
95,T94,T94,Phil Mickelson,70,"24' 7""",9335.25,380
96,T94,T94,Kyle Reifers,96,"24' 7""",16099.5,655
97,T94,T94,Sam Saunders,83,"24' 7""",12531.167,510
98,T99,T99,Scott Brown,97,"24' 6""",15752.083,644
99,T99,T99,Kevin Chappell,86,"24' 6""",14397.5,587
100,T99,T99,Brian Davis,86,"24' 6""",13534.083,553
101,T99,T99,Derek Ernst,75,"24' 6""",12928.083,527
102,T99,T99,Max Homa,78,"24' 6""",11849.0,483
103,T99,T99,Justin Leonard,61,"24' 6""",10355.417,422
104,T99,T99,Chris Stroud,84,"24' 6""",13242.25,541
105,T99,T99,Boo Weekley,79,"24' 6""",13732.083,561
106,T99,T99,Mark Wilson,89,"24' 6""",16713.0,683
107,T99,T99,Gary Woodland,81,"24' 6""",10782.083,440
108,T109,T109,Graham DeLaet,65,"24' 5""",11378.333,466
109,T109,T109,Matt Every,73,"24' 5""",9709.75,397
110,T109,T109,Jim Furyk,71,"24' 5""",11256.75,461
111,T109,T109,Spencer Levin,99,"24' 5""",17922.917,734
112,T109,T109,Bill Lunde,50,"24' 5""",7750.3330000000005,317
113,T109,T109,William McGirt,103,"24' 5""",20095.417,822
114,T109,T109,Patrick Reed,103,"24' 5""",13794.25,565
115,T109,T109,Rory Sabbatini,81,"24' 5""",12993.5,533
116,T109,T109,Shawn Stefani,94,"24' 5""",18098.167,740
117,T118,T118,Luke Donald,71,"24' 4""",10702.667,440
118,T118,T118,Gonzalo Fernandez-Castaño,81,"24' 4""",12465.667,513
119,T118,T118,David Hearn,97,"24' 4""",17275.917,710
120,T118,T118,Jim Herman,88,"24' 4""",17891.167,734
121,T118,T118,Cameron Percy,72,"24' 4""",11819.333,486
122,T118,T118,Scott Piercy,90,"24' 4""",16327.5,670
123,T118,T118,Tyrone Van Aswegen,58,"24' 4""",8939.667,367
124,T118,T118,Bo Van Pelt,81,"24' 4""",13271.0,546
125,T126,T126,Ricky Barnes,82,"24' 3""",11526.333,475
126,T126,T126,Byron Smith,59,"24' 3""",9611.333,396
127,T126,T126,Kevin Streelman,95,"24' 3""",16003.667,661
128,T126,T126,Nick Watney,91,"24' 3""",16317.583,673
129,T130,T130,Andres Gonzales,90,"24' 2""",15205.0,629
130,T130,T130,Russell Knox,96,"24' 2""",18965.75,785
131,T130,T130,Seung-Yul Noh,65,"24' 2""",10553.833,436
132,T130,T130,Ian Poulter,68,"24' 2""",8684.333,359
133,T130,T130,Roger Sloan,56,"24' 2""",7897.4169999999995,327
134,T135,T135,Daniel Berger,97,"24' 1""",17046.583,708
135,T135,T135,Paul Casey,87,"24' 1""",13620.0,566
136,T135,T135,Chad Collins,79,"24' 1""",12422.917,516
137,T135,T135,Whee Kim,71,"24' 1""",11753.333,488
138,T135,T135,Francesco Molinari,56,"24' 1""",9642.417,400
139,T135,T135,Carl Pettersson,106,"24' 1""",18081.5,750
140,T135,T135,D.A. Points,72,"24' 1""",11141.5,462
141,T135,T135,Justin Thomas,106,"24' 1""",19119.667,793
142,T135,T135,Bubba Watson,71,"24' 1""",11308.25,469
143,T135,T135,Tim Wilkinson,73,"24' 1""",11172.5,464
144,T145,T145,James Hahn,94,"24' 0""",14950.167,624
145,T145,T145,Charley Hoffman,97,"24' 0""",14493.167,603
