,2-Putts_per_Round_RANK THIS WEEK,2-Putts_per_Round_RANK LAST WEEK,2-Putts_per_Round_PLAYER NAME,2-Putts_per_Round_ROUNDS,2-Putts_per_Round_AVG,2-Putts_per_Round_TOTAL 2 PUTTS,2-Putts_per_Round_TOTAL ROUNDS
0,1,1,J.J. Henry,94,11.49,1034,90
1,2,2,Francesco Molinari,56,11.25,596,53
2,3,3,Alex Prugh,84,11.24,899,80
3,4,4,Jim Herman,88,11.22,987,88
4,5,5,Charles Howell III,105,11.18,1174,105
5,6,6,Roberto Castro,54,11.04,552,50
6,7,7,Jim Renner,68,11.0,726,66
7,8,8,Kevin Streelman,95,10.92,994,91
8,9,9,Spencer Levin,99,10.87,1054,97
9,T10,T10,Robert Allenby,63,10.85,640,59
10,T10,T10,Ángel Cabrera,53,10.85,575,53
11,T10,T10,Geoff Ogilvy,50,10.85,521,48
12,T13,T13,Davis Love III,51,10.84,553,51
13,T13,T13,Byron Smith,59,10.84,596,55
14,15,15,Brice Garnett,81,10.82,855,79
15,16,16,Russell Knox,96,10.79,1036,96
16,T17,T17,Bill Lunde,50,10.78,496,46
17,T17,T17,Tyrone Van Aswegen,58,10.78,582,54
18,19,19,Paul Casey,87,10.77,883,82
19,T20,T20,Chad Campbell,97,10.74,1042,97
20,T20,T20,Greg Owen,58,10.74,623,58
21,22,22,Stewart Cink,77,10.73,826,77
22,23,23,Michael Putnam,87,10.72,911,85
23,24,24,Lucas Glover,79,10.68,844,79
24,25,25,Bill Haas,89,10.66,917,86
25,26,26,John Peterson,84,10.63,893,84
26,27,27,Ben Martin,93,10.62,956,90
27,28,28,Martin Flores,95,10.6,965,91
28,29,29,Luke Donald,71,10.59,752,71
29,T30,T30,Cameron Percy,72,10.57,740,70
30,T30,T30,Chez Reavie,56,10.57,592,56
31,T30,T30,Hudson Swafford,97,10.57,1004,95
32,33,33,Jim Furyk,71,10.56,676,64
33,34,34,Scott Pinckney,88,10.55,928,88
34,T35,T35,Henrik Stenson,63,10.53,632,60
35,T35,T35,Nicholas Thompson,90,10.53,906,86
36,37,37,Graham DeLaet,65,10.52,684,65
37,38,38,Johnson Wagner,68,10.51,715,68
38,39,39,Willy Wilcox,58,10.5,567,54
39,40,40,John Senden,80,10.48,786,75
40,41,41,Colt Knost,90,10.47,900,86
41,42,42,Ernie Els,57,10.46,596,57
42,43,43,Gary Woodland,81,10.45,773,74
43,T44,T44,Adam Hadwin,95,10.43,970,93
44,T44,T44,Carlos Ortiz,100,10.43,1001,96
45,T46,T46,Whee Kim,71,10.42,719,69
46,T46,T46,Roger Sloan,56,10.42,542,52
47,T48,T48,Sergio Garcia,59,10.41,583,56
48,T48,T48,Robert Streb,110,10.41,1145,110
49,T48,T48,Andrew Svoboda,80,10.41,812,78
50,51,51,David Hearn,97,10.39,1008,97
51,T52,T52,Charlie Beljan,76,10.38,747,72
52,T52,T52,Jon Curran,83,10.38,820,79
53,T52,T52,Derek Ernst,75,10.38,737,71
54,T52,T52,Tony Finau,106,10.38,1100,106
55,T52,T52,Mark Wilson,89,10.38,882,85
56,57,57,Shawn Stefani,94,10.37,975,94
57,T58,T58,Sam Saunders,83,10.35,838,81
58,T58,T58,Bo Van Pelt,81,10.35,818,79
59,T60,T60,Brendon de Jonge,106,10.34,1096,106
60,T60,T60,Billy Hurley III,83,10.34,817,79
61,T60,T60,Scott Langley,94,10.34,951,92
62,T60,T60,Jhonattan Vegas,90,10.34,889,86
63,T64,T64,Kevin Kisner,104,10.32,1073,104
64,T64,T64,Charl Schwartzel,67,10.32,650,63
65,T66,T66,Brian Harman,90,10.31,928,90
66,T66,T66,John Merrick,78,10.31,763,74
67,T66,T66,Seung-Yul Noh,65,10.31,670,65
68,T69,T69,Patrick Rodgers,57,10.3,546,53
69,T69,T69,Scott Stallings,60,10.3,618,60
70,71,71,Gonzalo Fernandez-Castaño,81,10.29,792,77
71,72,72,Boo Weekley,79,10.28,812,79
72,T73,T73,Jason Dufner,76,10.27,750,73
73,T73,T73,Russell Henley,87,10.27,863,84
74,T73,T73,Billy Horschel,99,10.27,986,96
75,T73,T73,Brooks Koepka,84,10.27,832,81
76,T73,T73,Tim Wilkinson,73,10.27,729,71
77,T78,T78,William McGirt,103,10.26,1057,103
78,T78,T78,Michael Thompson,83,10.26,831,81
79,T80,T80,Harris English,105,10.25,1045,102
80,T80,T80,Mark Hubbard,79,10.25,789,77
81,T82,T82,Andres Gonzales,90,10.24,881,86
82,T82,T82,Zach Johnson,90,10.24,891,87
83,T82,T82,Brendan Steele,88,10.24,860,84
84,T82,T82,Nick Watney,91,10.24,932,91
85,T86,T86,Keegan Bradley,87,10.23,859,84
86,T86,T86,Robert Garrigus,70,10.23,675,66
87,T86,T86,James Hahn,94,10.23,962,94
88,T89,T89,Daniel Berger,97,10.22,991,97
89,T89,T89,Jason Kokrak,88,10.22,899,88
90,91,91,Jeff Overton,94,10.21,939,92
91,T92,T92,Alex Cejka,94,10.2,938,92
92,T92,T92,Jonathan Randolph,72,10.2,714,70
93,T94,T94,Jason Gore,76,10.19,734,72
94,T94,T94,Adam Scott,51,10.19,489,48
95,96,96,Vijay Singh,78,10.17,793,78
96,T97,T97,Jason Bohn,95,10.16,965,95
97,T97,T97,Martin Laird,77,10.16,782,77
98,T97,T97,Marc Leishman,74,10.16,711,70
99,T97,T97,George McNeill,93,10.16,945,93
100,T101,T101,Steven Alker,62,10.15,609,60
101,T101,T101,Justin Leonard,61,10.15,619,61
102,T101,T101,Lee Westwood,56,10.15,528,52
103,T104,T104,Justin Rose,69,10.14,669,66
104,T104,T104,David Toms,62,10.14,588,58
105,T106,T106,Sung Joon Park,79,10.13,780,77
106,T106,T106,Daniel Summerhays,101,10.13,1023,101
107,T108,T108,Kyle Reifers,96,10.12,931,92
108,T108,T108,Brian Stuard,97,10.12,941,93
109,110,110,Bryce Molder,91,10.11,880,87
110,111,111,Jonathan Byrd,69,10.09,656,65
111,T112,T112,Ryo Ishikawa,90,10.08,887,88
112,T112,T112,Webb Simpson,81,10.08,786,78
113,T114,T114,Pat Perez,96,10.06,966,96
114,T114,T114,Heath Slocum,57,10.06,533,53
115,T116,T116,Zac Blair,108,10.04,1044,104
116,T116,T116,Nick Taylor,91,10.04,914,91
117,T118,T118,Padraig Harrington,60,10.03,602,60
118,T118,T118,Charley Hoffman,97,10.03,943,94
119,T120,T120,Chad Collins,79,10.01,791,79
120,T120,T120,Hunter Mahan,88,10.01,841,84
121,T122,T122,Jamie Donaldson,50,10.0,470,47
122,T122,T122,Dustin Johnson,75,10.0,720,72
123,T124,T124,Tom Hoge,83,9.99,789,79
124,T124,T124,D.A. Points,72,9.99,699,70
125,T124,T124,Chris Stroud,84,9.99,839,84
126,T127,T127,Oscar Fraustro,58,9.98,539,54
127,T127,T127,Troy Merritt,91,9.98,908,91
128,T129,T129,Retief Goosen,81,9.97,768,77
129,T129,T129,John Huh,102,9.97,1007,101
130,T131,T131,Jonas Blixt,78,9.96,737,74
131,T131,T131,Ryan Palmer,80,9.96,767,77
132,133,133,Eric Axley,57,9.95,547,55
133,134,134,David Lingmerth,90,9.94,895,90
134,T135,T135,Ben Crane,62,9.93,576,58
135,T135,T135,Max Homa,78,9.93,735,74
136,T135,T135,Sean O'Hair,86,9.93,854,86
137,138,138,K.J. Choi,66,9.92,615,62
138,139,139,Scott Piercy,90,9.91,892,90
139,T140,T140,Kevin Chappell,86,9.9,851,86
140,T140,T140,Ken Duke,93,9.9,881,89
141,T140,T140,Ryan Moore,81,9.9,772,78
142,T140,T140,Louis Oosthuizen,68,9.9,624,63
143,144,144,Ricky Barnes,82,9.88,771,78
144,T145,T145,Derek Fathauer,81,9.86,759,77
145,T145,T145,Chris Kirk,76,9.86,720,73
146,T145,T145,Andres Romero,69,9.86,651,66
147,T148,T148,Rory Sabbatini,81,9.85,798,81
148,T148,T148,Bubba Watson,71,9.85,670,68
149,T150,T150,Blayne Barber,76,9.84,728,74
150,T150,T150,Morgan Hoffmann,85,9.84,836,85
151,T150,T150,Cameron Tringale,96,9.84,945,96
152,153,153,Jimmy Walker,89,9.81,844,86
153,154,154,Scott Brown,97,9.8,951,97
154,155,155,Jason Day,75,9.79,705,72
155,156,156,Greg Chalmers,58,9.78,528,54
156,T157,T157,Erik Compton,86,9.77,840,86
157,T157,T157,Luke Guthrie,84,9.77,801,82
158,T157,T157,Hideki Matsuyama,95,9.77,889,91
159,160,160,Steve Wheatcroft,87,9.75,809,83
160,T161,T161,Matt Every,73,9.73,681,70
161,T161,T161,Fabián Gómez,83,9.73,808,83
162,T161,T161,Justin Thomas,106,9.73,1031,106
163,164,164,Aaron Baddeley,76,9.69,717,74
164,165,165,Sangmoon Bae,98,9.68,949,98
165,166,166,Rickie Fowler,76,9.67,696,72
166,T167,T167,Brian Davis,86,9.65,791,82
167,T167,T167,Carl Pettersson,106,9.65,1023,106
168,169,169,Matt Kuchar,97,9.64,906,94
169,T170,T170,Kevin Na,98,9.63,915,95
170,T170,T170,Ian Poulter,68,9.63,626,65
171,T172,T172,Chesson Hadley,101,9.61,971,101
172,T172,T172,Jerry Kelly,79,9.61,759,79
173,T172,T172,Camilo Villegas,83,9.61,798,83
174,175,175,Brendon Todd,96,9.59,892,93
175,176,176,Patrick Reed,103,9.56,956,100
176,177,177,Brandt Snedeker,98,9.55,907,95
177,178,178,Danny Lee,120,9.54,1145,120
178,179,179,Steven Bowditch,103,9.53,982,103
179,180,180,Matt Jones,89,9.47,814,86
180,181,181,Andrew Putnam,68,9.42,603,64
181,182,182,J.B. Holmes,89,9.39,798,85
182,183,183,Phil Mickelson,70,9.3,651,70
183,184,184,Jordan Spieth,91,9.27,816,88
