,One-Putt_Percentage_-_Round_2_RANK THIS WEEK,One-Putt_Percentage_-_Round_2_RANK LAST WEEK,One-Putt_Percentage_-_Round_2_PLAYER NAME,One-Putt_Percentage_-_Round_2_%,One-Putt_Percentage_-_Round_2_# OF 1 PUTTS,One-Putt_Percentage_-_Round_2_# OF HOLES
74,T74,T74,Louis Oosthuizen,40.12,130,324
75,76,76,David Lingmerth,40.08,202,504
76,77,77,Justin Rose,40.06,137,342
77,78,78,Steven Alker,39.95,151,378
78,79,79,Gary Woodland,39.86,165,414
79,80,80,Martin Laird,39.81,172,432
80,T81,T81,Erik Compton,39.71,193,486
81,T81,T81,Bo Van Pelt,39.71,193,486
82,T83,T83,Harris English,39.68,200,504
83,T83,T83,Webb Simpson,39.68,150,378
84,85,85,Matt Every,39.65,157,396
85,86,86,Scott Brown,39.63,214,540
86,87,87,Aaron Baddeley,39.58,171,432
87,88,88,Andres Gonzales,39.51,192,486
88,89,89,Hudson Swafford,39.46,206,522
89,T90,T90,Rickie Fowler,39.44,142,360
90,T90,T90,Chris Kirk,39.44,142,360
91,92,92,Whee Kim,39.39,156,396
92,T93,T93,Charles Howell III,39.26,212,540
93,T93,T93,Brian Stuard,39.26,212,540
94,95,95,Patrick Rodgers,39.24,113,288
95,96,96,Charl Schwartzel,39.2,127,324
96,97,97,Ben Crane,39.17,141,360
97,98,98,Retief Goosen,39.13,162,414
98,99,99,Kyle Reifers,39.07,211,540
99,T100,T100,Brendon de Jonge,38.89,217,558
100,T100,T100,Graham DeLaet,38.89,133,342
101,T100,T100,Oscar Fraustro,38.89,140,360
102,T100,T100,Tyrone Van Aswegen,38.89,133,342
103,104,104,Shawn Stefani,38.68,181,468
104,105,105,Mark Hubbard,38.65,160,414
105,106,106,Roger Sloan,38.6,132,342
106,107,107,James Hahn,38.49,194,504
107,108,108,Alex Cejka,38.48,187,486
108,109,109,Sung Joon Park,38.43,166,432
109,T110,T110,Padraig Harrington,38.36,145,378
110,T110,T110,Ryan Palmer,38.36,145,378
111,112,112,Ken Duke,38.31,200,522
112,113,113,Chez Reavie,38.3,131,342
113,114,114,Scott Langley,38.27,186,486
114,115,115,Jonathan Randolph,38.19,165,432
115,116,116,Gonzalo Fernandez-Castaño,38.07,185,486
116,117,117,Kevin Streelman,38.03,178,468
117,T118,T118,Chad Campbell,37.96,205,540
118,T118,T118,Robert Streb,37.96,205,540
119,120,120,Brian Harman,37.93,198,522
120,121,121,George McNeill,37.86,184,486
121,122,122,Heath Slocum,37.83,143,378
122,123,123,Seung-Yul Noh,37.78,136,360
123,T124,T124,Zach Johnson,37.73,163,432
124,T124,T124,John Peterson,37.73,163,432
125,126,126,Hunter Mahan,37.68,156,414
126,127,127,Charlie Beljan,37.56,169,450
127,128,128,Brice Garnett,37.5,189,504
128,129,129,Daniel Berger,37.46,209,558
129,130,130,Chris Stroud,37.45,182,486
130,131,131,Michael Thompson,37.39,175,468
131,132,132,Marc Leishman,37.37,148,396
132,133,133,Adam Hadwin,37.36,195,522
133,134,134,Adam Scott,37.3,94,252
134,135,135,Jhonattan Vegas,37.18,174,468
135,136,136,John Merrick,36.97,173,468
136,137,137,Cameron Percy,36.87,146,396
137,138,138,Chesson Hadley,36.85,199,540
138,139,139,Kevin Kisner,36.78,192,522
139,140,140,Johnson Wagner,36.71,152,414
140,141,141,Jason Dufner,36.67,132,360
141,142,142,Mark Wilson,36.63,178,486
142,143,143,Ángel Cabrera,36.6,112,306
143,144,144,Andrew Svoboda,36.59,191,522
144,145,145,Chad Collins,36.57,158,432
145,146,146,Jonathan Byrd,36.51,138,378
146,147,147,Spencer Levin,36.48,197,540
147,148,148,Boo Weekley,36.34,157,432
148,149,149,Jon Curran,36.21,176,486
149,T150,T150,David Hearn,36.11,195,540
150,T150,T150,Sam Saunders,36.11,169,468
151,152,152,Billy Horschel,36.01,175,486
152,153,153,Ben Martin,35.9,168,468
153,154,154,Carlos Ortiz,35.82,187,522
154,155,155,Scott Pinckney,35.8,174,486
155,156,156,William McGirt,35.74,193,540
156,157,157,J.J. Henry,35.63,186,522
157,158,158,D.A. Points,35.56,160,450
158,159,159,Bubba Watson,35.49,115,324
159,160,160,Byron Smith,35.38,121,342
160,161,161,Paul Casey,35.35,140,396
161,T162,T162,Michael Putnam,35.19,171,486
162,T162,T162,Nicholas Thompson,35.19,190,540
163,164,164,Scott Stallings,35.09,120,342
164,165,165,Keegan Bradley,35.02,145,414
165,166,166,Jim Furyk,34.97,107,306
166,167,167,Bill Haas,34.95,151,432
167,168,168,Sergio Garcia,34.92,88,252
168,169,169,Robert Garrigus,34.85,138,396
169,170,170,Alex Prugh,34.62,162,468
170,171,171,Ernie Els,34.26,111,324
171,172,172,Greg Owen,34.21,117,342
172,173,173,Martin Flores,34.1,178,522
173,174,174,Vijay Singh,34.06,141,414
174,175,175,Jim Renner,33.76,158,468
175,176,176,Geoff Ogilvy,33.73,85,252
176,177,177,Bill Lunde,33.68,97,288
177,178,178,Jim Herman,33.54,163,486
178,179,179,Stewart Cink,32.85,136,414
179,180,180,Lucas Glover,32.48,152,468
180,181,181,Francesco Molinari,32.14,81,252
181,182,182,Davis Love III,31.79,103,324
182,183,183,Roberto Castro,31.48,85,270
183,184,184,Robert Allenby,30.95,117,378
