,One-Putt_Percentage_-_Round_2_RANK THIS WEEK,One-Putt_Percentage_-_Round_2_RANK LAST WEEK,One-Putt_Percentage_-_Round_2_PLAYER NAME,One-Putt_Percentage_-_Round_2_%,One-Putt_Percentage_-_Round_2_# OF 1 PUTTS,One-Putt_Percentage_-_Round_2_# OF HOLES
0,1,1,Andrew Putnam,46.72,185,396
1,2,2,Jordan Spieth,46.3,200,432
2,T3,T3,Matt Jones,46.06,199,432
3,T3,T3,Jerry Kelly,46.06,199,432
4,5,5,Morgan Hoffmann,45.56,205,450
5,6,6,Bryce Molder,44.89,202,450
6,7,7,Steven Bowditch,44.62,249,558
7,8,8,Brendon Todd,44.23,207,468
8,9,9,Cameron Tringale,43.65,220,504
9,10,10,Luke Guthrie,43.59,204,468
10,11,11,Jeff Overton,43.3,226,522
11,12,12,Daniel Summerhays,42.91,224,522
12,13,13,J.B. Holmes,42.82,185,432
13,14,14,Jason Bohn,42.8,208,486
14,15,15,Troy Merritt,42.72,223,522
15,16,16,Greg Chalmers,42.71,123,288
16,17,17,Jason Day,42.69,146,342
17,18,18,Charley Hoffman,42.59,207,486
18,19,19,Ricky Barnes,42.52,199,468
19,20,20,Jimmy Walker,42.51,176,414
20,21,21,Jamie Donaldson,42.46,107,252
21,22,22,Matt Kuchar,42.36,183,432
22,T23,T23,Sean O'Hair,42.31,198,468
23,T23,T23,Brandt Snedeker,42.31,198,468
24,25,25,Nick Taylor,42.26,213,504
25,T26,T26,Jonas Blixt,42.22,190,450
26,T26,T26,Justin Thomas,42.22,228,540
27,28,28,Scott Piercy,42.18,205,486
28,29,29,Sangmoon Bae,42.15,220,522
29,30,30,Fabián Gómez,42.09,197,468
30,31,31,John Huh,42.04,227,540
31,32,32,Brendan Steele,42.03,174,414
32,33,33,Zac Blair,42.01,242,576
33,34,34,Tom Hoge,42.0,189,450
34,T35,T35,Brian Davis,41.98,204,486
35,T35,T35,Billy Hurley III,41.98,204,486
36,37,37,Pat Perez,41.88,196,468
37,38,38,Phil Mickelson,41.81,143,342
38,39,39,Kevin Na,41.78,188,450
39,T40,T40,Ryo Ishikawa,41.77,203,486
40,T40,T40,Steve Wheatcroft,41.77,203,486
41,T42,T42,Kevin Chappell,41.67,195,468
42,T42,T42,Max Homa,41.67,195,468
43,T42,T42,Brooks Koepka,41.67,165,396
44,T42,T42,Nick Watney,41.67,210,504
45,T42,T42,Willy Wilcox,41.67,120,288
46,47,47,Rory Sabbatini,41.56,187,450
47,48,48,David Toms,41.52,142,342
48,49,49,Henrik Stenson,41.48,112,270
49,T50,T50,Jason Gore,41.44,179,432
50,T50,T50,Hideki Matsuyama,41.44,179,432
51,52,52,Luke Donald,41.39,149,360
52,53,53,Blayne Barber,41.33,186,450
53,54,54,Andres Romero,41.3,171,414
54,T55,T55,Derek Fathauer,41.24,193,468
55,T55,T55,Tim Wilkinson,41.24,193,468
56,57,57,Tony Finau,41.22,230,558
57,58,58,Justin Leonard,41.16,163,396
58,59,59,Ryan Moore,41.06,170,414
59,60,60,K.J. Choi,41.05,133,324
60,T61,T61,Colt Knost,40.95,199,486
61,T61,T61,Danny Lee,40.95,258,630
62,63,63,Lee Westwood,40.87,103,252
63,64,64,Eric Axley,40.83,147,360
64,65,65,Russell Henley,40.82,169,414
65,66,66,Derek Ernst,40.67,183,450
66,67,67,Dustin Johnson,40.64,139,342
67,68,68,Patrick Reed,40.6,190,468
68,69,69,Ian Poulter,40.43,131,324
69,70,70,John Senden,40.34,167,414
70,71,71,Jason Kokrak,40.33,196,486
71,72,72,Carl Pettersson,40.32,225,558
72,73,73,Camilo Villegas,40.17,188,468
73,T74,T74,Russell Knox,40.12,195,486
