,3-Putt_Avoidance_-_Round_2_RANK THIS WEEK,3-Putt_Avoidance_-_Round_2_RANK LAST WEEK,3-Putt_Avoidance_-_Round_2_PLAYER NAME,3-Putt_Avoidance_-_Round_2_%,3-Putt_Avoidance_-_Round_2_TOTAL 3 PUTTS,3-Putt_Avoidance_-_Round_2_TOTAL HOLES
0,1,1,Kevin Kisner,0.96,5,522
1,2,2,Andrew Putnam,1.01,4,396
2,3,3,Scott Langley,1.03,5,486
3,4,4,Jeff Overton,1.15,6,522
4,5,5,Charles Howell III,1.3,7,540
5,T6,T6,Adam Hadwin,1.34,7,522
6,T6,T6,Troy Merritt,1.34,7,522
7,8,8,Brendan Steele,1.45,6,414
8,T9,T9,Graham DeLaet,1.46,5,342
9,T9,T9,David Toms,1.46,5,342
10,11,11,David Hearn,1.48,8,540
11,12,12,Ricky Barnes,1.5,7,468
12,T13,T13,Jason Bohn,1.65,8,486
13,T13,T13,Russell Knox,1.65,8,486
14,15,15,Patrick Reed,1.71,8,468
15,16,16,Jonas Blixt,1.78,8,450
16,T17,T17,Chad Collins,1.85,8,432
17,T17,T17,Bill Haas,1.85,8,432
18,T17,T17,William McGirt,1.85,10,540
19,T17,T17,Louis Oosthuizen,1.85,6,324
20,21,21,Zac Blair,1.91,11,576
21,T22,T22,Kevin Streelman,1.92,9,468
22,T22,T22,Daniel Summerhays,1.92,10,522
23,24,24,Russell Henley,1.93,8,414
24,25,25,Luke Donald,1.94,7,360
25,26,26,Ángel Cabrera,1.96,6,306
26,27,27,Brendon de Jonge,1.97,11,558
27,T28,T28,Justin Leonard,2.02,8,396
28,T28,T28,Cameron Percy,2.02,8,396
29,T30,T30,Chad Campbell,2.04,11,540
30,T30,T30,Robert Streb,2.04,11,540
31,32,32,Tyrone Van Aswegen,2.05,7,342
32,T33,T33,Greg Chalmers,2.08,6,288
33,T33,T33,Matt Jones,2.08,9,432
34,T33,T33,Martin Laird,2.08,9,432
35,36,36,Sangmoon Bae,2.11,11,522
36,T37,T37,Derek Fathauer,2.14,10,468
37,T37,T37,Pat Perez,2.14,10,468
38,T39,T39,Andres Romero,2.17,9,414
39,T39,T39,Jimmy Walker,2.17,9,414
40,41,41,Harris English,2.18,11,504
41,T42,T42,Chris Kirk,2.22,8,360
42,T42,T42,Spencer Levin,2.22,12,540
43,T42,T42,Bryce Molder,2.22,10,450
44,T42,T42,Kevin Na,2.22,10,450
45,T46,T46,Colt Knost,2.26,11,486
46,T46,T46,Bo Van Pelt,2.26,11,486
47,48,48,Aaron Baddeley,2.31,10,432
48,49,49,Steven Bowditch,2.33,13,558
49,T50,T50,Chez Reavie,2.34,8,342
50,T50,T50,Byron Smith,2.34,8,342
51,T52,T52,Luke Guthrie,2.35,11,468
52,T52,T52,Sean O'Hair,2.35,11,468
53,T54,T54,K.J. Choi,2.47,8,324
54,T54,T54,Charley Hoffman,2.47,12,486
55,T54,T54,Billy Hurley III,2.47,12,486
56,T54,T54,Ryo Ishikawa,2.47,12,486
57,T54,T54,Davis Love III,2.47,8,324
58,T54,T54,Bubba Watson,2.47,8,324
59,T54,T54,Steve Wheatcroft,2.47,12,486
60,T61,T61,Carlos Ortiz,2.49,13,522
61,T61,T61,Hudson Swafford,2.49,13,522
62,T63,T63,Rickie Fowler,2.5,9,360
63,T63,T63,Oscar Fraustro,2.5,9,360
64,65,65,Tony Finau,2.51,14,558
65,66,66,Danny Lee,2.54,16,630
66,67,67,John Peterson,2.55,11,432
67,T68,T68,Jim Renner,2.56,12,468
68,T68,T68,Shawn Stefani,2.56,12,468
69,70,70,Justin Thomas,2.59,14,540
70,71,71,Jim Furyk,2.61,8,306
71,72,72,Phil Mickelson,2.63,9,342
72,73,73,Steven Alker,2.65,10,378
73,T74,T74,Ryan Moore,2.66,11,414
74,T74,T74,Johnson Wagner,2.66,11,414
75,76,76,J.J. Henry,2.68,14,522
76,T77,T77,Eric Axley,2.78,10,360
77,T77,T77,James Hahn,2.78,14,504
78,T77,T77,Zach Johnson,2.78,12,432
79,T77,T77,David Lingmerth,2.78,14,504
