,Birdie_or_Better_Conversion_Percentage_RANK THIS WEEK,Birdie_or_Better_Conversion_Percentage_RANK LAST WEEK,Birdie_or_Better_Conversion_Percentage_PLAYER NAME,Birdie_or_Better_Conversion_Percentage_ROUNDS,Birdie_or_Better_Conversion_Percentage_%,Birdie_or_Better_Conversion_Percentage_# BIRDIES,Birdie_or_Better_Conversion_Percentage_GREENS HIT
0,1,1,Jason Day,75,36.76,336,914
1,2,2,Jordan Spieth,91,35.51,380,1070
2,3,3,Dustin Johnson,75,34.72,300,864
3,4,4,J.B. Holmes,89,34.64,335,967
4,5,5,Bubba Watson,71,34.38,286,832
5,6,6,Phil Mickelson,70,34.33,265,772
6,7,7,Justin Rose,69,34.25,287,838
7,8,8,Justin Thomas,106,33.61,441,1312
8,9,9,Matt Jones,89,33.57,328,977
9,10,10,Jimmy Walker,89,33.43,341,1020
10,11,11,Tony Finau,106,33.26,429,1290
11,12,12,Chesson Hadley,101,32.64,377,1155
12,13,13,Charley Hoffman,97,32.62,365,1119
13,14,14,Rickie Fowler,76,32.54,273,839
14,15,15,Steve Wheatcroft,87,32.43,312,962
15,16,16,Hideki Matsuyama,95,32.41,362,1117
16,17,17,Patrick Reed,103,32.34,369,1141
17,18,18,Matt Kuchar,97,32.2,361,1121
18,19,19,Danny Lee,120,32.16,455,1415
19,20,20,Kevin Na,98,32.12,354,1102
20,21,21,Morgan Hoffmann,85,32.08,298,929
21,22,22,Brendan Steele,88,32.04,331,1033
22,23,23,Patrick Rodgers,57,32.03,204,637
23,24,24,Ryan Moore,81,31.76,290,913
24,25,25,Tom Hoge,83,31.63,297,939
25,26,26,Hudson Swafford,97,31.62,369,1167
26,27,27,Aaron Baddeley,76,31.52,261,828
27,28,28,Jerry Kelly,79,31.45,295,938
28,29,29,Brooks Koepka,84,31.42,317,1009
29,30,30,Andrew Putnam,68,31.4,216,688
30,31,31,Keegan Bradley,87,31.34,319,1018
31,32,32,Steven Bowditch,103,31.31,367,1172
32,33,33,Russell Henley,87,31.29,317,1013
33,34,34,Chris Kirk,76,31.28,264,844
34,35,35,Carlos Ortiz,100,31.25,360,1152
35,36,36,Kevin Chappell,86,31.21,318,1019
36,37,37,Daniel Summerhays,101,31.18,371,1190
37,T38,T38,Pat Perez,96,31.14,364,1169
38,T38,T38,Carl Pettersson,106,31.14,374,1201
39,T38,T38,Brandt Snedeker,98,31.14,345,1108
40,41,41,Jason Bohn,95,31.09,365,1174
41,42,42,Sergio Garcia,59,31.08,211,679
42,43,43,Zach Johnson,90,31.06,333,1072
43,44,44,Robert Streb,110,30.99,423,1365
44,T45,T45,Sangmoon Bae,98,30.98,343,1107
45,T45,T45,Shawn Stefani,94,30.98,360,1162
46,47,47,Camilo Villegas,83,30.96,291,940
47,48,48,Nick Taylor,91,30.93,326,1054
48,49,49,Scott Piercy,90,30.9,334,1081
49,50,50,Jason Gore,76,30.89,270,874
50,51,51,Luke Guthrie,84,30.81,289,938
51,52,52,Ryo Ishikawa,90,30.78,322,1046
52,53,53,Rory Sabbatini,81,30.74,304,989
53,T54,T54,Seung-Yul Noh,65,30.73,236,768
54,T54,T54,Henrik Stenson,63,30.73,244,794
55,56,56,Brendon Todd,96,30.71,336,1094
56,57,57,Billy Horschel,99,30.69,360,1173
57,T58,T58,Jonas Blixt,78,30.66,252,822
58,T58,T58,Louis Oosthuizen,68,30.66,233,760
59,60,60,Sean O'Hair,86,30.65,304,992
60,61,61,Ian Poulter,68,30.6,231,755
61,62,62,Chris Stroud,84,30.54,303,992
62,63,63,Ryan Palmer,80,30.48,278,912
63,64,64,Greg Chalmers,58,30.47,188,617
64,65,65,Erik Compton,86,30.46,297,975
65,66,66,David Lingmerth,90,30.45,320,1051
66,67,67,Blayne Barber,76,30.43,269,884
67,68,68,Lee Westwood,56,30.42,188,618
68,69,69,Ricky Barnes,82,30.41,257,845
69,70,70,Jason Kokrak,88,30.39,324,1066
70,71,71,Fabián Gómez,83,30.38,288,948
71,72,72,Ben Martin,93,30.33,337,1111
72,73,73,Scott Brown,97,30.24,342,1131
73,74,74,Nick Watney,91,30.18,332,1100
74,75,75,Brendon de Jonge,106,30.17,388,1286
75,76,76,Charl Schwartzel,67,30.16,222,736
76,77,77,George McNeill,93,30.09,334,1110
77,78,78,Adam Scott,51,30.05,177,589
78,T79,T79,Andres Romero,69,30.04,219,729
79,T79,T79,Michael Thompson,83,30.04,286,952
80,81,81,Harris English,105,30.0,369,1230
81,T82,T82,Charlie Beljan,76,29.99,254,847
82,T82,T82,John Senden,80,29.99,272,907
83,84,84,Daniel Berger,97,29.97,359,1198
84,85,85,Andres Gonzales,90,29.87,308,1031
85,86,86,Martin Laird,77,29.77,273,917
86,T87,T87,Marc Leishman,74,29.73,242,814
87,T87,T87,Willy Wilcox,58,29.73,209,703
88,89,89,Scott Stallings,60,29.71,208,700
89,90,90,Oscar Fraustro,58,29.69,182,613
90,91,91,Colt Knost,90,29.65,309,1042
91,92,92,Paul Casey,87,29.61,315,1064
92,93,93,James Hahn,94,29.54,330,1117
93,94,94,Retief Goosen,81,29.5,254,861
94,T95,T95,Brian Harman,90,29.49,317,1075
95,T95,T95,Roger Sloan,56,29.49,174,590
96,97,97,Derek Fathauer,81,29.43,249,846
97,98,98,Ángel Cabrera,53,29.4,182,619
98,99,99,Padraig Harrington,60,29.38,193,657
99,100,100,Bryce Molder,91,29.33,300,1023
100,101,101,Whee Kim,71,29.31,248,846
101,102,102,Boo Weekley,79,29.27,281,960
102,103,103,Max Homa,78,29.24,245,838
103,104,104,Webb Simpson,81,29.23,278,951
104,T105,T105,K.J. Choi,66,29.21,208,712
105,T105,T105,Graham DeLaet,65,29.21,236,808
106,T105,T105,Hunter Mahan,88,29.21,283,969
107,108,108,Robert Garrigus,70,29.16,221,758
108,109,109,David Hearn,97,29.11,345,1185
109,110,110,Scott Langley,94,29.03,310,1068
110,111,111,Cameron Tringale,96,29.02,323,1113
111,T112,T112,Ken Duke,93,28.98,297,1025
112,T112,T112,Bo Van Pelt,81,28.98,275,949
113,114,114,Alex Cejka,94,28.97,314,1084
114,T115,T115,Cameron Percy,72,28.96,247,853
115,T115,T115,Scott Pinckney,88,28.96,309,1067
116,117,117,Sam Saunders,83,28.81,274,951
117,118,118,Kyle Reifers,96,28.79,319,1108
118,119,119,Jonathan Byrd,69,28.72,226,787
119,120,120,Nicholas Thompson,90,28.71,304,1059
120,121,121,Jhonattan Vegas,90,28.68,290,1011
121,122,122,John Merrick,78,28.67,258,900
122,123,123,Jeff Overton,94,28.66,311,1085
123,124,124,Gary Woodland,81,28.6,254,888
124,125,125,Ernie Els,57,28.59,189,661
125,126,126,Andrew Svoboda,80,28.57,254,889
126,127,127,Chez Reavie,56,28.53,200,701
127,128,128,Mark Hubbard,79,28.46,263,924
128,129,129,John Huh,102,28.43,334,1175
129,130,130,Brian Stuard,97,28.36,300,1058
130,131,131,Vijay Singh,78,28.34,263,928
131,132,132,Jason Dufner,76,28.32,256,904
132,133,133,Jonathan Randolph,72,28.31,229,809
133,134,134,Adam Hadwin,95,28.3,315,1113
134,135,135,Kevin Streelman,95,28.26,319,1129
135,136,136,Kevin Kisner,104,28.19,349,1238
