,GIR_Putting_-_15-20_RANK THIS WEEK,GIR_Putting_-_15-20_RANK LAST WEEK,GIR_Putting_-_15-20_PLAYER NAME,GIR_Putting_-_15-20_ROUNDS,GIR_Putting_-_15-20_%,GIR_Putting_-_15-20_ATTEMPTS,GIR_Putting_-_15-20_PUTTS MADE
0,1,1,Jordan Spieth,91,29.75,121,36
1,2,2,Justin Rose,69,27.03,74,20
2,3,3,Jimmy Walker,89,26.92,104,28
3,4,4,Hunter Mahan,88,26.83,82,22
4,5,5,Willy Wilcox,58,25.71,70,18
5,6,6,Erik Compton,86,25.0,100,25
6,7,7,Rickie Fowler,76,24.73,93,23
7,8,8,Andrew Putnam,68,24.68,77,19
8,9,9,Camilo Villegas,83,23.89,113,27
9,10,10,Padraig Harrington,60,23.88,67,16
10,T11,T11,Kyle Reifers,96,23.58,123,29
11,T11,T11,Brian Stuard,97,23.58,123,29
12,13,13,Whee Kim,71,23.08,65,15
13,14,14,Colt Knost,90,22.96,135,31
14,15,15,Adam Scott,51,22.95,61,14
15,16,16,Jason Gore,76,22.73,110,25
16,17,17,Shawn Stefani,94,22.67,150,34
17,18,18,Russell Henley,87,22.66,128,29
18,19,19,Robert Streb,110,22.64,159,36
19,20,20,Kevin Chappell,86,22.58,124,28
20,21,21,Fabián Gómez,83,22.52,111,25
21,22,22,Bryce Molder,91,22.46,138,31
22,23,23,K.J. Choi,66,22.34,94,21
23,24,24,Kevin Na,98,22.32,112,25
24,25,25,George McNeill,93,22.3,148,33
25,26,26,Justin Leonard,61,22.22,81,18
26,27,27,David Hearn,97,22.07,145,32
27,T28,T28,Billy Hurley III,83,22.02,109,24
28,T28,T28,Patrick Reed,103,22.02,109,24
29,30,30,Henrik Stenson,63,21.74,69,15
30,31,31,Stewart Cink,77,21.7,106,23
31,T32,T32,Andres Gonzales,90,21.6,125,27
32,T32,T32,Scott Pinckney,88,21.6,125,27
33,T32,T32,Steve Wheatcroft,87,21.6,125,27
34,35,35,Morgan Hoffmann,85,21.59,88,19
35,36,36,Matt Jones,89,21.57,102,22
36,37,37,Bubba Watson,71,21.51,93,20
37,38,38,Jhonattan Vegas,90,21.5,107,23
38,39,39,Hudson Swafford,97,21.48,135,29
39,40,40,Ryan Palmer,80,21.35,89,19
40,41,41,Scott Brown,97,21.31,122,26
41,42,42,Carl Pettersson,106,21.29,155,33
42,43,43,Zac Blair,108,21.21,132,28
43,44,44,Billy Horschel,99,21.19,118,25
44,45,45,Scott Stallings,60,21.13,71,15
45,46,46,Brendon de Jonge,106,20.77,130,27
46,47,47,Andrew Svoboda,80,20.62,97,20
47,T48,T48,Bill Lunde,50,20.59,68,14
48,T48,T48,David Toms,62,20.59,102,21
49,50,50,Zach Johnson,90,20.47,127,26
50,51,51,J.B. Holmes,89,20.43,93,19
51,52,52,Scott Langley,94,20.31,128,26
52,53,53,Chris Kirk,76,20.25,79,16
53,T54,T54,Francesco Molinari,56,20.24,84,17
54,T54,T54,Patrick Rodgers,57,20.24,84,17
55,56,56,Boo Weekley,79,20.21,94,19
56,57,57,Brian Davis,86,20.17,119,24
57,58,58,Adam Hadwin,95,20.14,139,28
58,T59,T59,Blayne Barber,76,20.0,100,20
59,T59,T59,Sergio Garcia,59,20.0,50,10
60,T59,T59,Dustin Johnson,75,20.0,95,19
61,62,62,Cameron Tringale,96,19.84,126,25
62,63,63,Martin Laird,77,19.82,111,22
63,64,64,Ryan Moore,81,19.81,106,21
64,65,65,Ángel Cabrera,53,19.72,71,14
65,66,66,Harris English,105,19.63,163,32
66,67,67,Greg Chalmers,58,19.61,51,10
67,68,68,Rory Sabbatini,81,19.47,113,22
68,69,69,Bo Van Pelt,81,19.44,108,21
69,70,70,Oscar Fraustro,58,19.4,67,13
70,71,71,Matt Every,73,19.28,83,16
71,72,72,Michael Thompson,83,19.27,109,21
72,T73,T73,Jonathan Byrd,69,19.23,78,15
73,T73,T73,Ernie Els,57,19.23,52,10
74,75,75,Kevin Streelman,95,19.2,125,24
75,76,76,William McGirt,103,19.19,172,33
76,77,77,Jon Curran,83,19.09,110,21
77,T78,T78,Alex Cejka,94,19.05,126,24
78,T78,T78,Charl Schwartzel,67,19.05,63,12
79,80,80,Brandt Snedeker,98,18.92,111,21
80,81,81,Luke Donald,71,18.89,90,17
81,82,82,Jason Bohn,95,18.88,143,27
82,83,83,Ben Crane,62,18.82,85,16
83,84,84,Luke Guthrie,84,18.75,112,21
84,T85,T85,Troy Merritt,91,18.7,123,23
85,T85,T85,Brendan Steele,88,18.7,123,23
86,87,87,Derek Fathauer,81,18.63,102,19
87,88,88,Phil Mickelson,70,18.6,86,16
88,89,89,Gonzalo Fernandez-Castaño,81,18.52,108,20
89,90,90,Chesson Hadley,101,18.32,131,24
90,91,91,Brice Garnett,81,18.27,104,19
91,92,92,Hideki Matsuyama,95,18.26,115,21
92,T93,T93,Chad Campbell,97,18.18,165,30
93,T93,T93,Jason Dufner,76,18.18,77,14
94,95,95,Brooks Koepka,84,18.1,116,21
95,96,96,Tyrone Van Aswegen,58,18.03,61,11
96,97,97,D.A. Points,72,18.0,100,18
97,98,98,Jamie Donaldson,50,17.95,39,7
98,99,99,Aaron Baddeley,76,17.76,107,19
99,100,100,Bill Haas,89,17.74,124,22
100,101,101,Michael Putnam,87,17.69,130,23
101,102,102,Ben Martin,93,17.61,142,25
102,103,103,Charlie Beljan,76,17.57,74,13
103,104,104,Nick Watney,91,17.56,131,23
104,105,105,Webb Simpson,81,17.43,109,19
105,T106,T106,Jonas Blixt,78,17.39,69,12
106,T106,T106,Ryo Ishikawa,90,17.39,115,20
107,108,108,John Huh,102,17.27,139,24
108,109,109,Mark Hubbard,79,17.2,93,16
109,110,110,Cameron Percy,72,17.17,99,17
110,111,111,Jerry Kelly,79,17.0,100,17
111,T112,T112,Ian Poulter,68,16.88,77,13
112,T112,T112,Daniel Summerhays,101,16.88,154,26
113,114,114,Jason Day,75,16.85,89,15
114,115,115,Tom Hoge,83,16.83,101,17
115,116,116,Carlos Ortiz,100,16.8,125,21
116,T117,T117,Ricky Barnes,82,16.67,90,15
117,T117,T117,Ken Duke,93,16.67,120,20
118,T117,T117,Vijay Singh,78,16.67,102,17
119,120,120,Robert Garrigus,70,16.49,97,16
120,121,121,Sangmoon Bae,98,16.44,146,24
121,122,122,Spencer Levin,99,16.37,171,28
122,123,123,Brendon Todd,96,16.3,135,22
