,GIR_Putting_-_5-10_RANK THIS WEEK,GIR_Putting_-_5-10_RANK LAST WEEK,GIR_Putting_-_5-10_PLAYER NAME,GIR_Putting_-_5-10_ROUNDS,GIR_Putting_-_5-10_%,GIR_Putting_-_5-10_ATTEMPTS,GIR_Putting_-_5-10_PUTTS MADE
0,1,1,Sergio Garcia,59,65.08,63,41
1,2,2,Mark Hubbard,79,63.21,106,67
2,3,3,Brandt Snedeker,98,62.86,140,88
3,4,4,Marc Leishman,74,61.17,103,63
4,5,5,Andres Romero,69,60.92,87,53
5,6,6,K.J. Choi,66,60.16,123,74
6,T7,T7,Michael Thompson,83,60.0,125,75
7,T7,T7,Steve Wheatcroft,87,60.0,125,75
8,9,9,Justin Rose,69,59.65,114,68
9,10,10,Robert Streb,110,59.26,189,112
10,11,11,Phil Mickelson,70,58.88,107,63
11,12,12,Brian Harman,90,58.87,141,83
12,13,13,Mark Wilson,89,58.86,175,103
13,14,14,Ben Martin,93,58.7,138,81
14,15,15,D.A. Points,72,58.41,113,66
15,16,16,Jim Herman,88,58.17,153,89
16,T17,T17,Blayne Barber,76,58.04,143,83
17,T17,T17,Justin Thomas,106,58.04,224,130
18,19,19,Johnson Wagner,68,57.94,107,62
19,20,20,Jerry Kelly,79,57.76,116,67
20,21,21,Brendon Todd,96,57.72,123,71
21,22,22,Troy Merritt,91,57.64,144,83
22,23,23,Brice Garnett,81,57.58,99,57
23,24,24,Jamie Donaldson,50,57.41,54,31
24,25,25,Charley Hoffman,97,57.34,143,82
25,26,26,Keegan Bradley,87,57.26,124,71
26,27,27,Nick Taylor,91,57.23,166,95
27,T28,T28,Derek Fathauer,81,57.14,112,64
28,T28,T28,Hideki Matsuyama,95,57.14,154,88
29,T28,T28,Andrew Svoboda,80,57.14,126,72
30,31,31,Henrik Stenson,63,57.01,107,61
31,32,32,Kyle Reifers,96,56.79,162,92
32,33,33,Harris English,105,56.73,171,97
33,34,34,Bryce Molder,91,56.49,131,74
34,35,35,Aaron Baddeley,76,56.38,94,53
35,36,36,Shawn Stefani,94,56.32,174,98
36,37,37,Louis Oosthuizen,68,56.18,89,50
37,38,38,Brooks Koepka,84,56.15,130,73
38,39,39,Danny Lee,120,56.1,205,115
39,40,40,Ryan Palmer,80,56.0,100,56
40,41,41,Jason Day,75,55.93,118,66
41,42,42,Carlos Ortiz,100,55.83,163,91
42,43,43,Chesson Hadley,101,55.8,181,101
43,44,44,Daniel Summerhays,101,55.7,149,83
44,45,45,Kevin Kisner,104,55.69,167,93
45,T46,T46,Ryan Moore,81,55.56,117,65
46,T46,T46,Patrick Rodgers,57,55.56,81,45
47,T46,T46,Lee Westwood,56,55.56,54,30
48,49,49,Adam Hadwin,95,55.48,146,81
49,50,50,John Senden,80,55.32,94,52
50,51,51,Luke Donald,71,55.1,98,54
51,52,52,Chad Collins,79,55.08,118,65
52,53,53,Daniel Berger,97,55.03,149,82
53,54,54,Jimmy Walker,89,55.0,120,66
54,55,55,Kevin Chappell,86,54.79,146,80
55,T56,T56,Sangmoon Bae,98,54.76,168,92
56,T56,T56,Scott Piercy,90,54.76,168,92
57,58,58,Scott Stallings,60,54.65,86,47
58,59,59,Russell Knox,96,54.64,183,100
59,T60,T60,Billy Horschel,99,54.62,130,71
60,T60,T60,Kevin Na,98,54.62,130,71
61,62,62,Jason Kokrak,88,54.6,163,89
62,63,63,Fabián Gómez,83,54.4,125,68
63,64,64,Adam Scott,51,54.35,46,25
64,T65,T65,Russell Henley,87,54.1,122,66
65,T65,T65,Rory Sabbatini,81,54.1,122,66
66,T67,T67,Robert Garrigus,70,54.08,98,53
67,T67,T67,Gary Woodland,81,54.08,98,53
68,69,69,Zac Blair,108,54.07,135,73
69,70,70,Hudson Swafford,97,54.0,150,81
70,71,71,Andrew Putnam,68,53.95,76,41
71,72,72,Chez Reavie,56,53.93,89,48
72,T73,T73,Tom Hoge,83,53.7,162,87
73,T73,T73,Seung-Yul Noh,65,53.7,108,58
74,75,75,Alex Prugh,84,53.62,138,74
75,76,76,Graham DeLaet,65,53.57,112,60
76,77,77,Andres Gonzales,90,53.52,142,76
77,78,78,Matt Jones,89,53.51,114,61
78,79,79,Erik Compton,86,53.33,120,64
79,80,80,J.B. Holmes,89,53.15,143,76
80,81,81,Nicholas Thompson,90,53.1,145,77
81,82,82,Bo Van Pelt,81,53.06,98,52
82,83,83,Steven Bowditch,103,53.01,166,88
83,T84,T84,Charlie Beljan,76,52.94,102,54
84,T84,T84,Jon Curran,83,52.94,102,54
85,86,86,Retief Goosen,81,52.88,104,55
86,87,87,George McNeill,93,52.87,174,92
87,88,88,Morgan Hoffmann,85,52.67,131,69
88,89,89,Jim Furyk,71,52.63,95,50
89,90,90,Gonzalo Fernandez-Castaño,81,52.43,103,54
90,91,91,Luke Guthrie,84,52.42,124,65
91,92,92,Derek Ernst,75,52.29,109,57
92,93,93,Dustin Johnson,75,52.27,132,69
93,94,94,Cameron Percy,72,52.25,111,58
94,95,95,J.J. Henry,94,52.21,136,71
95,96,96,Camilo Villegas,83,52.17,115,60
96,97,97,Scott Langley,94,52.03,148,77
97,T98,T98,Jeff Overton,94,51.95,154,80
98,T98,T98,Vijay Singh,78,51.95,154,80
99,100,100,Stewart Cink,77,51.94,129,67
100,T101,T101,Ben Crane,62,51.85,81,42
101,T101,T101,Brendan Steele,88,51.85,162,84
102,103,103,John Huh,102,51.83,164,85
103,T104,T104,Sung Joon Park,79,51.82,110,57
104,T104,T104,Cameron Tringale,96,51.82,137,71
105,106,106,Davis Love III,51,51.67,60,31
106,107,107,Jonathan Byrd,69,51.49,101,52
107,108,108,David Hearn,97,51.45,173,89
108,109,109,Jason Bohn,95,51.35,185,95
109,110,110,Pat Perez,96,51.28,156,80
110,111,111,David Lingmerth,90,51.27,158,81
111,T112,T112,Martin Laird,77,51.15,131,67
112,T112,T112,Jordan Spieth,91,51.15,131,67
113,114,114,Bubba Watson,71,51.09,137,70
114,T115,T115,Rickie Fowler,76,50.98,102,52
115,T115,T115,Chris Kirk,76,50.98,102,52
116,117,117,Greg Chalmers,58,50.91,55,28
117,118,118,Chad Campbell,97,50.89,169,86
118,119,119,Ken Duke,93,50.63,158,80
119,120,120,Spencer Levin,99,50.6,168,85
120,121,121,Brendon de Jonge,106,50.55,182,92
121,122,122,Colt Knost,90,50.36,137,69
122,123,123,Patrick Reed,103,50.32,155,78
123,T124,T124,Matt Every,73,50.0,90,45
124,T124,T124,Jason Gore,76,50.0,122,61
125,T124,T124,Max Homa,78,50.0,96,48
126,T124,T124,Justin Leonard,61,50.0,104,52
127,T124,T124,Charl Schwartzel,67,50.0,70,35
128,T124,T124,Byron Smith,59,50.0,82,41
129,130,130,James Hahn,94,49.67,151,75
130,131,131,Paul Casey,87,49.63,135,67
131,132,132,Ryo Ishikawa,90,49.31,144,71
132,133,133,Chris Stroud,84,49.23,130,64
133,134,134,Scott Pinckney,88,49.18,122,60
134,135,135,Sam Saunders,83,49.12,114,56
135,136,136,Sean O'Hair,86,49.06,159,78
136,137,137,Jonathan Randolph,72,48.98,98,48
137,138,138,Willy Wilcox,58,48.94,94,46
138,139,139,Tyrone Van Aswegen,58,48.86,88,43
139,140,140,Brian Davis,86,48.8,125,61
140,141,141,Alex Cejka,94,48.72,156,76
141,142,142,Ricky Barnes,82,48.67,113,55
142,143,143,Carl Pettersson,106,48.26,172,83
143,144,144,Matt Kuchar,97,48.19,166,80
144,145,145,Hunter Mahan,88,48.09,131,63
145,146,146,Jhonattan Vegas,90,47.93,121,58
146,T147,T147,Jonas Blixt,78,47.83,92,44
147,T147,T147,Scott Brown,97,47.83,161,77
148,T147,T147,Lucas Glover,79,47.83,161,77
149,150,150,Nick Watney,91,47.62,147,70
150,151,151,Tim Wilkinson,73,47.37,114,54
151,152,152,Tony Finau,106,47.25,182,86
152,153,153,Steven Alker,62,47.17,106,50
153,154,154,Webb Simpson,81,47.15,123,58
154,155,155,Ian Poulter,68,46.99,83,39
155,156,156,Ernie Els,57,46.58,73,34
156,157,157,Roger Sloan,56,46.38,69,32
157,158,158,Francesco Molinari,56,46.34,82,38
158,159,159,Zach Johnson,90,46.31,149,69
159,160,160,Michael Putnam,87,46.22,119,55
160,161,161,Robert Allenby,63,46.15,91,42
161,162,162,Bill Haas,89,45.71,140,64
162,163,163,Jason Dufner,76,45.45,110,50
163,164,164,John Peterson,84,44.81,154,69
164,165,165,Greg Owen,58,44.68,94,42
165,166,166,Jim Renner,68,44.63,121,54
166,167,167,Oscar Fraustro,58,44.59,74,33
167,168,168,William McGirt,103,44.09,186,82
168,169,169,Whee Kim,71,43.9,123,54
169,170,170,Charles Howell III,105,43.68,190,83
170,171,171,Billy Hurley III,83,43.64,110,48
171,172,172,Geoff Ogilvy,50,43.33,60,26
172,173,173,Padraig Harrington,60,43.06,72,31
173,174,174,Brian Stuard,97,43.04,158,68
174,175,175,Eric Axley,57,42.86,84,36
175,176,176,Kevin Streelman,95,42.38,151,64
176,177,177,Boo Weekley,79,42.06,126,53
177,178,178,David Toms,62,42.0,100,42
178,179,179,Martin Flores,95,41.09,129,53
179,180,180,Heath Slocum,57,40.98,61,25
180,181,181,John Merrick,78,40.15,132,53
181,182,182,Bill Lunde,50,39.68,63,25
182,183,183,Roberto Castro,54,39.08,87,34
183,184,184,Ángel Cabrera,53,37.31,67,25
