,Approach_Putt_Performance_RANK THIS WEEK,Approach_Putt_Performance_RANK LAST WEEK,Approach_Putt_Performance_PLAYER NAME,Approach_Putt_Performance_ROUNDS,Approach_Putt_Performance_VALUE,Approach_Putt_Performance_ATTEMPTS,Approach_Putt_Performance_TOTAL DISTANCE (FEET)
83,T49,T49,Jhonattan Vegas,90,"2' 3""",785,1756.0
84,T49,T49,Lee Westwood,56,"2' 3""",327,730.0
85,T86,T86,Eric Axley,57,"2' 4""",456,1062.0
86,T86,T86,Daniel Berger,97,"2' 4""",902,2140.167
87,T86,T86,Jonas Blixt,78,"2' 4""",546,1259.083
88,T86,T86,Scott Brown,97,"2' 4""",834,1968.5829999999999
89,T86,T86,Ángel Cabrera,53,"2' 4""",483,1144.0
90,T86,T86,Kevin Chappell,86,"2' 4""",770,1815.25
91,T86,T86,Erik Compton,86,"2' 4""",707,1625.25
92,T86,T86,Jon Curran,83,"2' 4""",720,1700.8329999999999
93,T86,T86,Brendon de Jonge,106,"2' 4""",984,2261.917
94,T86,T86,Ken Duke,93,"2' 4""",832,1958.4170000000001
95,T86,T86,Matt Every,73,"2' 4""",572,1329.25
96,T86,T86,Rickie Fowler,76,"2' 4""",572,1317.0
97,T86,T86,Robert Garrigus,70,"2' 4""",601,1410.5829999999999
98,T86,T86,Fabián Gómez,83,"2' 4""",715,1684.8329999999999
99,T86,T86,Jason Gore,76,"2' 4""",635,1456.0829999999999
100,T86,T86,David Hearn,97,"2' 4""",904,2133.083
101,T86,T86,Russell Henley,87,"2' 4""",723,1692.5829999999999
102,T86,T86,J.B. Holmes,89,"2' 4""",647,1494.25
103,T86,T86,Mark Hubbard,79,"2' 4""",668,1580.5829999999999
104,T86,T86,Billy Hurley III,83,"2' 4""",661,1546.25
105,T86,T86,Kevin Kisner,104,"2' 4""",990,2282.167
106,T86,T86,Jason Kokrak,88,"2' 4""",871,2002.25
107,T86,T86,Hunter Mahan,88,"2' 4""",693,1628.3329999999999
108,T86,T86,Kevin Na,98,"2' 4""",704,1613.8329999999999
109,T86,T86,Jeff Overton,94,"2' 4""",806,1909.3329999999999
110,T86,T86,John Peterson,84,"2' 4""",858,2025.75
111,T86,T86,Scott Piercy,90,"2' 4""",878,2036.0829999999999
112,T86,T86,Michael Putnam,87,"2' 4""",773,1796.8329999999999
113,T86,T86,Jim Renner,68,"2' 4""",641,1475.9170000000001
114,T86,T86,Adam Scott,51,"2' 4""",349,807.9169999999999
115,T86,T86,Webb Simpson,81,"2' 4""",684,1610.6670000000001
116,T86,T86,Shawn Stefani,94,"2' 4""",963,2209.083
117,T86,T86,Chris Stroud,84,"2' 4""",728,1678.25
118,T86,T86,Nick Taylor,91,"2' 4""",874,2067.833
119,T86,T86,Justin Thomas,106,"2' 4""",996,2305.417
120,T86,T86,Cameron Tringale,96,"2' 4""",814,1878.8329999999999
121,T86,T86,Johnson Wagner,68,"2' 4""",627,1459.6670000000001
122,T86,T86,Willy Wilcox,58,"2' 4""",454,1053.25
123,T124,T124,Aaron Baddeley,76,"2' 5""",668,1612.0829999999999
124,T124,T124,Zac Blair,108,"2' 5""",931,2284.0
125,T124,T124,Brian Davis,86,"2' 5""",733,1749.3329999999999
126,T124,T124,Jamie Donaldson,50,"2' 5""",333,813.3330000000001
127,T124,T124,Harris English,105,"2' 5""",921,2244.75
128,T124,T124,Derek Fathauer,81,"2' 5""",668,1630.5829999999999
129,T124,T124,Martin Flores,95,"2' 5""",894,2185.167
130,T124,T124,Oscar Fraustro,58,"2' 5""",440,1073.083
131,T124,T124,Brice Garnett,81,"2' 5""",733,1771.25
132,T124,T124,Luke Guthrie,84,"2' 5""",713,1715.6670000000001
133,T124,T124,Chesson Hadley,101,"2' 5""",908,2205.0
134,T124,T124,Morgan Hoffmann,85,"2' 5""",690,1654.5829999999999
135,T124,T124,Billy Horschel,99,"2' 5""",786,1894.9170000000001
136,T124,T124,Whee Kim,71,"2' 5""",616,1476.3329999999999
137,T124,T124,Chris Kirk,76,"2' 5""",579,1384.4170000000001
138,T124,T124,Brooks Koepka,84,"2' 5""",679,1665.0829999999999
139,T124,T124,Martin Laird,77,"2' 5""",790,1907.9170000000001
140,T124,T124,David Lingmerth,90,"2' 5""",755,1806.8329999999999
141,T124,T124,George McNeill,93,"2' 5""",942,2285.083
142,T124,T124,Louis Oosthuizen,68,"2' 5""",500,1190.667
143,T124,T124,Scott Pinckney,88,"2' 5""",829,2007.5829999999999
144,T124,T124,Ian Poulter,68,"2' 5""",474,1138.667
145,T124,T124,Andrew Putnam,68,"2' 5""",548,1322.0
146,T124,T124,Kyle Reifers,96,"2' 5""",856,2073.083
147,T124,T124,Rory Sabbatini,81,"2' 5""",690,1688.0829999999999
148,T124,T124,Charl Schwartzel,67,"2' 5""",442,1051.25
149,T124,T124,John Senden,80,"2' 5""",553,1356.8329999999999
150,T124,T124,Brandt Snedeker,98,"2' 5""",742,1780.4170000000001
151,T124,T124,Andrew Svoboda,80,"2' 5""",772,1854.0
152,T124,T124,Hudson Swafford,97,"2' 5""",915,2178.333
153,T124,T124,Brendon Todd,96,"2' 5""",754,1815.0
154,T124,T124,Jimmy Walker,89,"2' 5""",639,1563.4170000000001
155,T124,T124,Boo Weekley,79,"2' 5""",725,1732.75
156,T124,T124,Steve Wheatcroft,87,"2' 5""",747,1828.6670000000001
157,T124,T124,Gary Woodland,81,"2' 5""",576,1385.1670000000001
158,T159,T159,Sangmoon Bae,98,"2' 6""",891,2215.75
159,T159,T159,Blayne Barber,76,"2' 6""",661,1666.4170000000001
160,T159,T159,Charlie Beljan,76,"2' 6""",630,1591.25
161,T159,T159,Derek Ernst,75,"2' 6""",699,1750.0
162,T159,T159,Adam Hadwin,95,"2' 6""",882,2193.667
163,T159,T159,Tom Hoge,83,"2' 6""",679,1671.1670000000001
164,T159,T159,John Huh,102,"2' 6""",939,2309.917
165,T159,T159,Danny Lee,120,"2' 6""",982,2431.833
166,T159,T159,Phil Mickelson,70,"2' 6""",528,1304.917
167,T159,T159,Sean O'Hair,86,"2' 6""",841,2106.667
168,T159,T159,Ryan Palmer,80,"2' 6""",566,1417.5829999999999
169,T159,T159,D.A. Points,72,"2' 6""",613,1510.0829999999999
170,T159,T159,Heath Slocum,57,"2' 6""",422,1059.417
171,T159,T159,Brendan Steele,88,"2' 6""",821,2063.833
172,T159,T159,Henrik Stenson,63,"2' 6""",465,1151.5
173,T159,T159,Bo Van Pelt,81,"2' 6""",715,1767.5829999999999
174,T159,T159,Camilo Villegas,83,"2' 6""",763,1886.25
175,T159,T159,Nick Watney,91,"2' 6""",895,2234.5
176,T177,T177,Greg Chalmers,58,"2' 7""",369,942.1669999999999
177,T177,T177,Max Homa,78,"2' 7""",657,1681.4170000000001
178,T177,T177,Bill Lunde,50,"2' 7""",418,1086.417
179,T177,T177,Troy Merritt,91,"2' 7""",851,2195.167
180,T177,T177,Jonathan Randolph,72,"2' 7""",616,1614.5829999999999
181,T177,T177,Roger Sloan,56,"2' 7""",444,1137.833
182,T177,T177,Scott Stallings,60,"2' 7""",537,1374.9170000000001
183,184,184,Andres Romero,69,"2' 8""",559,1507.75
