,Putts_per_Round_-_Round_3_RANK THIS WEEK,Putts_per_Round_-_Round_3_RANK LAST WEEK,Putts_per_Round_-_Round_3_PLAYER NAME,Putts_per_Round_-_Round_3_AVG,Putts_per_Round_-_Round_3_TOTAL PUTTS,Putts_per_Round_-_Round_3_TOTAL ROUNDS
0,1,1,Eric Axley,27.0,216,8
1,2,2,Rickie Fowler,27.13,434,16
2,3,3,Scott Brown,27.26,518,19
3,4,4,Heath Slocum,27.33,164,6
4,5,5,Brian Davis,27.36,383,14
5,6,6,Andres Romero,27.6,276,10
6,7,7,Andrew Putnam,27.64,304,11
7,8,8,Matt Jones,27.68,526,19
8,9,9,Greg Chalmers,27.73,305,11
9,10,10,Erik Compton,27.75,444,16
10,11,11,Ricky Barnes,27.79,389,14
11,12,12,Jordan Spieth,27.8,556,20
12,13,13,Brandt Snedeker,27.82,612,22
13,T14,T14,Jonathan Byrd,28.0,336,12
14,T14,T14,Troy Merritt,28.0,476,17
15,T14,T14,Scott Piercy,28.0,504,18
16,17,17,Patrick Reed,28.04,673,24
17,T18,T18,Jerry Kelly,28.06,449,16
18,T18,T18,Jason Kokrak,28.06,477,17
19,T18,T18,Rory Sabbatini,28.06,449,16
20,21,21,Marc Leishman,28.08,365,13
21,22,22,Matt Kuchar,28.09,646,23
22,23,23,Jason Bohn,28.1,590,21
23,24,24,Justin Leonard,28.11,253,9
24,T25,T25,Danny Lee,28.12,703,25
25,T25,T25,Jeff Overton,28.12,478,17
26,T27,T27,Ryan Moore,28.13,450,16
27,T27,T27,Roger Sloan,28.13,225,8
28,T29,T29,Chad Collins,28.19,451,16
29,T29,T29,Colt Knost,28.19,451,16
30,T31,T31,Steven Alker,28.2,282,10
31,T31,T31,George McNeill,28.2,564,20
32,T31,T31,David Toms,28.2,282,10
33,34,34,Jonathan Randolph,28.23,367,13
34,35,35,Fabián Gómez,28.25,452,16
35,36,36,Carl Pettersson,28.27,622,22
36,T37,T37,Jon Curran,28.29,396,14
37,T37,T37,Sergio Garcia,28.29,396,14
38,T37,T37,Chesson Hadley,28.29,594,21
39,40,40,Tim Wilkinson,28.3,283,10
40,T41,T41,Max Homa,28.33,340,12
41,T41,T41,Ryan Palmer,28.33,510,18
42,T43,T43,Morgan Hoffmann,28.35,482,17
43,T43,T43,David Lingmerth,28.35,482,17
44,T43,T43,Sean O'Hair,28.35,482,17
45,46,46,Hunter Mahan,28.37,539,19
46,T47,T47,Stewart Cink,28.38,454,16
47,T47,T47,Jason Gore,28.38,369,13
48,T47,T47,Shawn Stefani,28.38,596,21
49,T47,T47,Brendon Todd,28.38,596,21
50,51,51,Andres Gonzales,28.41,483,17
51,T52,T52,David Hearn,28.42,540,19
52,T52,T52,J.B. Holmes,28.42,540,19
53,T52,T52,Kevin Kisner,28.42,682,24
54,T52,T52,Bryce Molder,28.42,540,19
