,Putts_per_Round_-_Round_2_RANK THIS WEEK,Putts_per_Round_-_Round_2_RANK LAST WEEK,Putts_per_Round_-_Round_2_PLAYER NAME,Putts_per_Round_-_Round_2_AVG,Putts_per_Round_-_Round_2_TOTAL PUTTS,Putts_per_Round_-_Round_2_TOTAL ROUNDS
0,1,1,Jordan Spieth,27.33,656,24
1,T2,T2,Matt Jones,27.5,660,24
2,T2,T2,Andrew Putnam,27.5,605,22
3,4,4,Morgan Hoffmann,27.72,693,25
4,5,5,Steven Bowditch,27.81,862,31
5,T6,T6,Luke Donald,28.0,560,20
6,T6,T6,Troy Merritt,28.0,812,29
7,T6,T6,Bryce Molder,28.0,700,25
8,T6,T6,Jeff Overton,28.0,812,29
9,10,10,Greg Chalmers,28.06,449,16
10,T11,T11,Ricky Barnes,28.08,730,26
11,T11,T11,Brendon Todd,28.08,730,26
12,T13,T13,Zac Blair,28.13,900,32
13,T13,T13,Jerry Kelly,28.13,675,24
14,15,15,Sangmoon Bae,28.17,817,29
15,16,16,Sean O'Hair,28.19,733,26
16,T17,T17,Jason Bohn,28.22,762,27
17,T17,T17,Russell Henley,28.22,649,23
18,T17,T17,Jimmy Walker,28.22,649,23
19,20,20,Luke Guthrie,28.27,735,26
20,21,21,Daniel Summerhays,28.28,820,29
21,22,22,Derek Fathauer,28.31,736,26
22,23,23,Danny Lee,28.34,992,35
23,24,24,Brendan Steele,28.35,652,23
24,25,25,Cameron Tringale,28.36,794,28
25,T26,T26,Jason Day,28.37,539,19
26,T26,T26,David Toms,28.37,539,19
27,T28,T28,Pat Perez,28.38,738,26
28,T28,T28,Patrick Reed,28.38,738,26
29,T30,T30,Jonas Blixt,28.4,710,25
30,T30,T30,Kevin Na,28.4,710,25
31,32,32,Steve Wheatcroft,28.41,767,27
32,33,33,Phil Mickelson,28.42,540,19
33,34,34,Brian Davis,28.48,769,27
34,35,35,John Huh,28.5,855,30
35,T36,T36,Tony Finau,28.52,884,31
36,T36,T36,Billy Hurley III,28.52,770,27
37,38,38,Hideki Matsuyama,28.54,685,24
38,39,39,Ryo Ishikawa,28.56,771,27
39,T40,T40,Justin Thomas,28.57,857,30
40,T40,T40,Nick Watney,28.57,800,28
41,T42,T42,Colt Knost,28.59,772,27
42,T42,T42,Justin Leonard,28.59,629,22
43,44,44,Andres Romero,28.61,658,23
44,T45,T45,Jamie Donaldson,28.64,401,14
45,T45,T45,Tom Hoge,28.64,716,25
46,T45,T45,David Lingmerth,28.64,802,28
47,T48,T48,Charley Hoffman,28.67,774,27
48,T48,T48,Ian Poulter,28.67,516,18
49,T48,T48,Bo Van Pelt,28.67,774,27
50,T51,T51,Brandt Snedeker,28.69,746,26
51,T51,T51,Tim Wilkinson,28.69,746,26
52,53,53,Chris Kirk,28.7,574,20
53,T54,T54,Steven Alker,28.71,603,21
54,T54,T54,J.B. Holmes,28.71,689,24
55,T54,T54,Nick Taylor,28.71,804,28
56,57,57,Blayne Barber,28.72,718,25
57,T58,T58,Charles Howell III,28.77,863,30
58,T58,T58,Brooks Koepka,28.77,633,22
59,T60,T60,Russell Knox,28.78,777,27
60,T60,T60,Louis Oosthuizen,28.78,518,18
61,T62,T62,Kevin Kisner,28.79,835,29
62,T62,T62,Lee Westwood,28.79,403,14
63,T64,T64,Fabián Gómez,28.81,749,26
64,T64,T64,Carl Pettersson,28.81,893,31
65,T64,T64,Shawn Stefani,28.81,749,26
66,67,67,Harris English,28.82,807,28
67,T68,T68,Matt Kuchar,28.83,692,24
68,T68,T68,Ryan Moore,28.83,663,23
69,70,70,Graham DeLaet,28.84,548,19
70,T71,T71,Oscar Fraustro,28.85,577,20
71,T71,T71,Jason Kokrak,28.85,779,27
