,Overall_Putting_Average_RANK THIS WEEK,Overall_Putting_Average_RANK LAST WEEK,Overall_Putting_Average_PLAYER NAME,Overall_Putting_Average_ROUNDS,Overall_Putting_Average_AVG,Overall_Putting_Average_# OF PUTTS,Overall_Putting_Average_# OF HOLES
122,T121,T121,Scott Stallings,60,1.626,1756,1080
123,T121,T121,Boo Weekley,79,1.626,2312,1422
124,T125,T125,Jon Curran,83,1.6269999999999998,2313,1422
125,T125,T125,Jhonattan Vegas,90,1.6269999999999998,2519,1548
126,T125,T125,Lee Westwood,56,1.6269999999999998,1523,936
127,128,128,Seung-Yul Noh,65,1.6280000000000001,1905,1170
128,T129,T129,Cameron Percy,72,1.629,2052,1260
129,T129,T129,Roger Sloan,56,1.629,1525,936
130,T129,T129,Hudson Swafford,97,1.629,2785,1710
131,T129,T129,Nick Watney,91,1.629,2668,1638
132,T133,T133,Webb Simpson,81,1.63,2289,1404
133,T133,T133,Michael Thompson,83,1.63,2377,1458
134,135,135,Mark Wilson,89,1.631,2495,1530
135,T136,T136,Sam Saunders,83,1.632,2379,1458
136,T136,T136,Johnson Wagner,68,1.632,1997,1224
137,T138,T138,Jim Furyk,71,1.633,1881,1152
138,T138,T138,Jason Gore,76,1.633,2117,1296
139,T140,T140,Chad Campbell,97,1.6340000000000001,2853,1746
140,T140,T140,Robert Garrigus,70,1.6340000000000001,1941,1188
141,142,142,Willy Wilcox,58,1.6369999999999998,1591,972
142,T143,T143,Keegan Bradley,87,1.6380000000000001,2477,1512
143,T143,T143,Scott Pinckney,88,1.6380000000000001,2594,1584
144,T143,T143,Adam Scott,51,1.6380000000000001,1415,864
145,T143,T143,Tyrone Van Aswegen,58,1.6380000000000001,1592,972
146,T147,T147,Andrew Svoboda,80,1.64,2302,1404
147,T147,T147,Gary Woodland,81,1.64,2185,1332
148,T149,T149,John Senden,80,1.641,2215,1350
149,T149,T149,Bo Van Pelt,81,1.641,2334,1422
150,151,151,Russell Knox,96,1.642,2838,1728
151,T152,T152,Bill Haas,89,1.643,2544,1548
152,T152,T152,Charl Schwartzel,67,1.643,1863,1134
153,154,154,Spencer Levin,99,1.6440000000000001,2871,1746
154,T155,T155,Jason Dufner,76,1.645,2161,1314
155,T155,T155,Martin Flores,95,1.645,2694,1638
156,157,157,Chez Reavie,56,1.646,1659,1008
157,T158,T158,Ben Martin,93,1.6469999999999998,2668,1620
158,T158,T158,John Merrick,78,1.6469999999999998,2194,1332
159,T158,T158,Kevin Streelman,95,1.6469999999999998,2698,1638
160,161,161,Davis Love III,51,1.6480000000000001,1513,918
161,162,162,Derek Ernst,75,1.65,2109,1278
162,163,163,Charles Howell III,105,1.653,3124,1890
163,T164,T164,Paul Casey,87,1.6540000000000001,2441,1476
164,T164,T164,Brice Garnett,81,1.6540000000000001,2352,1422
165,166,166,Ernie Els,57,1.655,1698,1026
166,T167,T167,Roberto Castro,54,1.656,1490,900
167,T167,T167,Nicholas Thompson,90,1.656,2564,1548
168,T169,T169,Michael Putnam,87,1.6580000000000001,2536,1530
169,T169,T169,Byron Smith,59,1.6580000000000001,1641,990
170,T171,T171,Ángel Cabrera,53,1.659,1583,954
171,T171,T171,Greg Owen,58,1.659,1732,1044
172,T171,T171,Henrik Stenson,63,1.659,1792,1080
173,174,174,Francesco Molinari,56,1.6640000000000001,1587,954
174,175,175,Charlie Beljan,76,1.665,2158,1296
175,176,176,Bill Lunde,50,1.6680000000000001,1381,828
176,T177,T177,Robert Allenby,63,1.669,1772,1062
177,T177,T177,Alex Prugh,84,1.669,2403,1440
178,179,179,Jim Renner,68,1.67,1984,1188
179,180,180,Stewart Cink,77,1.675,2321,1386
180,181,181,Jim Herman,88,1.679,2659,1584
181,182,182,J.J. Henry,94,1.68,2722,1620
182,183,183,Geoff Ogilvy,50,1.6909999999999998,1461,864
183,184,184,Lucas Glover,79,1.6969999999999998,2413,1422
