,Total_1_Putts_-__25_RANK THIS WEEK,Total_1_Putts_-__25_RANK LAST WEEK,Total_1_Putts_-__25_PLAYER NAME,Total_1_Putts_-__25_ROUNDS,Total_1_Putts_-__25_TOTAL,Total_1_Putts_-__25_TOTAL (FOR ALL DISTANCES),Total_1_Putts_-__25_PCT OF ALL 1-PUTTS
112,T105,T105,William McGirt,103,13,680,1.9
113,T105,T105,John Merrick,78,13,389,3.3
114,T105,T105,Ryan Moore,81,13,459,2.8
115,T105,T105,Louis Oosthuizen,68,13,337,3.9
116,T105,T105,Ian Poulter,68,13,382,3.4
117,T105,T105,Jimmy Walker,89,13,502,2.6
118,T119,T119,Jonathan Byrd,69,12,363,3.3
119,T119,T119,Ángel Cabrera,53,12,266,4.5
120,T119,T119,K.J. Choi,66,12,433,2.8
121,T119,T119,Jim Furyk,71,12,351,3.4
122,T119,T119,Billy Hurley III,83,12,463,2.6
123,T119,T119,Jerry Kelly,79,12,502,2.4
124,T119,T119,Phil Mickelson,70,12,445,2.7
125,T119,T119,Cameron Percy,72,12,394,3.0
126,T119,T119,Andres Romero,69,12,392,3.1
127,T119,T119,Tim Wilkinson,73,12,409,2.9
128,T129,T129,Greg Chalmers,58,11,269,4.1
129,T129,T129,Chad Collins,79,11,473,2.3
130,T129,T129,Derek Fathauer,81,11,493,2.2
131,T129,T129,Rickie Fowler,76,11,437,2.5
132,T129,T129,Lucas Glover,79,11,438,2.5
133,T129,T129,Tom Hoge,83,11,475,2.3
134,T129,T129,Whee Kim,71,11,381,2.9
135,T129,T129,Geoff Ogilvy,50,11,222,5.0
136,T129,T129,Michael Putnam,87,11,438,2.5
137,T129,T129,Jonathan Randolph,72,11,388,2.8
138,T129,T129,Justin Rose,69,11,365,3.0
139,T129,T129,Sam Saunders,83,11,445,2.5
140,T129,T129,John Senden,80,11,355,3.1
141,T129,T129,Henrik Stenson,63,11,321,3.4
142,T129,T129,Lee Westwood,56,11,237,4.6
143,T144,T144,Steven Alker,62,10,359,2.8
144,T144,T144,Charlie Beljan,76,10,385,2.6
145,T144,T144,Keegan Bradley,87,10,469,2.1
146,T144,T144,Graham DeLaet,65,10,374,2.7
147,T144,T144,Jason Gore,76,10,400,2.5
148,T144,T144,Morgan Hoffmann,85,10,526,1.9
149,T144,T144,Max Homa,78,10,442,2.3
150,T144,T144,Dustin Johnson,75,10,402,2.5
151,T144,T144,Justin Leonard,61,10,405,2.5
152,T144,T144,Seung-Yul Noh,65,10,384,2.6
153,T144,T144,Greg Owen,58,10,260,3.8
154,T144,T144,Sung Joon Park,79,10,435,2.3
155,T144,T144,Webb Simpson,81,10,452,2.2
156,T144,T144,Vijay Singh,78,10,487,2.1
157,T158,T158,Eric Axley,57,9,307,2.9
158,T158,T158,Bubba Watson,71,9,414,2.2
159,T160,T160,Robert Allenby,63,8,316,2.5
160,T160,T160,Ernie Els,57,8,273,2.9
161,T160,T160,Alex Prugh,84,8,438,1.8
162,T160,T160,Roger Sloan,56,8,269,3.0
163,T164,T164,Blayne Barber,76,7,458,1.5
164,T164,T164,Chris Kirk,76,7,413,1.7
165,T164,T164,Bill Lunde,50,7,225,3.1
166,T164,T164,Ryan Palmer,80,7,394,1.8
167,T164,T164,Patrick Rodgers,57,7,317,2.2
168,T164,T164,Adam Scott,51,7,222,3.2
169,T164,T164,Byron Smith,59,7,257,2.7
170,T171,T171,Matt Every,73,6,419,1.4
171,T171,T171,Francesco Molinari,56,6,274,2.2
172,T171,T171,Chez Reavie,56,6,340,1.8
173,T171,T171,Charl Schwartzel,67,6,287,2.1
174,T175,T175,Jamie Donaldson,50,5,238,2.1
175,T175,T175,Oscar Fraustro,58,5,273,1.8
176,T175,T175,Robert Garrigus,70,5,372,1.3
177,T175,T175,Marc Leishman,74,5,390,1.3
178,T175,T175,Davis Love III,51,5,275,1.8
179,T175,T175,Heath Slocum,57,5,271,1.8
180,T175,T175,Tyrone Van Aswegen,58,5,282,1.8
181,182,182,Jim Renner,68,4,353,1.1
182,183,183,Scott Stallings,60,3,331,0.9
183,184,184,Roberto Castro,54,1,230,0.4
