,Average_Putting_Distance_-_All_1_putts_RANK THIS WEEK,Average_Putting_Distance_-_All_1_putts_RANK LAST WEEK,Average_Putting_Distance_-_All_1_putts_PLAYER NAME,Average_Putting_Distance_-_All_1_putts_ROUNDS,Average_Putting_Distance_-_All_1_putts_AVG,Average_Putting_Distance_-_All_1_putts_DISTANCE (FEET),Average_Putting_Distance_-_All_1_putts_TOTAL PUTTS
0,1,1,Stewart Cink,77,"8' 11""",3863.25,435
1,2,2,Willy Wilcox,58,"8' 6""",2327.75,275
2,T3,T3,Ben Martin,93,"8' 5""",4308.917,511
3,T3,T3,Scott Pinckney,88,"8' 5""",4114.5,488
4,5,5,Jim Herman,88,"8' 4""",3850.25,464
5,6,6,Lee Westwood,56,"8' 3""",1954.5829999999999,237
6,7,7,Russell Henley,87,"8' 2""",3834.917,468
7,T8,T8,Paul Casey,87,"8' 1""",3408.417,420
8,T8,T8,Billy Horschel,99,"8' 1""",4199.917,522
9,10,10,Camilo Villegas,83,"8' 0""",4416.75,550
10,T11,T11,Luke Donald,71,"7' 11""",3045.5,385
11,T11,T11,Martin Flores,95,"7' 11""",4033.333,511
12,T11,T11,Matt Jones,89,"7' 11""",4058.0,514
13,T11,T11,Pat Perez,96,"7' 11""",4691.0,591
14,T11,T11,Henrik Stenson,63,"7' 11""",2528.417,321
15,T11,T11,Hudson Swafford,97,"7' 11""",4485.5,567
16,T17,T17,Zac Blair,108,"7' 10""",4990.833,636
17,T17,T17,Jason Day,75,"7' 10""",3470.083,443
18,T17,T17,Jason Dufner,76,"7' 10""",2494.917,319
19,T17,T17,Charles Howell III,105,"7' 10""",4835.417,619
20,T17,T17,Brooks Koepka,84,"7' 10""",3692.083,470
21,T22,T22,Adam Hadwin,95,"7' 9""",4343.667,558
22,T22,T22,Martin Laird,77,"7' 9""",3903.417,506
23,T22,T22,Bill Lunde,50,"7' 9""",1744.0,225
24,T22,T22,Geoff Ogilvy,50,"7' 9""",1712.0829999999999,222
25,T22,T22,Scott Piercy,90,"7' 9""",4617.333,598
26,T27,T27,Sergio Garcia,59,"7' 8""",2067.25,270
27,T27,T27,Andres Gonzales,90,"7' 8""",4117.917,536
28,T27,T27,Colt Knost,90,"7' 8""",3956.583,518
29,T27,T27,Hunter Mahan,88,"7' 8""",3540.667,460
30,T27,T27,Robert Streb,110,"7' 8""",5258.0830000000005,686
31,T27,T27,Andrew Svoboda,80,"7' 8""",3624.583,474
32,T27,T27,Michael Thompson,83,"7' 8""",3957.583,515
33,T27,T27,Bo Van Pelt,81,"7' 8""",3383.667,441
34,T27,T27,Steve Wheatcroft,87,"7' 8""",4039.083,529
35,T36,T36,Tony Finau,106,"7' 7""",4805.583,633
36,T36,T36,Fabián Gómez,83,"7' 7""",3898.417,516
37,T36,T36,David Hearn,97,"7' 7""",4595.917,608
38,T36,T36,John Huh,102,"7' 7""",4894.167,643
39,T36,T36,Spencer Levin,99,"7' 7""",4068.083,538
40,T36,T36,Sean O'Hair,86,"7' 7""",4466.583,589
41,T36,T36,Carlos Ortiz,100,"7' 7""",4372.083,578
42,T36,T36,Adam Scott,51,"7' 7""",1684.9170000000001,222
43,T44,T44,Jonas Blixt,78,"7' 6""",2794.25,373
44,T44,T44,Greg Chalmers,58,"7' 6""",2013.1670000000001,269
45,T44,T44,Brice Garnett,81,"7' 6""",3046.75,406
46,T44,T44,Luke Guthrie,84,"7' 6""",3716.5,497
47,T44,T44,Whee Kim,71,"7' 6""",2868.083,381
48,T44,T44,Andrew Putnam,68,"7' 6""",3089.667,413
49,T44,T44,Kevin Streelman,95,"7' 6""",3558.25,473
50,T44,T44,Brian Stuard,97,"7' 6""",4329.75,575
51,T44,T44,Daniel Summerhays,101,"7' 6""",4957.25,659
52,T44,T44,Nicholas Thompson,90,"7' 6""",3468.417,464
53,T44,T44,Jhonattan Vegas,90,"7' 6""",3704.333,496
54,T44,T44,Jimmy Walker,89,"7' 6""",3768.083,502
55,T44,T44,Mark Wilson,89,"7' 6""",4217.0,561
56,T57,T57,Aaron Baddeley,76,"7' 5""",3740.0,505
57,T57,T57,Jonathan Byrd,69,"7' 5""",2700.667,363
58,T57,T57,Ángel Cabrera,53,"7' 5""",1969.5829999999999,266
59,T57,T57,Chad Campbell,97,"7' 5""",4465.833,603
60,T57,T57,Jamie Donaldson,50,"7' 5""",1758.8329999999999,238
61,T57,T57,Jason Gore,76,"7' 5""",2977.167,400
62,T57,T57,James Hahn,94,"7' 5""",4183.833,566
63,T57,T57,Russell Knox,96,"7' 5""",4226.083,571
64,T57,T57,Bryce Molder,91,"7' 5""",4205.333,565
65,T57,T57,Brandt Snedeker,98,"7' 5""",4377.833,587
66,T57,T57,Jordan Spieth,91,"7' 5""",4031.5,541
67,T57,T57,Johnson Wagner,68,"7' 5""",2899.167,391
68,T57,T57,Nick Watney,91,"7' 5""",4061.5,545
69,T70,T70,Jason Bohn,95,"7' 4""",4574.333,627
70,T70,T70,Ben Crane,62,"7' 4""",2833.25,387
71,T70,T70,Brian Davis,86,"7' 4""",3820.417,522
