,GIR_Putting_Avg_-_25-30_RANK THIS WEEK,GIR_Putting_Avg_-_25-30_RANK LAST WEEK,GIR_Putting_Avg_-_25-30_PLAYER NAME,GIR_Putting_Avg_-_25-30_ROUNDS,GIR_Putting_Avg_-_25-30_% MADE,GIR_Putting_Avg_-_25-30_ATTEMPTS,GIR_Putting_Avg_-_25-30_PUTTS MADE
0,1,1,Sergio Garcia,59,2.22,45,10.0
1,2,2,Greg Owen,58,1.9,42,8.0
2,3,3,Ian Poulter,68,1.67,54,9.0
3,4,4,Andrew Svoboda,80,1.52,79,12.0
4,5,5,John Merrick,78,1.51,53,8.0
5,6,6,Hideki Matsuyama,95,1.43,63,9.0
6,7,7,Tony Finau,106,1.41,85,12.0
7,T8,T8,Retief Goosen,81,1.36,59,8.0
8,T8,T8,Matt Kuchar,97,1.36,66,9.0
9,10,10,Stewart Cink,77,1.34,82,11.0
10,T11,T11,Harris English,105,1.33,83,11.0
11,T11,T11,Brian Harman,90,1.33,75,10.0
12,13,13,Billy Horschel,99,1.32,76,10.0
13,14,14,Kevin Na,98,1.31,61,8.0
14,15,15,Charley Hoffman,97,1.3,69,9.0
15,T16,T16,Pat Perez,96,1.29,85,11.0
16,T16,T16,Rory Sabbatini,81,1.29,62,8.0
17,18,18,Bryce Molder,91,1.28,78,10.0
18,19,19,Luke Guthrie,84,1.27,71,9.0
19,20,20,Ernie Els,57,1.25,32,4.0
20,21,21,David Lingmerth,90,1.23,81,10.0
21,T22,T22,Martin Flores,95,1.2,92,11.0
22,T22,T22,Carlos Ortiz,100,1.2,92,11.0
23,T22,T22,Boo Weekley,79,1.2,75,9.0
24,25,25,Max Homa,78,1.19,59,7.0
25,26,26,Chad Campbell,97,1.18,102,12.0
26,T27,T27,Matt Jones,89,1.16,43,5.0
27,T27,T27,Troy Merritt,91,1.16,86,10.0
28,T29,T29,Jon Curran,83,1.15,78,9.0
29,T29,T29,Chesson Hadley,101,1.15,78,9.0
30,T29,T29,Byron Smith,59,1.15,52,6.0
31,32,32,Jason Kokrak,88,1.14,79,9.0
32,33,33,Carl Pettersson,106,1.13,97,11.0
33,34,34,J.B. Holmes,89,1.11,54,6.0
34,T35,T35,J.J. Henry,94,1.1,73,8.0
35,T35,T35,Nick Taylor,91,1.1,91,10.0
36,T37,T37,Ricky Barnes,82,1.09,55,6.0
37,T37,T37,Seung-Yul Noh,65,1.09,64,7.0
38,T37,T37,Gary Woodland,81,1.09,55,6.0
39,T40,T40,Danny Lee,120,1.08,120,13.0
40,T40,T40,Michael Thompson,83,1.08,93,10.0
41,T42,T42,Ben Crane,62,1.07,56,6.0
42,T42,T42,Sean O'Hair,86,1.07,84,9.0
43,T42,T42,Brendon Todd,96,1.07,75,8.0
44,T45,T45,Scott Piercy,90,1.06,85,9.0
45,T45,T45,Cameron Tringale,96,1.06,85,9.0
46,T47,T47,Steven Bowditch,103,1.05,95,10.0
47,T47,T47,Brian Stuard,97,1.05,76,8.0
48,49,49,Jason Day,75,1.04,48,5.0
49,50,50,Ryan Moore,81,1.01,69,7.0
50,T51,T51,Jonas Blixt,78,1.0,60,6.0
51,T51,T51,Paul Casey,87,1.0,70,7.0
52,T51,T51,Erik Compton,86,1.0,60,6.0
53,T51,T51,Russell Knox,96,1.0,100,10.0
54,T51,T51,Ben Martin,93,1.0,80,8.0
55,56,56,Jason Bohn,95,0.99,101,10.0
56,57,57,Tim Wilkinson,73,0.98,61,6.0
57,T58,T58,K.J. Choi,66,0.96,52,5.0
58,T58,T58,Russell Henley,87,0.96,83,8.0
59,T58,T58,Jonathan Randolph,72,0.96,52,5.0
60,T58,T58,Brendan Steele,88,0.96,73,7.0
61,62,62,John Peterson,84,0.95,84,8.0
62,T63,T63,Lucas Glover,79,0.94,64,6.0
63,T63,T63,Lee Westwood,56,0.94,32,3.0
64,T65,T65,Matt Every,73,0.93,43,4.0
65,T65,T65,Jerry Kelly,79,0.93,75,7.0
66,67,67,James Hahn,94,0.92,65,6.0
67,T68,T68,Scott Brown,97,0.91,88,8.0
68,T68,T68,Greg Chalmers,58,0.91,44,4.0
69,T68,T68,Jason Gore,76,0.91,55,5.0
70,T71,T71,Brian Davis,86,0.9,67,6.0
71,T71,T71,Fabián Gómez,83,0.9,89,8.0
72,T71,T71,Kevin Streelman,95,0.9,78,7.0
73,T71,T71,Nick Watney,91,0.9,78,7.0
74,T75,T75,Brendon de Jonge,106,0.89,90,8.0
75,T75,T75,Justin Thomas,106,0.89,90,8.0
76,T77,T77,Ken Duke,93,0.88,91,8.0
77,T77,T77,Jhonattan Vegas,90,0.88,80,7.0
78,T77,T77,Camilo Villegas,83,0.88,68,6.0
79,T80,T80,Jim Furyk,71,0.86,70,6.0
80,T80,T80,Spencer Levin,99,0.86,81,7.0
81,T80,T80,Geoff Ogilvy,50,0.86,35,3.0
82,T83,T83,Ángel Cabrera,53,0.85,47,4.0
83,T83,T83,Sam Saunders,83,0.85,59,5.0
84,T85,T85,Brice Garnett,81,0.83,72,6.0
85,T85,T85,Mark Hubbard,79,0.83,96,8.0
86,T85,T85,Phil Mickelson,70,0.83,48,4.0
87,T88,T88,Jason Dufner,76,0.82,49,4.0
88,T88,T88,Ryo Ishikawa,90,0.82,73,6.0
89,T88,T88,Zach Johnson,90,0.82,73,6.0
90,T88,T88,Chris Stroud,84,0.82,73,6.0
91,T88,T88,Daniel Summerhays,101,0.82,97,8.0
92,93,93,Kyle Reifers,96,0.81,62,5.0
93,T94,T94,Jeff Overton,94,0.8,87,7.0
94,T94,T94,Justin Rose,69,0.8,50,4.0
95,T96,T96,Jim Herman,88,0.79,89,7.0
96,T96,T96,Sung Joon Park,79,0.79,63,5.0
97,T96,T96,Brandt Snedeker,98,0.79,89,7.0
98,T96,T96,Hudson Swafford,97,0.79,101,8.0
99,100,100,Zac Blair,108,0.78,102,8.0
100,T101,T101,Adam Hadwin,95,0.77,91,7.0
101,T101,T101,Hunter Mahan,88,0.77,65,5.0
102,103,103,Sangmoon Bae,98,0.76,92,7.0
103,T104,T104,Justin Leonard,61,0.75,67,5.0
104,T104,T104,D.A. Points,72,0.75,67,5.0
105,T106,T106,Chad Collins,79,0.74,54,4.0
106,T106,T106,Whee Kim,71,0.74,81,6.0
107,T108,T108,Kevin Chappell,86,0.73,82,6.0
108,T108,T108,Oscar Fraustro,58,0.73,41,3.0
109,110,110,Jordan Spieth,91,0.72,69,5.0
110,111,111,Gonzalo Fernandez-Castaño,81,0.71,56,4.0
111,T112,T112,Morgan Hoffmann,85,0.7,57,4.0
112,T112,T112,Kevin Kisner,104,0.7,100,7.0
113,T112,T112,Charl Schwartzel,67,0.7,43,3.0
114,115,115,Andres Gonzales,90,0.69,87,6.0
