,GIR_Putting_-_20-25_RANK THIS WEEK,GIR_Putting_-_20-25_RANK LAST WEEK,GIR_Putting_-_20-25_PLAYER NAME,GIR_Putting_-_20-25_ROUNDS,GIR_Putting_-_20-25_%,GIR_Putting_-_20-25_ATTEMPTS,GIR_Putting_-_20-25_PUTTS MADE
0,1,1,Jamie Donaldson,50,25.64,39,10
1,2,2,Roberto Castro,54,25.58,43,11
2,3,3,Jordan Spieth,91,25.0,76,19
3,4,4,Ernie Els,57,23.81,42,10
4,5,5,Luke Donald,71,21.62,74,16
5,6,6,Lee Westwood,56,20.93,43,9
6,7,7,Russell Henley,87,20.83,72,15
7,8,8,Brooks Koepka,84,20.59,102,21
8,9,9,Cameron Percy,72,20.24,84,17
9,10,10,Scott Pinckney,88,20.0,95,19
10,11,11,Ian Poulter,68,19.15,47,9
11,12,12,Cameron Tringale,96,18.75,96,18
12,T13,T13,Whee Kim,71,18.67,75,14
13,T13,T13,Andres Romero,69,18.67,75,14
14,15,15,James Hahn,94,18.64,118,22
15,16,16,Jason Day,75,18.57,70,13
16,17,17,David Toms,62,18.31,71,13
17,18,18,Daniel Summerhays,101,17.92,106,19
18,19,19,Patrick Reed,103,17.82,101,18
19,20,20,Keegan Bradley,87,17.81,73,13
20,21,21,Danny Lee,120,17.42,132,23
21,22,22,Sean O'Hair,86,17.39,92,16
22,23,23,Steve Wheatcroft,87,17.14,105,18
23,24,24,Colt Knost,90,17.09,117,20
24,25,25,Greg Chalmers,58,17.07,41,7
25,26,26,Chez Reavie,56,16.9,71,12
26,27,27,Paul Casey,87,16.85,89,15
27,28,28,John Huh,102,16.8,125,21
28,29,29,Harris English,105,16.67,108,18
29,30,30,Patrick Rodgers,57,16.44,73,12
30,T31,T31,Chris Stroud,84,16.16,99,16
31,T31,T31,Camilo Villegas,83,16.16,99,16
32,33,33,Brian Harman,90,16.13,93,15
33,34,34,Phil Mickelson,70,16.07,56,9
34,T35,T35,Geoff Ogilvy,50,16.0,50,8
35,T35,T35,Jimmy Walker,89,16.0,75,12
36,T37,T37,Scott Piercy,90,15.79,114,18
37,T37,T37,Brandt Snedeker,98,15.79,95,15
38,39,39,Matt Kuchar,97,15.73,89,14
39,40,40,Louis Oosthuizen,68,15.71,70,11
40,41,41,Nicholas Thompson,90,15.69,102,16
41,42,42,Matt Jones,89,15.66,83,13
42,43,43,John Merrick,78,15.58,77,12
43,44,44,Sam Saunders,83,15.49,71,11
44,T45,T45,Zach Johnson,90,15.38,91,14
45,T45,T45,Adam Scott,51,15.38,39,6
46,47,47,Steven Bowditch,103,15.32,124,19
47,48,48,Jonas Blixt,78,15.15,66,10
48,49,49,Henrik Stenson,63,15.0,60,9
49,T50,T50,Ryo Ishikawa,90,14.81,108,16
50,T50,T50,Michael Thompson,83,14.81,108,16
51,52,52,Pat Perez,96,14.73,129,19
52,53,53,Jonathan Byrd,69,14.71,68,10
53,54,54,Rory Sabbatini,81,14.63,82,12
54,55,55,Luke Guthrie,84,14.61,89,13
55,56,56,Martin Laird,77,14.58,96,14
56,57,57,Scott Brown,97,14.55,110,16
57,58,58,Nick Watney,91,14.52,124,18
58,T59,T59,Kevin Chappell,86,14.43,97,14
59,T59,T59,Ben Martin,93,14.43,97,14
60,61,61,Tim Wilkinson,73,14.29,70,10
61,62,62,Russell Knox,96,14.19,155,22
62,63,63,Billy Horschel,99,14.15,106,15
63,64,64,Jason Dufner,76,14.04,57,8
64,65,65,Tom Hoge,83,13.95,86,12
65,66,66,Scott Stallings,60,13.89,72,10
66,67,67,Charles Howell III,105,13.74,131,18
67,T68,T68,Rickie Fowler,76,13.7,73,10
68,T68,T68,Seung-Yul Noh,65,13.7,73,10
69,T68,T68,Johnson Wagner,68,13.7,73,10
70,71,71,Jhonattan Vegas,90,13.68,95,13
71,T72,T72,Dustin Johnson,75,13.64,66,9
72,T72,T72,Jerry Kelly,79,13.64,88,12
73,74,74,Jon Curran,83,13.58,81,11
74,T75,T75,Andres Gonzales,90,13.51,111,15
75,T75,T75,Marc Leishman,74,13.51,74,10
76,77,77,Jason Bohn,95,13.49,126,17
77,78,78,Boo Weekley,79,13.27,98,13
78,79,79,Bill Lunde,50,13.21,53,7
79,80,80,Webb Simpson,81,13.16,76,10
80,T81,T81,Derek Fathauer,81,13.1,84,11
81,T81,T81,David Lingmerth,90,13.1,84,11
82,83,83,Hideki Matsuyama,95,13.08,107,14
83,84,84,Hunter Mahan,88,12.99,77,10
84,T85,T85,George McNeill,93,12.82,117,15
85,T85,T85,Jonathan Randolph,72,12.82,78,10
86,87,87,Bo Van Pelt,81,12.77,94,12
87,88,88,Hudson Swafford,97,12.73,110,14
88,89,89,Chris Kirk,76,12.66,79,10
89,90,90,Kevin Na,98,12.64,87,11
90,T91,T91,Jason Gore,76,12.5,88,11
91,T91,T91,Carlos Ortiz,100,12.5,104,13
92,T91,T91,Heath Slocum,57,12.5,56,7
93,94,94,Chesson Hadley,101,12.38,105,13
94,95,95,Charl Schwartzel,67,12.24,49,6
95,96,96,Carl Pettersson,106,12.21,131,16
96,T97,T97,Sangmoon Bae,98,12.12,99,12
97,T97,T97,Andrew Putnam,68,12.12,66,8
98,99,99,Tyrone Van Aswegen,58,12.0,50,6
99,T100,T100,Vijay Singh,78,11.9,84,10
100,T100,T100,Andrew Svoboda,80,11.9,84,10
101,102,102,Blayne Barber,76,11.84,76,9
102,103,103,Ben Crane,62,11.76,51,6
103,T104,T104,Kevin Kisner,104,11.72,128,15
104,T104,T104,William McGirt,103,11.72,145,17
105,106,106,David Hearn,97,11.61,112,13
106,107,107,Brendon Todd,96,11.4,114,13
107,108,108,Martin Flores,95,11.38,123,14
108,109,109,Chad Collins,79,11.25,80,9
109,110,110,Erik Compton,86,11.22,98,11
110,111,111,Kevin Streelman,95,11.21,116,13
111,T112,T112,Aaron Baddeley,76,11.11,81,9
112,T112,T112,Ricky Barnes,82,11.11,81,9
113,T112,T112,Bryce Molder,91,11.11,108,12
114,T112,T112,Justin Rose,69,11.11,45,5
115,T112,T112,Brian Stuard,97,11.11,108,12
116,117,117,Ryan Palmer,80,10.94,64,7
117,118,118,Brendon de Jonge,106,10.81,111,12
118,119,119,Gary Woodland,81,10.77,65,7
119,120,120,Max Homa,78,10.71,84,9
120,121,121,Adam Hadwin,95,10.66,122,13
121,122,122,Robert Allenby,63,10.53,76,8
122,123,123,Kyle Reifers,96,10.48,105,11
123,124,124,Oscar Fraustro,58,10.42,48,5
124,125,125,Tony Finau,106,10.4,125,13
125,T126,T126,Chad Campbell,97,10.34,116,12
126,T126,T126,Roger Sloan,56,10.34,58,6
127,128,128,Nick Taylor,91,10.31,97,10
128,129,129,J.B. Holmes,89,10.29,68,7
129,130,130,Stewart Cink,77,10.19,108,11
130,T131,T131,K.J. Choi,66,10.17,59,6
131,T131,T131,Ryan Moore,81,10.17,59,6
132,133,133,Derek Ernst,75,10.11,89,9
133,134,134,Mark Wilson,89,9.92,121,12
134,135,135,Brendan Steele,88,9.71,103,10
135,136,136,Sergio Garcia,59,9.62,52,5
136,137,137,Byron Smith,59,9.43,53,5
137,138,138,Daniel Berger,97,9.4,117,11
138,139,139,Willy Wilcox,58,9.38,64,6
139,140,140,Shawn Stefani,94,9.32,118,11
140,141,141,Ken Duke,93,9.2,87,8
141,142,142,Troy Merritt,91,9.16,131,12
