,1-Putts_per_Round_RANK THIS WEEK,1-Putts_per_Round_RANK LAST WEEK,1-Putts_per_Round_PLAYER NAME,1-Putts_per_Round_ROUNDS,1-Putts_per_Round_AVG,1-Putts_per_Round_TOTAL 1 PUTTS,1-Putts_per_Round_TOTAL ROUNDS
0,1,1,Jordan Spieth,91,7.97,701,88
1,2,2,Andrew Putnam,68,7.84,502,64
2,3,3,Phil Mickelson,70,7.81,547,70
3,4,4,Jerry Kelly,79,7.75,612,79
4,5,5,Brendon Todd,96,7.74,720,93
5,6,6,Brandt Snedeker,98,7.71,732,95
6,T7,T7,Aaron Baddeley,76,7.69,569,74
7,T7,T7,J.B. Holmes,89,7.69,654,85
8,9,9,Danny Lee,120,7.68,921,120
9,T10,T10,Steven Bowditch,103,7.67,790,103
10,T10,T10,Matt Kuchar,97,7.67,721,94
11,12,12,Kevin Na,98,7.65,727,95
12,13,13,Matt Jones,89,7.63,656,86
13,14,14,Carl Pettersson,106,7.61,807,106
14,15,15,Patrick Reed,103,7.58,758,100
15,16,16,Jason Day,75,7.57,545,72
16,17,17,Justin Thomas,106,7.55,800,106
17,T18,T18,Fabián Gómez,83,7.54,626,83
18,T18,T18,Chesson Hadley,101,7.54,762,101
19,20,20,Sangmoon Bae,98,7.52,737,98
20,21,21,Erik Compton,86,7.51,646,86
21,22,22,Ricky Barnes,82,7.5,585,78
22,23,23,Brian Davis,86,7.49,614,82
23,24,24,K.J. Choi,66,7.47,463,62
24,T25,T25,Luke Guthrie,84,7.46,612,82
25,T25,T25,Morgan Hoffmann,85,7.46,634,85
26,T25,T25,Steve Wheatcroft,87,7.46,619,83
27,28,28,Eric Axley,57,7.44,409,55
28,T29,T29,Greg Chalmers,58,7.43,401,54
29,T29,T29,Jimmy Walker,89,7.43,639,86
30,31,31,Ryan Moore,81,7.41,578,78
31,32,32,Daniel Summerhays,101,7.4,747,101
32,T33,T33,Scott Brown,97,7.39,717,97
33,T33,T33,Chad Collins,79,7.39,584,79
34,35,35,Rickie Fowler,76,7.38,531,72
35,36,36,Brian Stuard,97,7.37,685,93
36,T37,T37,Matt Every,73,7.36,515,70
37,T37,T37,Chris Kirk,76,7.36,537,73
38,T37,T37,David Lingmerth,90,7.36,662,90
39,T40,T40,Derek Fathauer,81,7.35,566,77
40,T40,T40,Troy Merritt,91,7.35,669,91
41,T40,T40,Ian Poulter,68,7.35,478,65
42,T43,T43,Bryce Molder,91,7.34,639,87
43,T43,T43,Cameron Tringale,96,7.34,705,96
44,T43,T43,Camilo Villegas,83,7.34,609,83
45,T46,T46,Ben Crane,62,7.33,425,58
46,T46,T46,Dustin Johnson,75,7.33,528,72
47,T46,T46,Sean O'Hair,86,7.33,630,86
48,T49,T49,Zac Blair,108,7.32,761,104
49,T49,T49,John Huh,102,7.32,739,101
50,T51,T51,Jason Bohn,95,7.31,694,95
51,T51,T51,Rory Sabbatini,81,7.31,592,81
52,T53,T53,Kevin Chappell,86,7.3,628,86
53,T53,T53,Jamie Donaldson,50,7.3,343,47
54,T53,T53,Charley Hoffman,97,7.3,686,94
55,T53,T53,Justin Leonard,61,7.3,445,61
56,T53,T53,Nick Taylor,91,7.3,664,91
57,58,58,Scott Piercy,90,7.29,656,90
58,T59,T59,Oscar Fraustro,58,7.28,393,54
59,T59,T59,David Toms,62,7.28,422,58
60,T61,T61,Blayne Barber,76,7.26,537,74
61,T61,T61,Retief Goosen,81,7.26,559,77
62,T63,T63,Max Homa,78,7.23,535,74
63,T63,T63,Zach Johnson,90,7.23,629,87
64,T63,T63,Hideki Matsuyama,95,7.23,658,91
65,T63,T63,Andres Romero,69,7.23,477,66
66,67,67,Tom Hoge,83,7.22,570,79
67,T68,T68,Billy Hurley III,83,7.2,569,79
68,T68,T68,Pat Perez,96,7.2,691,96
69,70,70,Justin Rose,69,7.18,474,66
70,71,71,George McNeill,93,7.17,667,93
71,72,72,Ryo Ishikawa,90,7.16,630,88
72,T73,T73,Ken Duke,93,7.15,636,89
73,T73,T73,Andres Gonzales,90,7.15,615,86
74,T73,T73,Jeff Overton,94,7.15,658,92
75,T73,T73,Tim Wilkinson,73,7.15,508,71
76,T77,T77,Harris English,105,7.14,728,102
77,T77,T77,Chris Stroud,84,7.14,600,84
78,T79,T79,Steven Alker,62,7.13,428,60
79,T79,T79,Kyle Reifers,96,7.13,656,92
80,T79,T79,Patrick Rodgers,57,7.13,378,53
81,82,82,Jonas Blixt,78,7.12,527,74
82,83,83,Jonathan Randolph,72,7.11,498,70
83,T84,T84,Brian Harman,90,7.09,638,90
84,T84,T84,Sung Joon Park,79,7.09,546,77
85,T86,T86,Alex Cejka,94,7.08,651,92
86,T86,T86,Scott Langley,94,7.08,651,92
87,T86,T86,Heath Slocum,57,7.08,375,53
88,T89,T89,Padraig Harrington,60,7.07,424,60
89,T89,T89,Kevin Kisner,104,7.07,735,104
90,T89,T89,D.A. Points,72,7.07,495,70
91,T92,T92,Brendon de Jonge,106,7.06,748,106
92,T92,T92,Russell Henley,87,7.06,593,84
93,T94,T94,Jonathan Byrd,69,7.05,458,65
94,T94,T94,James Hahn,94,7.05,663,94
95,T94,T94,Ryan Palmer,80,7.05,543,77
96,T94,T94,Brendan Steele,88,7.05,592,84
97,T98,T98,David Hearn,97,7.03,682,97
98,T98,T98,Colt Knost,90,7.03,605,86
99,T98,T98,Louis Oosthuizen,68,7.03,443,63
100,101,101,Jason Kokrak,88,7.02,618,88
101,T102,T102,Jason Gore,76,7.01,505,72
102,T102,T102,Martin Laird,77,7.01,540,77
103,T102,T102,William McGirt,103,7.01,722,103
104,T102,T102,Bubba Watson,71,7.01,477,68
105,T106,T106,Mark Hubbard,79,6.99,538,77
106,T106,T106,Webb Simpson,81,6.99,545,78
107,108,108,Whee Kim,71,6.97,481,69
108,T109,T109,Jon Curran,83,6.95,549,79
109,T109,T109,Robert Streb,110,6.95,764,110
110,T109,T109,Michael Thompson,83,6.95,563,81
111,T112,T112,Tony Finau,106,6.94,736,106
112,T112,T112,Vijay Singh,78,6.94,541,78
113,T114,T114,Keegan Bradley,87,6.93,582,84
114,T114,T114,Shawn Stefani,94,6.93,651,94
115,116,116,Seung-Yul Noh,65,6.92,450,65
116,T117,T117,Daniel Berger,97,6.91,670,97
117,T117,T117,Sergio Garcia,59,6.91,387,56
118,T117,T117,Carlos Ortiz,100,6.91,663,96
119,120,120,Brooks Koepka,84,6.9,559,81
120,T121,T121,Johnson Wagner,68,6.88,468,68
121,T121,T121,Mark Wilson,89,6.88,585,85
122,T123,T123,Marc Leishman,74,6.87,481,70
123,T123,T123,Jhonattan Vegas,90,6.87,591,86
124,T123,T123,Nick Watney,91,6.87,625,91
125,126,126,Boo Weekley,79,6.85,541,79
126,127,127,Hudson Swafford,97,6.84,650,95
127,T128,T128,Graham DeLaet,65,6.83,444,65
128,T128,T128,Adam Hadwin,95,6.83,635,93
129,T128,T128,Sam Saunders,83,6.83,553,81
130,T131,T131,Gonzalo Fernandez-Castaño,81,6.82,525,77
131,T131,T131,Hunter Mahan,88,6.82,573,84
132,133,133,Roger Sloan,56,6.81,354,52
133,134,134,Lee Westwood,56,6.79,353,52
134,135,135,John Merrick,78,6.78,502,74
135,136,136,Gary Woodland,81,6.76,500,74
136,T137,T137,Charl Schwartzel,67,6.75,425,63
137,T137,T137,Scott Stallings,60,6.75,405,60
138,T137,T137,Bo Van Pelt,81,6.75,533,79
139,T140,T140,Cameron Percy,72,6.74,472,70
140,T140,T140,Willy Wilcox,58,6.74,364,54
141,T142,T142,Robert Garrigus,70,6.73,444,66
142,T142,T142,John Senden,80,6.73,505,75
143,144,144,Chez Reavie,56,6.71,376,56
144,T145,T145,Luke Donald,71,6.7,476,71
145,T145,T145,Scott Pinckney,88,6.7,590,88
146,T145,T145,Tyrone Van Aswegen,58,6.7,362,54
147,T148,T148,Derek Ernst,75,6.69,475,71
148,T148,T148,Andrew Svoboda,80,6.69,522,78
149,T150,T150,Jason Dufner,76,6.67,487,73
150,T150,T150,Henrik Stenson,63,6.67,400,60
151,T150,T150,Nicholas Thompson,90,6.67,574,86
152,153,153,Jim Furyk,71,6.64,425,64
153,154,154,John Peterson,84,6.63,557,84
154,T155,T155,Chad Campbell,97,6.6,640,97
155,T155,T155,Ernie Els,57,6.6,376,57
156,T155,T155,Billy Horschel,99,6.6,634,96
157,T155,T155,Kevin Streelman,95,6.6,601,91
158,159,159,Charlie Beljan,76,6.58,474,72
159,T160,T160,Martin Flores,95,6.56,597,91
160,T160,T160,Ben Martin,93,6.56,590,90
161,162,162,Bill Haas,89,6.55,563,86
162,163,163,Russell Knox,96,6.53,627,96
163,164,164,Spencer Levin,99,6.51,631,97
164,165,165,Paul Casey,87,6.5,533,82
165,166,166,Adam Scott,51,6.46,310,48
166,167,167,Davis Love III,51,6.45,329,51
167,T168,T168,Ángel Cabrera,53,6.42,340,53
168,T168,T168,Brice Garnett,81,6.42,507,79
169,T168,T168,Michael Putnam,87,6.42,546,85
170,171,171,Stewart Cink,77,6.4,493,77
171,172,172,Bill Lunde,50,6.37,293,46
172,173,173,Greg Owen,58,6.36,369,58
173,174,174,Charles Howell III,105,6.3,662,105
174,175,175,Roberto Castro,54,6.28,314,50
175,176,176,Byron Smith,59,6.25,344,55
176,177,177,Robert Allenby,63,6.2,366,59
177,T178,T178,Lucas Glover,79,6.15,486,79
178,T178,T178,Francesco Molinari,56,6.15,326,53
179,180,180,Jim Renner,68,6.14,405,66
180,T181,T181,Geoff Ogilvy,50,6.1,293,48
181,T181,T181,Alex Prugh,84,6.1,488,80
182,183,183,Jim Herman,88,6.05,532,88
183,184,184,J.J. Henry,94,5.9,531,90
