,Putting_from_3-5_RANK THIS WEEK,Putting_from_3-5_RANK LAST WEEK,Putting_from_3-5_PLAYER NAME,Putting_from_3-5_ROUNDS,Putting_from_3-5_% MADE,Putting_from_3-5_ATTEMPTS,Putting_from_3-5_PUTTS MADE
0,1,1,Erik Compton,86,94.94,237,225
1,2,2,Matt Kuchar,97,94.12,255,240
2,3,3,Henrik Stenson,63,93.88,147,138
3,4,4,Ryan Palmer,80,93.66,205,192
4,5,5,John Senden,80,93.49,215,201
5,6,6,Greg Chalmers,58,93.48,138,129
6,7,7,Bubba Watson,71,93.41,167,156
7,8,8,Rickie Fowler,76,92.46,199,184
8,9,9,Brendon Todd,96,92.43,304,281
9,10,10,Jimmy Walker,89,92.4,250,231
10,11,11,Andres Romero,69,92.38,210,194
11,12,12,Kevin Kisner,104,92.12,330,304
12,13,13,Harris English,105,92.03,301,277
13,14,14,David Toms,62,92.02,188,173
14,15,15,Zac Blair,108,92.0,350,322
15,16,16,Phil Mickelson,70,91.96,199,183
16,17,17,Jeff Overton,94,91.41,256,234
17,18,18,Oscar Fraustro,58,91.39,151,138
18,19,19,Sean O'Hair,86,91.38,325,297
19,20,20,Willy Wilcox,58,91.37,139,127
20,21,21,Francesco Molinari,56,91.27,126,115
21,22,22,Pat Perez,96,91.25,263,240
22,23,23,Steve Wheatcroft,87,91.21,273,249
23,24,24,Derek Fathauer,81,91.16,249,227
24,25,25,David Lingmerth,90,91.02,245,223
25,26,26,Jim Furyk,71,91.01,178,162
26,27,27,John Peterson,84,90.94,298,271
27,T28,T28,Andrew Putnam,68,90.91,187,170
28,T28,T28,Bo Van Pelt,81,90.91,231,210
29,30,30,Ben Martin,93,90.87,252,229
30,31,31,Roger Sloan,56,90.85,164,149
31,32,32,David Hearn,97,90.74,270,245
32,33,33,Danny Lee,120,90.72,388,352
33,34,34,Cameron Percy,72,90.7,172,156
34,35,35,Eric Axley,57,90.67,150,136
35,36,36,Hideki Matsuyama,95,90.6,234,212
36,37,37,Ricky Barnes,82,90.53,190,172
37,38,38,Hunter Mahan,88,90.48,231,209
38,39,39,Brandt Snedeker,98,90.46,241,218
39,T40,T40,Jason Day,75,90.32,186,168
40,T40,T40,Russell Henley,87,90.32,248,224
41,42,42,Billy Hurley III,83,90.2,204,184
42,43,43,Blayne Barber,76,90.1,202,182
43,44,44,Daniel Summerhays,101,90.04,281,253
44,45,45,Billy Horschel,99,90.03,301,271
45,46,46,John Huh,102,89.91,337,303
46,47,47,Justin Thomas,106,89.85,325,292
47,48,48,Scott Pinckney,88,89.8,255,229
48,49,49,Brooks Koepka,84,89.74,234,210
49,50,50,Kevin Na,98,89.68,281,252
50,51,51,Carl Pettersson,106,89.66,319,286
51,52,52,Brendon de Jonge,106,89.56,316,283
52,53,53,Kevin Streelman,95,89.5,219,196
53,54,54,Troy Merritt,91,89.49,295,264
54,55,55,Alex Prugh,84,89.33,225,201
55,56,56,Boo Weekley,79,89.32,234,209
56,57,57,Kevin Chappell,86,89.31,262,234
57,T58,T58,Chad Collins,79,89.29,224,200
58,T58,T58,Patrick Rodgers,57,89.29,140,125
59,60,60,Martin Laird,77,89.27,261,233
60,61,61,William McGirt,103,89.2,324,289
61,T62,T62,Sangmoon Bae,98,89.02,328,292
62,T62,T62,Chesson Hadley,101,89.02,337,300
63,64,64,Hudson Swafford,97,89.0,300,267
64,T65,T65,Alex Cejka,94,88.93,253,225
65,T65,T65,George McNeill,93,88.93,307,273
66,67,67,Steven Bowditch,103,88.74,293,260
67,68,68,Rory Sabbatini,81,88.73,213,189
68,69,69,Chris Kirk,76,88.69,221,196
69,70,70,Derek Ernst,75,88.66,238,211
70,71,71,Chris Stroud,84,88.51,235,208
71,72,72,Colt Knost,90,88.43,242,214
72,73,73,Bill Haas,89,88.41,207,183
73,74,74,Johnson Wagner,68,88.4,181,160
74,75,75,Scott Brown,97,88.35,309,273
75,76,76,Morgan Hoffmann,85,88.34,283,250
76,77,77,Aaron Baddeley,76,88.32,214,189
77,78,78,Jonas Blixt,78,88.27,179,158
78,79,79,Dustin Johnson,75,88.24,153,135
79,80,80,Jason Bohn,95,88.19,271,239
80,81,81,Whee Kim,71,88.12,202,178
81,T82,T82,Jim Herman,88,88.11,244,215
82,T82,T82,Max Homa,78,88.11,227,200
83,T84,T84,Steven Alker,62,88.08,151,133
84,T84,T84,Gary Woodland,81,88.08,193,170
85,86,86,Tyrone Van Aswegen,58,88.06,134,118
86,87,87,Brian Davis,86,88.04,276,243
87,88,88,Patrick Reed,103,88.02,242,213
88,89,89,J.B. Holmes,89,88.0,250,220
89,90,90,Adam Hadwin,95,87.96,299,263
90,91,91,Luke Guthrie,84,87.84,255,224
91,T92,T92,Matt Every,73,87.8,205,180
92,T92,T92,Louis Oosthuizen,68,87.8,164,144
93,94,94,Nick Taylor,91,87.77,278,244
94,95,95,Shawn Stefani,94,87.73,269,236
95,96,96,Jamie Donaldson,50,87.72,114,100
96,97,97,K.J. Choi,66,87.71,179,157
97,98,98,Justin Leonard,61,87.64,178,156
98,99,99,Tom Hoge,83,87.61,234,205
99,100,100,Ángel Cabrera,53,87.58,153,134
100,101,101,Brian Stuard,97,87.55,249,218
101,102,102,James Hahn,94,87.54,281,246
102,T103,T103,Brian Harman,90,87.5,264,231
103,T103,T103,Scott Langley,94,87.5,256,224
104,T103,T103,Bryce Molder,91,87.5,248,217
105,106,106,Robert Streb,110,87.41,294,257
106,T107,T107,Graham DeLaet,65,87.36,174,152
107,T107,T107,Ian Poulter,68,87.36,174,152
108,109,109,Matt Jones,89,87.32,205,179
109,110,110,Seung-Yul Noh,65,87.22,180,157
110,111,111,Daniel Berger,97,87.21,297,259
111,112,112,Andres Gonzales,90,87.16,257,224
112,113,113,Spencer Levin,99,87.15,288,251
113,114,114,Cameron Tringale,96,87.11,287,250
114,115,115,Keegan Bradley,87,87.08,209,182
115,116,116,Scott Piercy,90,87.07,294,256
116,117,117,D.A. Points,72,86.83,205,178
117,118,118,Jon Curran,83,86.79,212,184
118,119,119,Paul Casey,87,86.77,189,164
119,120,120,Jason Kokrak,88,86.76,287,249
120,121,121,Charley Hoffman,97,86.72,256,222
121,T122,T122,Ben Crane,62,86.67,195,169
122,T122,T122,Tony Finau,106,86.67,315,273
123,T122,T122,Brendan Steele,88,86.67,255,221
124,125,125,Fabián Gómez,83,86.64,232,201
125,126,126,Chad Campbell,97,86.57,268,232
126,127,127,Chez Reavie,56,86.45,155,134
127,128,128,Luke Donald,71,86.42,162,140
128,129,129,Jason Gore,76,86.34,183,158
129,130,130,Scott Stallings,60,86.27,204,176
130,131,131,Retief Goosen,81,86.01,193,166
131,132,132,Roberto Castro,54,85.83,120,103
132,133,133,Greg Owen,58,85.81,148,127
133,134,134,Jordan Spieth,91,85.79,197,169
134,T135,T135,Jonathan Randolph,72,85.78,225,193
135,T135,T135,Andrew Svoboda,80,85.78,225,193
136,T137,T137,Russell Knox,96,85.71,280,240
137,T137,T137,Marc Leishman,74,85.71,182,156
138,139,139,Charles Howell III,105,85.62,299,256
139,140,140,Robert Garrigus,70,85.54,166,142
140,141,141,Martin Flores,95,85.53,235,201
141,142,142,Mark Hubbard,79,85.51,207,177
142,T143,T143,Sam Saunders,83,85.47,234,200
143,T143,T143,Tim Wilkinson,73,85.47,234,200
144,145,145,Charl Schwartzel,67,85.4,137,117
145,146,146,Ryo Ishikawa,90,85.38,253,216
146,T147,T147,Ken Duke,93,85.34,266,227
