,Total_3_Putts_-_10-15_RANK THIS WEEK,Total_3_Putts_-_10-15_RANK LAST WEEK,Total_3_Putts_-_10-15_PLAYER NAME,Total_3_Putts_-_10-15_ROUNDS,Total_3_Putts_-_10-15_TOTAL 3 PUTTS 10'-15',Total_3_Putts_-_10-15_TOTAL 3 PUTTS
0,T1,T1,Ben Crane,62,6,27
1,T1,T1,Nick Watney,91,6,57
2,T3,T3,Lucas Glover,79,5,69
3,T3,T3,Russell Knox,96,5,39
4,T3,T3,Marc Leishman,74,5,27
5,T3,T3,Andrew Svoboda,80,5,50
6,T7,T7,Zac Blair,108,4,35
7,T7,T7,Scott Brown,97,4,44
8,T7,T7,Danny Lee,120,4,42
9,T7,T7,Louis Oosthuizen,68,4,26
10,T7,T7,Pat Perez,96,4,34
11,T7,T7,Nicholas Thompson,90,4,49
12,T7,T7,Cameron Tringale,96,4,45
13,T7,T7,Steve Wheatcroft,87,4,40
14,T15,T15,Sangmoon Bae,98,3,52
15,T15,T15,Charlie Beljan,76,3,50
16,T15,T15,Jonathan Byrd,69,3,30
17,T15,T15,Harris English,105,3,30
18,T15,T15,Derek Ernst,75,3,47
19,T15,T15,Gonzalo Fernandez-Castaño,81,3,39
20,T15,T15,Martin Flores,95,3,50
21,T15,T15,Chesson Hadley,101,3,57
22,T15,T15,James Hahn,94,3,31
23,T15,T15,Brian Harman,90,3,26
24,T15,T15,Charley Hoffman,97,3,32
25,T15,T15,Tom Hoge,83,3,38
26,T15,T15,John Huh,102,3,44
27,T15,T15,Jason Kokrak,88,3,41
28,T15,T15,Hunter Mahan,88,3,27
29,T15,T15,William McGirt,103,3,47
30,T15,T15,George McNeill,93,3,45
31,T15,T15,Carl Pettersson,106,3,44
32,T15,T15,Kyle Reifers,96,3,49
33,T15,T15,Sam Saunders,83,3,33
34,T15,T15,Charl Schwartzel,67,3,29
35,T15,T15,Shawn Stefani,94,3,41
36,T15,T15,Robert Streb,110,3,39
37,T15,T15,David Toms,62,3,22
38,T15,T15,Bo Van Pelt,81,3,34
39,T15,T15,Camilo Villegas,83,3,54
40,T41,T41,Steven Alker,62,2,19
41,T41,T41,Aaron Baddeley,76,2,27
42,T41,T41,Alex Cejka,94,2,40
43,T41,T41,Kevin Chappell,86,2,40
44,T41,T41,Erik Compton,86,2,27
45,T41,T41,Jason Day,75,2,22
46,T41,T41,Ernie Els,57,2,24
47,T41,T41,Derek Fathauer,81,2,23
48,T41,T41,Tony Finau,106,2,45
49,T41,T41,Oscar Fraustro,58,2,23
50,T41,T41,Luke Guthrie,84,2,35
51,T41,T41,Jim Herman,88,2,44
52,T41,T41,Morgan Hoffmann,85,2,24
53,T41,T41,Zach Johnson,90,2,19
54,T41,T41,Matt Jones,89,2,31
55,T41,T41,Brooks Koepka,84,2,28
56,T41,T41,Martin Laird,77,2,44
57,T41,T41,David Lingmerth,90,2,34
58,T41,T41,Davis Love III,51,2,25
59,T41,T41,Hideki Matsuyama,95,2,35
60,T41,T41,Francesco Molinari,56,2,14
61,T41,T41,Kevin Na,98,2,25
62,T41,T41,Seung-Yul Noh,65,2,29
63,T41,T41,Greg Owen,58,2,22
64,T41,T41,Sung Joon Park,79,2,41
65,T41,T41,Cameron Percy,72,2,27
66,T41,T41,Michael Putnam,87,2,48
67,T41,T41,Jim Renner,68,2,37
68,T41,T41,Andres Romero,69,2,33
69,T41,T41,Justin Rose,69,2,23
70,T41,T41,Rory Sabbatini,81,2,42
71,T41,T41,Adam Scott,51,2,32
72,T41,T41,Webb Simpson,81,2,42
73,T41,T41,Kevin Streelman,95,2,28
74,T41,T41,Daniel Summerhays,101,2,24
75,T41,T41,Nick Taylor,91,2,39
76,T41,T41,Justin Thomas,106,2,50
77,T41,T41,Jimmy Walker,89,2,30
78,T41,T41,Boo Weekley,79,2,40
79,T41,T41,Tim Wilkinson,73,2,25
80,T41,T41,Mark Wilson,89,2,43
81,T41,T41,Gary Woodland,81,2,22
82,T83,T83,Eric Axley,57,1,18
83,T83,T83,Blayne Barber,76,1,38
84,T83,T83,Daniel Berger,97,1,52
85,T83,T83,Jason Bohn,95,1,25
86,T83,T83,Keegan Bradley,87,1,35
87,T83,T83,Paul Casey,87,1,33
88,T83,T83,Greg Chalmers,58,1,18
89,T83,T83,Stewart Cink,77,1,49
90,T83,T83,Jon Curran,83,1,35
91,T83,T83,Brian Davis,86,1,40
92,T83,T83,Luke Donald,71,1,20
93,T83,T83,Jason Dufner,76,1,40
94,T83,T83,Ken Duke,93,1,53
95,T83,T83,Robert Garrigus,70,1,41
96,T83,T83,Andres Gonzales,90,1,36
97,T83,T83,Bill Haas,89,1,40
98,T83,T83,Adam Hadwin,95,1,40
99,T83,T83,Padraig Harrington,60,1,34
100,T83,T83,David Hearn,97,1,31
101,T83,T83,Russell Henley,87,1,26
102,T83,T83,J.J. Henry,94,1,34
103,T83,T83,J.B. Holmes,89,1,36
104,T83,T83,Charles Howell III,105,1,38
105,T83,T83,Mark Hubbard,79,1,38
106,T83,T83,Billy Hurley III,83,1,18
107,T83,T83,Jerry Kelly,79,1,30
108,T83,T83,Whee Kim,71,1,23
109,T83,T83,Chris Kirk,76,1,23
110,T83,T83,Kevin Kisner,104,1,26
111,T83,T83,Colt Knost,90,1,24
112,T83,T83,Justin Leonard,61,1,21
113,T83,T83,Spencer Levin,99,1,40
114,T83,T83,Bill Lunde,50,1,28
115,T83,T83,John Merrick,78,1,46
116,T83,T83,Troy Merritt,91,1,36
117,T83,T83,Phil Mickelson,70,1,28
118,T83,T83,Bryce Molder,91,1,27
