,GIR_Putting_Avg_-_30-35_RANK THIS WEEK,GIR_Putting_Avg_-_30-35_RANK LAST WEEK,GIR_Putting_Avg_-_30-35_PLAYER NAME,GIR_Putting_Avg_-_30-35_ROUNDS,GIR_Putting_Avg_-_30-35_% MADE,GIR_Putting_Avg_-_30-35_ATTEMPTS,GIR_Putting_Avg_-_30-35_PUTTS MADE
0,1,1,David Toms,62,1.62,37,6.0
1,2,2,Lee Westwood,56,1.58,19,3.0
2,3,3,Padraig Harrington,60,1.39,36,5.0
3,T4,T4,Nicholas Thompson,90,1.36,66,9.0
4,T4,T4,Steve Wheatcroft,87,1.36,66,9.0
5,6,6,Chris Stroud,84,1.35,52,7.0
6,7,7,Steven Bowditch,103,1.32,68,9.0
7,8,8,Brian Davis,86,1.21,58,7.0
8,9,9,Jason Dufner,76,1.19,42,5.0
9,10,10,Stewart Cink,77,1.16,69,8.0
10,11,11,Daniel Summerhays,101,1.13,71,8.0
11,12,12,George McNeill,93,1.1,82,9.0
12,T13,T13,Ken Duke,93,1.09,55,6.0
13,T13,T13,Pat Perez,96,1.09,64,7.0
14,T13,T13,Patrick Reed,103,1.09,64,7.0
15,T16,T16,Fabián Gómez,83,1.07,56,6.0
16,T16,T16,Louis Oosthuizen,68,1.07,28,3.0
17,T18,T18,Brice Garnett,81,1.03,68,7.0
18,T18,T18,Andrew Putnam,68,1.03,29,3.0
19,20,20,Brian Stuard,97,1.02,49,5.0
20,T21,T21,Ricky Barnes,82,1.0,40,4.0
21,T21,T21,James Hahn,94,1.0,60,6.0
22,T21,T21,Willy Wilcox,58,1.0,50,5.0
23,T24,T24,Troy Merritt,91,0.97,72,7.0
24,T24,T24,Scott Pinckney,88,0.97,72,7.0
25,T24,T24,Camilo Villegas,83,0.97,72,7.0
26,27,27,Jason Day,75,0.96,52,5.0
27,28,28,Kevin Kisner,104,0.95,74,7.0
28,29,29,Charley Hoffman,97,0.94,53,5.0
29,T30,T30,Jonathan Randolph,72,0.93,43,4.0
30,T30,T30,Jordan Spieth,91,0.93,54,5.0
31,T32,T32,Zac Blair,108,0.92,76,7.0
32,T32,T32,Colt Knost,90,0.92,65,6.0
33,T34,T34,Jonas Blixt,78,0.91,33,3.0
34,T34,T34,Heath Slocum,57,0.91,22,2.0
35,T36,T36,Luke Donald,71,0.89,45,4.0
36,T36,T36,Derek Fathauer,81,0.89,45,4.0
37,T36,T36,Morgan Hoffmann,85,0.89,45,4.0
38,T39,T39,Steven Alker,62,0.88,34,3.0
39,T39,T39,Davis Love III,51,0.88,34,3.0
40,T39,T39,Cameron Tringale,96,0.88,80,7.0
41,T42,T42,Matt Jones,89,0.85,59,5.0
42,T42,T42,Sean O'Hair,86,0.85,71,6.0
43,T42,T42,Michael Thompson,83,0.85,71,6.0
44,T45,T45,Daniel Berger,97,0.83,72,6.0
45,T45,T45,Cameron Percy,72,0.83,60,5.0
46,T45,T45,D.A. Points,72,0.83,48,4.0
47,T45,T45,Robert Streb,110,0.83,84,7.0
48,T49,T49,Luke Guthrie,84,0.82,49,4.0
49,T49,T49,Jim Herman,88,0.82,73,6.0
50,T49,T49,Bubba Watson,71,0.82,49,4.0
51,52,52,Ian Poulter,68,0.81,37,3.0
52,53,53,Hideki Matsuyama,95,0.8,50,4.0
53,T54,T54,Ángel Cabrera,53,0.79,38,3.0
54,T54,T54,Kevin Chappell,86,0.79,63,5.0
55,T54,T54,Tony Finau,106,0.79,89,7.0
