,Putting_from_-_15-20_RANK THIS WEEK,Putting_from_-_15-20_RANK LAST WEEK,Putting_from_-_15-20_PLAYER NAME,Putting_from_-_15-20_ROUNDS,Putting_from_-_15-20_% MADE,Putting_from_-_15-20_ATTEMPTS,Putting_from_-_15-20_PUTTS MADE
0,1,1,Hunter Mahan,88,30.63,111,34
1,2,2,Jordan Spieth,91,27.89,147,41
2,3,3,Jamie Donaldson,50,26.79,56,15
3,4,4,Jimmy Walker,89,25.38,130,33
4,5,5,Rickie Fowler,76,25.22,115,29
5,6,6,Andrew Putnam,68,24.73,93,23
6,7,7,Brian Stuard,97,24.71,170,42
7,8,8,Billy Hurley III,83,24.43,131,32
8,9,9,Justin Rose,69,24.18,91,22
9,10,10,Willy Wilcox,58,24.05,79,19
10,11,11,Stewart Cink,77,24.0,125,30
11,12,12,Hudson Swafford,97,23.73,177,42
12,T13,T13,Zac Blair,108,23.53,170,40
13,T13,T13,Ernie Els,57,23.53,68,16
14,15,15,Camilo Villegas,83,23.19,138,32
15,T16,T16,Padraig Harrington,60,23.17,82,19
16,T16,T16,Whee Kim,71,23.17,82,19
17,18,18,Bryce Molder,91,22.89,166,38
18,19,19,Kevin Na,98,22.83,127,29
19,T20,T20,Blayne Barber,76,22.73,132,30
20,T20,T20,Scott Pinckney,88,22.73,154,35
21,22,22,Robert Streb,110,22.46,187,42
22,23,23,Fabián Gómez,83,22.3,139,31
23,24,24,David Hearn,97,22.16,167,37
24,T25,T25,Andres Gonzales,90,22.08,154,34
25,T25,T25,Steve Wheatcroft,87,22.08,154,34
26,27,27,Adam Scott,51,22.06,68,15
27,28,28,Erik Compton,86,22.05,127,28
28,29,29,Kyle Reifers,96,22.0,150,33
29,30,30,Martin Laird,77,21.99,141,31
30,31,31,Henrik Stenson,63,21.95,82,18
31,T32,T32,Colt Knost,90,21.94,155,34
32,T32,T32,Cameron Tringale,96,21.94,155,34
33,34,34,K.J. Choi,66,21.85,119,26
34,35,35,Brian Davis,86,21.83,142,31
35,36,36,Dustin Johnson,75,21.7,106,23
36,37,37,Troy Merritt,91,21.53,144,31
37,38,38,Ángel Cabrera,53,21.43,84,18
38,39,39,Adam Hadwin,95,21.39,173,37
39,40,40,Matt Jones,89,21.31,122,26
40,41,41,Morgan Hoffmann,85,21.3,108,23
41,42,42,Carl Pettersson,106,21.24,193,41
42,43,43,Zach Johnson,90,21.23,146,31
43,44,44,Russell Henley,87,21.19,151,32
44,45,45,Aaron Baddeley,76,21.13,142,30
45,46,46,Bubba Watson,71,21.1,109,23
46,47,47,Brendan Steele,88,21.09,147,31
47,48,48,Ricky Barnes,82,21.01,119,25
48,49,49,Jhonattan Vegas,90,20.8,125,26
49,T50,T50,Harris English,105,20.74,188,39
50,T50,T50,Andrew Svoboda,80,20.74,135,28
51,52,52,Jonas Blixt,78,20.69,87,18
52,53,53,Kevin Chappell,86,20.67,150,31
53,T54,T54,Brendon de Jonge,106,20.63,160,33
54,T54,T54,Patrick Reed,103,20.63,126,26
55,56,56,Jason Gore,76,20.61,131,27
56,57,57,Shawn Stefani,94,20.57,175,36
57,T58,T58,Paul Casey,87,20.51,117,24
58,T58,T58,Robert Garrigus,70,20.51,117,24
59,60,60,Webb Simpson,81,20.49,122,25
60,61,61,Jason Dufner,76,20.48,83,17
61,62,62,David Toms,62,20.47,127,26
62,63,63,Billy Horschel,99,20.44,137,28
63,64,64,George McNeill,93,20.22,178,36
64,65,65,Ian Poulter,68,20.21,94,19
65,66,66,Jonathan Byrd,69,20.2,99,20
66,67,67,Francesco Molinari,56,20.19,104,21
67,T68,T68,J.B. Holmes,89,20.18,114,23
68,T68,T68,Ryan Palmer,80,20.18,109,22
69,70,70,Bo Van Pelt,81,20.14,139,28
70,71,71,William McGirt,103,20.1,194,39
71,T72,T72,Justin Leonard,61,20.0,100,20
72,T72,T72,Scott Stallings,60,20.0,95,19
73,74,74,John Huh,102,19.89,176,35
74,75,75,Chesson Hadley,101,19.87,156,31
75,76,76,Matt Every,73,19.8,101,20
76,77,77,Chris Kirk,76,19.79,96,19
77,78,78,Scott Brown,97,19.73,147,29
78,79,79,Ben Martin,93,19.64,168,33
79,80,80,Patrick Rodgers,57,19.59,97,19
80,81,81,Nick Watney,91,19.51,164,32
81,82,82,Ken Duke,93,19.48,154,30
82,83,83,Mark Hubbard,79,19.47,113,22
83,84,84,Sam Saunders,83,19.4,134,26
84,85,85,Scott Langley,94,19.35,155,30
85,86,86,Sergio Garcia,59,19.3,57,11
86,87,87,Tyrone Van Aswegen,58,19.28,83,16
87,88,88,Charl Schwartzel,67,19.23,78,15
88,89,89,Ryan Moore,81,19.2,125,24
89,T90,T90,Charlie Beljan,76,19.15,94,18
90,T90,T90,Brandt Snedeker,98,19.15,141,27
91,T92,T92,Hideki Matsuyama,95,19.08,131,25
92,T92,T92,Kevin Streelman,95,19.08,152,29
93,94,94,Lee Westwood,56,19.05,63,12
94,95,95,Greg Chalmers,58,18.84,69,13
95,96,96,Alex Cejka,94,18.75,160,30
96,97,97,Rory Sabbatini,81,18.6,129,24
97,98,98,Jason Bohn,95,18.44,179,33
98,99,99,Boo Weekley,79,18.42,114,21
99,T100,T100,Tom Hoge,83,18.33,120,22
100,T100,T100,D.A. Points,72,18.33,120,22
101,102,102,Heath Slocum,57,18.29,82,15
102,103,103,Chad Campbell,97,18.27,197,36
103,104,104,Ryo Ishikawa,90,18.25,137,25
104,T105,T105,Bill Haas,89,18.24,148,27
105,T105,T105,Michael Putnam,87,18.24,148,27
106,107,107,Martin Flores,95,18.13,160,29
107,108,108,Jason Kokrak,88,18.05,133,24
108,109,109,Scott Piercy,90,17.96,167,30
109,T110,T110,Steven Alker,62,17.92,106,19
110,T110,T110,Phil Mickelson,70,17.92,106,19
111,112,112,Brooks Koepka,84,17.91,134,24
112,113,113,Jim Herman,88,17.88,179,32
113,114,114,Bill Lunde,50,17.86,84,15
114,115,115,Nick Taylor,91,17.76,152,27
115,116,116,Ben Crane,62,17.65,102,18
116,117,117,Luke Guthrie,84,17.61,142,25
117,118,118,Michael Thompson,83,17.56,131,23
118,119,119,Tony Finau,106,17.51,177,31
119,T120,T120,Oscar Fraustro,58,17.5,80,14
120,T120,T120,Carlos Ortiz,100,17.5,160,28
121,122,122,Cameron Percy,72,17.46,126,22
122,123,123,Sangmoon Bae,98,17.22,180,31
123,124,124,Chad Collins,79,17.21,122,21
124,125,125,Kevin Kisner,104,17.19,192,33
125,126,126,Derek Fathauer,81,17.16,134,23
126,127,127,Pat Perez,96,16.88,154,26
127,128,128,James Hahn,94,16.79,137,23
128,T129,T129,Keegan Bradley,87,16.67,126,21
129,T129,T129,Jerry Kelly,79,16.67,114,19
130,131,131,Spencer Levin,99,16.58,193,32
131,132,132,Sean O'Hair,86,16.56,151,25
132,133,133,Luke Donald,71,16.5,103,17
133,T134,T134,Gonzalo Fernandez-Castaño,81,16.41,128,21
134,T134,T134,Vijay Singh,78,16.41,128,21
135,136,136,Jeff Overton,94,16.35,159,26
136,137,137,Jonathan Randolph,72,16.24,117,19
137,T138,T138,Jon Curran,83,16.15,130,21
138,T138,T138,Brendon Todd,96,16.15,161,26
139,T140,T140,Eric Axley,57,16.0,100,16
140,T140,T140,Daniel Summerhays,101,16.0,175,28
141,142,142,Retief Goosen,81,15.97,119,19
142,143,143,Matt Kuchar,97,15.94,138,22
143,144,144,Jason Day,75,15.89,107,17
144,145,145,Brice Garnett,81,15.87,126,20
145,146,146,Russell Knox,96,15.79,152,24
146,147,147,Steven Bowditch,103,15.7,172,27
147,148,148,Graham DeLaet,65,15.65,115,18
148,149,149,Max Homa,78,15.56,135,21
149,T150,T150,John Merrick,78,15.38,104,16
150,T150,T150,Nicholas Thompson,90,15.38,130,20
151,152,152,Lucas Glover,79,15.23,151,23
152,153,153,Charles Howell III,105,15.0,200,30
153,154,154,Justin Thomas,106,14.65,198,29
154,155,155,Andres Romero,69,14.61,89,13
155,156,156,Marc Leishman,74,14.58,96,14
156,157,157,David Lingmerth,90,14.52,124,18
157,158,158,Louis Oosthuizen,68,14.44,90,13
158,T159,T159,Davis Love III,51,14.29,91,13
159,T159,T159,Mark Wilson,89,14.29,147,21
160,161,161,Derek Ernst,75,14.05,121,17
161,162,162,Chez Reavie,56,14.02,107,15
162,163,163,Brian Harman,90,13.92,158,22
163,164,164,Jim Furyk,71,13.74,131,18
164,165,165,John Senden,80,13.54,96,13
165,T166,T166,Seung-Yul Noh,65,13.46,104,14
166,T166,T166,Tim Wilkinson,73,13.46,104,14
167,168,168,Danny Lee,120,13.44,186,25
168,169,169,Johnson Wagner,68,13.43,134,18
169,170,170,Charley Hoffman,97,13.42,149,20
170,171,171,Daniel Berger,97,13.33,180,24
171,172,172,Alex Prugh,84,13.29,143,19
172,173,173,Gary Woodland,81,12.63,95,12
173,174,174,John Peterson,84,12.57,167,21
174,175,175,Chris Stroud,84,12.4,129,16
175,176,176,J.J. Henry,94,11.45,166,19
176,177,177,Greg Owen,58,11.39,79,9
177,178,178,Roger Sloan,56,11.25,80,9
178,179,179,Roberto Castro,54,11.11,72,8
179,180,180,Robert Allenby,63,11.0,100,11
180,181,181,Byron Smith,59,10.48,105,11
181,182,182,Jim Renner,68,9.38,96,9
182,183,183,Sung Joon Park,79,9.3,129,12
183,184,184,Geoff Ogilvy,50,8.7,69,6
