,Total_3_Putts_-_15-20_RANK THIS WEEK,Total_3_Putts_-_15-20_RANK LAST WEEK,Total_3_Putts_-_15-20_PLAYER NAME,Total_3_Putts_-_15-20_ROUNDS,Total_3_Putts_-_15-20_TOTAL 3 PUTTS 15'-20',Total_3_Putts_-_15-20_TOTAL 3 PUTTS
0,1,1,Lucas Glover,79,10,69
1,2,2,Nick Watney,91,8,57
2,T3,T3,Ken Duke,93,7,53
3,T3,T3,Ryo Ishikawa,90,7,41
4,5,5,Cameron Tringale,96,6,45
5,T6,T6,Sangmoon Bae,98,5,52
6,T6,T6,Steven Bowditch,103,5,40
7,T6,T6,Brian Davis,86,5,40
8,T6,T6,Fabián Gómez,83,5,42
9,T6,T6,Charley Hoffman,97,5,32
10,T6,T6,Rory Sabbatini,81,5,42
11,T6,T6,Nicholas Thompson,90,5,49
12,T13,T13,Scott Brown,97,4,44
13,T13,T13,K.J. Choi,66,4,25
14,T13,T13,Graham DeLaet,65,4,24
15,T13,T13,Tony Finau,106,4,45
16,T13,T13,Robert Garrigus,70,4,41
17,T13,T13,Russell Henley,87,4,26
18,T13,T13,Jim Herman,88,4,44
19,T13,T13,Jerry Kelly,79,4,30
20,T13,T13,Danny Lee,120,4,42
21,T13,T13,Spencer Levin,99,4,40
22,T13,T13,Louis Oosthuizen,68,4,26
23,T13,T13,D.A. Points,72,4,38
24,T13,T13,Michael Putnam,87,4,48
25,T13,T13,Justin Rose,69,4,23
26,T13,T13,Vijay Singh,78,4,41
27,T13,T13,Roger Sloan,56,4,21
28,T13,T13,Kevin Streelman,95,4,28
29,T30,T30,Daniel Berger,97,3,52
30,T30,T30,Keegan Bradley,87,3,35
31,T30,T30,Greg Chalmers,58,3,18
32,T30,T30,Kevin Chappell,86,3,40
33,T30,T30,Jason Dufner,76,3,40
34,T30,T30,Derek Ernst,75,3,47
35,T30,T30,Brian Harman,90,3,26
36,T30,T30,Max Homa,78,3,33
37,T30,T30,Mark Hubbard,79,3,38
38,T30,T30,Russell Knox,96,3,39
39,T30,T30,Justin Leonard,61,3,21
40,T30,T30,Bill Lunde,50,3,28
41,T30,T30,Geoff Ogilvy,50,3,24
42,T30,T30,Sung Joon Park,79,3,41
43,T30,T30,John Peterson,84,3,34
44,T30,T30,Carl Pettersson,106,3,44
45,T30,T30,Ian Poulter,68,3,22
46,T30,T30,Sam Saunders,83,3,33
47,T30,T30,Charl Schwartzel,67,3,29
48,T30,T30,Heath Slocum,57,3,26
49,T30,T30,Byron Smith,59,3,26
50,T30,T30,Brendan Steele,88,3,42
51,T30,T30,Andrew Svoboda,80,3,50
52,T30,T30,Hudson Swafford,97,3,37
53,T30,T30,Michael Thompson,83,3,46
54,T30,T30,Steve Wheatcroft,87,3,40
