,Putting_from_-_10-15_RANK THIS WEEK,Putting_from_-_10-15_RANK LAST WEEK,Putting_from_-_10-15_PLAYER NAME,Putting_from_-_10-15_ROUNDS,Putting_from_-_10-15_% MADE,Putting_from_-_10-15_ATTEMPTS,Putting_from_-_10-15_PUTTS MADE
0,1,1,Aaron Baddeley,76,44.81,183,82
1,2,2,Ian Poulter,68,38.69,137,53
2,3,3,Danny Lee,120,38.33,287,110
3,4,4,Ben Crane,62,37.89,161,61
4,5,5,Jimmy Walker,89,37.78,180,68
5,6,6,Lee Westwood,56,37.5,104,39
6,7,7,Patrick Reed,103,37.17,191,71
7,8,8,Russell Henley,87,36.57,175,64
8,9,9,Brendon Todd,96,36.27,204,74
9,10,10,Jerry Kelly,79,36.19,210,76
10,11,11,Chris Kirk,76,35.9,156,56
11,12,12,Brandt Snedeker,98,35.71,210,75
12,13,13,William McGirt,103,35.69,269,96
13,14,14,Sangmoon Bae,98,35.6,250,89
14,15,15,Retief Goosen,81,35.58,163,58
15,16,16,Phil Mickelson,70,35.46,141,50
16,17,17,Brian Davis,86,35.45,189,67
17,18,18,Marc Leishman,74,35.19,162,57
18,19,19,Jhonattan Vegas,90,35.08,191,67
19,20,20,Kevin Chappell,86,35.03,197,69
20,21,21,George McNeill,93,34.92,252,88
21,22,22,Daniel Summerhays,101,34.91,275,96
22,23,23,Robert Streb,110,34.88,258,90
23,24,24,David Hearn,97,34.83,267,93
24,25,25,Jason Bohn,95,34.6,263,91
25,26,26,Andrew Putnam,68,34.55,165,57
26,27,27,Camilo Villegas,83,34.54,194,67
27,28,28,Matt Every,73,34.43,183,63
28,29,29,Blayne Barber,76,34.38,192,66
29,30,30,Charley Hoffman,97,34.32,236,81
30,31,31,Morgan Hoffmann,85,34.22,187,64
31,32,32,Scott Pinckney,88,33.91,230,78
32,33,33,Jonathan Randolph,72,33.8,142,48
33,34,34,Troy Merritt,91,33.79,219,74
34,35,35,Matt Jones,89,33.7,184,62
35,36,36,Scott Langley,94,33.64,220,74
36,37,37,Henrik Stenson,63,33.63,113,38
37,38,38,Seung-Yul Noh,65,33.53,167,56
38,39,39,Paul Casey,87,33.5,197,66
39,T40,T40,Zac Blair,108,33.33,237,79
40,T40,T40,Greg Chalmers,58,33.33,102,34
41,42,42,John Huh,102,33.2,247,82
